"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","individualCount","typeStatus","fieldNumber"
"50","2015-10-06 09:22:16-03","MNHN","RECOLNAT_MNHN_P","P00725982","PreservedSpecimen",NA,"Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Glaziou, A.",NA,"1875","11","17","Brésil",NA,NA,"Rio de Janeiro, Province St Catherine, Larangeiras",NA,NA,NA,NA,NA,NA,"P00725982","P00725982_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725982' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"type","8059"
"51","2015-10-03 07:14:38-03","MNHN","RECOLNAT_MNHN_P","P00725983","PreservedSpecimen",NA,"Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Glaziou, A.",NA,"1875","11","17","Brésil",NA,NA,"Rio de Janeiro, Province St Catherine, Larangeiras",NA,NA,NA,NA,NA,NA,"P00725983","P00725983_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725983' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"type","8059"
"52","2015-10-06 09:22:42-03","MNHN","RECOLNAT_MNHN_P","P00725984","PreservedSpecimen",NA,"Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Glaziou, A.",NA,"1875","11","17","Brésil",NA,NA,"Rio de Janeiro, Province St Catherine, Larangeiras",NA,NA,NA,NA,NA,NA,"P00725984","P00725984_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725984' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"type","8059"
"53","2015-10-06 09:22:55-03","MNHN","RECOLNAT_MNHN_P","P00725985","PreservedSpecimen",NA,"Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Glaziou, A.",NA,"1875","11","17","Brésil",NA,NA,"Rio de Janeiro, Province St Catherine, Larangeiras",NA,NA,NA,NA,NA,NA,"P00725985","P00725985_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725985' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"type","8059"
"54","2015-10-06 09:23:09-03","MNHN","RECOLNAT_MNHN_P","P00725986","PreservedSpecimen",NA,"Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Glaziou, A.",NA,"1875","11","17","Brésil",NA,NA,"Rio de Janeiro, Province St Catherine, Larangeiras",NA,NA,NA,NA,NA,NA,"P00725986","P00725986_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725986' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"isotype","8059"
"55","2015-10-06 09:23:36-03","MNHN","RECOLNAT_MNHN_P","P00725987","PreservedSpecimen",NA,"Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Glaziou, A.",NA,"1875","11","17","Brésil",NA,NA,"Rio de Janeiro, Province St Catherine, Larangeiras",NA,NA,NA,NA,NA,NA,"P00725987","P00725987_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725987' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"isotype","8059"
"56","2015-09-03 20:48:04-03","MNHN","RECOLNAT_MNHN_P","P02147225","PreservedSpecimen",NA,"Arecaceae","Syagrus","eriospatha","Syagrus eriospatha","(Mart. ex Drude) Glassman",NA,NA,NA,NA,"Krapovickas, A.|Cristóbal, C.L.|Marunak, V.",NA,"1973","1","30","Brasil","Santa Catarina",NA,"Ponte Alta do Sul. km 315 Ruta BR 116",NA,NA,NA,NA,NA,NA,"P02147225","P02147225_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02147225' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"23065"
"57","2015-09-03 20:48:04-03","MNHN","RECOLNAT_MNHN_P","P02147223","PreservedSpecimen",NA,"Arecaceae","Syagrus","eriospatha","Syagrus eriospatha","(Mart. ex Drude) Glassman",NA,NA,NA,NA,"Krapovickas, A.|Maruñak, V.|Cristóbal, C.L.",NA,"1973","1","30","Brasil","Santa Catarina","Ponte Alta","km 315, ruta BR-116","-50.380298614502","-27.4841995239258",NA,NA,NA,NA,"P02147223","P02147223_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02147223' target='other'> <mi>dwc_moreinfo</mi></a>","33166","auto",NA,NA,NA,NA,NA,"23065"
"58","2015-09-03 20:48:04-03","MNHN","RECOLNAT_MNHN_P","P02147224","PreservedSpecimen",NA,"Arecaceae","Syagrus","eriospatha","Syagrus eriospatha","(Mart. ex Drude) Glassman",NA,NA,NA,NA,"Krapovickas, A.|Cristobal, C.L.|Marunak, V.",NA,"1973","1","30","Brasil","Santa Catarina","Ponte Alta","Ponte alta do Sul, km 315, ruta BR-116","-50.380298614502","-27.4841995239258",NA,NA,NA,NA,"P02147224","P02147224_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02147224' target='other'> <mi>dwc_moreinfo</mi></a>","33166","auto",NA,NA,NA,NA,NA,"23065"
"59","2020-12-11 11:43:25-03","UFMG","BHCB","145916","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Stehmann, JR; Augsten, M","6152","2010","11","19","Brasil","Minas Gerais","Araxá","Arboreto CBMM","-46.905044","-19.674464","-46.905044","-19.674464","1111","1111",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-06-22 05:25:00-03","MO","MOBOT","2456906","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 16461","1963","12","28","Brazil","Santa Catarina",NA,"Irani. Campo de Irani","-51.83333","-26.95",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-09-06 17:07:02-03","UFSM","HDCF","2840","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Marchiori, J. N. C.","1986","09","09","Marchiori, J. N. C.","460","1986","08","18","Brasil","Rio Grande do Sul","Passo Fundo","Barragem do Rio Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"Comum nos campos do planalto riograndense","25060","auto",NA,NA,NA,NA,NA,NA
"62","2019-03-29 10:41:14-03","UFSM","HDCF","6268","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Soares, K. P.",NA,NA,NA,"Soares, K. P.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Nova Prata",NA,"-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA,NA,NA
"63","2021-01-09 21:48:20-03","UNICENTRO","HUCO","5180","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Lima, E.A.A.",NA,NA,NA,"Lima, D.R.M.","s.n.","2012","10","18","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"64","2021-01-09 21:48:20-03","UNICENTRO","HUCO","5847","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Diego Ricardo Medeiros de Lima","2012","11","26","Diego Ricardo Medeiros de Lima","s.n.","2012","10","18","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"65","2021-01-09 21:48:20-03","UNICENTRO","HUCO","1027","S","Plantae","Aracaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","s.n.","2009","07",NA,"Brasil","Paraná","Irati","Bairro Alto da Glória","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"HUCO001027",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"66","2021-01-09 21:48:20-03","UNICENTRO","HUCO","1026","S","Plantae","Aracaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","s.n.","2009","07",NA,"Brasil","Paraná","Irati","Bairro Alto da Glória","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"HUCO001026",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"67","2020-06-25 16:06:03-03","FUVATES","HVAT","4597","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M. Rossato","2005","10","01","M. Rossato","345","2005","08","22","Brasil","Rio Grande do Sul","Quatro Irmãos",NA,"-52.4525","-27.852778","52º27'9''W","27º51'10''S",NA,NA,"HVAT00004597",NA,NA,NA,NA,NA,"Doação do Herbário HUCS, registro HUCS 27379",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-25 16:06:03-03","FUVATES","HVAT","4596","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M. Rossato","2005","10","01","R. Wasun","3065","2005","09","29","Brasil","Rio Grande do Sul","Coxilha",NA,"-52.296111","-28.127222","52º17'46''W","28º7'38''S",NA,NA,"HVAT00004596",NA,NA,NA,NA,NA,"Doação do Herbário HUCS, registro HUCS 27380",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-01-26 14:12:06-03","CPACT","ECT","3718","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M.M.Marchi","2016","05","05","M.M.Marchi; R.L.Barbieri | E.Sosinski","4567","2016","05","05","Brasil","Rio Grande do Sul","Pinhal da Serra","Propriedade particular, perto do assentamento. Mata de araucária com Butia eriospatha em pasto.","-51.171944","-27.875","51º10'19''W","27º52'30''S","926","926","ECT0003718","ECT0003718_01 ECT0003718_02 ECT0003718_03 ECT0003718_04 ECT0003718_05 ECT0003718_06","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","2282322","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","9835","1957","1","3","Brazil","Santa Catarina","Joaçaba","11 km from ponte serrada","-51.5046997070312","-27.1781005859375",NA,NA,"700","900","US00059665","US00059665_01",NA,"Arecales","South America",NA,NA,"18588","auto",NA,NA,"Monocotyledonae","1",NA,NA
"71","2020-09-12 05:00:02-03","US","US","2282321","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","9835","1957","1","3","Brazil","Santa Catarina","Joaçaba","11 km from ponte serrada","-51.5046997070312","-27.1781005859375",NA,NA,"700","900","US00059666","US00059666_01",NA,"Arecales","South America",NA,NA,"18588","auto",NA,NA,"Monocotyledonae","1",NA,NA
"72","2020-09-12 05:00:02-03","US","US","3609454","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"J. N. Rose & P. G. Russell","20840","1915","8",NA,"Brazil","São Paulo",NA,"Cultivated in Jardin Botanica Sao Paulo. Originally from interior of Sao Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arecales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"73","2020-09-12 05:00:02-03","US","US","2282324","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","9835","1957","1","3","Brazil","Santa Catarina","Joaçaba","11 km from ponte serrada","-51.5046997070312","-27.1781005859375",NA,NA,"700","900","US00059663","US00059663_01",NA,"Arecales","South America",NA,NA,"18588","auto",NA,NA,"Monocotyledonae","1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2282325","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","9835","1957","1","3","Brazil","Santa Catarina","Joaçaba","11 km from ponte serrada","-51.5046997070312","-27.1781005859375",NA,NA,"700","900","US00059662","US00059662_01",NA,"Arecales","South America",NA,NA,"18588","auto",NA,NA,"Monocotyledonae","1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2282326","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","9835","1957","1","3","Brazil","Santa Catarina","Joaçaba","11 km from ponte serrada","-51.5046997070312","-27.1781005859375",NA,NA,"700","900","US00059661","US00059661_01",NA,"Arecales","South America",NA,NA,"18588","auto",NA,NA,"Monocotyledonae","1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2282323","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","9835","1957","1","3","Brazil","Santa Catarina","Joaçaba","11 km from ponte serrada","-51.5046997070312","-27.1781005859375",NA,NA,"700","900","US00059664","US00059664_01",NA,"Arecales","South America",NA,NA,"18588","auto",NA,NA,"Monocotyledonae","1",NA,NA
"77","2020-09-02 16:20:30-03","Cenargen","CEN","66439","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Aécio Amaral-Santos","2641","2005","08","31","Brasil","RS","PINHAL DA SERRA","Estrada que liga Pinhal da Serra à antiga balsa.",NA,NA,NA,NA,NA,NA,"CEN00066439","CEN00066439 CEN00066439_1 CEN00066439_2 CEN00066439_3 CEN00066439_4 CEN00066439_5",NA,NA,NA,"Exsicatas","Inflorescência rosa. Área de influência indireta.",NA,NA,NA,NA,NA,"2",NA,NA
"78","2020-09-02 16:20:30-03","Cenargen","CEN","66442","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","E. S. G. Guarino","2005","11",NA,"Aécio Amaral-Santos","2786","2005","11","30","Brasil","RS","PINHAL DA SERRA","Estrada entre Pinhal da Serra e a Serra dos Gregórios.","-51.216111","-27.85","-51.216111","-27.85","822","822","CEN00066442","CEN00066442 CEN00066442_1 CEN00066442_2",NA,NA,NA,"Unicata",NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2020-09-02 16:20:30-03","Cenargen","CEN","67311","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","G. Pereira-Silva","2006","02",NA,"Glocimar Pereira-Silva","10316","2006","02","13","Brasil","RS","PINHAL DA SERRA","Estrada vicinal de acesso ao assentamento e serra dos Gregórios.","-51.218611","-27.851666","-51.218611","-27.851666","900","900","CEN00067311","CEN00067311 CEN00067311_1 CEN00067311_2 CEN00067311_3 CEN00067311_4",NA,NA,NA,"Exsicatas","Germoplasma coletado de 25 indivíduos, população estendendo-se por 4 km ao longo da estrada.",NA,NA,NA,NA,NA,"4",NA,NA
"80","2021-03-15 18:25:09-03","USP","SPF","186204","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Marcato, AC","2000","06",NA,"Marcato, AC","250","2000","06","10","Brasil","Paraná","Castro","São Lorenço, Butiazal, PR 090, de Castrolândia para Abapan, ca. 20 Km de Castrolândia, prósimo a Fábrica de Calcáreo Itatinga.","-49.833333","-24.75","-49.833333","-24.75","800","800","SPF00186204",NA,NA,NA,NA,NA,"Altura total 8m, caule 5x0,4m, floras 22, glaucas, bainha+pecíolo 73cm, raque 207m, folíolos 86, mediano 59x2.7xm, brácteas da inflorescência: compr. total 102cm, larg. 14cm, rostro 3,5cm, raque 64cm. Flores estaminadas creme.; Grand",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 18:25:09-03","USP","SPF","202104","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Marcato, AC","2000","07",NA,"Marcato, AC","256","2000","06","13","Brasil","Santa Catarina","Campos Novos","Km 333 na BR 282.","-51.216667","-27.383333","-51.216667","-27.383333","800","800","SPF00202104",NA,NA,NA,NA,NA,"Altura total 3 m, caule subterrâneo, folhas 21, raque 205cm, folíolos 77, mediano 67x2.4cm, bráctea da inflorescência com indumento denso castanho avermelhado, pedúnculo róseo, flores estaminadas creme.; Área de mata sobre solo argil",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 18:25:09-03","USP","SPF","219349","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Marcato, AC","1998",NA,NA,"Marcato, AC","255","2000","06","13","Brasil","Santa Catarina","Curitibanos","Marombas, Km 271 BR282.","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,"SPF00219349",NA,NA,NA,NA,NA,"Altura total 3 m, caule subterrâneo, folhas 21, raque 2,05 m, folíolos 77, mediano 67 x 2,4 cm, pedúnculo inflorescência róseo, 2 inflorescências, uma na antese de flores estaminadas outra com antese de flores estaminadas no final.","25987","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-02 09:06:51-03","UNITINS","HUTO","5649","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart ex Drude) Becc.","Caxambu, M.G.","2007","12","13","Caxambu, M.G.","1817","2007","11","03","Brasil","Paraná","Ponta Grossa","Relevo ondulado","-50.133056","-25.053556","-50.133056","-25.053556","907","907","HUTO005649",NA,NA,NA,NA,NA,"Palmeira de porte arbóreo com cerca 4 m de altura. Flores amarelas.; Estepe (campo gerais)",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-09-04 19:03:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Arecaceae","Cocos","eriospatha","Cocos eriospatha",NA,NA,NA,NA,NA,"A. Glaziou","8850","1876",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Type [status unknown]",NA
"85","2019-11-01 15:13:08-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Singer, RB","2017","04","23","Pinedo, AS; Singer, RB; Castro, JB","24","2017","04","23","Brasil","Rio Grande do Sul","Passo Fundo","Beira de estrada, próximo ao aeroporto de Passo Fundo","-52.315278","-28.241389","-52.315278","-28.241389","727","727",NA,NA,"Monocotyledonae",NA,"Southern America",NA,"Planta ca. 4.0 m. Infrutescência 1.1 m (pedúnculo 0.08 m). Espata 0.9 m; Campestre",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-04-15 17:39:14-03","UFMT","UFMT","38569","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc","Caxambu, M.G.","2007","11","03","Caxambu, M.G.","1817","2007","11","03","Brasil","Paraná","Ponta Grossa","Campus da UTFPR.","-50.133056","-25.053556","-50.133056","-25.053556",NA,NA,"UFMT00038569",NA,NA,NA,NA,NA,"Doação UTFPR.; Palmeira de porte arbóreo cerca 4 m , flores amarelas.; Vegetação estepe ( campos gerais). Relevo ondulado.",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-04 15:41:56-03","IF","SPSF","04278","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"D.Bento Pickel",NA,"1952","12","31","Brasil","SP","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Arecales","América do Sul",NA,"COLETA: XLS: SPSFAntigo;","53584","auto",NA,NA,"Liliopsida",NA,NA,NA
"88","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Arecaceae","Cocos","eriospatha","Cocos eriospatha","Mart.",NA,NA,NA,NA,"Glaziou, AFM","8059",NA,NA,NA,"Brazil",NA,NA,"in prov. Rio Grande do Sul, culta in Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Arecaceae","Cocos","eriospatha","Cocos eriospatha","Mart.",NA,NA,NA,NA,"Glaziou, AFM","296",NA,NA,NA,"Brazil",NA,NA,"in prov. Rio Grande do Sul, culta in Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Arecaceae","Cocos","eriospatha","Cocos eriospatha","Mart.",NA,NA,NA,NA,"Glaziou, AFM","296 et 8059",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,"culta in Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"campis arenosis.; HABITAT: campis arenosis.",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:50:41-03","UFRGS","ICN","034136","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Mattos, J","s.n.","1977","04","10","Brasil","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"Espécie ameaçada de extinção (Em perigo).; Planta com ca. de 3m de altura frutos maduros amarelados.; Cultivado.","48290","auto",NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:50:41-03","UFRGS","ICN","025736","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Noblick, LR","1992","05","21","Krapovickas, A; et al.","23065","1973","01","30","Brasil","SC","Ponte Alta do Sul","Km 315 ruta BR 116",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"Espécie ameaçada de extinção (Em perigo).; Estípite, 5m altura; 40cm diámetro. Pecíolo 1m long.; lámina 2,40m long. Inflorescencias 1,50m long.",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:50:41-03","UFRGS","ICN","185670","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Köhler, M","2016","04","01","Köhler, M; Rabuske, CS","87","2016","04","01","Brasil","RS","Pinhal da Serra","Proximidades do Assentamento Nova Esmeralda. Antes da Serra dos Gregórios. Propriedade do Sr. Nenzo e Sra. Neusa.","-51.240556","-27.826944","-51.240556","-27.826944","750","750",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"Material testemunho da caracterização dos frutos, projeto BFN/MMA.; Palmeiras, estipe solitário, cerca de 6-8 metros de altura. Folhas 2,2 m x 1 m, ca. 80 pares pinas. Bráctea peduncular 1 m comprimento, lenhosa, com denso indumento castanho-ferrugín",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:50:41-03","UFRGS","ICN","194091","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Schüssler, G","2017","03","23","Schüssler, G; Siminski, A","s.n.","2017","03","23","Brasil","SC","Curitibanos","Estrada entre Curitibanos e Caçador","-50.617778","-27.194444","-50.617778","-27.194444",NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"ind. Arbóreo; beira de estrada",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:50:41-03","UFRGS","ICN","187145","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Köhler, M","2016","04","04","Köhler, M; et al.","89","2016","04","04","Brasil","RS","Pelotas","Embrapa Clima Temperada, acesso pela RS-471.","-52.742222","-32.138889","-52.742222","-32.138889","60","60",NA,NA,"Monocotyledon",NA,"América do Sul",NA,"Material testemunho da caracterização dos frutos, projeto BFN/MMA.; Palmeira, estipe solitário, folhas 1,6 m comprimento; bráctea peduncular lenhosa, denso indumento ferrugíneo. Frutos globosos, amarelos, endocarpo também globoso. Frutífera Nativa.;",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","1919","PreservedSpecimen","Plantae","Arecaceae","Butia","cf. eriospatha","Butia cf. eriospatha","(Mart. ex Drude) Becc.","Porto, M.L.",NA,NA,NA,"Porto, M.L.","s.n.","1975","01",NA,"Brasil","Rio Grande do Sul","Itapoã (Viamão, Itapuã)","Morro da Grota","-51.02","-30.2819","-51,02","-30,2819",NA,NA,"HAS0001919",NA,"Magnoliophyta",NA,NA,NA,"porte médio",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-10-18 18:17:16-03","MCN-FZBRS","HAS","1918","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Porto, M.L.",NA,NA,NA,"Porto, M.L.","s.n.","1975","01",NA,"Brasil","Rio Grande do Sul","Itapoã (Viamão, Itapuã)","Morro da Grota (parte média do morro)","-51.02","-30.2819","-51,02","-30,2819",NA,NA,"HAS0001918",NA,"Magnoliophyta",NA,NA,NA,"ver infrutescência",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","45065","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Senna, R. M.",NA,NA,NA,"Senna, R.M.","1081","2005","12",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S, Parque Estadual do Tainhas.",NA,NA,NA,NA,NA,NA,"HAS0045065",NA,"Magnoliophyta",NA,NA,NA,"butiá-da-serra; Mata; Palmeira",NA,NA,NA,NA,NA,NA,NA,NA
