"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","identifiedBy","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"44","2016-09-29 14:35:00-03","NY","NYBG","559696","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia",NA,"E. Hemmendorff","541","1901","07","22","South America","Brazil","Monteserrat, Itatiaia",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559696","NY00559696_01","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00957001","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","W. R. Anderson","35743","1972","02","09","South America","Brazil","Serra do Espinhaço, South-eastern drainage of Pico do Itambé, about 5 km directly west and north of Santo Antonio do Itambé","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957001","NY00957001_01","Minas Gerais",NA,"-43.351","-18.4489","950","R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","559694","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","J. H. Kirkbride Jr.","2022","1972","08","31","South America","Colombia","Sierra Nevada de Santa Marta; N of finca Cecilia, Quebrada Indiana","1820","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559694","NY00559694_01","Magdalena",NA,"-73.97","10.98","1820","R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","4123991","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","V. Zak","1059","1986","06","08","South America","Ecuador","Carretera Quito-Aloag-Sto. Domingo de los Colorados, km 94, a km al S de la carretera. Estribaciones occidentales del Volcán El Corazón","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442756' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123991","NY04123991_01","Pichincha",NA,"-78.85","-0.35","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","250574","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia angustata","Dahlst.","C. W. Mosén","1655","1874","05","15","South America","Brazil","Caldas",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00250574","NY00250574_01","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,"angustata","holotype fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-13 09:20:39-03","UFRJ","RFA","22871","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","F. Segadas-Vianna","733","1945","03","03",NA,"Brasil","Maromba","1100",NA,NA,"RFA18752",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","1100","T.G. Yuncker",NA,NA,"1959","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1481617","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Regnell AF",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481617","NL-U1481617",NA,NA,NA,NA,NA,"Yuncker TG",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0060143",NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1476959","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Zwijnen C; Hoenselaar K; Peña Cruz E",NA,"2002","10","28","Southern America","Peru","Peru, Piura, Morropon, Chalaco",NA,NA,"Cloudforest, Mijal<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476959","NL-U1476959","Piura",NA,"-79.716667","-5.05",NA,"Christenhusz MJM",NA,NA,"2005",NA,NA,"Magnoliopsidae","U 0120234","05","01","-79.716667","-5.05",NA,NA,NA
"52","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1476960","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Maas PJM; Jaramillo Mejía R",NA,"1974","09","28","Southern America","Colombia","Dep. Cundinamarca, Río Ratán, between Pacho and Zipaquira.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476960","NL-U1476960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1476969","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Schunke Vigo J",NA,"1977","06","12","Southern America","Peru","San Martin, Provincia: Lamas; Distrito: Alonso de Alvarado, San Juan de Pacaizapa, km 72 carretera Tarapoto-Moyobamba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476969","NL-U1476969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1476970","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Wolf J",NA,"1986","07","15","Southern America","Colombia","Risaralda; Mnpio. de Sta. Rosa de Cabal, Al W de Termales de Sta. Rosa; Hda. La Gaviota.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476970","NL-U1476970",NA,NA,"-75.566667","4.85",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"-75.566667","4.85",NA,NA,NA
"55","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1476971","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Schunke Vigo J",NA,"1973","05","11","Southern America","Peru","Department of San Martín, Prov. Lamas; Alonso de Alvarado; Fundo las 'Flores', al este de San Juán de Pacayzapa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476971","NL-U1476971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:10:19-03","NBC","NL-BOTANY","WAG.1167076","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Breteler FJ",NA,"1963","11","07","Southern America","Venezuela","24 km W. of Mérida along road to La Carbonera.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1167076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1167076","NL-WAG1167076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 10:10:19-03","NBC","NL-BOTANY","U.1481616","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Henkel TW; Chin M; Ryan W",NA,"1993","01","26","Southern America","Guyana","Region: Potaro-Siparuni, Pakaraima Mts., Cipo Mtn., ca. 2 km from summit escarpment, headwaters Cipo Creek.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481616","NL-U1481616","Potaro-Siparuni",NA,"-60.083333","4.9",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0118676",NA,NA,"-60.083333","4.9",NA,NA,NA
"58","2019-11-21 14:41:36-03","UFJF","CESJ","34267","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L.C.S. Assis","103","2001","04","30","América do Sul","Brasil","Mata do Baú",NA,NA,"Epífita encontrada na mata de galeria, folhas carnosas, inflorescências verdes. Muito comum no local.","CESJ034267",NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"E.F.Guimarães",NA,NA,"2003","7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:41:36-03","UFJF","CESJ","38069","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L.C.S. Assis; et al.","518","2002","06","29","América do Sul","Brasil","Mata do Baú",NA,NA,"Erva saxícola no interior da mata, folhas discolores, espigas verdes, pólen adesivo. Frequente.","CESJ038069",NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"E.F.Guimarães",NA,NA,"2003","7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:41:36-03","UFJF","CESJ","39936","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L.C.S. Assis; M.S. Magalhães","688","2003","02","18","América do Sul","Brasil","Mata do Baú",NA,NA,"Erva epífita no interior da mata e à beira do curso d'água, folhas carnosas e inflorescências verdes.","CESJ039936",NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"L.C.S. Assis",NA,NA,"2004","7934","auto",NA,NA,"01","09",NA,NA,NA,NA,NA
"61","2019-11-21 14:41:36-03","UFJF","CESJ","71710","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","D.E.F. Barbosa; S.G. Furtado; L.V.V. Cruz; L.C. Pereira; L. Menini Neto","476","2017","08","28","América do Sul","Brasil","Serra do Caparaó, Floresta semidecidual montana","1400",NA,"Epífita entre 30cm e 6m. Interior de mata.","CESJ071710",NA,"Minas Gerais","Alto Caparaó","-42.408611","-20.708611","1400","L. Menini Neto",NA,NA,"2017",NA,NA,NA,NA,"08","28","-42.408611","-20.708611",NA,NA,NA
"62","2019-11-21 14:41:36-03","UFJF","CESJ","58511","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","F.E. Alves; L. Menini Neto; R. Ottoni","133","2011","07","28","América do Sul","Brasil","Serra do Cruz, Capão de mata. 21º 53'57S, 44º0438O. 1440 m.s.m.","1440",NA,"Epífita em capão de mata. Em tronco caido. Folhas e espiga verde claro. A ca. 0,5 m de altura.","CESJ058511",NA,"Minas Gerais","Olaria","-44.077222","-21.899167","1440","L. Menini Neto",NA,NA,"2012",NA,NA,NA,NA,"04",NA,"-44.077222","-21.899167",NA,NA,NA
"63","2019-11-21 14:41:36-03","UFJF","CESJ","58516","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","F.E. Alves; B.R.M. Bastos","37","2011","02","16","América do Sul","Brasil","Serra do Cruz, Mata nebular. 21º53'26,53S, 44º04'58,81O. 1480m.s.m.","1480",NA,"Epífita em interior de mata. Inflorescência creme. Em tronco caído, com incidência de luz.","CESJ058516",NA,"Minas Gerais","Olaria","-44.083003","-21.890703","1480","D. Monteiro; E.F. Guimarães",NA,NA,"2011",NA,NA,NA,NA,"12",NA,"-44.083003","-21.890703",NA,NA,NA
"64","2019-11-21 14:41:36-03","UFJF","CESJ","24726","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. Krieger; et al.","CESJ24726","1989","05","09","América do Sul","Brasil","Serra das Flores",NA,NA,"Sobre rochedos de arenito e humus. Planta inteira suculenta.","CESJ024726",NA,"Minas Gerais","São Francisco do Prata",NA,NA,NA,"D. Monteiro",NA,NA,"2008",NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:41:36-03","UFJF","CESJ","24704","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","S.H. Borges","s.n.","1989","01","13","América do Sul","Brasil","Ribeirão Passa-Quatro",NA,NA,"Epífita, frequente à beira do ribeirão. Folhas de consistência carnosa.","CESJ024704",NA,"Minas Gerais","São Tomé das Letras","-44.9852981567383","-21.7222003936768",NA,"D. Monteiro",NA,NA,"2008","16076","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:37:49-03","UNICAMP","UEC","198206","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Davis, PH; et al.","D60845","1976","09","09",NA,"Brazil","Caverna do Diabo, 40 km from Eldorado (limestone).","400",NA,"Epiphyte on tree trunks.; Rain forest","UEC149537","UEC149537","São Paulo",NA,NA,NA,"400","Carvalho-Silva, M",NA,NA,"2007",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:37:49-03","UNICAMP","UEC","12753","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Davis, PH; et al.","2970","1976","09","28",NA,"Brazil","Estrada desde Monteiro Lobato, perto do Hotel Toriba.","1700",NA,"Epífita. Inflorescências verdes.; beira da mata de araucária","UEC149538","UEC149538","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","1700","Carvalho-Silva, M",NA,NA,"2008","21048","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:37:49-03","UNICAMP","UEC","12722","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Davis, PH","2988","1976","09","29",NA,"Brazil","Reserva do Instituto Florestal. S. José dos Alpes, ao lado de Guaratinguetá.",NA,NA,"Epífita. Inflorescência verde.","UEC149536","UEC149536","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"Carvalho-Silva, M",NA,NA,"2008","21048","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:04:40-03","FURB","FURB","12755","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Verdi, M.; Hasckel, R.P. & Klemz, G.","2348","2009","06","15",NA,"Brasil","Reserva Biológica Estadual do Aguaí.","314",NA,"Florística IFFSC 57(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37562","FURB37562","Santa Catarina","Siderópolis","-49.6038889","-28.5494444","314","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.6038889","-28.5494444",NA,NA,NA
"70","2020-10-14 10:04:40-03","FURB","FURB","14234","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Korte, A.; Kniess, A.","226","2009","09","17",NA,"Brasil","Tigre.","438",NA,"Florística IFFSC 424","FURB37565","FURB37565","Santa Catarina","Leoberto Leal","-49.23","-27.3597222","438","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"05",NA,"-49.2300000","-27.3597222",NA,NA,NA
"71","2020-10-14 10:04:40-03","FURB","FURB","15771","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Korte, A.; Kniess, A.","634","2009","10","21",NA,"Brasil","Águas Frias.","895",NA,"Florística IFFSC 422 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB37571","FURB37571","Santa Catarina","Vidal Ramos","-49.4105556","-27.3605556","895","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.4105556","-27.3605556",NA,NA,NA
"72","2019-11-08 08:54:47-03","FURB","FURB","16196","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Souza, N.L. de; Bachmann, V.","252","2009","10","03",NA,"Brasil","Palmeiras.","644",NA,NA,"FURB37570","FURB37570","Santa Catarina","Rio dos Cedros","-49.3397222","-26.6030556","644","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.3397222","-26.6030556",NA,NA,NA
"73","2019-11-08 08:54:47-03","FURB","FURB","16197","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Souza, N.L. de; Bachmann, V.","253","2009","10","03",NA,"Brasil","Palmeiras.","644",NA,NA,"FURB37573","FURB37573","Santa Catarina","Rio dos Cedros","-49.3397222","-26.6030556","644","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.3397222","-26.6030556",NA,NA,NA
"74","2020-10-14 10:04:40-03","FURB","FURB","16988","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","735","2009","11","23",NA,"Brasil","Área Virgem do Parque Nacional da Serra do Itajaí.","660",NA,"Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB37572","FURB37572","Santa Catarina","Blumenau","-49.1394444","-27.0969444","660","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.1394444","-27.0969444",NA,NA,NA
"75","2020-10-14 10:04:40-03","FURB","FURB","20685","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1348","2010","02","23",NA,"Brasil","Morro da Lagoa.","444",NA,"Epífita IFFSC e8004a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB37575","FURB37575","Santa Catarina","Florianópolis","-48.4755556","-27.5766667","444","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-48.4755556","-27.5766667",NA,NA,NA
"76","2020-10-14 10:04:40-03","FURB","FURB","21014","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1166","2010","02","02",NA,"Brasil","Rio Manso.","770",NA,"Epífita IFFSC e1025a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita em taquara seca;","FURB37574","FURB37574","Santa Catarina","Joinville","-49.14","-26.28","770","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.1400000","-26.2800000",NA,NA,NA
"77","2020-10-14 10:04:40-03","FURB","FURB","21170","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1049","2010","01","26",NA,"Brasil","Forcação.","785",NA,"Forófito 4. Epífita IFFSC e801a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB37579","FURB37579","Santa Catarina","Doutor Pedrinho","-49.5852777","-26.7275","785","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.5852777","-26.7275000",NA,NA,NA
"78","2020-10-14 10:04:40-03","FURB","FURB","21266","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1157","2010","01","28",NA,"Brasil","Forquilinha.","666",NA,"Epífita IFFSC e148a (Acima de 4m) - sobre forófito 3 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB37577","FURB37577","Santa Catarina","Imaruí","-48.8697223","-28.1647222","666","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-48.8697223","-28.1647222",NA,NA,NA
"79","2020-10-14 10:04:40-03","FURB","FURB","21618","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1343","2010","02","16",NA,"Brasil","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","249",NA,"Epífita IFFSC e8001b (Acima de 4m). Forófito 13. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB37576","FURB37576","Santa Catarina","Blumenau","-49.1180556","-27.0069444","249","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.1180556","-27.0069444",NA,NA,NA
"80","2020-10-14 10:04:40-03","FURB","FURB","22537","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1548","2010","03","10",NA,"Brasil","Parque Municipal da Lagoa do Peri.","317",NA,"Forófito 5. Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB37588","FURB37588","Santa Catarina","Florianópolis","-48.535","-27.7241667","317","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"05",NA,"-48.5350000","-27.7241667",NA,NA,NA
"81","2020-10-14 10:04:40-03","FURB","FURB","24447","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Korte, A.; Kniess, A.","2648","2010","04","09",NA,"Brasil","Santa Rita.","516",NA,"Florística IFFSC 571 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita;","FURB37578","FURB37578","Santa Catarina","Presidente Getúlio","-49.7705556","-27.0902777","516","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.7705556","-27.0902777",NA,NA,NA
"82","2020-10-14 10:04:40-03","FURB","FURB","24498","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1788","2010","03","29",NA,"Brasil","Fazenda Campo do Zinco.","788",NA,"Epífita IFFSC e689b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de tronco caído;","FURB37581","FURB37581","Santa Catarina","Benedito Novo","-49.4977777","-26.9097222","788","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.4977777","-26.9097222",NA,NA,NA
"83","2020-10-14 10:04:40-03","FURB","FURB","24731","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1968","2010","04","23",NA,"Brasil","Rio Minador.","445",NA,"Forófito 4. Epífita IFFSC e142b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto infrutescência marrom;","FURB37580","FURB37580","Santa Catarina","Orleans","-49.41","-28.17","445","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.4100000","-28.1700000",NA,NA,NA
"84","2019-11-08 08:54:47-03","FURB","FURB","24764","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","1987","2010","05","06",NA,"Brasil",NA,"576",NA,NA,"FURB37583","FURB37583","Santa Catarina","Joinville","-49.0477777","-26.1925","576","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.0477777","-26.1925000",NA,NA,NA
"85","2019-11-08 08:54:47-03","FURB","FURB","24775","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","1968","2010","05","06",NA,"Brasil",NA,"576",NA,NA,"FURB37564","FURB37564","Santa Catarina","Joinville","-49.0477777","-26.1925","576","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-49.0477777","-26.1925000",NA,NA,NA
"86","2020-10-14 10:04:40-03","FURB","FURB","25018","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4617","2010","04","03",NA,"Brasil","Laranjeiras.","246",NA,"Florística IFFSC 81 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita;","FURB37590","FURB37590","Santa Catarina","Laguna","-48.87","-28.44","246","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"05",NA,"-48.8700000","-28.4400000",NA,NA,NA
"87","2020-10-14 10:04:40-03","FURB","FURB","25130","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2029","2010","04","27",NA,"Brasil","Trilha do Rio do Boi.","330",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB37589","FURB37589","Santa Catarina","Praia Grande","-50.0744445","-29.205","330","Borgo, M",NA,NA,"2011",NA,NA,NA,NA,"04",NA,"-50.0744445","-29.2050000",NA,NA,NA
