"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","individualCount","infraspecificEpithet","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","minimumElevationInMeters","maximumElevationInMeters","sex"
"101","2021-03-21 19:33:25-03","UFC","EAC","56054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","23","Brasil","Rio de Janeiro","Macaé","substrato arenoso.","-41.75","-22.333333",NA,"Arbusto; fanerófito; flor branca; pt. 672.; Litoral.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","367","Southern America",NA,"EAC0056054","EAC0056054","2014","04","-41.75","-22.333333",NA,NA,NA,"15","15",NA
"102","2021-03-21 19:33:25-03","UFC","EAC","56055","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","22","Brasil","Rio de Janeiro","Araruama","Praia Seca, substrato arenoso.","-42.366667","-22.9",NA,"Arbusto; fanerófito; pt. 665.; dunas (retaguarda).",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","360","Southern America",NA,"EAC0056055","EAC0056055","2014","04","-42.366667","-22.9",NA,NA,NA,NA,NA,NA
"103","2021-03-21 19:33:25-03","UFC","EAC","56056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","26","Brasil","Bahia","Santa Cruz Cabrália","substrato arenoso.","-39.016667","-16.3",NA,"Arbusto; fanerófito; pt. 681.; Litoral.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","373","Southern America",NA,"EAC0056056","EAC0056056","2014","04","-39.016667","-16.3",NA,NA,NA,"10","10",NA
"104","2021-03-21 19:33:25-03","UFC","EAC","56057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","23","Brasil","Rio de Janeiro","Macaé","substrato arenoso.","-41.75","-22.333333",NA,"Arbusto; fanerófito; flor branca; pt. 672.; Litoral.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","365","Southern America",NA,"EAC0056057","EAC0056057","2014","04","-41.75","-22.333333",NA,NA,NA,"15","15",NA
"105","2021-03-21 19:33:25-03","UFC","EAC","56058","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","25","Brasil","Bahia","Mucuri","substrato arenoso.","-39.533333","-18.066667",NA,"Arbusto; fanerófito; pt. 680; Litoral.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","372","Southern America",NA,"EAC0056058","EAC0056058","2014","04","-39.533333","-18.066667",NA,NA,NA,"8","8",NA
"106","2021-03-21 19:33:25-03","UFC","EAC","57090","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04",NA,"Brasil","Espírito Santo",NA,"substrato arenoso.",NA,NA,NA,"Faneróito; espécime cultivado por seis meses.; Restinga.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","377","Southern America",NA,"EAC0057090","EAC0057090","2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-21 19:33:25-03","UFC","EAC","58005","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","23","Brasil","Rio de Janeiro","Macaé","substrato arenoso.","-41.75","-22.333333",NA,"Doutorado-Marcelo Teles.; Fanerófito, arbusto, somente flores, cor branca.; Praia.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","366","Southern America",NA,"EAC0058005","EAC0058005","2014","04","-41.75","-22.333333",NA,"23",NA,"15","15",NA
"108","2021-03-21 19:33:25-03","UFC","EAC","58008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","22","Brasil","Rio de Janeiro","Araruama","zona urbana.","-42.3","-22.916667",NA,"Fanerófito, arbusto, somente flores, cor branca.; Ambiente urbano.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","361","Southern America",NA,"EAC0058008","EAC0058008","2014","04","-42.3","-22.916667",NA,"22",NA,NA,NA,NA
"109","2021-03-21 19:33:25-03","UFC","EAC","58010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","24","Brasil","Espirito Santo","Itapemirim","substrato arenoso.","-40.8","-20.966667",NA,"Doutorado-Marcelo Teles.; Fanerófito, arbusto.; Praia.",NA,"Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","370","Southern America",NA,"EAC0058010","EAC0058010","2014","04","-40.8","-20.966667",NA,"24",NA,"9","9",NA
"110","2021-03-21 19:33:25-03","UFC","EAC","58035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","24","Brasil","Espirito Santo","Marataízes","substrato arenoso.","-40.8244018554688","-21.0433006286621","19311","Restinga.","auto","Menezes, M.O.T.",NA,NA,"Menezes, M.O.T.","369","Southern America",NA,"EAC0058035","EAC0058035","2014","04",NA,NA,NA,"24",NA,NA,NA,NA
"111","2020-12-21 16:19:46-03","MBM","MBM","45943","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lamaire) Byles & Rowley","1964","08","30","Brazil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232","57442",NA,"auto","Taylor, N.P.",NA,NA,"Hatschbach, G.; Pereira, E.; Pabst, G.; Pereira, E.; Pabst, G.","11429","Southern America",NA,"MBM045943","MBM045943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:19:46-03","MBM","MBM","226217","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","flocosus","Pilosocereus flocosus","(Bacheb. & Voll) Byles & Rowley","1996","10","31","Brazil","Minas Gerais","Matozinhos","Fazenda Cauaia","-44.0814018249512","-19.5578002929688","20503",NA,"auto","Zappi, D.C.",NA,NA,"Lombardi, J.A.","1462","Southern America",NA,"MBM226217","MBM226217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2016-12-26 14:56:03-02","MNHN","RECOLNAT_MNHN_P","P04556560","PreservedSpecimen",NA,NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1926","1","1","Brasil","Bahia",NA,"Brésil. État de Bahia . Bahia, Nordeste, Brasil, América do Sul",NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04556560' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Weber, F.A.C.",NA,NA,"hb","P04556560","P04556560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-11 11:34:16-03","UFMG","BHCB","62371","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & G.D.Rowley","2001","09","02","Brasil","Minas Gerais","Santo Antônio do Retiro","Serra do Pau d'Arco.","-42.616667","-15.333333",NA,"Campo rupestre. Arbustivo",NA,NA,NA,NA,"Vasconcelos, MF de","12","Southern America",NA,NA,NA,NA,NA,"-42.616667","-15.333333",NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:34:16-03","UFMG","BHCB","78073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus quadricostatus","(F.Ritter) Zappi","2003","02","20","Brasil","Minas Gerais","Salto da Divisa","Fazenda Santana","-40.055278","-16.071167",NA,"Mata secundária. Arborescente, ca. 5 m, frutos imaturos verdes. Coordenadas originais: 16°04'16,2S; 40°03'19W",NA,NA,NA,"quadricostatus","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5092","Southern America",NA,NA,NA,NA,NA,"-40.055278","-16.071167",NA,NA,NA,"137","137",NA
"116","2020-12-11 11:34:16-03","UFMG","BHCB","21305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & G.D.Rowley","1990","12","14","Brasil","Minas Gerais","Itaobim",NA,"-41.5032997131348","-16.5617008209229","19493",NA,"auto",NA,NA,NA,"Taylor, NP; Zappi, DC","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:34:16-03","UFMG","BHCB","21305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & G.D.Rowley","1990","12","14","Brasil","Minas Gerais","Itaobim",NA,"-41.5032997131348","-16.5617008209229","19493",NA,"auto",NA,NA,NA,"Taylor, NP; Zappi, DC","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:34:16-03","UFMG","BHCB","33137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & G.D.Rowley",NA,NA,NA,"Brasil","Minas Gerais","Matozinhos","Fazenda Cauaia.","-44.0814018249512","-19.5578002929688","20503",NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:34:16-03","UFMG","BHCB","33137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & G.D.Rowley",NA,NA,NA,"Brasil","Minas Gerais","Matozinhos","Fazenda Cauaia.","-44.0814018249512","-19.5578002929688","20503",NA,"auto",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-11 11:34:16-03","UFMG","BHCB","98953","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & G.D.Rowley","2005","10","04","Brasil","Minas Gerais","Juramento","Fazenda Tamanduá - Plantar MG 15.","-43.5868988037109","-16.8481006622314","19357","Cerrado; coletado sobre rocha. Arbustivo","auto",NA,NA,NA,"Tameirão Neto, E","4159","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","33025",NA,"Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","2007","01","14","Brasil","Espírito Santo","Vila Velha","Morada do Sol","-40.343333","-20.462222",NA,"Flor branca. Moita.",NA,"L. Kollmann/17-10-2008",NA,NA,"P. F. Souza; et al","213",NA,NA,"MBML033025","MBML033025",NA,NA,"40W20'36","20S27'44",NA,NA,NA,NA,NA,NA
"122","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","41402",NA,"Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2009","04","20","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves. Restinga entre as Rodovias ES 060 e 261.","-40.960972","-21.217528",NA,"Pl c/ 1 m alt. Frutos vermelhos na parte externa e branco na interna. Sementes Pretas. Restinga. Formação arbustiva aberta não inundável (Aberta de Clusia) - moita.",NA,"A.M. Assis/Abril-2009",NA,NA,"A. M. Assis; M. D. S. Demuner","1979",NA,NA,"MBML041402","MBML041402",NA,NA,"40W57'39,5","21S13'3,1",NA,NA,NA,"12","12",NA
"123","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","45861",NA,"Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","2010","05","15","Brasil","Espírito Santo","Piúma","Ilha dos Cabritos","-40.7275","-20.855278",NA,"Cacto, flores brancas, frutos verdes imaturo, rupícula, costão rochoso",NA,"F.L.Santos, J.Freitas & A.M.Assis/2010",NA,NA,"F. L. Santos; M.D.S. Demuner","124",NA,NA,"MBML045861","MBML045861",NA,NA,"40W43'39","20S51'19",NA,NA,NA,NA,NA,NA
"124","2021-03-04 11:04:46-03","UFRB","HURB","22125","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley",NA,NA,NA,"Brasil","Bahia","Salvador","Praia do Flamengo;","-38.510799407959","-12.9710998535156","26018","Floreceu no municipio de Cruz das Almas em 03/10/2018 as 06:50AM, planta cultivada no local a aproximadamente 10 anos.","auto",NA,NA,NA,"Colaço, M.A.da S.",NA,NA,NA,"HURB000022125","HURB000022125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-06-15 15:29:44-03","UNESP-RC","HRCB","12066","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1990","05","17","Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749","25964","Arbusto até 3m alt verde escuros. Flores em alcool","auto","Zappi, D.C.",NA,NA,"Zappi, D.C.","229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-06-15 15:29:44-03","UNESP-RC","HRCB","12034","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1989","07","31","Brasil","Bahia",NA,NA,NA,NA,NA,"Cactáceas até 3m alt., ramificadas só na base ou pouco ramificadas, epid verde vibrante, não glauca. Ramos 4,5-9,5 cm diam., 5-7 costelas 2-2,5 x 1,5-3,2 cm, aréolas afastadas 1,8-3 cm, (0)-1-(2) cm,",NA,NA,NA,NA,"Zappi, D.C.","184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-06-15 15:29:44-03","UNESP-RC","HRCB","12065","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1990","05","16","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959","40069","Arbusto ramificado na base, epiderme verde excura, clad 6-8 cm diam. Cost 6-8 1,3 x 1,5 cm. Flores velhas, frutos vermelhos até 5cm diam. Polpa magenta visitada por vespas","auto","Zappi, D.C.",NA,NA,"Zappi, D.C.","229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-06-15 15:29:44-03","UNESP-RC","HRCB","12073","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1990","05","21","Brasil","Espírito Santo","Guarapari","Lagoa Vermelha","-40.5110015869141","-20.6580009460449","28401","Arbusto cespitoso pouco ramificado 6-8 cost. Em restinga de ericáceas. Botão floral agudo","auto",NA,NA,NA,"Pereira, O.J.","2119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-06-15 15:29:45-03","UNESP-RC","HRCB","13482","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","Byles & Rowley","1990","12","14","Brasil","Minas Gerais","Itaobim",NA,"-41.5032997131348","-16.5617008209229","19493","Arborescente, simple até 3m alt ou ramificando a 1,5 m acima do solo e então atingindo 6 m alt., 10-12 cm diam., 4-5 costelas, epiderme verde olivácea, rugosa, aréolas contíguas nas porções férteis do","auto",NA,NA,NA,"Taylor, N. P.","765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250","250",NA
"130","2020-11-18 11:39:57-03","UERJ","HRJ","12511","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2014","04","18","Brasil","Rio de Janeiro","Arraial do Cabo","Restinga de Massambaba.","-42.0278015136719","-22.966100692749","25964",NA,"auto","T. G. Zimmerman",NA,NA,"T. G. Zimmerman","s.n.",NA,NA,"HRJ00012902",NA,"2014","04",NA,NA,NA,"18",NA,"6","6",NA
"131","2021-02-09 10:12:24-03","UENF","HUENF","8448","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2012","03","17","Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari","-41.0511016845703","-21.6403007507324","31235","Curso","auto","D.R. Couto",NA,NA,"Nascimento, M.T.; et al.",NA,NA,NA,"HUENF00008452",NA,"2020","11",NA,NA,NA,"18",NA,NA,NA,NA
"132","2021-02-25 10:11:44-03","CVRD","CVRD","3542","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","1991","11","12","BRASIL","ES","Linhares","Planta suculenta, crescendo em moita, localizada no final da estrada.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Cacto comprido","auto","Maria de Fátima Freitas",NA,NA,"Folli, D.A.","1472","América do Sul",NA,"CVRD003542","CVRD003542","2006","07",NA,NA,"Magnoliopsida","24",NA,NA,NA,NA
"133","2021-02-25 10:11:44-03","CVRD","CVRD","14288","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2012","12","07","BRASIL","ES","Montanha",NA,"-40.3633003234863","-18.1268997192383","28642","Vegetação de Pedra <ll>dwc_commonname:</ll> Cacto comprido","auto","Geovane S. Siqueira",NA,NA,"Folli, D.A.","6994","América do Sul",NA,"CVRD014288",NA,"2013","01",NA,NA,"Magnoliopsida","03",NA,"350","350",NA
"134","2020-09-12 05:00:02-03","US","US","762493","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","7","14","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20262","South America - Neotropics",NA,"US00171077","US00171077_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","762461","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","7","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20223","South America - Neotropics",NA,"US00171074","US00171074_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"136","2020-09-12 05:00:02-03","US","US","762495","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","7","17","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20265","South America - Neotropics",NA,"US00171075","US00171075_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"137","2020-09-12 05:00:02-03","US","US","762505","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","7","17","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20284","South America - Neotropics",NA,"US00171078","US00171078_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"138","2020-09-12 05:00:02-03","US","US","762733","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","8","7","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20709","South America - Neotropics",NA,"US00171069","US00171069_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"139","2020-09-12 05:00:02-03","US","US","762734","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","8","7","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20710","South America - Neotropics",NA,"US00171080","US00171080_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"140","2020-09-12 05:00:02-03","US","US","762727","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","8","8","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20699","South America - Neotropics",NA,"US00171079","US00171079_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"141","2020-09-12 05:00:02-03","US","US","762506","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D. Rowley","1915","7","17","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Zappi, D. C.","1",NA,"J. N. Rose & G. Rose","20285","South America - Neotropics",NA,"US00171072","US00171072_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA
"142","2019-11-13 11:17:22-03","USP","SPF","113690","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1996","08","23","Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,NA,"Zappi, DC",NA,NA,"Soffiatti, P","17",NA,NA,"SPF00113690",NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-13 11:17:22-03","USP","SPF","69707","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1989","08","19","Brasil","Espírito Santo",NA,"Rodovia do Sol ES 060 - Entre a Lagoa do Milho e vermelha - Setiba - Guaraparí.",NA,NA,NA,NA,NA,"Zappi, DC",NA,NA,"Pereira, OJ","953",NA,NA,"SPF00069707",NA,"1991","08",NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-13 11:17:22-03","USP","SPF","81005","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1989","07","31","Brasil","Bahia",NA,"Rod. 367, 20-24 Km N de Porto Seguro na direção de Santa Cruz Cabrália, Km 80-84.",NA,NA,NA,NA,NA,"Zappi, DC",NA,NA,"Zappi, DC","184",NA,NA,"SPF00081005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-13 11:17:22-03","USP","SPF","178023","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1995","12","13","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105","47209",NA,"auto","Taylor, NP",NA,NA,"Gonçalves, D","11",NA,NA,"SPF00178023",NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-13 11:17:22-03","USP","SPF","48442","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","(Backeb. & Voll) Byles & G.D.Rowley","1987","09","07","Brasil","Minas Gerais",NA,"Afloramento de calcário próximo a Cardeal Mota.",NA,NA,NA,NA,NA,"Zappi, DC",NA,NA,"Zappi, DC","CFSC10842",NA,NA,"SPF00048442",NA,"1989","11",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-13 11:17:22-03","USP","SPF","80839","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","(Backeb. & Voll) Byles & G.D.Rowley","1988","10","11","Brasil","Minas Gerais","Buenópolis",NA,"-44.15","-17.933333",NA,NA,NA,"Harley, RM",NA,NA,"Harley, RM","24838",NA,NA,"SPF00080839",NA,NA,NA,"-44.15","-17.933333",NA,NA,NA,"600","700",NA
"148","2019-11-13 11:17:22-03","USP","SPF","80840","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","(Backeb. & Voll) Byles & G.D.Rowley","1988","10","17","Brasil","Minas Gerais","Grão Mogol",NA,"-42.766667","-16.55",NA,NA,NA,"Anônimo",NA,NA,"Harley, RM","25146",NA,NA,"SPF00080840",NA,NA,NA,"-42.766667","-16.55",NA,NA,NA,"700","700",NA
"149","2019-11-13 11:17:22-03","USP","SPF","80843","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","(Backeb. & Voll) Byles & G.D.Rowley","1988","10","27","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.6","-19.3",NA,NA,NA,"Harley, RM",NA,NA,"Harley, RM","25425",NA,NA,"SPF00080843",NA,NA,NA,"-43.6","-19.3",NA,NA,NA,"900","900",NA
"150","2019-11-13 11:17:22-03","USP","SPF","80845","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus quadricostatus","(F.Ritter) Zappi","1988","10","20","Brasil","Minas Gerais","Pedra Azul",NA,"-41.233333","-16.05",NA,NA,NA,"Anônimo",NA,"quadricostatus","Harley, RM","25221",NA,NA,"SPF00080845",NA,NA,NA,"-41.233333","-16.05",NA,NA,NA,"650","650",NA
"151","2019-11-13 11:17:22-03","USP","SPF","60301","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","(Backeb. & Voll) Byles & G.D.Rowley","1988","03","30","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,"auto","Zappi, DC",NA,NA,"Zappi, DC","CFSC10923",NA,NA,"SPF00060301",NA,"1989","10",NA,NA,NA,NA,NA,NA,NA,NA
