"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","locality","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"48","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699161","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","glaziovii","Seguieria glaziovii","Briq.",NA,NA,NA,NA,"Hatschbach GG",NA,"1967","11","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699161","NL-L1699161",NA,"Caryophyllales","Southern America",NA,"Est. Paraná Mun. Campina Grande Sul. Sitio do Belizario.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"49","2020-02-08 08:56:06-03","NBC","NL-BOTANY","L.1699162","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","glaziovii","Seguieria glaziovii","Briq.",NA,NA,NA,NA,"Hatschbach GG",NA,"1967","11","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699162","NL-L1699162",NA,"Caryophyllales","Southern America",NA,"Est. Paraná Mun. Campina Grande Sul. Sitio do Belizario.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"50","2020-02-08 08:56:06-03","NBC","NL-BOTANY","WAG.1166830","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","glaziovii","Seguieria glaziovii","Briq.",NA,NA,NA,NA,"Hatschbach GG",NA,"1979","03","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1166830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1166830","NL-WAG1166830",NA,"Caryophyllales","Southern America",NA,"Serra do Caete (mun. Rio Branco do Sul).",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"51","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1473728","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","03","09","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473728","NL-U1473728",NA,"Caryophyllales","Southern America",NA,"State of Minas Geraes, Viçosa, road to Barroso: near km 15; valley land; remant original forest.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"52","2020-02-08 08:56:06-03","NBC","NL-BOTANY","U.1473729","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","02","16","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473729","NL-U1473729",NA,"Caryophyllales","Southern America",NA,"State of Minas Geraes, Road to São Miguel, near Km 11; roadside.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"53","2020-11-04 12:18:03-03","ESALQ","ESA","67641","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","glaziovii","Seguieria glaziovii",NA,NA,NA,NA,NA,"Soares, A. et al.","331.0","1998","11","12","Brasil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"ESA067641","ESA067641","Magnoliophyta",NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"54","2020-11-04 12:18:03-03","ESALQ","ESA","67650","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","glaziovii","Seguieria glaziovii",NA,NA,NA,NA,NA,"Maschio, W.","272.0","1998","02","03","Brasil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"ESA067650","ESA067650","Magnoliophyta",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"55","2020-11-04 12:15:41-03","ESALQ","ESA","141183","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rodrigues, R.R.","2017","04","26","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","113.0","2017","04","25","Brasil","Rio de Janeiro","Rio de Janeiro","-43.5859","-22.8541","-43.5859","-22.8541",NA,NA,"Árvore; 2 metros de altura; estipula transformada em espinhos","ESA141183",NA,NA,NA,NA,NA,"Campo Grande; Complexo Guandu do Sâpe; Trilha da mata saída próxima ao páiol de munição - Pista de reação; Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 12:18:03-03","ESALQ","ESA","78874","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Stehmann, J.R. et al.","2960.0","2001","05","28","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"ESA078874","ESA078874","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 12:18:03-03","ESALQ","ESA","10391","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","221.0","1993","04","06","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA010391","ESA010391","Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"58","2020-11-04 12:15:41-03","ESALQ","ESA","135691","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"J.Y. Tamashiro","4438.0",NA,NA,NA,"Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA135691",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"59","2020-11-04 12:15:41-03","ESALQ","ESA","133015","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Bacci, L. F.","2015","07","02","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","109.0","2015","07","02","Brasil","São Paulo","Piracicaba","-47.82555","-22.77873","-47.82555","-22.77873","545","545","Árvore.","ESA133015",NA,NA,NA,NA,NA,"Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 12:18:03-03","ESALQ","ESA","5450","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii",NA,"Rodrigues, R.R.",NA,NA,NA,"Essoe, B. ; Macedo, J.C.R.",NA,NA,NA,NA,"Brasil",NA,"Barão de Antonina","-49.560001373291","-23.6200008392334",NA,NA,NA,NA,NA,"ESA005450","ESA005450","Magnoliophyta",NA,NA,NA,NA,"18354","auto",NA,NA,NA,NA,NA
"61","2020-11-04 12:18:03-03","ESALQ","ESA","92635","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Meireles, J.E. et al.","208.0","2005","03","23","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA092635","ESA092635","Magnoliophyta",NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"62","2020-11-04 12:18:03-03","ESALQ","ESA","10390","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","158.0","1993","03","25","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA010390","ESA010390","Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"63","2020-11-04 12:18:03-03","ESALQ","ESA","19586","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","2489.0","1994","05","18","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA019586","ESA019586","Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"64","2020-11-04 12:18:03-03","ESALQ","ESA","98237","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii",NA,"Udulustsch, R.G. & Dias, P.","2005",NA,NA,"Hoehne, W.",NA,"1941","01","01","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA098237","ESA098237","Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"65","2020-11-04 12:18:03-03","ESALQ","ESA","134691","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Marcelo-Peña, J.L.","2015","07","21","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","219.0","2015","07","07","Brasil","São Paulo","Mombuca","-47.560001373291","-22.9200000762939","-47.65716°","-22.93056°","554","554","Sem observações","ESA134691",NA,"Magnoliophyta",NA,NA,NA,"Mata do Pinheirinho, dentro de área agrícola, com cerca de 180 hectares, pertecente à COSAN","13659","auto",NA,NA,NA,NA,NA
"66","2020-11-04 12:15:41-03","ESALQ","ESA","133286","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rodrigues, R. R.","2015","06","07","Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","149.0","2015","06","07","Brasil","São Paulo","Mombuca","-47.6603","-2318.9","-47.6603","-2318.9","567","567","Árvore, 20 m, presença de espinhos, interior da mata.","ESA133286",NA,NA,NA,NA,NA,"Mata do Pinheirinho. Fragmento de Floresta Estacional Semidecidual conservado.",NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 12:18:03-03","ESALQ","ESA","134386","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Bacci, L.",NA,NA,NA,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","222.0","2015","07","07","Brasil","São Paulo","Mombuca","-47.560001373291","-22.9200000762939","-47,657,290","-2,292,987","561","561","Arbusto.","ESA134386",NA,"Magnoliophyta",NA,NA,NA,"Mata do Pinheirinho. Usina Rosana","13659","auto",NA,NA,NA,NA,NA
"68","2020-11-04 12:18:03-03","ESALQ","ESA","21894","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Tamashiro, J.Y. et al.","771.0","1995","04","10","Brasil","São Paulo","Nazaré Paulista","-46.3899993896484","-23.1800003051758",NA,NA,NA,NA,NA,"ESA021894","ESA021894","Magnoliophyta",NA,NA,NA,NA,"18850","auto",NA,NA,NA,NA,NA
"69","2020-11-04 12:18:03-03","ESALQ","ESA","10551","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","242.0","1993","04","07","Brasil","São Paulo","São Roque","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,NA,"ESA010551","ESA010551","Magnoliophyta",NA,NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA
"70","2021-03-22 17:46:24-03","UFPI","TEPB","3821","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"LAURE EMPERAIRE",NA,"1982","07","21","Brasil","Piauí","São Raimundo Nonato","-42.6994018554688","-9.01527976989746",NA,NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Limão bravo",NA,NA,NA,NA,NA,NA,"Serra da Capivara","45407","auto",NA,NA,NA,NA,NA
"71","2015-07-02 14:03:42-03","JBP","HPL","9504","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii",NA,"R. Tsuji","2007","11","29","R. Tsuji","2345","2007","11","29","Brasil","MG","José Raydan","-42.4986","-18.2194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coletado na estrada José Raydan-Santa Maria do Suaçuí (asfaltada).","18007","auto",NA,NA,NA,NA,NA
"72","2015-07-02 14:03:42-03","JBP","HPL","8372","S","Plantae","Phytolaccaceae","Seguieria","langsdorfii","Seguieria langsdorfii",NA,"R. Tsuji","2006","10","05","R. Tsuji","1409","2006","10","05","Brasil","SP","Jacareí","-45.96","-23.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coletado nas proximidades do município de Jacareí. na área da VCP, em área de mata atlântica.","19066","auto",NA,NA,NA,NA,NA
"73","2016-02-02 14:38:51-02","BGBM","B","B 10 0250527","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"J. T. de Moura","985","1888","02",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. J.T. de Moura No. 985 <a href=http://herbarium.bgbm.org/object/B100250527 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250527","B100250527",NA,NA,"Middle and South America",NA,"Rio de Janeiro.",NA,NA,NA,"syntype",NA,NA,NA
"74","2016-02-02 14:38:51-02","BGBM","B","B 10 0250529","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"L. Riedel ?",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250529 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250529","B100250529",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"75","2016-02-02 14:38:51-02","BGBM","B","B 10 0250531","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"L. Riedel",NA,"1834","11",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250531 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250531","B100250531",NA,NA,"Middle and South America",NA,"in silva prope St. Paulo.",NA,NA,NA,"isotype",NA,NA,NA
"76","2016-02-02 14:38:51-02","BGBM","B","B 10 0250532","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"A. F. M. Glaziou","13126",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250532 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250532","B100250532",NA,NA,"Middle and South America",NA,"Süd-Brasilien; Rio de Janeiro.",NA,NA,NA,"isotype",NA,NA,NA
"77","2016-02-02 14:38:51-02","BGBM","B","B 10 0250533","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"A. F. M. Glaziou","13126","1881",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250533 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250533","B100250533",NA,NA,"Middle and South America",NA,"Rio Janeiro.",NA,NA,NA,"isotype",NA,NA,NA
"78","2016-02-02 14:38:51-02","BGBM","B","B 10 0250535","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"F. de Campos Novaes",NA,"1900",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250535 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250535","B100250535",NA,NA,"Middle and South America",NA,"Sao Paulo, circum Campinas.",NA,NA,NA,"isotype",NA,NA,NA
"79","2016-02-02 14:38:51-02","BGBM","B","B 10 0250526","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"plant material marked with 1. <a href=http://herbarium.bgbm.org/object/B100250526 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250526","B100250526",NA,NA,"Middle and South America",NA,"Rio de Janeiro (Theresopolis?).",NA,NA,NA,"isosyntype",NA,NA,NA
"80","2016-02-02 14:38:51-02","BGBM","B","B 10 0250528","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"J. T. de Moura","985","1888","02",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Flora Brasiliensis, ex Herb. J.T. de Moura <a href=http://herbarium.bgbm.org/object/B100250528 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250528","B100250528",NA,NA,"Middle and South America",NA,"In sylvis; stat. Rio de Janeiro, Theresopolis.",NA,NA,NA,"syntype",NA,NA,NA
"81","2016-02-02 14:38:51-02","BGBM","B","B 10 0250530","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"L. Riedel",NA,"1834","11",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100250530 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250530","B100250530",NA,NA,"Middle and South America",NA,"pr. S. Paulo.",NA,NA,NA,"isotype",NA,NA,NA
"82","2016-02-02 14:38:51-02","BGBM","B","B 10 0250534","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"A. F. M. Glaziou","13126",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. A.W. Eichler <a href=http://herbarium.bgbm.org/object/B100250534 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250534","B100250534",NA,NA,"Middle and South America",NA,"Rio de Janeiro.",NA,NA,NA,"isotype",NA,NA,NA
"83","2019-08-27 13:28:16-03","IAP","PACA-AGP","86748","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","2003","05",NA,"A. Salino",NA,"1999","04","24","Brasil","MG","Jequeri","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"ärvore com 8 m de altura, folhas cartáceas frutos maduros marrom a preto, crescendo na pastagem","PACA086748",NA,"Magnoliophyta","Campanulales",NA,NA,"ärea de influência da EHE de Cachoeira da Providência","22280","auto","Magnoliatae",NA,NA,NA,NA
"84","2019-08-27 13:28:16-03","IAP","PACA-AGP","86749","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","2003","05",NA,"A. Salino","4650","1999","05","26","Brasil","MG","Medina","-41.4768981933594","-16.2224998474121",NA,NA,NA,NA,"Árvore com 4 m de altura, folhas cartáceas frutos imaturos verdes, frutos maduros marrom. Habitat: ärea de Cerrado","PACA086749",NA,"Magnoliophyta","Campanulales",NA,NA,"N região do Reservatório do Corrégo Ribeirão COPASA","44236","auto","Magnoliatae",NA,NA,NA,NA
"85","2019-08-27 13:28:16-03","IAP","PACA-AGP","87078","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","2003","05",NA,"J. A. Lombardi","5124","2003","02","20","Brasil","MG","Salto da Divisa","-39.9468994140625","-16.002799987793",NA,NA,NA,NA,"Árvore, ca 4 m, folhas cartçeas, frutos imaturos verdes&nf;BHCB 78105 Habitat: No pasto, peto da ponte de madeira","PACA087078",NA,"Magnoliophyta","Campanulales",NA,NA,"Fazenda Santana","38813","auto","Magnoliatae",NA,NA,NA,NA
"86","2019-08-27 13:28:16-03","IAP","PACA-AGP","72592","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","27","D. A. Folli","1566","1992","01","24","Brasil","ES","Colatina","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,"Árvore + 15m de altura e fuste +7m, DAP 31,2 cm da copa + 8m. Flor verde-claro e botão verde. Fuste cilíndrico e caca áspera. SEM MATERIAL Habitat: Em pasto","PACA072592",NA,"Magnoliophyta","Campanulales",NA,NA,NA,"57036","auto","Magnoliatae",NA,NA,NA,NA
"87","2019-08-27 13:28:16-03","IAP","PACA-AGP","72590","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","27","V. de Souza","305","1992","01","30","Brasil","ES","Colatina","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,"Árvore com 12m de alt, e fuste + 17,24 cm. Flor creme, botão verde claro. Fuste cilíndrico e casca áspera, fruto imaturo verde. Habitat: Na beira do asfalto","PACA072590",NA,"Magnoliophyta","Campanulales",NA,NA,"Rodovia do Café","57036","auto","Magnoliatae",NA,NA,NA,NA
"88","2019-08-27 13:28:16-03","IAP","PACA-AGP","87279","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","A. Furlan","2001",NA,NA,"Hatschbach, G.","44299","1981","10","18","Brasil","MG","Miradouro","-42.3424987792969","-20.8906002044678",NA,NA,NA,NA,"Árvore, 5 m, comum dos pastos.","PACA087279",NA,"Magnoliophyta","Campanulales",NA,NA,"Rod. BR-116","20127","auto","Magnoliatae",NA,NA,NA,NA
"89","2019-08-27 13:28:16-03","IAP","PACA-AGP","85353","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1999","05",NA,"L. V. Costa",NA,"1997","03",NA,"Brasil","MG","Ponte Nova","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"BHCB 37488","PACA085353",NA,"Magnoliophyta","Campanulales",NA,NA,NA,"16921","auto","Magnoliatae",NA,NA,NA,NA
"90","2019-08-27 13:28:16-03","IAP","PACA-AGP","114546","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M.S. Marchioretto","2013","09","04","M.V.R.C. Simão","106","2012","05","27","Brasil","MG","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Ecossistema: Floresta Estacional Semidecidua","PACA114546",NA,"Magnoliophyta","Campanulales",NA,NA,"Estação de Pesquisa, treinamento e Educação Ambiental Mata do Paraíso.","13937","auto","Magnoliatae",NA,NA,NA,NA
"91","2019-08-27 13:28:16-03","IAP","PACA-AGP","114545","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M.S. Marchioretto","2013","09","04","M.V.R.C. Simão","487","2013","02","05","Brasil","MG","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Ecossistema: Floresta Estacional Semidecidua","PACA114545",NA,"Magnoliophyta","Campanulales",NA,NA,"Estrada Viçosa-Paula Cândido.","13937","auto","Magnoliatae",NA,NA,NA,NA
"92","2019-08-27 13:28:16-03","IAP","PACA-AGP","58433","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","26","R. M. Klein","288","1949","12","02","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: In silva Fenofase: flor","PACA058433",NA,"Magnoliophyta","Campanulales",NA,NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA
"93","2019-08-27 13:28:16-03","IAP","PACA-AGP","64836","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","27","Reitz & Klein","1280","1955","04","14","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Habitat: Orla da mata","PACA064836",NA,"Magnoliophyta","Campanulales",NA,NA,"Cunhas","27253","auto","Magnoliatae",NA,NA,NA,NA
"94","2019-08-27 13:28:16-03","IAP","PACA-AGP","55653.1","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1989","08","04","Reitz, R.","5988","1952","03","20","Brasil","SC","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Reconferido por M.S. Marchioretto em 26051993. Habitat: In silva Fenofase: fruto submaturo","PACA055653-1",NA,"Magnoliophyta","Campanulales",NA,NA,NA,"34291","auto","Magnoliatae",NA,NA,NA,NA
"95","2019-08-27 13:28:16-03","IAP","PACA-AGP","58434","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","26","R. M. Klein","290","1949","12","30","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: In silva Fenofase: fruto","PACA058434",NA,"Magnoliophyta","Campanulales",NA,NA,"Mata do Hoffmann","19684","auto","Magnoliatae",NA,NA,NA,NA
"96","2019-08-27 13:28:16-03","IAP","PACA-AGP","58122","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","27","Reitz, R.","1563","1954","03","01","Brasil","SC","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"Habitat: In silva Fenofase: flor","PACA058122",NA,"Magnoliophyta","Campanulales",NA,NA,NA,"18533","auto","Magnoliatae",NA,NA,NA,NA
"97","2019-08-27 13:28:16-03","IAP","PACA-AGP","64839","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. S. Marchioretto","1993","05","26","Reitz, R.","2257","1954","11","05","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 9663 Habitat: mata","PACA064839",NA,"Magnoliophyta","Campanulales",NA,NA,"Braço Joaquim, Luis Alves","27253","auto","Magnoliatae",NA,NA,NA,NA
