"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","dayIdentified","fieldNumber","typeStatus","previousCatalogNumber"
"51","2020-12-21 16:11:09-03","MBM","MBM","150875","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Cordeiro, J.","Oliveira, A.A.","4337","2016","12","15","Southern America","Brazil","Paraná","Matinhos","Conglomerado: 481; subunidade: 1; subparcela: 2; indivíduo: H","-48.6","-25.74",NA,"Herbácea 0,4 m.","MBM150875","MBM150875",NA,NA,"2017",NA,NA,"05","-48.6","-25.74",NA,NA,"24",NA,NA,NA
"52","2020-12-21 16:11:09-03","MBM","MBM","162542","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.C.","Cristóbal, C.L.; Wasshausen, D.C.; Mariñak, V.; Wasshausen, D.C.; Mariñak, V.","2270","1993","09","24","Southern America","Argentina","Misiones","Iguazú",NA,NA,NA,NA,"Flores violáceas.; Interior da selva. Alt.: 200-150m.","MBM162542",NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:11:09-03","MBM","MBM","186536","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Sobral, M.; Miró, C.; Miró, C.","7939","1995","10",NA,"Southern America","Brazil","Rio Grande do Sul","Morrinho do Sul","Tajuva",NA,NA,NA,"Flor amarela.","MBM186536","MBM186536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:11:09-03","MBM","MBM","322837","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Excurra, C.","Múlgura de Romero, M.E.; Aréjola, L.; Ezcurra, C.; Johnson, A.; Kiesling, R.; Po; Aréjola, L.; Ezcurra, C.; Johnson, A.; Kiesling, R.; Ponce, M.M.; Tambo, A.","3856","2004","09","22","Southern America","Argentina","Misiones","Gral.Manuel Belgrano","Reserva de Vida Silvestre Uruguaí-Sendero de Los Pozones.",NA,NA,NA,"Alt.: 260m.","MBM322837",NA,NA,NA,"2004",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:11:09-03","MBM","MBM","384833","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Cordeiro, J.; Larocca, P.","Caxambu, M.G.","4060","2012","04","29","Southern America","Brazil","São Paulo","Pariquera-Açu","Propriedade do Sr. Flávio.","-47.847333","-24.802028",NA,"Erva ca. 0,2m, ciófila, terrestre. Flores com cálice verde e corola amarela.; Floresta Ombrófila Densa Submontana. Relevo suave-ondulado.","MBM384833","MBM384833","41","41","2013",NA,NA,NA,"-47.847333","-24.802028",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:11:09-03","MBM","MBM","397231","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Cordeiro, J.","Siqueira, E.L.","1109","2014","08","27","Southern America","Brazil","Paraná","Fênix","Estação Ecológica Municipal de Fênix","-52.074139","-23.966333",NA,"Erva ca. 0,20m, semi-ciófila. Flores de cor lilás.; Relevo ondulado.","MBM397231",NA,"382","382","2014",NA,NA,NA,"-52.074139","-23.966333",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:11:09-03","MBM","MBM","73494","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.","43994","1981","09","18","Southern America","Brazil","Paraná","Candido Rondon","Rio Branco",NA,NA,NA,"Flor lilás.","MBM073494","MBM073494",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:11:09-03","MBM","MBM","32899","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Pelanda, P.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","35120","1974","10","16","Southern America","Brazil","Paraná","Catanduvas","Barra do Guarani","-53.1567001342773","-25.2031002044678",NA,"Flor lilás.","MBM032899","MBM032899",NA,NA,"1975","23657","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:11:09-03","MBM","MBM","36536","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Ezcurra, C.","Hatschbach, G.","14329","1966","04","30","Southern America","Brazil","Paraná","Cianorte","Rio Ivaí","-52.6049995422363","-23.6632995605469",NA,"Flor lilás.","MBM036536","MBM036536",NA,NA,"1988","32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:11:09-03","MBM","MBM","36522","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Ezcurra, C.","Hatschbach, G.","9910","1963","02","18","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional","-54.5881004333496","-25.5478000640869",NA,"Flor lilás.","MBM036522","MBM036522","160","160","1988","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:11:09-03","MBM","MBM","12828","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.","23176","1969","12","08","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional","-54.5881004333496","-25.5478000640869",NA,"Flor rosada com nervuras alva.","MBM012828","MBM012828",NA,NA,"1970","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:11:09-03","MBM","MBM","165642","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Goldberg, A.","Cervi, A.C.","3029","1989","11","21","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,"Erva, flor lilás.","MBM165642","MBM165642",NA,NA,"1994","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:11:09-03","MBM","MBM","326391","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Kameyama, C.","Ribas, O.S.; Silva, J.M.; Andrade, C.C.A.; Silva, J.M.; Andrade, C.C.A.","7400","2006","10","03","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha do poço preto.","-54.5881004333496","-25.5478000640869",NA,"Erva, flor lilás.; Floresta Estadual semidecidual.","MBM326391","MBM326391",NA,NA,"2009","39570","auto","05",NA,NA,NA,NA,"28",NA,NA,NA
"64","2020-12-21 16:11:09-03","MBM","MBM","151520","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Hatschbach, G.","Cervi, A.C.","3438","1991","10","19","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional, Trilha da Torre.","-54.5881004333496","-25.5478000640869",NA,"Flor lilás.","MBM151520","MBM151520",NA,NA,"1992","39570","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:11:09-03","MBM","MBM","249202","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Kameyama, C.","Hatschbach, G.","17084","1967","08","29","Southern America","Brazil","Paraná","Santa Isabel do Ivaí","Santa Isabel do Ivaí","-53.1967010498047","-23.002799987793",NA,"Erva, flor lilás.","MBM249202","MBM249202",NA,NA,"2009","29509","auto","05",NA,NA,NA,NA,"28",NA,NA,NA
"66","2020-12-21 16:11:09-03","MBM","MBM","20997","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25543","1971","11","19","Southern America","Brazil","Paraná","São José da Boa Vista","Terra Roxa","-49.6521987915039","-23.9158000946045",NA,"Flor lilás.","MBM020997","MBM020997",NA,NA,"1972","21399","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:11:09-03","MBM","MBM","294168","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Ribas, O.S.","Ribas, O.S.; Straube, F.C.; Urben-Filho, A.; Straube, F.C.; Urben-Filho, A.","5509","2003","10","15","Southern America","Brazil","Paraná","São Pedro do Ivaí","Fazenda Barbacena.","-51.8563995361328","-23.8652992248535",NA,"Erva, flor lilás.","MBM294168","MBM294168",NA,NA,"2003","16604","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:11:09-03","MBM","MBM","356849","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Cordeiro, J.; Barboza, E.","Temponi, L.G.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","672","2009","10","12","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das Bananeiras.","-54.5881004333496","-25.5478000640869",NA,"Erva, flor lilás.","MBM356849","MBM356849",NA,NA,"2010","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:11:09-03","MBM","MBM","204320","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65328","1996","09","22","Southern America","Brazil","Paraná","Foz do Iguaçu","Reserva do eco-museu de Itaipu.","-54.5881004333496","-25.5478000640869",NA,"Flor alvescente, nervura lilases.","MBM204320","MBM204320",NA,NA,"1997","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:11:09-03","MBM","MBM","268625","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Kameyama, C.","Carneiro, J.","1262","2002","01","03","Southern America","Brazil","Paraná","Jundiaí do Sul","Fazenda das Acácias, Rio das Contas.","-50.247501373291","-23.4367008209229",NA,"Erva, flor lilás.","MBM268625","MBM268625",NA,NA,"2009","17300","auto","05",NA,NA,NA,NA,"28",NA,NA,NA
"71","2015-09-04 10:38:19-03","MNHN","RECOLNAT_MNHN_P","P04405197","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"In [rilva] Paraguatay .",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04405197' target='other'> <mi>dwc_moreinfo</mi></a>","P04405197","P04405197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3321",NA,NA
"72","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584614","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen","Smith, L.B.|Klein, R.M.",NA,"1964","11","11",NA,"Brasil","Santa Catarina","Itapiranga","Steep slope by Rio Uruguai, 3/4km west of Itapiranga.","-53.73333","-27.16667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584614' target='other'> <mi>dwc_moreinfo</mi></a>","P03584614","P03584614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13153",NA,NA
"73","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584630","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"In silva Caraguatay.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584630' target='other'> <mi>dwc_moreinfo</mi></a>","P03584630","P03584630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3321",NA,NA
"74","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584631","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Balansa, B.",NA,"1876","12","20",NA,"Paraguai",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584631' target='other'> <mi>dwc_moreinfo</mi></a>","P03584631","P03584631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2444",NA,NA
"75","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584632","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Fiebrig, K.",NA,"1909","1","1",NA,"Paraguai",NA,NA,"In regione fluminis Alto Paraná.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584632' target='other'> <mi>dwc_moreinfo</mi></a>","P03584632","P03584632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5373",NA,NA
"76","2017-12-27 14:35:02-02","MNHN","RECOLNAT_MNHN_P","P03584633","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Nadeuad",NA,"1862","9","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Collines reches qui entorno Copa-cabana.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584633' target='other'> <mi>dwc_moreinfo</mi></a>","P03584633","P03584633_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:31:16-03","UFMG","BHCB","61752","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum",NA,NA,"Silva, JM; Soares, A; Maschio, W","3015","1999","08","28","Southern America","Brasil","Paraná","Cruzeiro do Iguaçu","Área Ecológica da Copel.","-53.127799987793","-25.6156005859375",NA,"Erva terrícola, flor alvacenta.; Floresta.","BHCB053653",NA,NA,NA,"2000","12520","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:17:46-03","UFPR","UPCB","30877","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Kameyama, C.","Cervi, A.C.","3944","1992","12","17",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,"Erva ereta de flores róseas.",NA,NA,NA,NA,"1997","39570","auto","11",NA,NA,NA,NA,"24",NA,NA,NA
"79","2021-02-11 17:17:46-03","UFPR","UPCB","14166","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Hatschbach, G.","Hatschbach, G.","50632","1986","10","12",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Estrada para Poço Preto","-54.5881004333496","-25.5478000640869",NA,"Flor lilás. Mata pluvial sombria..",NA,NA,NA,NA,"1987","39570","auto","07",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:17:46-03","UFPR","UPCB","30874","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Kameyama, C.","Cervi, A.C.","3438","1991","10","19",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha da Torre","-54.5881004333496","-25.5478000640869",NA,"Erva ereta com flores róseas..",NA,NA,NA,NA,"1997","39570","auto","11",NA,NA,NA,NA,"24",NA,NA,NA
"81","2009-11-04 06:20:00-02","MO","MOBOT","3083553","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","gracile","Stenandrium gracile","Rizzini","I.M. Johnston","Walter J. Eyerdam|Alan A. Beetle","Eyerdam 22195","1938",NA,NA,"South America","Argentina","Jujuy","Capital","Laguna de yala, 30 km northwest of Jujuy; in dry, hard, rich, black loam among stones.",NA,NA,NA,NA,NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-03-18 21:10:00-03","MO","MOBOT","3090187","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","gracile","Stenandrium gracile","Rizzini",NA,"A. Saint-Hilaire","Saint-Hilaire 82","1816",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-06-24 13:02:00-03","MO","MOBOT","1708799","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","W.D. Stevens","Elsa M. Zardini|M. Vera","Zardini 57331","2001","11","4","South America","Paraguay","Concepción",NA,"Vallemi: Cerro Pucú. Forest on marbres and limestones.","-57.9533333","-22.1413889",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"1242",NA,NA
"84","2020-08-21 08:37:00-03","MO","MOBOT","1857286","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","J.R.I. Wood","L. Cayola|Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|F. Canqui|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|Antonio Álvarez|Mario Álvarez","Cayola Pérez 19","2003","2","19","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, camino Apolo-Azariamas, Arroyo Pintata. A 495 m del campamento en dirección SE, aproximadamente a 20 minutos saliendo del camino.","-68.5388055","-14.4684723",NA,NA,NA,NA,"1011.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"03-01",NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","1958632","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","C. Ezcurra","Isabel Basualdo","Basualdo 4464","1992","9","24","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora, Bosque ribereño, rio Aquidaban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2009-07-17 07:31:00-03","MO","MOBOT","1987930","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Paul C. Hutchison","Hutchison 1427","1957","9","28","South America","Peru","Cajamarca","Jaén","Between Jaén and Bellavista at Granja de Ministries de Agricultura, Quebrada Quinton.",NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98",NA,NA
"87","2011-03-02 00:02:00-03","MO","MOBOT","2189374","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D. C., 18/06/","Dieter C. Wasshausen|Carmen L. Cristóbal|Victor Maruñak","Wasshausen 1990","1993","9","24","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, ruta 101, entre 10-14 km del empalme con ruta 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2011-12-10 07:05:00-02","MO","MOBOT","2343729","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Cristóbal, C. L., //","Sara G. Tressens|Aurelio Schinini|Sergio Cáceres M.|Victor Maruñak","Tressens 4493","1993","10","14","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú. Sendero Macuco","-54.4502","-25.6672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-08-23 08:49:00-03","MO","MOBOT","2457020","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Lyman B. Smith|Roberto M. Klein","Smith 13153","1964","11","11","South America","Brazil","Santa Catarina",NA,"Itapiranga. mata e ribeira do rio, escarpa alta pelo Rio Uruguai, 3-4 km ao oeste de Itapiranga",NA,NA,NA,NA,NA,NA,"200.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-10 12:54:00-03","MO","MOBOT","2489264","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D. C.","Karl Fiebrig","Fiebrig 5373","1909",NA,NA,"South America","Paraguay","Alto Paraná",NA,"In regione fluminis Alto Paraná","-54.61666","-25.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"91","2020-07-25 11:28:00-03","MO","MOBOT","2489277","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Émile Hassler","Hassler 3255","1898","9",NA,"South America","Paraguay","Central",NA,"Ad ripam rivi Salado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"92","2020-07-10 12:54:00-03","MO","MOBOT","2489290","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Karl Fiebrig","Fiebrig 4403","1908",NA,NA,"South America","Paraguay","Concepción",NA,"Zwischen Río Apa und Río Aquidaban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"93","2020-07-25 11:28:00-03","MO","MOBOT","2489293","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Émile Hassler","Hassler 3321","1898","10",NA,"South America","Paraguay","Cordillera",NA,"In silva Caraguatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","2720330","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"J.R.I. Wood|E. Guzmán","Wood 17386","2001","10","23","South America","Bolivia","Santa Cruz","Germán Busch",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-09-06 16:13:00-03","MO","MOBOT","2881309","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","J.R.I. Wood","L. Cayola|et al.","Cayola Pérez 2087","2005","10","17","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, 2 km al N del encuentro Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Ladera pronunciada, exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.5311111","-14.2316667",NA,NA,NA,NA,"827.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"05-42",NA,NA
"96","2018-05-17 05:29:00-03","MO","MOBOT","3083266","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Rosa Guaglianone|María E. Múlgura","Guaglianone 2158","1988",NA,NA,"South America","Argentina","Misiones","Iguazú","Parque Nac. Iguazu. ruta 101, picada en el limite del Parque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-12-24 06:23:00-02","MO","MOBOT","3083348","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Kiyoko Deguchi|Shunsuke Tsugaru","Deguchi B1683","1987",NA,NA,"South America","Paraguay","Amambay",NA,"Cerro Cora, Pedro Juan Caballero. Onthe grassy place by stream.",NA,NA,NA,NA,NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","3153960","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","fide Foster's cards","R.E. Fries","Fries 1681","1902","4","24","South America","Bolivia",NA,NA,"Chaco, Peña Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2016-11-07 09:35:00-02","MO","MOBOT","3153965","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","fide Foster's cards","T. Herzog","Herzog 1118","1910","11",NA,"South America","Bolivia","Tarija",NA,"nr. Villa Montes, on Río Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","3320241","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","J. Wood","Jeaneth Villalobos","Villalobos 185","2005","8","24","South America","Bolivia","Chuquisaca","Belisario Boeto","Comunity Tacurbity. Alrededores de la comunidad. Bosque subhúmedo caducifolio. Piso subandino. Anadenanthera macrocarpa y Tabebuia impetiginosa, en laderas. En las terrazas Prosopis alba.","-64.14472","-20.63",NA,NA,NA,NA,"878.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2011-04-03 17:25:00-03","MO","MOBOT","3429358","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen","Carmen L. Cristóbal|Dieter C. Wasshausen|Victor Maruñak","Cristóbal 2273","1993","9","25","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú. Sendero Macuco. Interior de selva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
