"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"47","2021-03-01 16:31:11-03","UNICAMP","UEC","36789","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Heringer, EP","14942","1975","08","29",NA,"Brazil","Distrito Federal","Sobradinho.",NA,NA,"Planta com 30cm de alt., ereta, flores amarelas.; Cerrado aberto, seco, sujeito ao fogo","UEC176585","Magnoliopsida",NA,"Vogel","Müller, C","Brasília","-47.9296989440918","-15.7797002792358","UEC176585",NA,NA,"70570","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:31:11-03","UNICAMP","UEC","36788","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Heringer, EP","15444","1976","03","13",NA,"Brazil","Goiás",NA,NA,NA,"Planta ereta, partindo de um xilopódio com 30cm de alt., flores amarelas axiais, folhas com cheiro forte.; Cerrado aberto, vegetação apenas gramosa, sujeito ao fogo anual.","UEC051587","Magnoliopsida",NA,"Vogel","Müller, C","Luziânia","-47.9502983093262","-16.2525005340576","UEC051587",NA,NA,"83221","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-01-28 15:52:49-03","UNICAMP","UEC","36804","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G; et al.","38032","1976","01","31",NA,"Brazil","Goiás","Arredores.",NA,NA,"fruto, Xilopodifera, do campo cerrado.","UEC176582","Magnoliopsida",NA,"Vogel","Müller, C","Morrinhos","-49.0993995666504","-17.7311000823975","UEC176582",NA,NA,"45214","auto","1984","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-06 09:55:37-03","UFOP","OUPR","19083","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Lisboa, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Vogel","Lisboa, M.A.","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","1971","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-16 17:52:16-03","UCS","HUCS","4134","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","51749","1988","01","22",NA,"Brasil","Minas Gerais","Rio Laranjinha",NA,NA,"Flores amarelas, plantas odoríferas.; campo cerrado",NA,"Angiospermae","Fabales","Vogel","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-16 17:52:16-03","UCS","HUCS","35313","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Dombrowski, L.T.","7709","1977","09","15",NA,"Brasil","Paraná","Vila Velha",NA,NA,"em campo",NA,"Angiospermae","Fabales","Vogel",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-06-29 15:31:40-03","UFSM","SMDB","11238","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Fonseca, ML; Alvarenga, D","3812","2002","11","25",NA,"Brasil","Distrito Federal","APA- Gama - Cabeça de Veado. ARIE do Córrego do Ce",NA,NA,"Solo latossolo vermelho. Relevo levemente ondulado. Vegetação: cerrado queimado. Coordenadas 15º 54' 49 e 47º 57' 50 W. Subarbusto ca. 0,60 m de altura; botões e flores amarelas, odor desagradável. Comum","SMDB011238",NA,NA,"Vog.","Fonseca, ML","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:27:51-03","MBM","MBM","40334","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; et al.; et al.","38032",NA,NA,NA,"Southern America","Brazil","Goiás","Morrinhos, arredores",NA,NA,NA,"MBM040334",NA,NA,"Vogel","Hatschbach, G.","Morrinhos","-49.0993995666504","-17.7311000823975","MBM040334",NA,NA,"45214","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:27:51-03","MBM","MBM","28050","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","31152",NA,NA,NA,"Southern America","Brazil","Paraná","Paredão",NA,NA,NA,"MBM028050",NA,NA,"Vogel","Hatschbach, G.","Jaguariaíva","-49.7057991027832","-24.2511005401611","MBM028050",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:27:51-03","MBM","MBM","9097","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","20464",NA,NA,NA,"Southern America","Brazil","Paraná","Rio do Sabiá",NA,NA,NA,"MBM009097",NA,NA,"Vogel","Burkart, A.","Jaguariaíva","-49.7057991027832","-24.2511005401611","MBM009097",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:27:51-03","MBM","MBM","218417","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","11866",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Rivadávia, rodovia do Café",NA,NA,NA,"MBM218417",NA,NA,"Vogel","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:27:51-03","MBM","MBM","149","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","13106",NA,NA,NA,"Southern America","Brazil","Paraná","Parque Vila Velha",NA,NA,NA,"MBM000149",NA,NA,"Vogel","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545","MBM000149",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:27:51-03","MBM","MBM","47258","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","11866",NA,NA,NA,"Southern America","Brazil","Paraná","Rodovia do Café, Fazenda Rivadávia",NA,NA,NA,"MBM047258",NA,NA,"Vogel","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545","MBM047258",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:27:51-03","MBM","MBM","140493","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Arbo, M.M.; et al.; et al.","3026",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-050, 65km N de Uberaba",NA,NA,NA,"MBM140493",NA,NA,"Vogel","Vanni, R.",NA,NA,NA,"MBM140493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:27:51-03","MBM","MBM","156628","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","58279",NA,NA,NA,"Southern America","Brazil","Goiás","Rod. BR-040, próximo ao Rio Imburuçu",NA,NA,NA,"MBM156628",NA,NA,"Vogel","Hatschbach, G.","Campo Alegre",NA,NA,"MBM156628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:27:51-03","MBM","MBM","35086","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","36695",NA,NA,NA,"Southern America","Brazil","Distrito Federal","Rod. GO-060, próximo de Taguatinga",NA,NA,NA,"MBM035086",NA,NA,"Vogel","Rudd, V.E.",NA,NA,NA,"MBM035086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:27:51-03","MBM","MBM","388075","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Alunos da UNB","521","1977","11","16","Southern America","Brazil","Distrito Federal","Campus Universitário de Brasília, south side of campus",NA,NA,"Cerrado low-tree and scrub savanna.","MBM388075",NA,NA,"Vogel",NA,"Brasília","-47.85","-15.75","MBM388075",NA,NA,NA,NA,NA,NA,NA,NA,"-47.85","-15.75",NA,NA,NA,NA,NA
"64","2020-12-21 16:27:51-03","MBM","MBM","342777","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Roth, L.","2427","1955","09","13","Southern America","Brazil","Minas Gerais","Serra do Curral, Mutuca",NA,NA,"Subarbusto do cerrado (30-60 cm). Fl amarelas","MBM342777",NA,NA,"Vogel","Roth, L.","Belo Horizonte","-43.937801361084","-19.9207992553711","MBM342777",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:27:51-03","MBM","MBM","121125","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","51749",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-050, próximo ao Rio Laranjinha",NA,NA,NA,"MBM121125",NA,NA,"Vogel","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682","MBM121125",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:27:51-03","MBM","MBM","146599","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; Hatschbach, M.; D Guimarães; Hatschbach, M.; D Guimarães","55804",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Uberlândia, arredores",NA,NA,NA,"MBM146599",NA,NA,"Vogel","Hatschbach, G.","Uberlândia","-48.2771987915039","-18.9186000823975","MBM146599",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:27:51-03","MBM","MBM","218418","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","20464",NA,NA,NA,"Southern America","Brazil","Paraná","Rio do Sabiá",NA,NA,NA,"MBM218418",NA,NA,"Vogel","Burkart, A.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:27:51-03","MBM","MBM","47259","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","8654",NA,NA,NA,"Southern America","Brazil","Paraná","Rodovia Jaguariaíva - Sengés",NA,NA,NA,"MBM047259",NA,NA,"Vogel","Cowan, R.S.","Jaguariaíva","-49.7057991027832","-24.2511005401611","MBM047259",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:27:51-03","MBM","MBM","41324","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Handro, O.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo",NA,NA,NA,"MBM041324",NA,NA,"Vogel","Handro, O.","São Paulo","-46.6300010681152","-23.5400009155273","MBM041324",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:27:51-03","MBM","MBM","245356","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; et al.; et al.","70246",NA,NA,NA,"Southern America","Brazil","Goiás","Serra dos Pireneus, Fazenda Solar dos Pireneus",NA,NA,NA,"MBM245356",NA,NA,"Vogel","Hatschbach, G.","Pirenópolis","-48.9592018127441","-15.852499961853","MBM245356",NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:27:51-03","MBM","MBM","197892","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64568",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-050, km 118",NA,NA,NA,"MBM197892",NA,NA,"Vogel","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682","MBM197892",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:27:51-03","MBM","MBM","188994","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64060",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-050, próximo do Rio Tejuco",NA,NA,NA,"MBM188994",NA,NA,"Vogel","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682","MBM188994",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:27:51-03","MBM","MBM","73780","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","44636",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rod. BR-050, Ribeirão Água Limpa",NA,NA,NA,"MBM073780",NA,NA,"Vogel","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682","MBM073780",NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:27:51-03","MBM","MBM","213563","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Santos, E.P.; et al.; et al.","192",NA,NA,NA,"Southern America","Brazil","Paraná","Estrada Jaguariaíva - Sengé",NA,NA,NA,"MBM213563",NA,NA,"Vogel","Cervi, A.C.","Jaguariaíva","-49.7057991027832","-24.2511005401611","MBM213563",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:27:51-03","MBM","MBM","270","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","11866",NA,NA,NA,"Southern America","Brazil","Paraná","Rodovia do Café, Rivadavia",NA,NA,NA,"MBM000270",NA,NA,"Vogel","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545","MBM000270",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-10-22 09:24:10-03","MNHN","RECOLNAT_MNHN_P","P00758240","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de St Paul","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758240' target='other'> <mi>dwc_moreinfo</mi></a>","P00758240",NA,NA,"Vogel","Müller",NA,NA,NA,"P00758240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821/C2 1430",NA,NA,NA,NA
"77","2017-01-03 15:25:24-02","MNHN","RECOLNAT_MNHN_P","P00758241","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes. Barbada","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758241' target='other'> <mi>dwc_moreinfo</mi></a>","P00758241",NA,NA,"Vogel","Müller",NA,NA,NA,"P00758241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-01-03 15:25:24-02","MNHN","RECOLNAT_MNHN_P","P00758242","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758242' target='other'> <mi>dwc_moreinfo</mi></a>","P00758242",NA,NA,"Vogel","Müller",NA,NA,NA,"P00758242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 194",NA,NA,NA,NA
"79","2015-09-04 02:29:12-03","MNHN","RECOLNAT_MNHN_P","P00758245","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758245' target='other'> <mi>dwc_moreinfo</mi></a>","P00758245",NA,NA,"Vogel",NA,NA,NA,NA,"P00758245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 194",NA,NA,NA,NA
"80","2016-11-24 12:11:12-02","MNHN","RECOLNAT_MNHN_P","P02912578","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","2Glaziou, A.|Schwacke",NA,"1893","12","23",NA,"Brésil",NA,"(Goyaz) Cachaeira do Campo","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912578' target='other'> <mi>dwc_moreinfo</mi></a>","P02912578",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20265",NA,NA,NA,NA
"81","2016-11-24 13:53:04-02","MNHN","RECOLNAT_MNHN_P","P02912579","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Glaziou, A.",NA,"1894","11","16",NA,"Brésil",NA,"(Goyaz) in rego de Chico Lobo, dans les campos","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912579' target='other'> <mi>dwc_moreinfo</mi></a>","P02912579",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20914",NA,NA,NA,NA
"82","2016-11-24 13:46:56-02","MNHN","RECOLNAT_MNHN_P","P02912580","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","2Glaziou, A.|Schwacke",NA,"1893","12","23",NA,"Brésil",NA,"(Goyaz) Cachaeira do Campo","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912580' target='other'> <mi>dwc_moreinfo</mi></a>","P02912580",NA,NA,"Vogel",NA,NA,NA,NA,"P02912580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20265",NA,NA,NA,NA
"83","2016-11-24 12:21:08-02","MNHN","RECOLNAT_MNHN_P","P02912581","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Glaziou, A.|Schwacke",NA,"1891","3","8",NA,"Brésil","Minas Gerais","(Minas), Sao Juliao d´Ouro Branco","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912581' target='other'> <mi>dwc_moreinfo</mi></a>","P02912581",NA,NA,"Vogel",NA,NA,NA,NA,"P02912581_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18214",NA,NA,NA,NA
"84","2016-11-24 12:27:59-02","MNHN","RECOLNAT_MNHN_P","P02912582","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Claussen, P.",NA,"1838","1","1",NA,"Brésil","Minas Gerais","Minas Geraes, Curvello","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912582' target='other'> <mi>dwc_moreinfo</mi></a>","P02912582",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"913",NA,NA,NA,NA
"85","2016-11-24 12:19:41-02","MNHN","RECOLNAT_MNHN_P","P02912583","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Ferreira",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.","hb",NA,"Comm. Geoffroy <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912583' target='other'> <mi>dwc_moreinfo</mi></a>","P02912583",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-01-03 15:27:57-02","MNHN","RECOLNAT_MNHN_P","P02912586","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Claussen, P.",NA,"1838","1","1",NA,"Brésil","Minas Gerais","Minas Geraes, Curvello","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912586' target='other'> <mi>dwc_moreinfo</mi></a>","P02912586",NA,NA,"Vogel",NA,NA,NA,NA,"P02912586_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"913",NA,NA,NA,NA
"87","2016-11-24 11:20:05-02","MNHN","RECOLNAT_MNHN_P","P02912627","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Riedel, L.",NA,NA,NA,NA,NA,"[Brésil]",NA,"In camp. gramin. Mugy [Mogy]","hb",NA,"Reçu le 8 Octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912627' target='other'> <mi>dwc_moreinfo</mi></a>","P02912627",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912627_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1553",NA,NA,NA,NA
"88","2016-11-24 11:25:47-02","MNHN","RECOLNAT_MNHN_P","P02912628","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Richard",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912628' target='other'> <mi>dwc_moreinfo</mi></a>","P02912628",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2016-11-24 11:49:53-02","MNHN","RECOLNAT_MNHN_P","P02912629","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912629' target='other'> <mi>dwc_moreinfo</mi></a>","P02912629",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 422",NA,NA,NA,NA
"90","2015-09-04 02:19:46-03","MNHN","RECOLNAT_MNHN_P","P02912630","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Claussen, P.",NA,"1840","8","1",NA,"Brasilia","Minas Gerais","Minas geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912630' target='other'> <mi>dwc_moreinfo</mi></a>","P02912630",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46",NA,NA,NA,NA
"91","2016-11-24 11:39:21-02","MNHN","RECOLNAT_MNHN_P","P02912631","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912631' target='other'> <mi>dwc_moreinfo</mi></a>","P02912631",NA,NA,"Vogel",NA,NA,NA,NA,"P02912631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"913",NA,NA,NA,NA
"92","2016-11-24 11:55:51-02","MNHN","RECOLNAT_MNHN_P","P02912632","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Weddell, H.A.",NA,"1843","11","1",NA,"Brésil",NA,"Minas Geraes, in campis montanis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912632' target='other'> <mi>dwc_moreinfo</mi></a>","P02912632",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1725",NA,NA,NA,NA
"93","2016-11-24 11:58:25-02","MNHN","RECOLNAT_MNHN_P","P02912633","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Weddell, H.A.",NA,"1844","1","1",NA,"Brésil",NA,"Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912633' target='other'> <mi>dwc_moreinfo</mi></a>","P02912633",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1893",NA,NA,NA,NA
"94","2017-01-09 17:37:37-02","MNHN","RECOLNAT_MNHN_P","P02912634","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Weddell, H.A.",NA,"1844","1","1",NA,"Brésil",NA,"Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912634' target='other'> <mi>dwc_moreinfo</mi></a>","P02912634",NA,NA,"Vogel",NA,NA,NA,NA,"P02912634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1893",NA,NA,NA,NA
"95","2017-01-09 17:37:37-02","MNHN","RECOLNAT_MNHN_P","P02912635","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,"Lagoa Sta.","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912635' target='other'> <mi>dwc_moreinfo</mi></a>","P02912635",NA,NA,"Vogel","Müller",NA,NA,NA,"P02912635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-28 07:37:38-03","MNHN","RECOLNAT_MNHN_P","P00758243","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia linearis","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758243' target='other'> <mi>dwc_moreinfo</mi></a>","P00758243",NA,NA,"Benth.","Bentham",NA,NA,NA,"P00758243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 194","linearis",NA,NA,NA
