"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","locality","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","fieldNumber"
"50","2019-08-27 13:35:41-03","IAP","PACA-AGP","89149","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","06","30",NA,"Brasil","RS","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512",NA,NA,NA,"HASU 12361","PACA089149",NA,NA,"Filicopsida","130170","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:35:40-03","IAP","PACA-AGP","75252","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Sehnem et J. Dutra","Sehnem, A.","662","1935","10","10",NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","40","40",NA,"Habitat: in palude","PACA075252",NA,"Horto Florestal.","Filicopsida","10287","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:35:40-03","IAP","PACA-AGP","89132","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","04","23",NA,"Brasil","RS","Taquari","-51.8643989562988","-29.7996997833252",NA,NA,NA,"HASU 12356","PACA089132",NA,NA,"Filicopsida","21657","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:35:41-03","IAP","PACA-AGP","90856","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"J. Coutinho",NA,"2001","09","22",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 12678","PACA090856",NA,NA,"Filicopsida","41194","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:35:41-03","IAP","PACA-AGP","89150","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","Silva Jr., A.",NA,"2000","11","12",NA,"Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,"HASU 12321 Habitat: Vala na beira da rodovia, entre arbustos.","PACA089150",NA,"RS 040, km 37, Águas Claras.","Filicopsida","41667","auto","2000","11","13",NA,NA,NA,NA,NA
"55","2019-08-27 13:35:41-03","IAP","PACA-AGP","99410","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Brade","Reitz, R.","195","1944",NA,NA,NA,"Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,"ASSL 16537 Habitat: nos banhados","PACA099410",NA,"Sombrio.","Filicopsida","19353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:35:40-03","IAP","PACA-AGP","89126","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Edson",NA,"2002","04","21",NA,"Brasil","RS","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,"HASU 3322","PACA089126",NA,NA,"Filicopsida","74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:35:40-03","IAP","PACA-AGP","89146","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","Silva Jr., A.",NA,"2001","01","06",NA,"Brasil","RS","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,NA,"HASU 12348 Habitat: Barranco úmido na beira do rio Camaquã.","PACA089146",NA,"Pacheca.","Filicopsida","49429","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:35:41-03","IAP","PACA-AGP","99248","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,NA,NA,NA,NA,"Brasil","RS","Candelária","-52.7888984680176","-29.6692008972168",NA,NA,NA,NA,"PACA099248",NA,NA,"Filicopsida","28166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:35:40-03","IAP","PACA-AGP","89121","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","B. E. Irgang",NA,"2000","04","01",NA,"Brasil","RS","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,"HASU 12328 Habitat: cobre 1/4 do açude; este é pequeno com água de profundidade máxima de 1 m","PACA089121",NA,"Fazenda Kafri.","Filicopsida","62084","auto","2000","07",NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:35:41-03","IAP","PACA-AGP","90853","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2001","09","20",NA,"Brasil","RS","General Câmara","-51.7602996826172","-29.9050006866455",NA,NA,NA,"HASU 12675 Habitat: água","PACA090853",NA,NA,"Filicopsida","33939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:35:40-03","IAP","PACA-AGP","89134","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","05","16",NA,"Brasil","RS","Glorinha","-50.7831001281738","-29.8805999755859",NA,NA,NA,"HASU 10329 Habitat: vala na beira da estrada","PACA089134",NA,NA,"Filicopsida","13560","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:35:40-03","IAP","PACA-AGP","89143","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2001","01","23",NA,"Brasil","RS","Glorinha","-50.7831001281738","-29.8805999755859",NA,NA,NA,"HASU 12349 Habitat: Vala na margem da Free-Way.","PACA089143",NA,"Ca. 200 m da entrada de Glorinha próximo ao viaduto).","Filicopsida","13560","auto","2001","01",NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:35:40-03","IAP","PACA-AGP","89124","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","03","15",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12343&nf;Tamanhos diferentes. Habitat: Afastado da margem do pequeno lago em região úmida, mas sem água.","PACA089124",NA,NA,"Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-27 13:35:41-03","IAP","PACA-AGP","89135","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"1999","12","10",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 10000 Habitat: Banhado próximo da margem da rodovia.","PACA089135",NA,"BR 290 (Free-Way), Posto da Polícia Rodoviária.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:35:41-03","IAP","PACA-AGP","89151","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","08","04",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12324","PACA089151",NA,"BR 290, próx. ao posto da Polícia rodoviária Federal.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-27 13:35:40-03","IAP","PACA-AGP","89138","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","05","30",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12325 Habitat: Local mais profundo do lago.","PACA089138",NA,"Perto do posto da polícia.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-27 13:35:40-03","IAP","PACA-AGP","89122","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","03","15",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12343&nf;Longos pecíolos. Habitat: Exemplares se encontravam na água.","PACA089122",NA,"Posto da Polícia Federal.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:35:40-03","IAP","PACA-AGP","89148","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","03","28",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12351 Habitat: Vala perto da estrada.","PACA089148",NA,"Posto da Polícia Rodoviária Federal.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:35:40-03","IAP","PACA-AGP","75256","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Sehnem SJ","Sehnem, A.","16742","1980","01","10",NA,"Brasil","RS","Herval","-53.3955993652344","-32.0236015319824",NA,NA,NA,"Habitat: in stagno ad viam in campo","PACA075256",NA,"Estrada de Pedras Altas.","Filicopsida","51680","auto","1980",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-27 13:35:40-03","IAP","PACA-AGP","89128","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"J. Larocca",NA,"2001","04","11",NA,"Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,"HASU 12352","PACA089128",NA,"Fazenda Passinhos (prop. da Flosul).","Filicopsida","27350","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-27 13:35:40-03","IAP","PACA-AGP","89136","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2000","11","12",NA,"Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,NA,"Habitat: Depressão muito úmida na beira da rodovia.","PACA089136",NA,"BR 101, ca. 9 km do entroncamento c/ a RS 040.","Filicopsida","31350","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-08-27 13:35:41-03","IAP","PACA-AGP","89123","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2000","01","15",NA,"Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"HASU 12346 Habitat: Lago do Câmpus da UFPEL.","PACA089123",NA,"Câmpus da UFPEL.","Filicopsida","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:35:40-03","IAP","PACA-AGP","75254","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","G. L. Brauner","G. L. Brauner","135","1959","11","25",NA,"Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"ASSL 15327 Habitat: em campo argiloso úmido, em ligeira depressão do terreno; comum","PACA075254",NA,"Inst. Agronômico do Sul.","Filicopsida","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:35:40-03","IAP","PACA-AGP","75255","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Sehnem SJ","G. L. Brauner","130","1959","06","25",NA,"Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"ASSL 15327a Habitat: em valeta encharcada; abundante","PACA075255",NA,"Instituto Agronômico do Sul.","Filicopsida","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:35:40-03","IAP","PACA-AGP","89130","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","04","17",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"HASU 12354","PACA089130",NA,"Av. Assis Brasil.","Filicopsida","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:35:40-03","IAP","PACA-AGP","89131","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Mondin, C.",NA,"1999","11","27",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"HASU 12315 Habitat: Plantação de arroz; em valeta de irrigação.","PACA089131",NA,"Belém Velho.","Filicopsida","29946","auto","1999","12",NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:35:40-03","IAP","PACA-AGP","113587","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"A. Rohr SJ",NA,"1937","05",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"Depositado no Museu (Rambo) 24.08.1940.","PACA113587",NA,"Chácara na água.","Filicopsida","10287","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-27 13:35:40-03","IAP","PACA-AGP","2574","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Rambo, B.","2574","1935","10","15",NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in palude","PACA002574",NA,"Sapucaia.","Filicopsida","10287","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-27 13:35:40-03","IAP","PACA-AGP","89142","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","09","18",NA,"Brasil","RS","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,NA,"HASU 12668 Habitat: Banhado com maricás.","PACA089142",NA,"Lixão municipal.","Filicopsida","7291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-27 13:35:40-03","IAP","PACA-AGP","75253","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Sehnem SJ","Camargo, O. R.","3243","1958","11","08",NA,"Brasil","RS","Taquarí","-51.8643989562988","-29.7996997833252",NA,NA,NA,"ASSL 8166 Habitat: no campo úmido e paludoso","PACA075253",NA,"Est. Exp. de Pomicultura.","Filicopsida","21657","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-27 13:35:40-03","IAP","PACA-AGP","101013","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Windisch, P. G.","10070","2006","01","30",NA,"Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA101013",NA,NA,"Filicopsida","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-27 13:35:40-03","IAP","PACA-AGP","101019","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Silva, V. L.","Silva, V. L.","7","2007","06","17",NA,"Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Habitat: água salobra, ao lado do Parque da Guarita","PACA101019",NA,"Itapeva, em um alagadiço","Filicopsida","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-27 13:35:41-03","IAP","PACA-AGP","89154","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","Tamara e Jorge",NA,"2000","04","14",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 12326 Habitat: Sobre afloramento rochoso.","PACA089154",NA,NA,"Filicopsida","41194","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-08-27 13:35:41-03","IAP","PACA-AGP","89155","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Tamara e Jorge",NA,"2000","04","15",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 9812&nf;&nf;População A (estrada próxima à igreja - 1 km). Não encontramos esporocarpos. Habitat: Aquático","PACA089155",NA,NA,"Filicopsida","41194","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-27 13:35:41-03","IAP","PACA-AGP","90462","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"C.R. Lehn",NA,"2001","05","26",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 13002&nf;coleta A Habitat: em solo úmido, sujeito à alagamento","PACA090462",NA,"Distriti de Benfica.","Filicopsida","41194","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-08-27 13:35:41-03","IAP","PACA-AGP","90860","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","C. R. Lehn","C. R. Lehn",NA,"2001","05","26",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 12056&nf;Coleta B - em solo úmido. Habitat: Em valo, nas margens da estrada.","PACA090860",NA,"Distrito de Benfica.","Filicopsida","41194","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-27 13:35:40-03","IAP","PACA-AGP","89139","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","J. N. Coutinho",NA,"2000","10","20",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 12322 Habitat: Valão eutrofizado próximo à vila; no interior da vala ao lado de vila popular.","PACA089139",NA,"Ponte seca.","Filicopsida","41194","auto","2000","10","20",NA,NA,NA,NA,NA
"88","2019-08-27 13:35:40-03","IAP","PACA-AGP","89144","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. a. Ohlweiler & A. Silva Jr.","Ohlweiler, A. A.",NA,"2000","01","06",NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,NA,"HASU 12347","PACA089144",NA,"Próximo ao Rio jacuí.","Filicopsida","41194","auto","2000","06",NA,NA,NA,NA,NA,NA
"89","2019-08-27 13:35:41-03","IAP","PACA-AGP","89152","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","Silva Jr., A.",NA,"2000","11","12",NA,"Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,"HASU 12317 Habitat: Beira de lago na margem da rodovia.","PACA089152",NA,"RS 040, KM 24, Águas Claras.","Filicopsida","41667","auto","2000","11","13",NA,NA,NA,NA,NA
"90","2020-12-20 21:18:17-03","UFV","VIC","50419","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Gonzatti, F.","1220","2014","05","23",NA,"Brasil","Rio Grande do Sul","Cristal","-52","-30","27","27",NA,"Terrícola, rizomatosa em banhado aberto.; Terrícola, rizomatosa em banhado aberto.","VIC050419","VIC050419","Margem do Rio camaquã.",NA,NA,NA,NA,NA,NA,"-52","-30",NA,NA,NA
"91","2020-12-20 21:18:17-03","UFV","VIC","50418","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Gonzatti, F.; Valduga, E.","1801","2015","04","19",NA,"Brasil","Rio Grande do Sul","Osório.","-50","-29","14","14",NA,"Lago temporário.; Lago temporário.","VIC050418","VIC050418","Estrada RS030, Em jazida de areia.",NA,NA,NA,NA,NA,NA,"-50","-29",NA,NA,NA
"92","2020-12-20 21:18:17-03","UFV","VIC","37886","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Gonzatti, F.","Gonzatti, F.","622","2012","10","14",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,NA,"Terrícula rizomatosa em banhado - mata paludosa","VIC037886","VIC037886","Lagoa Porteira",NA,"31350","auto","2012","10",NA,NA,NA,NA,NA,NA
"93","2020-12-20 21:18:17-03","UFV","VIC","46647","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Gehrt, A.","Viegas, A.P.; Santoro, J.","s.n.","1939","10","20",NA,"Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"Herbácea, aquática, estufa do IAC","VIC046647","VIC046647",NA,NA,"23900","auto","1942","04","28",NA,NA,NA,NA,NA
"94","2015-04-16 10:12:01-03","ASU","ASU-PLANTS","ASU0082732","PreservedSpecimen","Plantae","Pteridophyta","Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","W.A. Medina","W.A. Medina; R.M. Salas, & R. Cajade, & B. Fandino","471","2013","10","5",NA,"Argentina","Corrientes","San Martin","-56.952778","-29.089167",NA,NA,NA,"Hierba acuatica arraigada, con esporocarpos",NA,NA,"Paraje Tres Cerros, Ea. Buena Vista, cerro Pelon","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 14:52:57-03","UFJF","CESJ","69641","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","F. Gonzatti","F. Gonzatti; E. Valduga","1801","2015","04","19","América do Sul","Brasil","Rio Grande do Sul","Osório","-50.229917","-29.94875","14","14",NA,"lago temporário","CESJ069641",NA,"Estrada RS030, em jazida de areia",NA,NA,NA,"2015","05","07","-50.229917","-29.94875",NA,NA,NA
"96","2019-11-21 14:52:57-03","UFJF","CESJ","3038","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Ran","Ran","s.n.","1935","10",NA,"América do Sul","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"CESJ003038",NA,"Chácara Link",NA,"37819","auto","1935",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 14:52:57-03","UFJF","CESJ","69446","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Gehrt","A.P. Viegas; J. Santoro","s.n.","1939","10","20","América do Sul","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"Plantaherbácea, aquática.","CESJ069446",NA,NA,NA,"23900","auto","1992","04","28",NA,NA,NA,NA,NA
"98","2020-07-09 10:05:00-03","UFS","ASE","40227","PreservedSpecimen","Plantae","Monilophyta","Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Gonzatti, F","Gonzatti, F","1060","2014","03","16","Southern America","Brasil","Rio Grande do Sul","Santa Vitoria do Palmar","-53.162439","-33.392309",NA,NA,NA,"Em banhado, no interior da mata","ASE0041744",NA,"Hermenegildo",NA,NA,NA,"2014","03",NA,"-53.162439","-33.392309",NA,NA,NA
"99","2019-11-19 14:08:20-03","UFRPE","PEUFR","206","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Pe. A. Sehnem","G.L. Brauner","130","1959","06","25",NA,"Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,"Abundante","PEUFR000206",NA,"Est. Exp. Central",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:56:19-03","UFOP","OUPR","12144","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Almeida, T.E.","Rau, W.","s.n.","1937","11",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Erva. Terrenos alagadiços",NA,NA,NA,NA,"37819","auto","2013","04","17",NA,NA,NA,NA,NA
"101","2019-11-06 09:56:19-03","UFOP","OUPR","3917","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Almeida, T.E.","Lisboa, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto","2013","04","17",NA,NA,NA,NA,NA
"102","2019-11-06 09:56:19-03","UFOP","OUPR","11277","PreservedSpecimen","Plantae",NA,NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Almeida, T.E.","Vianna, E.C.","s.n.","1958","11","06",NA,"Brasil","Santa Catarina","Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,"Erva. Terreno alagadiço",NA,NA,NA,NA,"16515","auto","2013","04","17",NA,NA,NA,NA,NA
"103","2019-01-17 11:27:37-02","PUCRS","MPUC","2214","S","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","V.C. Zanette",NA,NA,"1978","09","20","South America","Brasil","RS","Ibirubá","-53.095","-28.6394444",NA,NA,NA,NA,NA,NA,".","Pteridopsida",NA,NA,"1980","01","01","-53.0950000000","-28.6394444000","1",NA,NA
