"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","individualCount","minimumElevationInMeters"
"1","2021-03-15 16:37:00-03","NY","NYBG","00809270","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M.King & H.Rob.","J. F. Pruski","P. K. H. Dusén","17244","1915","10","08","South America","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809270","NY00809270_01",NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00809268","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M.King & H.Rob.","J. F. Pruski","P. K. H. Dusén","15526","1914","09","21","South America","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809268","NY00809268_01",NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00809269","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M.King & H.Rob.","J. F. Pruski","P. K. H. Dusén","8785","1909","10","02","South America","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809269","NY00809269_01",NA,NA,NA,NA,NA,NA
"4","2020-12-21 16:15:43-03","MBM","MBM","63811","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M. King & H. Rob.","Robinson, H.","Hatschbach, G.","42525","1979","10","26","Southern America","Brazil","Paraná","Paranaguá","Colônia São José","-48.5092010498047","-25.5200004577637",NA,NA,"MBM063811","MBM063811","24916","auto",NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","1473762","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M. King & H. Rob.",NA,"P. K. Dusén","17214","1915","9","27","South America","Brazil","Paraná",NA,"Jacarehy.",NA,NA,NA,NA,"US00145798","US00145798_01",NA,NA,"Dicotyledonae","Holotype","1",NA
"6","2020-09-12 05:00:02-03","US","US","1281142","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M. King & H. Rob.",NA,"P. K. Dusén","6555","1908","9","30","South America","Brazil","Paraná",NA,"Paraná: Pirahy, in fruticetis in arb. seanders [interpreted]",NA,NA,NA,NA,"US01642996","US01642996_01",NA,NA,"Dicotyledonae",NA,"1",NA
"7","2020-09-12 05:00:02-03","US","US","1481675","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M. King & H. Rob.",NA,"P. K. Dusén","15526","1914","9","21","South America","Brazil","Paraná",NA,"Paraná: Tacarehy [interpreted]",NA,NA,NA,NA,"US01642995","US01642995_01",NA,NA,"Dicotyledonae",NA,"1",NA
"8","2020-09-12 05:00:02-03","US","US","2977600","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dasycondylus","dusenii","Dasycondylus dusenii","R.M. King & H. Rob.",NA,"G. Hatschbach","42525","1979","10","26","South America","Brazil","Paraná",NA,"Col. S. José (mun. Paranaguá) Paraná.",NA,NA,NA,NA,"US01642997","US01642997_01",NA,NA,"Dicotyledonae",NA,"1","10"
