"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","471746","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. C. Barneby","G. G. Hatschbach","1999","12","03","Brazil","Paraná","Doutor Ulysses","Sete Quedas","-49.4194","-24.5683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471746","NY00471746_01","69823",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","471749","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","H. S. Irwin","R. Reitz","1965","12","10","Brazil","Santa Catarina","Itaiópolis","Paraguaçu, Itaió","-49.9064","-26.3367",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471749","NY00471749_01","17380",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","471736","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","O. Handro","O. Handro","1974","12","02","Brazil","São Paulo","Sao Paulo","Jardim Botánico de Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471736","NY00471736_01 NY00471736_02","2265",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","471744","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. C. Barneby","E. Pereira","1963","11","05","Brazil","Paraná","Prudentópolis","Rio dos Patos","-50.9778","-25.2133",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471744","NY00471744_01","7671",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","471748","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","A. E. Burkart","A. Gevieski","1953","11","23","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471748","NY00471748_01","44",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","471751","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","A. E. Burkart","R. Reitz","1958","12","17","Brazil","Santa Catarina","Lauro Muller","Pinhal da Cia., Itanema, Lauro Mueller","-49.3967","-28.3931",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471751","NY00471751_01","8084",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","471733","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","H. S. Irwin",NA,NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botánico do Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"J. Bot. Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471733","NY00471733_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","471750","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","A. E. Burkart","R. Reitz","1958","11","25","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431","-27.2144",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471750","NY00471750_01","7615",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","471730","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","O. Handro","O. Handro","1974","12","02","Brazil","São Paulo","Sao Paulo","Jardim Botánico de Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471730","NY00471730_01","2265",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","471731","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","F. C. Hoehne",NA,NA,NA,NA,"Brazil","São Paulo","Sao Paulo","Jardim Botánico de Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471731","NY00471731_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","471742","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. C. Barneby","E. Pereira","1963","11","05","Brazil","Paraná","Prudentópolis","Rio dos Patos","-50.9778","-25.2133",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471742","NY00471742_01","7671",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02474153","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel",NA,"L. Biral","2011","12","24","Brazil","São Paulo","Botucatu","UNESP campus Lageado, ao lado da rodovia que corta o campus","-47.90219","-22.6686",NA,NA,"626.5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685569' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474153","NY02474153_01","645",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","471735","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","J. C. Lindeman","J. C. Lindeman","1966","10","15","Brazil","Paraná","Ivaí","Roadside 3 km E of Ivaí","-50.8589","-25.0108",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471735","NY00471735_01","2717",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","471741","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","H. S. Irwin","R. Reitz","1965","12","14","Brazil","Paraná","Prudentópolis",NA,"-50.9778","-25.2133",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471741","NY00471741_01","17578",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","471738","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","O. Handro","O. Handro","1974","12","02","Brazil","São Paulo","Sao Paulo","Jardim Botánico de Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471738","NY00471738_01","2265",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","471732","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. C. Barneby","J. M. Silva","1985","12","18","Brazil","Paraná","Teixeira Soares","Rod. BR 277","-50.4606","-25.3683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471732","NY00471732_01","42",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","471734","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","F. C. Hoehne","A. Gehrt","1936","12","24","Brazil","São Paulo","Sao Paulo",NA,"-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471734","NY00471734_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","471740","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","J. C. Lindeman","J. C. Lindeman","1967","03","16","Brazil","Paraná","Guarapuava","Fazenda Reserva, ca. 85 km SW of Guarapuava. Just NW of Barbaquá","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471740","NY00471740_01","4942",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","471737","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","F. C. Hoehne","M. Kuhlmann","1952","01","17","Brazil","São Paulo","Sao Paulo","Parque do Estado de Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471737","NY00471737_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 19:34:00-03","NY","NYBG","471752","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla",NA,"R. C. Barneby","M. Bernardi","1978","11","12","Paraguay","Itapúa",NA,"Per viam circa Jesus",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471752","NY00471752_01","18528",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","471745","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. C. Barneby","G. G. Hatschbach","1970","12","20","Brazil","Paraná","Ivaí","Bitumirim","-50.8589","-25.0108",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471745","NY00471745_01","25921",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","471739","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. C. Barneby","G. G. Hatschbach","1982","12","08","Brazil","Paraná","Teixeira Soares","Rio D'Areia","-50.4606","-25.3683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471739","NY00471739_01","45790",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","471747","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","W. Hoehne","W. Hoehne","1944","11","28","Brazil","São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471747","NY00471747_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:19:43-03","UFRJ","RFA","17570","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","R. Barneby","G.G. Hatschbach","1970","12","20","Brasil","Paraná","Ivaí","Bitumirim","-50.8588981628418","-25.010799407959",NA,NA,NA,NA,"Árvore 18m, tronco 50cm, flores amarelas Habito: árvore","RFA14617",NA,"25921","1975",NA,NA,NA,NA,NA,NA,"21096","auto",NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:30:23-03","UFRJ","RFA","6525","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","A. Burkart","R. S. Klein","1958","11","22","Brasil",NA,"Brasil","Matador, Rio do Sul",NA,NA,NA,NA,NA,NA,"Árvore, flores amarelas Habitat: mata de várzea Habito: árvore","RFA26439",NA,"7615","1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:40-03","UTFPR","DVPR","6174","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","Silva, DR","Silva, DR; Piva, J; Machado, C","2018","03","09","Brasil","Paraná","Capitão Leonidas Marques","Distrito Bom Jesus.","-53.3748","-25.2639","-53.3748","-25.2639","292","292","Árvore 22 m de altura. Folhas verde-discolores, cartáceas. Legumes quandrangulares, verdes, imaturos. Ponto 879.; Árvore remanescente em ambiente urbano.","DVPR006174",NA,"206","2018",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"03","20",NA,NA,NA,NA
"37","2020-11-24 17:10:40-03","UTFPR","DVPR","5980","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","2018","03","09","Brasil","Paraná","Capitão Leonidas Marques","Área rural do Distrito Bom Jesus.","-53.3715","-25.2654","-53.3715","-25.2654","307","307","Árvore. Folhas verde-discolores, cartáceas. Legumes quandragulares verdes. Ponto 879.; Árvore remanescente meio a área de agricultura.","DVPR005980",NA,"689","2018",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"03","20",NA,NA,NA,NA
"38","2020-11-24 17:10:40-03","UTFPR","DVPR","6174","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","Silva, DR","Silva, DR; Piva, J; Machado, C","2018","03","09","Brasil","Paraná","Capitão Leonidas Marques","Distrito Bom Jesus.","-53.614200592041","-25.4792003631592",NA,NA,"292","292","Árvore 22 m de altura. Folhas verde-discolores, cartáceas. Legumes quandrangulares, verdes, imaturos. Ponto 879.; Árvore remanescente em ambiente urbano.","DVPR006174",NA,"206","2018",NA,NA,NA,NA,"Magnoliophyta",NA,"14258","auto","03","20",NA,NA,NA,NA
"39","2020-11-24 17:10:40-03","UTFPR","DVPR","441","PreservedSpecimen","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","Dias, MC","Carmo, KB do; et al.","2005","11","26","Brasil","Paraná","Londrina","Pontilhão da JK","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 20 m, tronco grosso, flor amarela, sem fruto.","DVPR000441","DVPR000441","s.n.","2005",NA,NA,NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:39:37-03","EAO","IAN","1050","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Cassia","leptophylla","Cassia leptophylla","Vogel",NA,"Sellow, F",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN001050","IAN001050_f","s.n.",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:39:37-03","EAO","IAN","50660","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Cassia","leptophylla","Cassia leptophylla","Vogel",NA,"Hoehne, FC","1950","01","16","Brasil","São Paulo",NA,"Árvore cultivada no Jardim Botânico de São Paulo, de sementes vindas do Rio Grande do Sul. Especialmente colhidas e preparadas pelo Sr. Antônio dos Santos Pires, de ordem, F.C. Hoehne, para o Dr. A. Ducke.",NA,NA,NA,NA,NA,NA,NA,"IAN050660",NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:39:37-03","EAO","IAN","93177","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Cassia","leptophylla","Cassia leptophylla","Vogel",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093177",NA,"s.n.",NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:11-03","PUCPR","HUCP","19122","S","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","Lummertz, T","Lebaki, SF","2005","04","11","Brasil","Paraná","Curitiba","Rua David Jows","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"007",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:11-03","PUCPR","HUCP","16080","S","Plantae","Fabaceae","Cassia","leptophylla","Cassia leptophylla","Vogel","Selusniaki, M","Selusniaki, M","2004","11","10","Brasil","Paraná","Curitiba","Vila Guaíra","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:06:21-03","NBC","NL-BOTANY","U.1242686","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","leptophylla","Cassia leptophylla","Vogel","Burkart AE","Reitz R; Klein RM","1958","11","25","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242686","NL-U1242686",NA,NA,NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae","U 0019124",NA,NA
"46","2020-02-08 09:06:21-03","NBC","NL-BOTANY","L.1985339","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","leptophylla","Cassia leptophylla","Vogel",NA,"Clausen JC",NA,NA,NA,"Brazil",NA,NA,"Bouble*, Rio, Brasília.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1985339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1985339","NL-L1985339",NA,NA,NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 09:06:21-03","NBC","NL-BOTANY","U 0020811","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","leptophylla","Cassia leptophylla","Vogel",NA,"Lindeman JC; Haas JH de","1966","10","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200020811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0020811",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2020-02-08 09:06:21-03","NBC","NL-BOTANY","U 0180519","PreservedSpecimen","Plantae","Leguminosae-Caes.","Cassia","leptophylla","Cassia leptophylla","Vogel","Bortoluzzi RLC","Pereira E; Hatschbach GG","1963","11","05","Brazil","Paraná",NA,"Parana (Brasil). Mun. Prudentopolis. Rio dos Patos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180519",NA,NA,"2003",NA,"Southern America",NA,NA,NA,"Fabales",NA,NA,"09","01","Magnoliopsidae",NA,NA,NA
