"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00956783","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","W. W. Thomas","4607","1985","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956783","Mato Grosso","Pantanal. 16 km NW of Porto Jofre on Transpantaneira (MT060) to Poconé.","-56.92","-17.25",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956783_01","J. F. Ramos","Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1887536","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","C. A. Cid Ferreira","2022","1980","08","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125018' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887536","Pará","Rio Paru do Oeste, próximo do lugar Raimunda.","-55.922217","0.433352",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887536_01",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1887537","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. T. Prance","5291","1968","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125019' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887537","Rondônia","4km. above Jaciparaná on Rio Jaciparaná. Forest on terra firme flood plain.","-64.407305","-9.283711",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1887542","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","B. A. Krukoff","4502","1933","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887542","Amazonas","Along Rio Solimões, on varzea land near Codajaz in the municipality of Codajaz.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887542_01 NY01887542_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1887547","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","M. G. da Silva","3828","1978","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125030' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887547","Pará","Parque Nacional do Tapajós, km 70 da estrada Itaituba-Jacarecanga; igarapé Uruazinho. Mata na beira do rio, solo arenoso.","-55.059354","-3.3969062",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00956784","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","W. W. Thomas","4573","1985","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956784","Mato Grosso","Pantananl, 7-12 km SW of Rio Cassangé on rd to Porto Jofre (MT 060)","-56.95","-16.95",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956784_01","J. F. Ramos","Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01400213","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","M. N. Alexiades","1193","1994","09","12","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1673045' target='other'> <mi>dwc_moreinfo</mi></a>","NY01400213","Pando","Rio Beni, Ese exa community of Portachuelo Bajo, ca. 30km southwest of Riberalta","-66.3","-11.25",NA,NA,"200","200","Magnoliophyta","Lamiales","Bertero ex Spreng.",NA,"M. H. Nee","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1887550","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","C. Davidson","10303","1980","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887550","Pará","Banks of Rio Trombetas, upriver from Oriximina.","-57.0284843","-1.1004856",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887550_01",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00956787","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","R. de Lemos Fróes","11695","1940","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956787","Maranhão","Island of São Luiz, Anil.","-44.24243","-2.550163",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956787_01",NA,"São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00956772","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","J. M. Pires","2093","1950","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956772","Maranhão","Ilha dos Bótes, Rio Tocantins, perto de Carolina","-47.5408405","-7.2744409",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956772_01","A. Macedo","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1887558","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","S. A. Mori","22358","1992","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125044' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887558","Amazonas","On Rio Solimões, ca. 20 Km above mouth of Rio Negro. Igarapé do Ipixuna",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1887530","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. O. A. Malme","2307",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887530",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00956778","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. T. Prance","59124","1964","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956778","Mato Grosso","Serra do Roncador; Grounds of brick factory. 5 km. south of Chavantina","-52.3531","-14.6733",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956778_01","H. N. Moldenke","Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1691925","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","B. C. Bennett","4031","1990","03","11","South America","Ecuador",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754558' target='other'> <mi>dwc_moreinfo</mi></a>","NY01691925","Morona-Santiago","Centro Shuar Yukutais. West of Pedro Kunkumas' house","-78.13","-2.5",NA,NA,"900","900","Magnoliophyta","Lamiales","Bertero ex Spreng.",NA,"B. C. Bennett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00956782","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","B. Dubs","1262","1991","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956782","Mato Grosso","Pantanal, Rio Jauru, Fazenda Barranquinha.","-57.83","-16.3",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956782_01","B. Dubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00956773","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","J. M. Pires","1532a","1949","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956773","Maranhão","Ilha dos Botes, proximo de Carolina, Rio Tocantins","-47.5408405","-7.2744409",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956773_01","A. Macedo","Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1887532","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","C. A. Cid Ferreira","2396","1980","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887532","Pará","Rio Trombetas, margem direita, em frente de Oriximiná","-55.8675787","-1.7716037",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887532_01",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1887551","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","W. R. Anderson","10982","1974","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125037' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887551","Pará","Alto Tapajós, Rio Cururú: 10-15 km. downstream from Missao Cururú","-57.58","-7.58",NA,NA,"130","130","Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1887546","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","B. A. Krukoff","1259","1931","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125029' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887546","Pará","Near Cassipa, Tapajos River region","-56.6558075","-4.7009877",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1887533","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. T. Prance","5372","1968","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125015' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887533","Rondônia","Rio Jaciparaná 9-12km. above Jaciparaná","-64.420324","-9.325511",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1887548","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","C. A. Cid Ferreira","1714","1980","07","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125031' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887548","Pará","Rio Trombetas ao Norte ao longo do rio próximo à Mineração Rio Norte","-56.4489985","-1.6942627",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887548_01",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00956770","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","S. L. M. Moore","278","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956770","Mato Grosso","Iter Matogrossense",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956770_01","A. Macedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1887540","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. A. Black","57-19945","1957","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125022' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887540","Pará","Rio Cuminá-Mirim.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887540_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1887562","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","S. R. Hill","13021","1983","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887562","Amazonas","Ilha Tubinambarana, paraná Urariá, white water, between rio Abacaxis and Rio Paraconi, varzea.","-58.5","-3.833333",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1887567","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","J. M. Pires","4288","1952","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125054' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887567","Paraná","Maicurú, Canal Novais Filho.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00956779","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. T. Prance","59124","1964","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956779","Mato Grosso","Serra do Roncador; Grounds of brick factory. 5 km. south of Chavantina","-52.3531","-14.6733",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956779_01","H. N. Moldenke","Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1887565","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","G. T. Prance","14144","1971","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887565","Amazonas","Rio Ituxi, vicinity of Bôca do Curuquetê","-65.6833","-8.3167",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1887534","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","S. T. McDaniel","15422","1971","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887534","Amazonas","Parintins, along quebrada above town",NA,NA,NA,NA,"15.2","15.2","Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00956769","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","A. Macedo","730","1945","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956769","Minas Gerais","S. Terezinha","-49.465","-18.9692",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY00956769_01","A. Macedo","Ituiutaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1887568","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","B. A. Krukoff","5903","1934","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125055' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887568","Pará","Near Parana do Ricardo.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01887527","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","R. de Lemos Fróes","26506","1950","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125007' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887527","Amazonas","Lago de Badajós.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1887543","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","Martii Herbar. Florae Brasil.","1023","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887543",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1887529","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","C. A. Cid Ferreira","1384","1980","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01887529","Pará","Rio Trombetas, margem esquerda, ao longo do rio.","-57.0284843","-1.1004856",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Bertero ex Spreng.","NY01887529_01",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","196381","PreservedSpecimen","Plantae","Lamiaceae","Vitex","cymosa","Vitex cymosa","M. N. Alexiades","1193","1994","09","12","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=334424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196381","Pando","Rio Beni, Ese exa community of Portachuelo Bajo, ca. 30km southwest of Riberalta","-66.3","-11.25",NA,NA,"200","200","Magnoliophyta","Lamiales","Bertero ex Spreng.",NA,"M. H. Nee","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
