"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","00923848","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","A. Lourteig","E. P. Heringer","2310","1979","10","10","South America","Brazil","Goiás","Alto Paraíso de Goiás","Estrada Paraíso - Teresina.","-47.78","-14.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923848","NY00923848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-21 16:32:20-03","MBM","MBM","160557","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","Cavalcanti, T.B.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","59303","1993","06","15","Southern America","Brazil","Goiás","Água Fria","Estação Repetidora da Relebrasília de Roncador",NA,NA,NA,"Ereta, 70 m. flor rosada. Campo rupestre, solo rochoso","MBM160557","MBM160557","2004","07","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-12-21 16:32:20-03","MBM","MBM","248551","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","Cavalcanti, T.B.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70637","2000","05","08","Southern America","Brazil","Goiás","Água Fria","Rod. GO-118, subida para a Torre Repetidora de Roncador",NA,NA,NA,NA,"MBM248551","MBM248551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-12-21 16:32:20-03","MBM","MBM","46714","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","Cavalcanti, T.B.","Hatschbach, G.","38567","1975","09",NA,"Southern America","Brazil","Goiás","Alto Paraíso","Chapada dos Veadeiros",NA,NA,NA,"Flor rosada, campo pedregoso; Flor rosada.; Campo pedregoso.","MBM046714","MBM046714","1994",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA
"5","2015-11-07 04:41:46-02","MNHN","RECOLNAT_MNHN_P","P01901899","PreservedSpecimen",NA,NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","Lourteig","Hatschbach, G.",NA,"1975","9",NA,NA,"Brésil",NA,NA,"Chapada dos Veadeiros (mun. Alto Paraiso) Goias",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901899' target='other'> <mi>dwc_moreinfo</mi></a>","P01901899","P01901899_01",NA,NA,NA,"holotype","38567",NA,NA,NA,NA,NA,NA,NA
"6","2010-05-28 13:29:00-03","MO","MOBOT","100277199","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","T.B. Cavalcanti","Gert G. Hatschbach","Hatschbach 38567","1975","9","9","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros (mun. Alto Paraiso).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"1",NA,NA,NA,NA,NA,NA
"7","2020-09-02 16:31:34-03","Cenargen","CEN","100214","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","T. B. Cavalcanti","Glocimar Pereira-Silva","16574","2014","02","04",NA,"Brasil","GO","AGUA FRIA DE GOIAS","Estrada de acesso à repetidora do Roncador, cerca de 3 km a leste da GO 118 (BR - 010).","-47.555555","-14.885","Exsicatas",NA,"CEN00100214","CEN00100214","2015","07",NA,NA,NA,"4","-47.555555","-14.885","1000","1000",NA,NA
"8","2020-09-02 16:31:34-03","Cenargen","CEN","68865","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","T. B. Cavalcanti","Taciana Barbosa Cavalcanti","3757","2006","04","05",NA,"Brasil","GO","AGUA FRIA DE GOIAS","Na torre repetidora de Roncador.","-47.550277","-14.903333","Exsicatas","Folhas glaucas.","CEN00068865","CEN00068865","2006","04",NA,NA,NA,"6","-47.550277","-14.903333","1160","1160",NA,NA
"9","2019-11-01 15:02:29-03","UnB","UB","15013","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lythraceae","Diplusodon","hatschbachii","Diplusodon hatschbachii","Lourteig","Cavalcanti, TB","Martins, RC; Filgueiras, AD; Alvarenga, A","502","2004","09","05","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Comunidade Moinho, cerrado no terreno da Rasata.","-47.5099983215332","-14.1324996948242",NA,"SubArbusto 1m. Flor rosa; Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto"
