"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01450872","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"B. Maguire","56727","1963","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688106' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450872","Cachoeira Samuel","Magnoliophyta","Myrtales","DC.",NA,"Rondônia","-63.4547","-8.7517","NY01450872_01","Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01459745","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"W. A. Egler","46483","1961","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1700616' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459745","Rio Jari. Cachoeiras das Aurucuopatari.","Magnoliophyta","Myrtales","DC.","M. Sobral","Amapá","-53.12","0.47","NY01459745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01450880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"W. W. Thomas","5435","1986","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450880","Represa de Balbina along Rio Uatumã: 0-1 hour S of confluence with rio Pitanga.","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-59.8","-1.583333","NY01450880_01","Presidente Figueiredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01450885","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"S. A. Mori","9209","1977","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333038' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450885","Igarapé Preto, near Belém (ca.75kms upstream from Leticia, Colombia)","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-69.813018","-3.960494","NY01450885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01450859","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"N. A. Rosa","3640","1980","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335164' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450859","Marajó, Salvaterra, Joanes.","Magnoliophyta","Myrtales","DC.","N. A. Rosa","Pará","-48.5123152","-0.875396","NY01450859_01","Salvaterra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01450891","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"M. G. da Silva","3118","1977","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688340' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450891","Rio Tocantins, estrada para Jacundazinho","Magnoliophyta","Myrtales","DC.",NA,"Pará",NA,NA,"NY01450891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01450877","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"S. A. Mori","21757","1991","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334212' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450877","Rio Solimões. Lago Janauacá.","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Amazonas","-60.283333","-3.466667","NY01450877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01450870","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"A. A. de Oliveira","2659","1995","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1332780' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450870","Boca do Jauaperi","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas",NA,NA,"NY01450870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01450893","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"R. S. Cowan","38495","1954","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688345' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450893","Serra do Navio, Rio Amapari. Along right bank of Rio Amapari.","Magnoliophyta","Myrtales","DC.",NA,"Amapá","-52.05","0.98","NY01450893_01",NA,"70","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01411416","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"D. G. Campbell","22444","1974","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01411416","Rio Trombetas, 1km south of Cachoeira Porteira. River margin.","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Pará","-57.0516345","-1.0928436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01450862","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"C. C. Berg","19762","1973","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688027' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450862","Paraná do Autaz-Mirim, Lago do Caioé.","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-62.0761","-4.6608","NY01450862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01450874","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"S. A. Mori","21739","1991","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334211' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450874","Rio Solimões. Lago Janauacá.","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Amazonas","-60.283333","-3.466667","NY01450874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01450876","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"S. A. Mori","21890","1991","08","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450876","Rio Solimões. Lago Acará in the region of Lago Piranha. Manacapurú Lake area.","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Amazonas","-60.733333","-3.233333","NY01450876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01450857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"N. A. Rosa","2443","1978","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450857","Município de Chaves, arredores do aeroporto.","Magnoliophyta","Myrtales","DC.","N. A. Rosa","Pará","-49.7570747","-0.0714165","NY01450857_01","Ilha de Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01450894","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"B. A. Krukoff","4540","1933","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450894","Paranaguá","Magnoliophyta","Myrtales","DC.",NA,"Amazonas","-64.7114","-3.35417","NY01450894_01","Tefé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1552482","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"N. A. Rosa","2131","1977","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1947607' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552482","Margem esquerda do rio Juruena, SC 21 VC PT.","Magnoliophyta","Myrtales","DC.","B. K. Holst","Mato Grosso","-58.3804411","-11.0249185","NY01552482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01450887","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"D. G. Campbell","22444","1974","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450887","Rio Trombetas, 1km south of Cachoeira Porteira. River margin.","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Pará","-57.0516345","-1.0928436","NY01450887_01 NY01450887_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02742461","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"B. G. Stergios D.","9097","1986","02","18","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3033419' target='other'> <mi>dwc_moreinfo</mi></a>","NY02742461","Selvas pluviales en la orilla y sus alrededores del río Casiquiare entre la boca del Siapa y el caño Momoni.","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas",NA,NA,"NY02742461_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01450866","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"C. A. Cid Ferreira","1522","1980","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335122' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450866","Rio Trombetas, margem esquerda do lago Erepecu, ao longo do lago","Magnoliophyta","Myrtales","DC.","B. K. Holst","Pará","-56.5784955","-1.3418401","NY01450866_01","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00907570","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"R. de Lemos Fróes","1872","1932","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907570","Maracassumé River Region. Campo do Cusins","Magnoliophyta","Myrtales","DC.","R. McVaugh","Maranhão",NA,NA,"NY00907570_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01450883","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"J. M. Pires","50368","1961","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688245' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450883","Rio Araguari, Porto Platón.","Magnoliophyta","Myrtales","DC.","R. McVaugh","Amapá","-51.37","0.73","NY01450883_01",NA,"67","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01450863","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"C. A. Cid Ferreira","111","1979","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334231' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450863","Rio Uatumã, margem direita subindo o rio, entre cachoeira Morena e Balbina.","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-58.7269878","-2.3065914","NY01450863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01450869","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"G. T. Prance","14411","1971","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450869","Rio Curuquetê, São Paulo, 30 Km above mouth of Rio Coti","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-65.5721569","-8.7658225","NY01450869_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01450871","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"J. L. Zarucchi","3006","1983","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450871","Basin of Rio Maués, along Rio Parauari above mouth of Rio Amanã","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-57.666667","-4.416667","NY01450871_01","Maués",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01450884","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"P. Acevedo-Rodríguez","8450","1996","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334183' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450884","Rio Preto (tributary of Rio Negro), collecting done from boat up to 8 km N of coordinates along Rio Preto (165 km from Barcelos).","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-65.0897","-0.2367","NY01450884_01",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01450873","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"B. Maguire","56727","1963","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688108' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450873","Cachoeira Samuel","Magnoliophyta","Myrtales","DC.",NA,"Rondônia","-63.4547","-8.7517","NY01450873_01","Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01459828","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"C. Davidson","CD10335","1980","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335133' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459828","Rio Trombetas. River banks downriver from Cachoeira Porteira, N to NE bank-shale cliffs to terra firme (Betwween C. P. and IBDF Reserval. Lago do Jacaré)","Magnoliophyta","Myrtales","DC.","M. Sobral","Pará","-56.941621","-1.2067814","NY01459828_01","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01450890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"N. A. Rosa","1919","1977","05","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688339' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450890","Alto Tapajós, margem esquerda do R. Cururu","Magnoliophyta","Myrtales","DC.",NA,"Pará",NA,NA,"NY01450890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01450886","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"R. de Lemos Fróes","23436","1948","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688255' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450886","Juarizinho, Rio Tocantins.","Magnoliophyta","Myrtales","DC.","B. K. Holst","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01450879","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"C. A. Cid Ferreira","5775","1985","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334580' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450879","BR-230, Rodovia Transamazônica Km 302. Rio Aripuanã entre a Rod. e a Cachoeira de Matamatá","Magnoliophyta","Myrtales","DC.","B. K. Holst","Amazonas","-60.666667","-7.583333","NY01450879_01","Manicoré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00907465","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"N. A. Rosa","2035","1977","05","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907465","Margem esquerda do Rio Juruena, proximo a cahoeira S. João da Barra. (SC.21-VB)","Magnoliophyta","Myrtales","DC.","B. K. Holst","Mato Grosso","-58.5558736","-8.9417327","NY00907465_01","Juruena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-01-05 12:43:00-02","NY","NYBG","1281838","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","lambertiana","Eugenia lambertiana",NA,"C. N. Fraga","2961","2010","07","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1743160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281838","/Pará, Leito do Rio Jarí. Trecho entre Laranjal do Jari e Monte Dourado até Cahoeira de Santo Antônio.","Magnoliophyta","Myrtales",NA,"M. Sobral","Amapá","-52.5047","-0.7006","NY01281838_01",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
