"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"1","2021-04-05 14:25:02-03","UNESC","CRI","6622","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos","N. Y. Sandwith","1964","01","01","R. Reitz; R. M. Klein","5512","1957","10","27","Brasil","Santa Catarina","Bom Retiro","Serra do Quebra Dente.","-49.489444","-27.797778","49º29'22''W","27º47'52''S","CRI001679","CRI001679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:02-03","UNESC","CRI","6892","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos","N. Y. Sandwith",NA,NA,NA,"Reitz; Klein","5512","1957","10","27","Brasil","Santa Catarina","Bom Retiro","Serra do quebra dente.","-49.489444","-27.797778","49º29'22''W","27º47'52''S","CRI001639","CRI001639","Habitat: pastagem Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-29 22:12:00-03","NY","NYBG","886414","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,"S. O. Grose",NA,NA,NA,"R. Reitz","3974","1956","11","18","Brazil","Santa Catarina","Bom Retiro","Ipê da serra. Riosinho, Bom Retiro.","-49.4892","-27.7972",NA,NA,"NY00886414","NY00886414_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023840' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","1100","1100","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2016-09-29 17:04:00-03","NY","NYBG","402764","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"R. Reitz","7037","1958","08","23","Brazil","Santa Catarina","Lauro Muller","Lauro Müller.","-49.4515","-28.385071",NA,NA,"NY00402764","NY00402764_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672765' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","300","300","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2016-09-29 17:04:00-03","NY","NYBG","402762","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"L. B. Smith","7947","1956","11","25","Brazil","Santa Catarina","Bom Retiro","Pinheiral. Riozinho","-49.4892","-27.7972",NA,NA,"NY00402762","NY00402762_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672769' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-09-29 17:04:00-03","NY","NYBG","402761","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"L. B. Smith","7947","1956","11","25","Brazil","Santa Catarina","Bom Retiro","Pinheiral. Riozinho","-49.4892","-27.7972",NA,NA,"NY00402761","NY00402761_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672768' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","1000","1000","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2016-09-29 22:12:00-03","NY","NYBG","886415","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,"S. O. Grose",NA,NA,NA,"R. Reitz","7520","1958","10","25","Brazil","Santa Catarina","Lauro Muller",NA,"-49.3967","-28.3931",NA,NA,"NY00886415","NY00886415_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023842' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","300","300","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2016-09-29 17:04:00-03","NY","NYBG","402767","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"R. Reitz","12814","1962","04","22","Brazil","Santa Catarina","Pôrto Uniao","Pôrto Uniao","-51.0781","-26.2383",NA,NA,"NY00402767","NY00402767_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672767' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","800","800","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2016-09-29 17:04:00-03","NY","NYBG","402765","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"R. Reitz","7037","1958","08","23","Brazil","Santa Catarina","Lauro Muller","Lauro Müller.","-49.4515","-28.385071",NA,NA,"NY00402765","NY00402765_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672766' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","300","300","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","402769","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos",NA,NA,NA,NA,"P. K. H. Dusén","8548","1909","10","14","Brazil","Paraná","Lapa","Serrinha.","-49.57","-25.68",NA,NA,"NY00402769","NY00402769_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672762' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","886413","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos","S. O. Grose",NA,NA,NA,"P. K. H. Dusén",NA,NA,NA,NA,"Brazil","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,"NY00886413","NY00886413_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023839' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","402771","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos",NA,NA,NA,NA,"P. K. H. Dusén","15611","1914","10","14","Brazil","Paraná","Curitiba","Curityba","-49.2731","-25.4281",NA,NA,"NY00402771","NY00402771_01 NY00402771_02","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672770' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 17:04:00-03","NY","NYBG","402760","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"A. H. Gentry","49862","1985","01","25","Brazil","Paraná","Campina Grande do Sul","Pedreira do Rio Pinhal, NE of Curitiba.","-48.83","-25.17",NA,NA,"NY00402760","NY00402760_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672773' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","900","900","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","402763","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos",NA,NA,NA,NA,"L. B. Smith","12477","1964","10","13","Brazil","Santa Catarina","Ponte Serrada","On road to Fachinal dos Gruedes.","-52.08","-26.87",NA,NA,"NY00402763","NY00402763_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672763' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","700","900","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 17:04:00-03","NY","NYBG","402766","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"R. Reitz","5743","1953","09","15","Brazil","Paraná",NA,"Estrada Curitiba-Paranaguá (Alto Serra), Paraná.",NA,NA,NA,NA,"NY00402766","NY00402766_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672764' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","900","900","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 17:04:00-03","NY","NYBG","402759","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus",NA,NA,NA,NA,NA,"A. H. Gentry","49861","1985","01","25","Brazil","Paraná","Campina Grande do Sul","Pedreira do Rio Pinhal, NE of Curitiba.","-48.83","-25.17",NA,NA,"NY00402759","NY00402759_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672772' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America","900","900","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402768","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos",NA,NA,NA,NA,"C. Lemos","28186","1931","09","11","Brazil","São Paulo","Ribeirao Pires","Alto da Serra, S. Paulo. Matta da Estaçao Biologica.","-46.4097","-23.71",NA,NA,"NY00402768","NY00402768_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672771' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","SEM332","S","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba",NA,NA,NA,NA,NA,"IEF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Material de doação Veredas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-06 11:41:58-03","UFPI-MRV","HDELTA","3902","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.). Mattos","Andrade, I.M.","2016","05","30","Silva, A. K. C.","96","2016","10","10","Brasil","Piauí","Piracuruca","Fazenda Capitão de Campos","-41.7092018127441","-3.92806005477905",NA,NA,"HDELTA003902",NA,"<ll>dwc_commonname:</ll> Ipê/pau #?#d#?#arco amarelo",NA,NA,NA,NA,NA,NA,"41625","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:30-03","UFRJ","RFA","21258","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith","P.Occhioni",NA,NA,NA,"Paulo","29",NA,NA,NA,"Brasil","Paraná","São Mateus do Sul","Floresta de Araucária devastada.","-50.3828010559082","-25.8742008209229",NA,NA,"RFA17579",NA,NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:19:10-03","UFRJ","RFA","25587","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith","C.M. Vieira","2001","04","10","F.M.B. Pereira","105/53","2000","11","22","Brasil","Minas Gerais","Itamonte","1° Distrito Bocaina Funda.","-44.700278","-22.288056","44º42'1''W","22º17'17''S","RFA34198",NA,"Árvore, 18 m de altura, 32 cm de DAP, folha cinza, caule verde, ramo marrom, fruto castanho, comum no local.",NA,NA,NA,"1515","1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-09-10 21:42:20-03","UNEMAT","TANG","3414","S","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos","Battisti, JP","2015","10","28","Batistti, JP","s.n.","2015","07","18","Brasil","Mato Grosso","Colider","Resgate da flora da UHE Colíder.","-55.4508018493652","-10.8177995681763",NA,NA,"TANG000003414",NA,NA,NA,NA,NA,NA,NA,NA,"78569","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:35:40-03","EAO","IAN","167424","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith","Ribeiro, BGS","1999","04",NA,"Kahn, F; Moussa, F","2833","1990","10",NA,"Peru","Unknown",NA,"Amazonas. Bongora: Pedro Ruiz-Bagua, km 30.",NA,NA,NA,NA,"IAN167424",NA,"Arbuste 3 m de haut. Fleur jaune, calice verdâtre, anthères blanches.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:35:40-03","EAO","IAN","120654","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith","Gentry, AH","1974",NA,NA,"Kuhlmann, M","2988","1962","11","07","Brasil","São Paulo","Piedade",NA,"-47.4199981689453","-23.7099990844727",NA,NA,"IAN120654",NA,"Terreno brejoso e as vezes em lugares secos. Fotografada.","Dicotiledônea",NA,"Southern America",NA,NA,NA,"30307","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-01-20 14:40:22-03","UPM","MACK","3418","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos",NA,NA,NA,NA,"F. A. Medeiros","30","2018","09","09","Brasil","SP","Águas de Lindoia","Thermas Water Park","-46.6300010681152","-22.4699993133545",NA,NA,"HMACK00003418-F.A.Medeiros30-9/9/2018,ThermasWaterPark,ÁguasdeLindoia,SP,Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"8148","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-01-20 14:40:22-03","UPM","MACK","805","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Camila; Eduardo; Rodrigo","s/n","2010","07","14","Brasil","SP","Peruíbe","Restinga alta.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:24:58-03","PUCPR","HUCP","5299","S","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) . Sand.","Acra, LA",NA,NA,NA,"Pollato, S","s.n.","1983","09","17","Brasil","Paraná","Curitiba","Cabral","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00009465","HUCP00009465",NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:24:58-03","PUCPR","HUCP","16070","S","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) . Sand.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","138","2004","11","17","Brasil","Paraná","Curitiba","Parolim","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00009511","HUCP00009511_1 HUCP00009511_2",NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:24:58-03","PUCPR","HUCP","17680","S","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) . Sand.","Bonaldi, R","2006","11","20","Bonaldi, R","148","2006","10","20","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00020571","HUCP00020571",NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:11:55-03","UFBA","ALCB","105703","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandw.","Guedes, ML","2016","11",NA,"Roque, N; Santana, FA; Alves, M; Hurbath, F","3246","2011","09","15","Brasil","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto. Caminho Riacho Fundo sentido Corais. Fazenda Curral do Estevão","-42.5325","-14.586111","-42.5325","-14.586111",NA,NA,"ca. 6m alt. Folhas levemente concolores. Cálice castanho - esverdeado, corola amarela.","Dicotyledon",NA,"Southern America","770","770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:30:58-03","NBC","NL-BOTANY","L.1054666","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-L1054666","NL-L1054666","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1054666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","SPFw21",NA,NA,NA,NA,NA
"32","2020-02-08 09:30:58-03","NBC","NL-BOTANY","L.2820733","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1962","10","26","Brazil",NA,NA,"Santa Catarina, Pôrto União, Imbuial.",NA,NA,NA,NA,"NL-L2820733","NL-L2820733","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:30:58-03","NBC","NL-BOTANY","L.2820734","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Hatschbach GG",NA,"1959","11","21","Brazil",NA,NA,"Est. Parana, Mun. guaratuba, Alto da Serra.",NA,NA,NA,NA,"NL-L2820734","NL-L2820734","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:30:58-03","NBC","NL-BOTANY","L.2820735","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","11","18","Brazil",NA,NA,"Santa Catarina, Riosinho, Bom Retiro, Mata da montanha.",NA,NA,NA,NA,"NL-L2820735","NL-L2820735","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:30:58-03","NBC","NL-BOTANY","L.2820736","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","08","23","Brazil",NA,NA,"Santa Catarina, Laure Müller, Paste.",NA,NA,NA,NA,"NL-L2820736","NL-L2820736","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:30:58-03","NBC","NL-BOTANY","L.2820737","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","08","23","Brazil",NA,NA,"Santa Catarina, Laure Müller, Paste.",NA,NA,NA,NA,"NL-L2820737","NL-L2820737","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U 0260804","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"Brandalize",NA,NA,NA,NA,"NL-U0260804",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12966",NA,NA,NA,NA,NA
"38","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U 0260805","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U0260805",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14306a",NA,NA,NA,NA,NA
"39","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U 0260806","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R",NA,"1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-U0260806",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw6326",NA,NA,NA,NA,NA
"40","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U 0261042","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"NL-U0261042",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14275",NA,NA,NA,NA,NA
"41","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U.1151432","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R",NA,"1953","09","15","Brazil",NA,NA,"Parana, Ipe. Estrada Curitiba-Paranguá (Alto Serra).",NA,NA,NA,NA,"NL-U1151432","NL-U1151432","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U.1151433","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","05","17","Brazil",NA,NA,"Est. Paraná. Fazenda São Domingos, ca. 20km S. of Mamboré cut-out Araucaria forest.",NA,NA,NA,NA,"NL-U1151433","NL-U1151433","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U.1151434","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","05","04","Brazil",NA,NA,"Est. Paraná, Shrubby border vegetation of stont campo on flat hill top near sawmill Brandalize N of Rio Chopim, ca 20km N of Clevelândia.",NA,NA,NA,NA,"NL-U1151434","NL-U1151434","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U.1151435","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","05","31","Brazil",NA,NA,"Est. Paraná, near Cava Funda, long ago destructed Araucaria forest.",NA,NA,NA,NA,"NL-U1151435","NL-U1151435","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:30:58-03","NBC","NL-BOTANY","U.1151436","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","11","18","Brazil",NA,NA,"Santa Catarina, Riosinho, Bom Retiro, Mata da montanha.",NA,NA,NA,NA,"NL-U1151436","NL-U1151436","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:30:58-03","NBC","NL-BOTANY","WAG.1391492","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","alba","Tabebuia alba","(Cham.) Sandwith",NA,NA,NA,NA,"Smith LB",NA,"1964","12","17","Brazil",NA,NA,"Mun. Itapiranga: Forest, by Rio Peperi-guaçu, Linha Coqueiro.","-53.783333","-27.116667","-53.783333","-27.116667","NL-WAG1391492","NL-WAG1391492","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1391492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"47","2020-11-04 10:55:09-03","ESALQ","ESA","134420","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","albus","Handroanthus albus","(Cham.) Mattos","Lima, R.A.F.","2014",NA,NA,NA,"60.0","2013","01","16",NA,NA,NA,NA,NA,NA,"23.38.25",NA,"ESA134420",NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 16278. Altura: 2.5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
