"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"47","2020-11-19 10:23:35-03","CPAP","CPAP","20869","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Garcia, H. C.","Garcia, H. C.","51","2005","11","02",NA,"Brasil","MS","Corumbá","Baía do Tuiuiú; rio Paraguai; Pantanal","-57.6533012390137","-19.0091991424561",NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa marginal e área inundável. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Corticinho",NA,NA,"2006","09","57 35'26''W","18 48'12''S",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-02-02 14:38:26-02","BGBM","B","B 10 0630698","S","Plantae",NA,NA,"Leguminosae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Sello","s. n.",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100630698 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100630698","B100630698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-02-22 11:46:08-03","IPA","IPA","918","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Fernández, A.","Andrade-Lima","4877","1948","10","20","Southern America","Brasil","Amazonas","Tefé",NA,"-64.7114028930664","-3.35417008399963",NA,"Flores amarelas","IPA0000918",NA,"1993","09",NA,NA,"09","340205","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-22 11:46:08-03","IPA","IPA","3986","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Pickel, B.","3728","1934","12","04","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, a beira do rio","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0003986",NA,"1957","05",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-22 11:46:08-03","IPA","IPA","3985","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Hoehne, F.C.","Pickel, B.","905","1925","05","06","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, dentro das lagoas","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0003985",NA,"1927","04",NA,NA,"06","21764","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:43:32-03","UFMS","CGMS","55021","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"V.J. Pott; A. Pott","7821","2005","06","24",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Porto Conceição, margem do rio Paraguai, próximo a morraria Pão de Açúcar.","-57.9291667","-21.4836111",NA,"Papilionoideae. Flor amarela. Fruto verde, imaturo. Estandarte com estrias vináceas longitudinais; castanho; caule eFruto com tricomas glandulares. Habitat: Beira de rio com camalote. Solo areno-argiloso. Relevo inclinado, 20º. Espar","CGMS1084989",NA,NA,NA,"-57,9291667","-21,4836111",NA,NA,NA,NA,NA,"85","85",NA,NA,NA,NA
"53","2021-04-07 11:43:32-03","UFMS","CGMS","25859","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","F.M. Leme","F.M. Leme; V. Pott","8","2009","06","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía Vermelha.","-57.4505556","-18.4497222",NA,"Papilionoideae. Planta com cílios. Habitat: Campo alagado. Habito: Subarbusto.","CGMS1055283",NA,NA,NA,"-57,4505556","-18,4497222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:43:32-03","UFMS","CGMS","48319","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","T.R.F. Sinani","M. Rocha; A.L.B. Sartori; M.G. Pereira; J.P.S.P. Bento","334","2014","12","13",NA,"Brasil","Mato Grosso do Sul","Miranda","Borda de mata próxima a BR 262.","-56.7605556","-20.0777778",NA,"Papilionoideae. Flor amarela. Fruto verde. Habitat: Borda de mata semidecidual. Habito: Subarbusto.","CGMS1078286",NA,"2015","02","-56,7605556","-20,0777778","09",NA,NA,NA,NA,"191","191",NA,NA,NA,NA
"55","2021-04-07 11:43:32-03","UFMS","CGMS","57253","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","L.C.P. Lima","V.J. Pott; A. Pott; C.N. da Cunha; E.C. de Arruda; L. Rebellato","6090","2003","03","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Lagoa Marguerita, próximo a baía Gaíva, na fronteira com Bolívia, Pantanal do Rio Paraguai.","-57.6972222","-17.8216667",NA,"Papilionoideae. Flor amarela. Habitat: Lagoa. Solo argiloso. Relevo plano. Frequente. Habito: Subarbusto. 1,2m altura.","CGMS1087175",NA,NA,NA,"-57,6972222","-17,8216667",NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA
"56","2021-04-07 11:43:32-03","UFMS","CGMS","12598","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","L.C.P. Lima","V.J. Pott; A. Pott","4760","2001","07","04",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Uruba. Planície de inundação do rio paraguai, panatanl.","-57.3525","-19.0730556",NA,"Papilionoideae. Flor amarela. Habitat: Campo arbustivo, alagável em vazante. Ocasional. Relevo plano deprimido. Solo argiloso. Habito: Subarbusto aquático emergente.","CGMS1041983",NA,"2001","12","-57,3525","-19,0730556","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:43:32-03","UFMS","CGMS","55020","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V.J. Pott","A. Pott; V.J. Pott","13941","2006","02","07",NA,"Brasil","Mato Grosso do Sul","Aquidauana","8Km E da rodovia MS-419, Retiro Bocaina, Fazenda Taboco.","-55.7872009277344","-20.4710998535156",NA,"Papilionoideae. Flor ausente. Fruto castanho. Habitat: Vegetação secundária de cerrado. Solo litólico de siltito. Relevo encosta. Ocasional. Habito: Subarbusto aquático, emergente, 1,8m de altura.","CGMS1084988",NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-27 13:48:27-03","UFS","ASE","12379","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vog.","Vanni, R","Silva, AC; D#?#Avila, HM","171","2008","10","22","Southern America","Brasil","Sergipe","Capela","Refugio de Vida Silvestre Mata do Junco","-37.054667","-10.536861",NA,"Herbácea. Tricomas no caule. Inflorescência laranja-amarelada.; Herbácea. Tricomas no caule. Inflorescência laranja-amarelada.","ASE0021179","ASE0021179","2012","05","-37.054667","-10.536861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-27 13:48:27-03","UFS","ASE","17935","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vog.","Ferreira, EVR","Ferreira, EVR","141","2010","08","31","Southern America","Brasil","Sergipe","Poço Verde","Fazenda Santa Maria da Lage","-38.183333","-10.708333",NA,"Arbusto. Folhas alternas, compostas, folíolos alternos, com estípulas. Flores amarelas.; Arbusto. Folhas alternas, compostas, folíolos alternos, com estípulas. Flores amarelas.; Caatinga","ASE0024443","ASE0024443","2010","11","-38.183333","-10.708333","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-27 13:48:27-03","UFS","ASE","22196","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vog.","Gomes, LA","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","220","2011","11","04","Southern America","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda da mata","-37.084722","-10.964444",NA,"Erva terrestre. Flores amarelas, com sépalas esverdeadas. Frutos imaturos verde e amarronzados quando maduros.; Erva terrestre. Flores amarelas, com sépalas esverdeadas. Frutos imaturos verde e amarronzados quando maduros.; Mata Atlân","ASE0028400","ASE0028400","2011","11","-37.084722","-10.964444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-29 12:47:05-03","UNICAMP","UEC","152141","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Alves, FM; Sartori, ALB; Polido, CA; Queiroz, R","563","2009","12","14",NA,"Brazil","Mato Grosso do Sul","Porto Murtinho","Coletada em área periodicamente inundada.","-56.781389","-21.116667",NA,"Erva ereta, flores amarelas e fruto verde imaturo.","UEC150522","UEC150522",NA,NA,"-56.781389","-21.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:29:50-03","UNICAMP","UEC","176460","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Moraes, MD; Sousa, MAV","1007","2010","05","20",NA,"Brazil","Acre","Cruzeiro do Sul","Rio Croa.","-72.562222","-7.743722",NA,"Arbusto, flores laranja-avermelhado, aquática.","UEC089173","UEC089173","2017","03","-72.562222","-7.743722","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:29:50-03","UNICAMP","UEC","176465","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Moraes, MD","Moraes, MD; Lopes, MRM; Sousa, MAV","975","2009","12","01",NA,"Brazil","Acre","Cruzeiro do Sul","Descendo o Rio Juruá. Lago Tapiri.","-72.6699981689453","-7.63111019134521",NA,"Subarbusto palustre, flores alaranjadas.","UEC089165","UEC089165",NA,NA,NA,NA,NA,"123037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:29:50-03","UNICAMP","UEC","176466","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Moraes, MD; Lopes, MRM; Sousa, MAV","963","2009","11","30",NA,"Brazil","Acre","Cruzeiro do Sul","Subindo o Rio Moa a partir da desembocadura no Juruá. Lago do Tota 2.","-72.6699981689453","-7.63111019134521",NA,"Subarbusto palustre, ca. 1,20m, flores alaranjadas.","UEC089164","UEC089164",NA,NA,NA,NA,NA,"123037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-19 14:08:00-03","UFRPE","PEUFR","1464","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","A. Fernandes","A. Lima",NA,"1958","09","07",NA,"Brasil","Pernambuco","Recife","Curado, na outra margem do riacho","-34.8810997009277","-8.05389022827148",NA,NA,"PEUFR001464",NA,"1993","09",NA,NA,"08","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-04-22 16:20:03-03","UFPB","JPB","50336","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Gomes, LA","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","220","2011","11","04","Southern America","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda da mata","-37.084722","-10.964444",NA,"; HABITAT: Mata Atlântica.; DESC: Erva terrestre. Flores amarelas, com sépalas esverdeadas. Frutos imaturos verde e amarronzados quando maduros.","JPB0050336",NA,"2011","11","-37.084722","-10.964444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-26 21:55:37-03","UFPB","JPB","66252","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Queiroz, RT","Souto, FS","153","2019","03","16","Southern America","Brasil","Paraíba","São João do Rio do Peixe","Sitio Pedra Redonda, Margem de Riacho temporário","-38.4488983154297","-6.72916984558105",NA,"; HABITAT: Caatinga arbustiva bastante antropizada; DESC: Arbusto, ca. 1 m., folhas multifolioladas, flor com corola creme.","JPB0066252",NA,"2019","03",NA,NA,"03","22879","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-21 19:34:34-03","UFC","EAC","4351","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Fernandes, A.; Bezerra, P.","Byron; Coêlho, L.; Mello, F.","s.n.","1973","06","18","Southern America","Brasil","Amazonas",NA,"Andiroba, Lago do Castanho - Mirim.",NA,NA,NA,"Arbusto de 1m alt., acima do nível da água do Igapó.. Flor Alaranjada.; Mata de igapó","EAC0004351","EAC0004351","1980","09",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-21 19:34:34-03","UFC","EAC","25191","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Hoehne, F.C.","s.n.","1924","03","15","Southern America","Brasil","São Paulo","Santos","Praia José Menino.","-46.3300018310547","-23.9599990844727",NA,NA,"EAC0025191","EAC0025191","1975","12",NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:25:11-03","MBM","MBM","96470","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Niezgoda, C.","Burger, W.; et al.; et al.","11789",NA,NA,NA,"Southern America","Costa Rica",NA,NA,NA,NA,NA,NA,NA,"MBM096470","MBM096470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:18:55-03","UFPR","UPCB","28014","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vog.","Pott, V.J.","Pott, V.J.","3136","1996","04","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda do Nhumirim, Pantanal, Lagoa 16 (Baia do Cemitério)","-57.6533012390137","-19.0091991424561",NA,"Subarbusto ereto, 60cm, caule avermelhado, flor amarela, com pelos glandulosos. Solo arenoso..",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,"90","90",NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","2187634","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Thomas B. Croat","Croat 52284","1980","12","18","South America","Colombia","Chocó",NA,"Along road between Quibdó and Medellín, 25 mi E of Quibdó.","-76.45111","5.86416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"1324",NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","101044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","R. Barneby (NY)","Jens E. Madsen","Madsen 63100","1987","4","17","South America","Ecuador","Guayas",NA,"Isla Puná. El Placer, km 0-3 inland along path. Beach, lagune and semi-deciduous forest. Sea level.","-80","-2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","101052","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","R. Barneby (NY)","Jens E. Madsen","Madsen 63725","1987","7","1","South America","Ecuador","Guayas",NA,"Isla Puná. Vicinity of Puná Nueva. Sandy beach.","-79.91666","-2.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA
"75","2013-05-20 09:15:00-03","MO","MOBOT","1115262","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","J.E. Ramos (CUVC)","Jorge E. Ramos|et al.","Ramos Pérez 2879","1990","10","15","South America","Colombia","Valle del Cauca","Yotoco","Madre Vieja a la orilla del Río Cauca, Ingenio La Carmelita, en las bombas en la vía Yotoco-Riofrio, ca 30 minutos de Mediacanoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA
"76","2015-12-25 15:19:00-02","MO","MOBOT","1148129","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"René López C.|Diego Giraldo-Cañas|H. Salgado","López Camacho 806","1995","11","19","South America","Colombia","Guaviare",NA,"Mpio. de San José del Guaviare, en inmediaciones de la Ciudad de Piedra, Serranía La Lindosa, carretera san José-El Capricho. Colecciones sobre afloramientos rocosos.","-72.69666","2.47444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290.00000000",NA,NA,NA,NA,NA
"77","2012-02-06 14:36:00-02","MO","MOBOT","1439152","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V. Rudd","Alwyn H. Gentry|et al.","Gentry 25379","1979","3","4","South America","Peru","Loreto","Maynas","Restinga at mouth of Río Nanay near Iquitos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,"1773","3",NA,NA
"78","2011-06-13 14:51:00-03","MO","MOBOT","1442242","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Alwyn H. Gentry|Enrique Rentería A.","Gentry 23879","1979","1","9","South America","Colombia","Chocó",NA,"12 km E of Quibdo, ca. 3 km W of Tutnendo, forest edge.","-76.553","5.748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.00000000",NA,"1664","4",NA,NA
"79","2009-07-17 10:53:00-03","MO","MOBOT","2815156","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Velva E. Rudd","Hólguer Lugo S.","Lugo Sánchez 3003","1973","1","28","South America","Ecuador","Napo",NA,"San Pablo at Río Napo, 6-7 km. south west of Coca (Puerto Francisco de Orellana).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-07-17 10:52:00-03","MO","MOBOT","2815197","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Velva E. Rudd","Hólguer Lugo S.","Lugo Sánchez 3195","1973","11","7","South America","Ecuador","Napo","Aguarico","Ca. 5 km. south of Lago Agrio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2011-12-10 05:21:00-02","MO","MOBOT","2822662","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V.E. Rudd","Hans P. Fuchs|L. Zanella","Fuchs 21820","1967","2","8","South America","Colombia","Chocó",NA,"Colombia - Dpto. Chocó. Area of Baudó. On right bank of river Baudó, about 19 km. upstream of estuary, about 700 m. upstream of sawmill Porquera, opposite estuary of Quebrada Canalete. Ca. 10 m. above s. 1. On slightly swampy ground near abandoned negro house in relatively recently abandoned plantation, open secondary vegetation (rastrojo), forming pure stands around the house.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,NA,NA
"82","2013-05-20 09:15:00-03","MO","MOBOT","2822663","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","J.E. Ramos","Jorge E. Ramos","Ramos Pérez 2879","1990","10","15","South America","Colombia","Valle del Cauca","Yotoco","Madre Vieja a la orilla del rio Cauca, Ingenio La Carmelita, en las bombas en la vía Yotoco-Riofrío, ca. 30 minutos de Mediacanoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA
"83","2011-02-07 10:59:00-02","MO","MOBOT","2822672","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","R. Romero-Castañeda","R. Romero Castañeda","Romero Castañeda 7653","1959","3","30","South America","Colombia","Magdalena","Cienaga","Guamachito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-08-07 03:32:00-03","MO","MOBOT","2822674","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","M. Dillon","Henry León","León 273","1976","7","6","South America","Colombia","Chocó","Riosucio","Parque Natural Nal. Los Katyos. Zona de pangamal en la margen izquierda del Río Atrato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA
"85","2014-01-18 14:58:00-02","MO","MOBOT","2822675","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Romero C","R. Romero Castañeda|F. Núñez","Romero Castañeda 11.085","1971","7","29","South America","Colombia","Magdalena",NA,"Isla de Salamanca. De Los Cocos a la orilla derecha del río Magdalena, en el Caño Clarin Nuevo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-10-19 13:18:00-03","MO","MOBOT","2822676","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Velva E. Rudd","Philipp Salzmann","Salzmann 337","1827",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"87","2014-04-07 21:22:00-03","MO","MOBOT","2822678","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Velva E. Rudd","D.B. Pickel","Pickel s.n.","1931","2",NA,"South America","Brazil","Pernambuco",NA,"Along rivershore, Tapera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-05-04 05:16:00-03","MO","MOBOT","2822679","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","R.L. Liesner","Cyril Allen","Allen 44","1924","7","16","South America","Colombia","Magdalena",NA,"Water, Chiriguana, Magdalena Valley.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-08-04 16:54:00-03","MO","MOBOT","2822680","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Velva E. Rudd","Francis W. Pennell","Pennell 3868","1918","1","15","South America","Colombia","Bolívar",NA,"Cañabetal. Muddy pool margin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.00000000","100.00000000",NA,NA,NA,NA
"90","2016-10-13 05:56:00-03","MO","MOBOT","83868","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","D. Neill","Carlos E. Cerón|Walter A. Palacios|David A. Neill|Sue Manning","Cerón Martínez 2435","1987","10","8","South America","Ecuador","Napo",NA,"Vía El Coca-Los Sachas. En borde de carretera. Bosque primario.","-76.91666","-0.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,"87-33","5",NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","85829","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V. Rudd","Thomas B. Croat","Croat 56230","1983","4","20","South America","Colombia","Chocó",NA,"Along road between Medellin and Quibdo, 5.5 km E of Tutunendo, 23.5 km E of Quibdo. 5 44'N, 76 29'W; elev. ca 150 m.","-76.48333","5.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,"84-11","5",NA,NA
"92","2020-04-15 10:58:00-03","MO","MOBOT","958737","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Pablo Stevenson","Stevenson Diaz 1358","1995","1",NA,"South America","Colombia","Meta","La Macarena","Serranía Chamusa. Centro de Investigaciones Ecológicas La Macarena. Pto. Marimba, madrevieja. En La orilla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350.00000000",NA,NA,"1",NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","99052","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V.E. Rudd","Fernando Hurtado|Walter A. Palacios|Carlos Iguago","Hurtado 1339","1989","1","7","South America","Ecuador","Pastaza",NA,"Vía Auca, 115 km al S de Coca, 10 km al S de la frontera Napo-Pastaza; cerca del Río Tigüino. Carretera de PETRO-CANADA en construcción. Bosque húmedo Tropical. Bosque primario.","-76.91666","-1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320.00000000",NA,"89-1","6",NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","3320085","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","N. Ritter (NHA)","Nur Ritter","Ritter 3773","1996","10","13","South America","Bolivia","Beni","Vaca Diez","Town of Riberalta. A large wetland SE of the airport. Growing on floating mats, along the edge of the eye of the system. Floating mats dominated by Fuirena umbellata, with abundant Ludwigia nervosa. Water dark and acidic. Substrate: sediment over sand with a little clay.","-66.05694","-11.01722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170.00000000",NA,NA,NA,NA,NA
