"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","previousCatalogNumber","individualCount"
"213","2021-03-01 16:20:57-03","UNICAMP","UEC","65701","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Sartin, RD","Buzato, S; Franco, ALM","31721","1994","05","26",NA,"Brazil","São Paulo","Souzas - Joaquim Egídeo",NA,"Barranco, área sombreada, flores rosadas.","UEC044492","UEC044492","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,"2013","09",NA,NA,"24",NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:21:03-03","UNICAMP","UEC","46542","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","ciliata","Geissomeria ciliata","Rizzini","Mendonça, RC","Mendonça, RC","827","1987","04","09",NA,"Brazil","Distrito Federal","Próximo à barra do Rio Paranoá.",NA,"Arbusto, ca. 2m de altura, flores vermelhas, ocorrendo na beira de uma picada no interior da mata, em local não muito sombreado; frequente; escandente; folhas membranáceas.; Mata ciliar.","UEC022400","UEC022400","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,"1987","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-08-20 10:02:05-03","UNICAMP","UEC","143804","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Braidotti, JC; Rodrigues, RR; Udulutsch, RG; Lopes, GG; Foresto, EB; Rodrigues, MEF","108","2005","03","01",NA,"Brazil","São Paulo","Parque Estadual de Jacupiranga",NA,"Arbusto de 50 cm a 250 cm.","UEC022398","UEC022398","Eldorado","-48.407778","-24.634722","400","400",NA,NA,NA,NA,NA,"-48.407778","-24.634722",NA,NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:21:03-03","UNICAMP","UEC","62432","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Bernacci, LC","24395","1989","05","31",NA,"Brazil","São Paulo","Fazenda São Vicente",NA,"Erva ca. 1m alt.; tubo da corola vermelho, bordo dos lacínios amarelados. ocorrendo no interior da mata em clareiras bem iluminadas.; Mata.","UEC022390","UEC022390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:21:03-03","UNICAMP","UEC","82796","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Stranghetti, V","503","1995","04","12",NA,"Brazil","São Paulo","Estação Ecológica de Paulo de Faria",NA,"Coordenadas aproximadas: 19.55 e 19.58 S; 49.31 e 49.32 W.; Herbácea, ca. 40cm, flor tubulosa vermelha. Caminho interno. (Estação de coleta 1/2). Nome popular: herva-do-gado.","UEC022395","UEC022395","Paulo de Faria","-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:21:03-03","UNICAMP","UEC","82797","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Stranghetti, V","111","1993","05","27",NA,"Brazil","São Paulo","Estação Ecológica de Paulo de Faria",NA,"Coordenadas: 19.55 e 19.58 S; 49.31 e 49.32 W.; Herbácea, ca. 30cm, flor tubulosa vermelha. Beira da mata, lado direito. (Estação de coleta 2). Nome popular: herva-do-gado.","UEC022394","UEC022394","Paulo de Faria","-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:21:03-03","UNICAMP","UEC","175807","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees","Araújo, FP","Araújo, FP","s.n.","2007","04","02",NA,"Brazil","Minas Gerais","Estação ecológica do Panga",NA,"Erva, 30cm - 80cm de altura, flores vermelhas sem odor, visitadas pelo beija-flor Phaethornis pretrei; Borda da Mata de galeria e no interior na borda do Ribeirão do Panga.","UEC099170","UEC099170","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:21:03-03","UNICAMP","UEC","151856","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees","Braz, DM","Araújo, FP","47812","2007","04","02",NA,"Brazil","Minas Gerais","Estação Ecológica do Panga, Borda da mata de galria e no interior na borda do ribeirão do Pampa.",NA,"Erva 30c-80cm de altura, flores vermelhas sem odor, visitadas pelo beija-flor <em>Phaethornis pretrei.</em>","UEC022387","UEC022387","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,"2009","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:21:03-03","UNICAMP","UEC","75346","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees","Miyagi, PH","Miyagi, PH","12","1993","01",NA,NA,"Brazil","São Paulo","Mata, próximo a um córrego.",NA,"Herbáceo, +/- 50 - 1m de altura, folhas com pontuações nas margens (ver face abaxial), face adaxial um pouco ceroso. Corola vermelho-alaranjado.","UEC022393","UEC022393","Arujá","-46.3199996948242","-23.3899993896484",NA,NA,"7742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:21:03-03","UNICAMP","UEC","178341","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Grombone-Guaratini, MT; Bernacci, LC","21504","1988","06","08",NA,"Brazil","São Paulo","Fazenda da Grota Funda.",NA,"Subarbusto com 0,7 metros de altura. Flores avermelhadas.; Na mata; beira da trilha.","UEC031857","UEC031857","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-01 16:21:03-03","UNICAMP","UEC","54991","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Bernacci, LC; Leitão Filho, HF; Tamashiro, JY; Grombone-Guaratini, MT; Meira Neto, JAA","21073","1987","05","04",NA,"Brazil","São Paulo","Fazenda Grota Funda",NA,"Arbusto com 1m, flores vermelhas arroxeadas, lacínios inferiores amarelados com estrias vermelhas.","UEC022396","UEC022396","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:21:03-03","UNICAMP","UEC","49942","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Bernacci, LC","208","1986","04","19",NA,"Brazil","São Paulo","Faz. Sta Carlota",NA,"Erva, ca. 0,5m alt.; corolas vermelhas. Crescendo à beira do rio.","UEC022391","UEC022391","Cajuru","-47.2999992370605","-21.2700004577637",NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-08-20 10:02:05-03","UNICAMP","UEC","30329","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Sendulsky, T","663","1967","04","09",NA,"Brazil","São Paulo","34 Km of center of city of São Paulo.",NA,NA,"UEC022389","UEC022389","Cotia","-46.9099998474121","-23.6000003814697",NA,NA,"23869","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-08-20 10:02:05-03","UNICAMP","UEC","30328","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees",NA,"Fonseca, OG; Formigoni, G","s.n.","1967","04","18",NA,"Brazil","São Paulo","34 Km sudoeste do centro da cidade de São Paulo.",NA,NA,"UEC022392","UEC022392","Cotia","-46.9099998474121","-23.6000003814697",NA,NA,"23869","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-01 16:21:03-03","UNICAMP","UEC","87360","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Salzm. ex Nees","Franco, GADC","Durigan, G","30649","1993","04","15",NA,"Brazil","São Paulo","Estação Experimental de Marilia",NA,"Herbácea, 1m de altura, flores vermelhas. Sub-bosque.; Mata ciliar.","UEC022388","UEC022388","Marília","-49.939998626709","-22.2099990844727",NA,NA,"38865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-01 16:21:03-03","UNICAMP","UEC","71795","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","perbracteosa","Geissomeria perbracteosa","Rizzini","Kameyama, C","Aquino Pereira, MFP; Sazima, M","33720","1995","05","14",NA,"Brazil","São Paulo","Colinas do Atibaia, Sousas",NA,"Arbusto até 1,5 m altura. Flores vermelhas com a margem dos lobos inferiores e mediano de cor amarelo escuro. Frutos jovens.","UEC022383","UEC022383","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-01 16:21:03-03","UNICAMP","UEC","199299","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","pubescens","Geissomeria pubescens","Nees",NA,"Damasceno Junior, GA; Ishii, IH; Ferreira, VL","1890","2000","05","19",NA,"Brazil","Mato Grosso do Sul","Faz. Prop. M Vitória Katuchi;",NA,"Subarbusto de 1m; Flor vermelha; Fruto;; Mata Semicídua - Mata ciliardo córrego Bandalta; Solo - argiloso com afloramento de rochas; Relevo - Morro.","UEC160566","UEC160566","Ladário","-57.57975","-19.164",NA,NA,NA,NA,NA,NA,NA,"-57.57975","-19.164",NA,NA,NA,NA,NA,NA,NA
"230","2021-03-01 16:21:03-03","UNICAMP","UEC","88631","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","pubescens","Geissomeria pubescens","Nees","Kameyama, C","Zickel, CS","30237","1991","09","07",NA,"Brazil","São Paulo","Mata da Fazenda St. Elisa.",NA,"Herbácea, c/ 59 cm altura, 0,30 cm diametro. Flores vermelhas.","UEC022382","UEC022382","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:21:03-03","UNICAMP","UEC","112197","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","tetragona","Geissomeria tetragona","Lindau","Souza, VC","Souza, VC; Souza, JP; Scalon, VR; Duarte, AR","17131","1997","05","24",NA,"Brazil","Mato Grosso","Arredores do Lago Azul, Cerca de 42 Km ENE (em linha reta) de Nobres.",NA,"Erva, até 1,5m alt.; corola vermelha.; Mata estacional semidecidual sobre terreno calcáreo.","UEC022372","UEC022372","Nobres","-56.2","-14.583333",NA,NA,NA,NA,NA,"1997","11","-56.2","-14.583333","07",NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:21:03-03","UNICAMP","UEC","112199","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Geissomeria","tetragona","Geissomeria tetragona","Lindau","Souza, VC","Árbocz, GF","3750","1997","04","15",NA,"Brazil","Mato Grosso","Estrada do assentamento Noroagro para a cidade de Comodoro. 85.16.815 UTM, 8.09.785 UTM",NA,"Erva ereta de 1m. Brácteas e flores vermelhas. Crescendo na capoeira.; Floresta estacional perturbada. Relevo ondulado. Solo bruno.","UEC022371","UEC022371","Comodoro","-59.7858009338379","-13.6631002426147",NA,NA,"187708","auto",NA,"1997","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-05 16:30:53-03","UFOP","OUPR","6911","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Lindl.",NA,"Damazio, L.B.","s.n.","1907","06",NA,NA,"Brasil","Minas Gerais","Timbopeba, Caminho para Serra do Frasão",NA,NA,NA,NA,"Mariana","-43.4160995483398","-20.377799987793",NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-05 16:30:53-03","UFOP","OUPR","29","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Lindl.",NA,"Damazio, L.B.","s.n.","1907","06",NA,NA,"Brasil","Minas Gerais","Timbopeba, Caminho para Serra do Frasão",NA,NA,NA,NA,"Mariana","-43.4160995483398","-20.377799987793",NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-10-14 09:57:55-03","FURB","FURB","44515","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Kameyama, C","Barbosa, E.; Cordeiro, J. & Ribas, O.S.","2208","2007","06","28",NA,"Brasil","Paraná","Caminho do Poço Preto, Parque Nacional do Iguaçu.",NA,NA,"FURB13577","FURB13577","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"39570","auto",NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-16 17:52:40-03","UCS","HUCS","35479","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Wasshausen, D.C.","Silva, J.M.","5635","2007","03","20",NA,"Brasil","Rio Grande do Sul","Rio das Cinzas",NA,"Herbário MBM &nf;subarbusto 80 cm - flor vermelha &nf;; subarbusto, 80 cm, flor vermelha.; mata ciliar","HUCS005570",NA,"Tomazina",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-02-12 18:11:50-03","UFES","VIES","36712","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice",NA,"Gurtler, J.; Dutra, S.C.; Amaral, R.N.;Souza, W.O.","JAC 230","2017","09","22",NA,"Brasil","Espírito Santo","Fazenda Santa Rita. Ao pé da pedra da torre (P2).",NA,NA,"VIES036712","VIES036712","Nova Venécia","-40.442222","-18.784167",NA,NA,NA,NA,NA,NA,NA,"40º26'32''W","18º47'3''S",NA,NA,NA,NA,NA,NA,NA
"238","2020-04-27 16:08:26-03","UFES","VIES","33918","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Zorzanelli, J.P.F.","Moreau, J.S.; Bergamini, L. & Roela, J.A.","43","2013","02","23",NA,"Brasil","Espírito Santo","FIBRIA S.A.",NA,NA,"VIES033918","VIES033918","Aracruz","-40.2733001708984","-19.8202991485596","33","33","37987","auto",NA,"2014","07",NA,NA,"24",NA,NA,NA,NA,NA,NA
"239","2020-04-27 16:08:26-03","UFES","VIES","34100","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Zorzanelli, J.P.F.","Zorzanelli, R.F.; Delarmelina, W.M.; Entringer, D.L. & Gomes, D.","26","2013","06","08",NA,"Brasil","Espírito Santo","RPPN Cafundó.",NA,NA,"VIES034100","VIES034100","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086","100","100","35694","auto",NA,"2015","01",NA,NA,"13",NA,NA,NA,NA,NA,NA
"240","2020-04-27 16:08:26-03","UFES","VIES","37072","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1778","2014","06","28",NA,"Brasil","Espírito Santo","Parque Estadual de Mata das Flores.",NA,NA,"VIES037072","VIES037072","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"23588","auto",NA,"2014","02",NA,NA,"02",NA,NA,NA,NA,NA,NA
"241","2020-04-27 16:08:26-03","UFES","VIES","35662","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1777","2014","06","28",NA,"Brasil","Espírito Santo","Parque Estadual de Mata das Flores.",NA,NA,"VIES035662","VIES035662","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"23588","auto",NA,"2014","02",NA,NA,"02",NA,NA,NA,NA,NA,NA
"242","2020-04-27 16:08:26-03","UFES","VIES","27938","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Gomes, J.M.L.","Gomes, J.M.L.","1880","1993","05","23",NA,"Brasil","Espírito Santo","Panelas.",NA,NA,"VIES027938","VIES027938","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"48150","auto",NA,"1993","05",NA,NA,"23",NA,NA,NA,NA,NA,NA
"243","2020-04-27 16:08:26-03","UFES","VIES","34099","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Zorzanelli, J.P.F.","Zorzanelli, R.F.; Monteiro, R.; Nogueira, F.F.; Duarte, F. & Castro, K.C.","25","2013","05",NA,NA,"Brasil","Espírito Santo","Parque Nacional do Caparaó.",NA,NA,"VIES034099","VIES034099","Ibitirama","-41.6671981811523","-20.5414009094238","1150","1150","22282","auto",NA,"2015","01",NA,NA,"13",NA,NA,NA,NA,NA,NA
"244","2020-04-27 16:08:26-03","UFES","VIES","21772","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Colletta, G.D.","Dias, H.M.; Kunz, S.H.; Matheus, M.T.; Castro, K.C. & Silva, A.E.","666","2012","04","10",NA,"Brasil","Espírito Santo","Santa Marta.",NA,NA,"VIES021772","VIES021772","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,"22282","auto",NA,"2013","01",NA,NA,"14",NA,NA,NA,NA,NA,NA
"245","2020-04-27 16:08:26-03","UFES","VIES","34152","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","J.P.F. Zorzanelli","Zorzanelli, J.P.F.; Borges, W.","1244","2015","06","10",NA,"Brasil","Espírito Santo","Serra do Valentim: em afloramento de rocha ao lado da pastagem e de um riacho. Antes da propriedade do Sr. Aristides.",NA,NA,"VIES034152","VIES034152","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"32198","auto",NA,"2015","06",NA,NA,"10",NA,NA,NA,NA,NA,NA
"246","2020-04-27 16:08:26-03","UFES","VIES","33175","S","Plantae",NA,NA,"Acanthaceae","Geissomeria","pubescens","Geissomeria pubescens","Nees","Moraes, A.M.","Moraes, A.M.","90","2011","05","28",NA,"Brasil","Minas Gerais","RPPN Meu Reino Encantado.",NA,NA,"VIES033175","VIES033175","Espera Feliz","-41.9071998596191","-20.6502990722656",NA,NA,"21988","auto",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-08-16 08:38:06-03","UTFPR","HCF","23017","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","E.L. Siqueira","2213","2017","05","26",NA,"Brasil","PR","Estação Ecológica Municipal João Dasko",NA,"erva ca. 0,60 m, semi-ciófila, ereta. Flores vermelhas com ápice amarelo no interior.",NA,NA,"Nova Tebas","-51.843056","-24.442417","635","635",NA,NA,NA,"2017","06","51°50'35 W","24°26'32,7 S","21",NA,NA,NA,NA,NA,NA
"248","2019-08-16 08:38:06-03","UTFPR","HCF","23083","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","E.L. Siqueira","2253","2017","07","07",NA,"Brasil","PR","Estação Ecológica Municipal Dr. Orlando",NA,"erva ca. 1,10 m, ripária, semi-ciófila. Flores vermelhas, com fauce amarela.",NA,NA,"Nova Tebas","-51.902556","-24.365333","420","420",NA,NA,NA,"2017","07","51°54'09,2 W","24°21'55,2 S","18",NA,NA,NA,NA,NA,NA
"249","2019-08-16 08:38:05-03","UTFPR","HCF","13985","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","J.K. Hammes","M.G. Caxambu","5242","2014","05","16",NA,"Brasil","PR","RPPN Vila Rica - Propriedade de Bernard",NA,"arbusto ca. 1m, heliófito. Flores alaranjadas.",NA,NA,"Fênix","-51.969556","-23.876306","331","331",NA,NA,NA,"2017","10","51°58'10,4 W","23°52'34,7 S","04",NA,NA,NA,NA,NA,NA
"250","2019-08-16 08:38:06-03","UTFPR","HCF","25888","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","E.L. Siqueira","2639","2018","06","22",NA,"Brasil","PR","Estação Ecológica Municipal Faian",NA,"subarbusto ca. 1,50 m, ripário, ciófilo. Flores vermelhas.",NA,NA,"Ivaiporã","-51.693833","-24.279417","631","631",NA,NA,NA,"2018","07","51°41'37,8 W","24°16'45,9 S","06",NA,NA,NA,NA,NA,NA
"251","2019-08-16 08:38:06-03","UTFPR","HCF","14812","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","M.G. Caxambu","5502","2014","07","18",NA,"Brasil","PR","RPPN Porto Velho, Propriedade de Ivan",NA,"arbusto ciófilo, ca. 1,20 m. Flores alaranjadas.",NA,NA,"Fênix","-51.954444","-23.562361","353","353",NA,NA,NA,"2014","09","51°57'16 W","23°33'44,5 S","22",NA,NA,NA,NA,NA,NA
"252","2019-08-16 08:38:05-03","UTFPR","HCF","8516","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","G.A. Dettke","M.G. Caxambu","2966","2010","02","12",NA,"Brasil","PR","Estação Ecológica Luiziana",NA,"erva ciófila, ripária, ca. 1 m. Flores de cálice verde e corola laranja.",NA,NA,"Luiziana","-52.437361","-24.533833","624","624",NA,NA,NA,"2014",NA,"52°26'14,5 W","24°32'01,8 S",NA,NA,NA,NA,NA,NA,NA
"253","2019-08-16 08:38:06-03","UTFPR","HCF","17048","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","M.G. Caxambu","6349","2015","05","21",NA,"Brasil","PR","Parque Nacional do Iguaçu - Trilha da",NA,"erva ca. 0,60 m, ciófila. Flores vermelhas.",NA,NA,"Foz do Iguaçu","-54.469778","-25.621028","174","174",NA,NA,NA,"2015","07","54°28'11,2 W","25°37'15,7 S","24",NA,NA,NA,NA,NA,NA
"254","2021-03-16 11:58:09-03","UTFPR","HCF","31140","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","M.G. Caxambu","9172","2021","02","25",NA,"Brasil","PR","Propriedade particular do Sr. Marcos",NA,"erva ca. 1 m, semi-ciófila. Flores alaranjadas.",NA,NA,"Prudentópolis","-51.225556","-25.064722","935","935",NA,NA,NA,"2021","03","51°13'32 W","25°03'53 S","16",NA,NA,NA,NA,NA,NA
"255","2019-08-16 08:38:06-03","UTFPR","HCF","19482","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","M.G. Caxambu","7361","2016","04","01",NA,"Brasil","PR","Estação Ecológica Municipal Colombo",NA,"subarbusto ca. 1,5 m, ripário, rupícola, ciófilo. Flores alaranjadas. Próximo a cachoeira.",NA,NA,"Mato Rico","-52.234694","-24.751139","547","547",NA,NA,NA,"2016","04","52°14'04,9 W","24°45'04,1 S","14",NA,NA,NA,NA,NA,NA
"256","2019-08-16 08:38:06-03","UTFPR","HCF","20346","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","E.L. Siqueira","1988","2016","08","03",NA,"Brasil","PR","Estação Ecológica Municipal Reinaldo",NA,"arbusto ca. 0,60 m, semi-ciófilo. Flores avermelhadas.",NA,NA,"Nova Tebas","-51.946","-24.367472","605","605",NA,NA,NA,"2016","08","51°56'45,6 W","24°22'02,9 S","16",NA,NA,NA,NA,NA,NA
"257","2019-08-16 08:38:06-03","UTFPR","HCF","28183","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","E.L. Siqueira","2962","2019","04","01",NA,"Brasil","PR","Chácara Santa Luzia",NA,"erva ca. 0,20 m, semi-ciófila. Flores vermelhas.",NA,NA,"Pitanga","-51.850361","-24.646667","789","789",NA,NA,NA,"2019","04","51°51'01,3 W","24°38'48 S","30",NA,NA,NA,NA,NA,NA
"258","2019-08-16 08:38:06-03","UTFPR","HCF","28210","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","E.L. Siqueira","2989","2019","04","04",NA,"Brasil","PR","Parque Nacional do Iguaçu, Estrada do",NA,"subarbusto ca. 1 m, ripário, heliófito. Flores com cálice verde e corola vermelha.",NA,NA,"Serranópolis do Iguaçu","-54.024139","-25.472528","224","224",NA,NA,NA,"2019","05","54°01'26,9 W","25°28'21,1 S","03",NA,NA,NA,NA,NA,NA
"259","2019-08-16 08:38:06-03","UTFPR","HCF","19044","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","M.G. Caxambu","7241","2016","02","11",NA,"Brasil","PR","Parque Nacional do Iguaçu, Trilha do Rio",NA,"subarbusto ca. 1,10 m, semi-ciófilo. Flores alaranjadas.",NA,NA,"Céu Azul","-53.797333","-25.154","552","552",NA,NA,NA,"2016","02","53°47'50,4 W","25°09'14,4 S","24",NA,NA,NA,NA,NA,NA
"260","2019-08-16 08:38:05-03","UTFPR","HCF","13924","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","M.G. Caxambu","M.G. Caxambu","5181","2014","05","08",NA,"Brasil","PR","RPPN Vila Rica - Propriedade de Bernard",NA,"subarbusto semi-ciófilo, ca. 1 m. Flores com cálice verde e corola laranja.",NA,NA,"Fênix","-51.964778","-23.865306","361","361",NA,NA,NA,"2016","08","51°57'53,2 W","23°51'55,1 S","15",NA,NA,NA,NA,NA,NA
