"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus"
"46","2021-04-07 11:40:27-03","UFMS","CGMS","10186","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A.C. Araújo; R.S. de Arruda",NA,"1999","07","10",NA,"Brasil",NA,NA,"Flor lilás. Habitat: Borda de capão. Pantanal do Miranda-Abobral. Habito: Erva.","CGMS1039473",NA,NA,"(Nees) Lindau","G.A. Damasceno-Junior","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:40:27-03","UFMS","CGMS","10178","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A.C. Araújo; R.S. de Arruda",NA,"1999","12","19",NA,"Brasil",NA,NA,NA,"CGMS1039465",NA,NA,"(Nees) Lindau","G.A. Damasceno-Junior","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:40:27-03","UFMS","CGMS","10160","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A.C. Araújo; R.S. de Arruda",NA,"1999","11","04",NA,"Brasil",NA,NA,"Flor lilás. Habitat: Borda de capão. Pantanal do Miranda-Abobral. Habito: Erva.","CGMS1039446",NA,NA,"(Nees) Lindau","G.A. Damasceno-Junior","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:40:27-03","UFMS","CGMS","63825","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","R.M. Amadeo; et al.",NA,"2013","09","28",NA,"Brasil",NA,NA,"Flor com corola roxa e cálice verde. Habitat: Floresta estacional semidecidual aluvial. Relevo ondulado. Habito: Subarbusto semi-ciófilo. 2,00 m de altura.","CGMS1096793",NA,NA,"(Nees) Lindau","M.G. Caxambu","Paraná","Iretama","Vegetação ciliar do Rio Muquilão.","-52.1058006286621","-24.423900604248",NA,NA,NA,"2014","06","06","27581","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:45:32-03","UFS","ASE","12560","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G; Hatschbach, M; Barbosa, E","74886","2003","03","18","Southern America","Brasil",NA,NA,"Ereta. Flor lilás. Solo rochoso.; Ereta. Flor lilás. Solo rochoso.; Cerrado.","ASE0020563","Magnoliophyta",NA,"(Nees) Lindau","Wassahausen, D","Mato Grosso do Sul","Miranda","Fazenda Lagoão Fechado","-57.016667","-18.633333","ASE0020563",NA,NA,"2005",NA,NA,NA,NA,"-57.016667","-18.633333",NA,NA,NA,NA
"51","2021-03-01 16:21:11-03","UNICAMP","UEC","87992","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pereira-Noronha, MR; et al.","1407","1995","08","07",NA,"Brazil",NA,NA,"Erva com porções prostadas e eretas com até ca. 0,5m. alt., flores azul-arroxeadas.","UEC097715","Magnoliopsida",NA,"(Nees) Lindau","Kameyama, C","São Paulo","Andradina","Reserva biológica da Estação Experimental de Zootecnia de Andradina.","-51.566667","-20.783333","UEC097715","355","355","1999",NA,NA,NA,NA,"-51.566667","-20.783333",NA,NA,NA,NA
"52","2021-03-01 16:21:11-03","UNICAMP","UEC","87996","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pereira-Noronha, MR; et al.","1492","1995","08","03",NA,"Brazil",NA,NA,"Mata mesófila semidecídua, alta, aparentemente pouco perturbada, margem do braço direito do Rio Tietê. Subarbusto ca. de 0,5 m. alt., flores lilazes.","UEC097717","Magnoliopsida",NA,"(Nees) Lindau","Kameyama, C","São Paulo","Pereira Barreto","Fazenda Mesquita, Divisa com Mirandópolis.","-51.0999984741211","-20.6299991607666","UEC097717",NA,NA,"1999",NA,NA,"36734","auto",NA,NA,NA,NA,NA,NA
"53","2019-01-17 11:25:48-02","PUCRS","MPUC","3871","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus",NA,NA,"1973","09","12","South America","Brasil",NA,NA,NA,NA,NA,"Lamiales","(Nees) Lindau","S. Cruz","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889",NA,NA,NA,"1973","01","01",NA,NA,"-51.2372222222","-30.0191388889","Magnoliopsida","1",NA,NA
"54","2021-03-16 17:52:40-03","UCS","HUCS","5478","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Rambo, B.","s.n.","1957","10","07",NA,"Brasil",NA,NA,"Emrich-Rambo em 01-10-1958 determinou como Ruellia sp. &nf;Herbário PACA - 61248&nf;; ad silvam","HUCS006423","Angiospermae","Lamiales","(Nees) Lindau","Simas, V.; Marchioretto, M.S.; Parode, M.F.","Santa Catarina","Itapiranga",NA,"-53.7122001647949","-27.1693992614746",NA,NA,NA,"2014","08",NA,"18767","auto",NA,NA,NA,NA,NA,NA
"55","2021-03-16 17:52:40-03","UCS","HUCS","5477","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Rambo, B.","s.n.","1951","02","06",NA,"Brasil",NA,NA,"Herbário PACA 49920&nf;; ad silvam primaevam","HUCS006436","Angiospermae","Lamiales","(Nees) Lindau","Silva, V.; Parode, M.F.; Marchioretto, M.S.","Santa Catarina","Itapiranga",NA,"-53.7122001647949","-27.1693992614746",NA,NA,NA,"2014","08",NA,"18767","auto",NA,NA,NA,NA,NA,NA
"56","2019-10-18 17:38:56-03","UTFPR","HCF","29557","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","E.L. Siqueira","3311","2019","10","02",NA,"Brasil",NA,NA,"erva ca. 0,15 m, semi-ciófila. Flor violácea com interior alvo.",NA,NA,NA,"(Nees) Lindau","M.G. Caxambu","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, primeira","-54.477528","-25.618917",NA,"170","170","2019","10","18",NA,NA,"54°28'39,1 W","25°37'08,1 S",NA,NA,NA,NA
"57","2019-08-16 08:38:06-03","UTFPR","HCF","17709","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","M.G. Caxambu","6768","2015","08","14",NA,"Brasil",NA,NA,"erva ca. 0,45 m, semi-ciófila. Flores lilases. Orla de floresta.",NA,NA,NA,"(Nees) Lindau","J.K. Hammes","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, próximo às","-54.466972","-25.628806",NA,"154","154","2016","11","22",NA,NA,"54°28'01,1 W","25°37'43,7 S",NA,NA,NA,NA
"58","2019-08-16 08:38:06-03","UTFPR","HCF","28265","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","G. Hatschbach","24327","1970","05","17",NA,"Brasil",NA,NA,"Mata de galeria. Flor lilás.",NA,NA,NA,"(Nees) Lindau","C. Ezcurra","MS","Anastácio","Rodovia Aquidauana-Miranda","-55.8069000244141","-20.4836006164551",NA,NA,NA,"1990",NA,NA,"80799","auto",NA,NA,NA,NA,NA,NA
"59","2019-08-16 08:38:06-03","UTFPR","HCF","27844","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","O.S. Ribas","7340","2006","06","30",NA,"Brasil",NA,NA,"herbácea, flor lilás. Margem di rio Corumbataí. Floresta Estacional Semidecidual.",NA,NA,NA,"(Nees) Lindau","C. Kameyama","PR","Fênix","Fazenda Corumbataí","-51.9791984558105","-23.9160995483398",NA,NA,NA,"2009",NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:11:06-03","MBM","MBM","167299","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.; Pott, V.; Silva, J.M.; Pott, V.; Silva, J.M.","60830","1994","06","09","Southern America","Brazil",NA,NA,"Erva 50cm; dflor lilás.; Margens dos lajeados de solo de rocha férrea.","MBM167299",NA,NA,"(Nees) Lindau","Wasshausen, D.C.","Mato Grosso do Sul","Corumbá","Banda Alta","-57.6533012390137","-19.0091991424561","MBM167299",NA,NA,"1994",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:11:06-03","MBM","MBM","150484","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pott, A.","5113","1989","10","08","Southern America","Brazil",NA,NA,"Erva, flor roxa.; Mata arredondada (capão) corixo; não alagável; solo argiloso. Alt.: 90m.","MBM150484",NA,NA,"(Nees) Lindau","Silva, M.G.","Mato Grosso do Sul","Poconé","Fazenda Porto Jofre, Sub região de Poconé. Pantanal.",NA,NA,"MBM150484",NA,NA,"2010","10","28",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:11:06-03","MBM","MBM","244684","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Landrum, L.R.; Landrum, S.S.; Landrum, S.S.","8645","1995","08","03","Southern America","Paraguay",NA,NA,"Subshrub; flowers purple.; Semideciduous forest near stream, mostly disturbed.","MBM244684",NA,NA,"(Nees) Lindau","Daniel, T.F.","Paraguari","Acahay","Cerro Acahay",NA,NA,"MBM244684",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:11:06-03","MBM","MBM","45821","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Schulz, A.G.","11158","1960","08","06","Southern America","Argentina",NA,NA,"Flor azul vioelta, 25-60cm.&nf;Gajos postrados arraigan.&nf;; Borde de bosque, suelo fértil, seco.","MBM045821",NA,NA,"(Nees) Lindau",NA,"Chaco","Saenz-Peña",NA,NA,NA,"MBM045821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:11:06-03","MBM","MBM","11023","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.; Guimarães, O.; Guimarães, O.","21936","1969","07","17","Southern America","Brazil",NA,NA,"Flor lilás.; Matinha nebular, beira do pantanal.","MBM011023",NA,NA,"(Nees) Lindau","Ezcurra, C.","Mato Grosso do Sul","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156","MBM011023",NA,NA,"1990",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:11:06-03","MBM","MBM","318807","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Silva, J.M.; Barboza, E.; Barboza, E.","4961","2006","06","12","Southern America","Brazil",NA,NA,"Erva; flor lilás.; Cerrado.","MBM318807",NA,NA,"(Nees) Lindau","Silva, M.G.","Mato Grosso do Sul","Bodoquena","Morraria do Sul","-56.7150001525879","-20.5386009216309","MBM318807",NA,NA,"2010","10","28","47684","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:11:06-03","MBM","MBM","293532","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","77289","2004","03","19","Southern America","Brazil",NA,NA,"Ereta, flor lilás.; Cerrado.","MBM293532",NA,NA,"(Nees) Lindau","Wasshausen, D.C.","Mato Grosso do Sul","Bonito","Taguaruçu, Rodovia para Anastácio","-56.4818992614746","-21.1210994720459","MBM293532",NA,NA,"2005",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:11:06-03","MBM","MBM","209985","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Chagas, F.","802","1985","08","02","Southern America","Brazil",NA,NA,"Erva 0,6m; flores azuis, frequente.","MBM209985",NA,NA,"(Nees) Lindau","Silva, M.G.","Mato Grosso do Sul","Corumbá","arredores de Corumbá","-57.6533012390137","-19.0091991424561","MBM209985",NA,NA,"2010","10","28","295160","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:11:06-03","MBM","MBM","318091","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Barboza, E.; Silva, J.M.; Silva, J.M.","1552","2006","06","14","Southern America","Brazil",NA,NA,"Erva ereta; flor lilás.; Solo arenoso.","MBM318091",NA,NA,"(Nees) Lindau","Silva, M.G.","Mato Grosso do Sul","Porto Murtinho","Fazenda Milênio, Estrada para o Rio Apa","-57.8824996948242","-21.6989002227783","MBM318091",NA,NA,"2010","10","29","185577","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:11:06-03","MBM","MBM","322279","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Ribas, O.S.; Silva, J.M.; Silva, J.M.","7340","2006","06","30","Southern America","Brazil",NA,NA,"Herbácea; flor lilás.; Floresta Estacional Semidecidua.&nf;Margem do rio.","MBM322279",NA,NA,"(Nees) Lindau","Kameyama, C.","Paraná","Fênix","Fazenda Corumbataí, Rio Corumbataí.","-51.9791984558105","-23.9160995483398","MBM322279",NA,NA,"2009","05","28","16297","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:11:06-03","MBM","MBM","391478","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Balbino, R.","s.n.","2013","09","22","Southern America","Brazil",NA,NA,"Erva semi-ciófila, ereta, ca. 0,5m. Flores roxas.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana.","MBM391478",NA,NA,"(Nees) Lindau","Barboza, E.","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398","MBM391478",NA,NA,"2014","04",NA,"16297","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:11:06-03","MBM","MBM","14135","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","24327","1970","05","07","Southern America","Brazil",NA,NA,"Flor lilás.; Mata de galeria.","MBM014135",NA,NA,"(Nees) Lindau","Ezcurra, C.","Mato Grosso","Anástacio","Rodovia para Miranda",NA,NA,"MBM014135",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:11:06-03","MBM","MBM","15787","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","25085","1970","10","22","Southern America","Brazil",NA,NA,"Flor lilás.; Interio de mata secundária.","MBM015787",NA,NA,"(Nees) Lindau","Ezcurra, C.","Mato Grosso","Rio Brilhante","Rodovia BR-267, Entroncamento.",NA,NA,"MBM015787",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:11:06-03","MBM","MBM","306737","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Buttura, A.","1052","1981","09","18","Southern America","Brazil",NA,NA,"Erva; flor lilás.; Barranco, beira do rio.","MBM306737",NA,NA,"(Nees) Lindau","Kameyama, C.","Paraná","Cândido Rondon","Rio Branco",NA,NA,"MBM306737",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:11:06-03","MBM","MBM","73493","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","43996","1981","09","18","Southern America","Brazil",NA,NA,"Erva; flor lilás.; Mata de galeria.","MBM073493",NA,NA,"(Nees) Lindau","Ezcurra, C.","Paraná","Candido Rondon","Córrego Rio Branco",NA,NA,"MBM073493",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:11:06-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Dalmaso, C.A.","232","2013","04","29","Southern America","Brazil",NA,NA,"Herbácea.","IFN000158",NA,NA,"(Nees) Lindau","Barboza, E.","Paraná","Quedas do Iguaçu",NA,"-53.1","-25.380003",NA,NA,NA,"2013","06","13",NA,NA,"-53.1","-25.380003",NA,NA,NA,NA
"76","2020-12-21 16:11:06-03","MBM","MBM","149128","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Cervi, A.C.; Pott, A.; Pott, V.J.; Dunaiski Jr.; A.; Bueno, N.C.; Torezan. J.M.D; Pott, A.; Pott, V.J.; Dunaiski Jr.; A.; Bueno, N.C.; Torezan. J.M.D.; Bona, C.","3240","1010","10","29","Southern America","Brazil",NA,NA,"Herbácea; flores azuis.; Pantanal.","MBM149128",NA,NA,"(Nees) Lindau","Silva, M.G.","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, Nhecolândia, próximo a Salina do Meio.","-57.6533012390137","-19.0091991424561","MBM149128",NA,NA,"2010","10","29","295160","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:11:06-03","MBM","MBM","149127","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Cervi, A.C.; Pott, A.; Pott, V.J.; Dunaiski Jr.; A.; Bueno, N.C.; Torezan. J.M.D; Pott, A.; Pott, V.J.; Dunaiski Jr.; A.; Bueno, N.C.; Torezan. J.M.D.; Bona, C.","3301","1991","08","23","Southern America","Brazil",NA,NA,"Flores roseas, erva ereta.; Caatinga arbórea, solo calcário.","MBM149127",NA,NA,"(Nees) Lindau","Wasshausen, D.C.","Mato Grosso do Sul","Corumbá","Parque das Exposições","-57.6533012390137","-19.0091991424561","MBM149127",NA,NA,"1992",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:11:06-03","MBM","MBM","281181","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74886","2003","03","18","Southern America","Brazil",NA,NA,"Ereta; flor lilás.; Cerrado; solo rochoso.","MBM281181",NA,NA,"(Nees) Lindau","Wasshausen, D.C.","Mato Grosso do Sul","Miranda","Fazenda Lagoão Fechado","-56.3782997131348","-20.2406005859375","MBM281181",NA,NA,"2005",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:11:06-03","MBM","MBM","21006","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","29577","1972","04","17","Southern America","Brazil",NA,NA,"Erva; flor lilás.; Solo seco, arenoso. Capão do pantanal.","MBM021006",NA,NA,"(Nees) Lindau","Ezcurra, C.","Mato Grosso do Sul","Miranda","Rio Miranda, Próximo ao Rio Miranda, Rodovia BR-262.","-56.3782997131348","-20.2406005859375","MBM021006",NA,NA,"1990",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:11:06-03","MBM","MBM","73492","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Buttura, A.","559","1980","08","19","Southern America","Brazil",NA,NA,NA,"MBM073492",NA,NA,"(Nees) Lindau","Ezcurra, C.","Paraná","Foz do Iguaçu","Ocoi","-54.5881004333496","-25.5478000640869","MBM073492",NA,NA,"1980","08","19","39570","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:11:06-03","MBM","MBM","29058","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","32901","1973","10","19","Southern America","Brazil",NA,NA,"Erva; flor anil.; Araucarieto; solo pedregoso.","MBM029058",NA,NA,"(Nees) Lindau","Ezcurra, C.","Paraná","Roncador","Cancan","-52.2750015258789","-24.6028003692627","MBM029058",NA,NA,"1990",NA,NA,"31309","auto",NA,NA,NA,NA,NA,NA
"82","2015-09-04 07:51:15-03","MNHN","RECOLNAT_MNHN_P","P03580634","PreservedSpecimen",NA,"Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Weddell, H.A.",NA,"1845","9","1",NA,"Bolívia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580634' target='other'> <mi>dwc_moreinfo</mi></a>","P03580634",NA,NA,"(Nees) Lindau",NA,NA,NA,"Amérique Méridionale, Rép. de Bolivie; Province de Chiquitos.",NA,NA,"P03580634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3436",NA
"83","2015-09-04 07:51:15-03","MNHN","RECOLNAT_MNHN_P","P03580635","PreservedSpecimen",NA,"Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Weddell, H.A.",NA,"1845","9","1",NA,"Bolívia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580635' target='other'> <mi>dwc_moreinfo</mi></a>","P03580635",NA,NA,"(Nees) Lindau",NA,NA,NA,"Prov. de Chiquitos.",NA,NA,"P03580635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3436",NA
"84","2015-09-04 07:51:15-03","MNHN","RECOLNAT_MNHN_P","P03580637","PreservedSpecimen",NA,"Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Zardini, E.M.|Silva, M.P.",NA,"1995","7","25",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580637' target='other'> <mi>dwc_moreinfo</mi></a>","P03580637",NA,NA,"(Nees) Lindau",NA,NA,NA,"Presidente Hayes. Route to Fortin General Bruguez, between km 50 and 55.","-58.33333","-24.83333","P03580637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43132",NA
"85","2020-10-01 14:21:27-03","JBB","HEPH","28997","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Silveira, M; Silva, FC","126","1989","08","17","Southern America","Brasil",NA,NA,"Frequente",NA,"Dicotyledon","Lamiales","(Nees) Lindau","Silva, MG","Mato Grosso","Poconé","Rodovia Transpantaneira Poconé-Porto Jofre, Km 115","-56.6227989196777","-16.2567005157471",NA,NA,NA,"2011","03","23","200792","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:31:14-03","UFMG","BHCB","39981","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Vasconcelos, MF de","s.n.","1997","10","21","Southern America","Brasil",NA,NA,"Herbáceo.; Mata.","BHCB053395","Dicotyledon",NA,"(Nees) Lindau",NA,"Minas Gerais","Aimorés","Fazenda do Sr. Hulbert Schumacher.","-41.0638999938965","-19.4958000183105","BHCB053395",NA,NA,"1998","10",NA,"54161","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:31:14-03","UFMG","BHCB","102326","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G; Hatschbach, M; Barbosa, E","77289","2004","03","19","Southern America","Brasil",NA,NA,"Ereta, flor lilás.; Cerrado.","BHCB053394","Dicotyledon",NA,"(Nees) Lindau",NA,"Mato Grosso do Sul","Bonito","Rodovia Bonito - Anastácio, Taquaruçu.","-56.4818992614746","-21.1210994720459","BHCB053394",NA,NA,"2005",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA
"88","2021-02-11 17:17:46-03","UFPR","UPCB","79457","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Ferreira, J.A. et al.","s.n.","1999","08","13",NA,"Brasil",NA,NA,"Arbusto com flores lilás, borda da mta..",NA,NA,NA,"(Nees) Lindau","Silva, M.G.","Paraná","Assaí","Sítio Moma","-50.8414001464844","-23.3733005523682",NA,NA,NA,"2010","09","27","20909","auto",NA,NA,NA,NA,NA,NA
"89","2014-04-18 11:41:00-03","MO","MOBOT","1751432","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Elsa M. Zardini|Apestegui, Isabelino","Zardini 58246","2002","2","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Nees) Lindau","W.D. Stevens","Alto Paraguay",NA,"Proposed Biosphere Reserve Gran Chaco Americano: Agua Dulce. Humid forests on sandy soils.","-59.7577778","-19.9844444",NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1253",NA
"90","2014-04-18 11:50:00-03","MO","MOBOT","1749799","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Elsa M. Zardini|Robert Gómez","Zardini 58142","2002","2","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Nees) Lindau","W.D. Stevens","Alto Paraguay",NA,"Proposed Biosphere Reserve Gran Chaco Americano: Madrejon-Agua Dulce. Seasonal forests and swamps on sandy clay soils.","-59.7588889","-20.3227778",NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1252",NA
"91","2014-04-14 16:56:00-03","MO","MOBOT","500727","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Elsa M. Zardini","Zardini 6122","1988","7","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Nees) Lindau","W.D. Stevens","Paraguarí",NA,"Macizo Acahay. Eastern peak, streamside.","-57.15","-26.9",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","88-64",NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","500437","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","James C. Solomon|Michael J. Balick|Douglas C. Daly","Solomon 8173","1982","7","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Nees) Lindau","D. Wasshausen (US)","Beni","Marbán","Estación Experimental Perotó, 97 km ESE of Trinidad on road to Santa Cruz. Annually inundated forest, trees to 15 m, but not forming a closed canopy.","-64.41666","-15.33333",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","82-5",NA
"93","2012-09-06 17:18:00-03","MO","MOBOT","100518726","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","E. Cervantes|Jeaneth Villalobos","Cervantes 259","2006","1","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Nees) Lindau","A. Lliully (HSB)","Chuquisaca","Sud Cinti","Municipio Culpina, trayecto desde La Escuelita de Cañón Verde hacia Las Abras.","-64.2363889","-21.3652778",NA,"1005.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"94","2012-03-07 13:38:00-03","MO","MOBOT","100176217","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Renée H. Fortunato|Rosa Guaglianone|Erik Garino","Fortunato 2449","1991","11","19","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) Lindau","E. Tripp","Formosa","Pilcomayo","Ea. Bouvier, Monte en camino de acceso en dirección al casco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
