"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","recordNumber","individualCount","typeStatus","continentOcean","preparationType","class","fieldNumber","infraspecificEpithet","relatedCatalogItem","sex"
"117","2021-01-14 15:26:06-03","MN","R","228428","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","retrorsa","Tillandsia retrorsa","Silveira","Kessous, I.M.","Kessous, I.M. 76; Souza, B.P. & Couto, D.","2014","04","10","Brasil","Pernambuco","Triunfo",NA,"-38.1016998291016","-7.83805990219116",NA,NA,"R010009918","R010009918",NA,NA,"2014","04","10","14606",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-01-14 15:26:06-03","MN","R","46251","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Ule, E.H.G.","1892","09",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"R010009854","R010009854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-01-14 15:26:06-03","MN","R","181356","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Coffani-Nunes, J.V.","Vidal, J.","1949",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"R010009865","R010009865",NA,NA,"2002","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-01-14 15:26:06-03","MN","R","193111","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Castellanos, A.","1962","02","22","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,"R010009867","R010009867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23264",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-01-14 15:26:06-03","MN","R","217413","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Amaral, T.S. 130; Neves, I.M.; Lima, T.E.; Damasceno-Junior, G.A.; Bueno, M.L.","2010","11","23","Bolívia",NA,NA,"Puerto Isabel",NA,NA,"57°30#?#37.8#?#W","18°11#?#49#?#S","R010009851","R010009851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-01-14 15:26:06-03","MN","R","225072","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Couto, D.R.","Couto, D.R. 2508; Paixão-Sousa, B.","2013","11","12","Brasil","Bahia","Andaraí","Chapada Diamantina","-39.895556","-12.756944","39°53'44W","12°45'25S","R010000753",NA,NA,NA,"2014","11","12",NA,"570","570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-01-14 15:26:06-03","MN","R","229352","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Martinelli, G.","Martinelli, G. 16613; Pougy, N.; Serrano, T.; Moraes, M. & Borges, R.","2010","11","28","Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.420833","-18.274444","57°25'15W","18°16'28S","R010019029",NA,NA,NA,"2015","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-01-14 15:26:06-03","MN","R","120336","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Smith, L.B.","Lutz, A.","1912","05","10","Brasil","Bahia","Bom Jesus da Lapa",NA,"-43.418098449707","-13.2550001144409",NA,NA,"R010009864","R010009864",NA,NA,"1955","10",NA,"66899",NA,NA,NA,"auto","82",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-01-14 15:26:06-03","MN","R","32348","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Foster, M.B.","1939","06","16","Brasil","Bahia","Jacobina",NA,"-40.5182991027832","-11.1806001663208",NA,NA,"R010009857","R010009857",NA,NA,NA,NA,NA,"62396",NA,NA,NA,"auto","96",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 17:00:40-03","MN","R","228221","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Souza, B.P.","Couto, D.R. 2443; Paixão-Souza, B.","2013","11","08","Brasil","Bahia","Milagres",NA,"-39.8588981628418","-12.8699998855591","39°51#?#21#?#W","12°52#?#11#?#S","R010009920",NA,NA,NA,"2013","11","08","24432",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-01-14 15:26:06-03","MN","R","217412","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Alencar, K.M.C. 276; Dutra, J.D. & Silva, G.M.","2006",NA,NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561","57°25#?#54.50W","19°30#?#19.20#?#S","R010009850","R010009850",NA,NA,NA,NA,NA,"295160",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-01-14 15:26:06-03","MN","R","217411","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Coffani-Nunes, J.V.","Scremin-Dias, E.","1996","04","03","Brasil","Mato Grosso do Sul","Miranda",NA,"-56.3782997131348","-20.2406005859375",NA,NA,"R010009849","R010009849",NA,NA,"1997","03","17","92112",NA,NA,NA,"auto","271",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-01-14 15:26:06-03","MN","R","181357","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Coffani-Nunes, J.V.","Andrade, A.G. 1021; Emmerich, M.","1961","09","05","Brasil","Minas Gerais","Carmo do Rio Claro",NA,"-46.1189002990723","-20.9719009399414",NA,NA,"R010009866","R010009866",NA,NA,"2002","11","20","25874",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-01-14 15:26:06-03","MN","R","197325","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Silveira, A.A.","1896","03",NA,"Brasil","Minas Gerais","Nepomuceno",NA,"-45.2358016967773","-21.2357997894287",NA,NA,"R010009863","R010009863",NA,NA,NA,NA,NA,"21895",NA,NA,NA,"auto","713",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-01-14 15:26:06-03","MN","R","213624","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Coser, T.S.","Moura, R. 589; Paula, C.C.; Leme, E.; Ribeiro, O. & Coser, T.","2008","06","19","Brasil","Minas Gerais","Salinas",NA,"-42.2902984619141","-16.1702995300293",NA,NA,"R010009858","R010009858",NA,NA,"2010","10","26","46111",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-14 15:26:06-03","MN","R","32546","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Foster, M.B. 478; Foster, R.","1939","09","07","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,"R010009855","R010009855",NA,NA,NA,NA,NA,"21675","1000","1000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-01-14 15:26:06-03","MN","R","239946","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Nunes, J.V.C.","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B. 1818","1996","12","13","Brasil","Paraná","Tibagi","Canion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"R010009862","R010009862",NA,NA,"2001",NA,NA,"56988",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-01-14 15:26:06-03","MN","R","239945","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Moura, R. 765; Oliveira, A.","2008","11","25","Brasil","Bahia","Rio de Contas","Ponte do Coronel","-41.8114013671875","-13.5789003372192",NA,NA,"R010009861","R010009861",NA,NA,NA,NA,NA,"49773",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-01-14 15:26:06-03","MN","R","239944","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Moura, R. 743; Oliveira, A.","2008","11","19","Brasil","Bahia","Morro do Chapéu","povoado Ventura","-41.1561012268066","-11.5500001907349",NA,NA,"R010009860","R010009860",NA,NA,NA,NA,NA,"98143",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-01-14 15:26:06-03","MN","R","193407","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Castellanos, A.","1958","01","07","Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"R010009859","R010009859",NA,NA,NA,NA,NA,"46557",NA,NA,NA,"auto","21810",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-01-14 15:26:06-03","MN","R","32518","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Foster, M.B. 416; Foster, R.","1939","08","28","Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"R010009856","R010009856",NA,NA,NA,NA,NA,"46557","1000","1000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:26:06-03","MN","R","46252","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Coffani-Nunes, J.V.","Dusén, P.K.H.","1903","12","19","Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"R010009853","R010009853",NA,NA,"2002","11","20","46557",NA,NA,NA,"auto","2811",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-01-14 15:26:06-03","MN","R","46253","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Smith, L.B.","Dusén, P.K.H.","1900","12","17","Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"R010009852","R010009852",NA,NA,"1929","04","03","46557",NA,NA,NA,"auto","2755",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-04-02 02:00:07-03","UFPI","TEPB","6180","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","ARRAIS, M. G. M. - Vasconcelos","ARRAIS, M. G. M.","1991","05","24","Brasil","Ceará","Serra Talhada","Faz. Saco",NA,NA,NA,NA,NA,NA,NA,NA,"1992","08","09",NA,NA,NA,"erva Ambiente: caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-04 13:43:09-03","UFPI","TEPB","9630","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","G. M. Sousa","Jomar, G. Jardim","1995","10","27","Brasil","Bahia","Jacobina","Entrada a 8 Km na Rod. Jacobina/Capim Grosso. Distrito de Itaitú, situado a 20 Km da Rodovia Cachoeira Véu da Noiva.","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,"1996","09","01","62396","800","800","planta epfita vegetando sobre as rochas, inflorescencia com brácteas rosas e corola lilás Ambiente: mata de galeria intercalada por rochas","auto","750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-06-12 12:03:28-03","UFPI","TEPB","9630","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","J. Tamashiro","Jomar, G. Jardim","1995","10","27","Brasil","Bahia","Jacobina","Entrada a 8 Km na Rod. Jacobina/Capim Grosso. Distrito de Itaitú, situado a 20 Km da Rodovia Cachoeira Véu da Noiva.","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62396",NA,NA,"Epífita sobre rochas; flores lilás Ambiente: Mata de Galeria","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-02 02:00:07-03","UFPI","TEPB","6180","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","A. J. CASTRO","ARRAIS, M. G. M.","1991","05","24","Brasil","Pernambuco","Serra Talhada","Fazenda Saco","-38.2983016967773","-7.99194002151489",NA,NA,NA,NA,NA,NA,"1981","06","04","55090",NA,NA,"Erva Ambiente: Caatinga","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-08-20 12:08:02-03","UFPI","TEPB","28289","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker.","C. Carvalho","C.Carvalho","2012","05","31","Brasil","Piauí","Assunção do Piauí","Comunidade Quilombola Sítio Velho","-41.0393981933594","-5.86556005477905",NA,NA,NA,NA,NA,NA,"2012","07","20","38637","24","24","Epífita, flores amarelas e esbranquiçadas Ambiente: Cerrado/Caatinga <ll>dwc_commonname:</ll> orelha-de-pau","auto","72",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-04 13:43:09-03","UFPI","TEPB","9750","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","M.G.Silva","G. M. Sousa","1997","05","24","Brasil","Piauí","Monsenhor Gil","Fazenda Saco","-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,NA,NA,"1980","01","01","20710",NA,NA,"Erva Ambiente: Cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-06-12 12:03:28-03","UFPI","TEPB","9750","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","U.N. Maciel","G.M.Sousa","1997","05","24","Brasil","Piauí","Monsenhor Gil","Faz. Saco","-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,NA,NA,"1905","06","02","20710",NA,NA,"erva Ambiente: cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-04 13:43:09-03","UFPI","TEPB","18269","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","S.A.Renvoize","Mendes, M. R. A..","2000","10","22","Brasil","Piauí","São José do Piauí","Morro do Baixio","-41.4752998352051","-6.87166976928711",NA,NA,NA,NA,NA,NA,"1995","11","01","17188","60","60","epifita, pouco frequente, frutos marrons, solo areno-pedregoso Ambiente: caatinga","auto","232",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-06-12 12:03:28-03","UFPI","TEPB","18269","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Mendes, M. R. A..","2000","01","22","Brasil","Piauí","São José do Piauí","Morro do Baixio","-41.4752998352051","-6.87166976928711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17188",NA,NA,"Epífita; pouco freqüente; frutos marrons; solo areno-pedregoso Ambiente: Caatinga","auto","232",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-19 10:23:03-03","CPAP","CPAP","12018","PreserverdSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Pott, V. J.","1993","09","30","Brasil","MS","Corumbá","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - Baía Aguaçuzal","-56.533333","-18.933333","56°32' W","18°56' S",NA,NA,NA,NA,NA,NA,NA,NA,"90","90","Erva epífita de pimenteira. FLOR: lilás. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Muito frequente. AMBIENTE: Borda de capão. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"2152",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-11-19 10:23:03-03","CPAP","CPAP","22029","PreserverdSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Pott, V. J.","2001","09","17","Brasil","MS","Corumbá","Reserva Fazenda Acurizal, em frente a Polícia Florestal..","-57.53675","-17.853083","57°32'12,3''W","17°51'11,1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita sobre árvore. . Frequente. Flor não vista. e fruto castanho. Mara ciliar. Solo: arenoso. Relevo: barranco de rio. Sobre Licania parvifolia. Importância Ornamental..",NA,"4948",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-19 10:23:03-03","CPAP","CPAP","5083","PreserverdSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","T. Wendt","Ratter, J. A.","1987","11","08","Brasil","MS","Corumbá","Fazenda do Dr. Romeu Albaneze","-57.65","-19.016667","57°39' W","19°01' S",NA,NA,NA,NA,"1992","12",NA,NA,NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,"5923",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-11-19 10:23:03-03","CPAP","CPAP","5451","PreserverdSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","T. Wendt","Pott, A.","1988","08","07","Brasil","MS","Corumbá","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - vazante do Riozinho","-56.65","-18.983333","56°39' W","18°59' S",NA,NA,NA,NA,"1992","12",NA,NA,"89","89","Epífita cinza. FLOR: não vista. FRUTO: castanho. INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Pimenteiral (mata ciliar de Licania parvifolia), alagável. SUBSTRATO: solo arenoso (podzol hidromórfico) com superfície orgânica. RELEVO",NA,"4318",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-19 10:23:03-03","CPAP","CPAP","7893","PreserverdSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Pott, V. J.","1990","07","05","Brasil","MS","Corumbá","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - borda do riozinho, próximo ao ninhal","-56.716667","-18.916667","56°43' W","18°55' S",NA,NA,NA,NA,NA,NA,NA,NA,"90","90","Epífita em licania. FLOR: não vista. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Caapão. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"1451",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-02-15 11:35:41-02","IPA","IPA","53812","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Siqueira-Filho, J.A.","Rita Pereira","1988","06",NA,"Brasil","Paraíba","Soledade","Próximo ao açude. Caatinga.","-36.3628005981445","-7.05721998214722",NA,NA,"IPA0053812",NA,"Plantae",NA,"1998","06","25","21726",NA,NA,"Flores azuladas.","auto","s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"155","2019-02-15 11:35:41-02","IPA","IPA","8122","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Andrade-Lima","1955","07","16","Brasil","Pernambuco","Arcoverde",NA,"-37.0539016723633","-8.41888999938965",NA,NA,"IPA0008122",NA,"Plantae",NA,NA,NA,NA,"23066",NA,NA,"Erva epifita em facheiro. Folhas cinza-prat. Flôr rôxa, muito perf.","auto","55-2095",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"156","2019-02-15 11:35:41-02","IPA","IPA","69451","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Lemos, J.R.","Lemos, J.R.; Matias, P.; Matias, P.","2005","01","25","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba,","-40.120833","-6.600278","-40.120833","-6.600278","IPA0069451",NA,"Plantae",NA,"2005","04","25",NA,"400","600","Epífita de flor arroxeada.",NA,"298",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"157","2019-02-15 11:35:41-02","IPA","IPA","84885","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Sousa, G.M.","Silva, A.G.; Barbosa, J.I.S.; Alves, J.; Silva, M.V.; Barbosa, J.I.S.; Alves, J.; Silva, M.V.","2010","06","10","Brasil","Pernambuco","Buíque","Parque Nacional do Catimbau, Erva com 90cm.","-37.158333","-8.4","-37.158333","-8.4","IPA0084885",NA,"Plantae",NA,"2012","02","27",NA,NA,NA,"Inflorescência amarela.",NA,"1659",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"158","2019-02-15 11:35:41-02","IPA","IPA","87956","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Marcondes Oliveira","Marcondes Oliveira","2011","04","11","Brasil","Pernambuco","Salgueiro","Monte alegre. Açúde Monte Alegre. Lote 3.","-39.110833","-8.020278","-39.110833","-8.020278","IPA0087956",NA,"Plantae",NA,"2011","04","11",NA,"454","454","Erva epífita sobre catingueira. Inflorescência passada. Freqüente.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo litólico.",NA,"5676",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"159","2019-02-15 11:35:41-02","IPA","IPA","87958","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Cotarelli, V.M.","Cotarelli, V.M.; Silva, H.L.C.; Sabino, J.H.F.; Silva, H.L.C.; Sabino, J.H.F.","2012","08","30","Brasil","Pernambuco","Granito","Gravatá, estrada que liga à Quixaba.","-39.694444","-7.88","-39.694444","-7.88","IPA0087958",NA,"Plantae",NA,"2012","08","30",NA,"471","471","Epífita em Pseudobombax sp.. Frutos secos marrons.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Litólico Eutrófico.",NA,"2142",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"160","2019-02-15 11:35:41-02","IPA","IPA","87959","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Souza, D.P.","Fernandes, D.; Alves, H.; Barbosa, M.S.M.; Alves, H.; Barbosa, M.S.M.","2012","05","20","Brasil","Bahia","Itiúba","Povoado de Picos, roça do Sr. Augusto (Guto), área de pastagem.","-39.8975","-10.636111","-39.8975","-10.636111","IPA0087959",NA,"Plantae",NA,"2012","10","16",NA,"368","368","Epífita sobre Spondias tuberosa. Folhas lineares, argenteas. Fruto tipo cápsula.; Bioma Caatinga. Fitofisionomia Áreas de Tensão Ecológica. Solo Planossolo Háplico Eutrófico. Área prioritária para conservação: CA-425 - Senhor do Bonfi",NA,"16",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"161","2019-02-15 11:35:41-02","IPA","IPA","87960","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Silva, F.F.S.","Silva, F.F.S.","2012","11","20","Brasil","Pernambuco","Salgueiro","Reservatório Mangueira.","-39.223056","-8.145833","-39.223056","-8.145833","IPA0087960",NA,"Plantae",NA,"2012","11","20",NA,"412","412","Erva epífita sobre Aspidosperma pyrifolium Mart. (Apocynaceae). Frutos deiscentes com sementes anemocóricas.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Luvissolo Crômico Órtico.",NA,"619",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"162","2019-07-26 11:39:38-03","IPA","IPA","81451","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Rita Pereira","Joana; Alunos da FAFIRE; Alunos da FAFIRE","2002","10","29","Brasil","Pernambuco","Buíque","Venturosa.","-37.1557998657227","-8.62306022644043",NA,NA,"IPA0081451",NA,"Plantae",NA,"2002","11","04","38964",NA,NA,NA,"auto","81451",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"163","2019-02-15 11:35:41-02","IPA","IPA","86797","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Cano, O.","Randau, K.","2010","04","03","Brasil","Paraíba","Cuité","Campus da UFCG, Centro de Educação e Saúde.","-36.1535987854004","-6.48361015319824",NA,NA,"IPA0086797",NA,"Plantae",NA,"2011","06",NA,"29051",NA,NA,"Caatinga aberta.","auto","309",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"164","2019-02-15 11:35:40-02","IPA","IPA","12316","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Lima, A.","Andrade-Lima","1960","09","07","Brasil","Pernambuco","Buíque","Brejo de São José, Encosta da Chapada de São José.","-37.1557998657227","-8.62306022644043",NA,NA,"IPA0012316",NA,"Plantae",NA,"1960","09","07","38964",NA,NA,"Flor roxa perfumada.; Epífita.","auto","60-3528",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"165","2019-02-15 11:35:40-02","IPA","IPA","19106","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Andrade-Lima","Academia Brasileira de Ciências","1971","04","21","Brasil","Pernambuco",NA,"Entre Afrânio e Caboclo.",NA,NA,NA,NA,"IPA0019106",NA,"Plantae",NA,"1971",NA,NA,NA,NA,NA,"Epífita; flores roxas, perfumadas.",NA,"238",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"166","2019-02-15 11:35:41-02","IPA","IPA","87957","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Oliveira, C.R.S.","Oliveira, C.R.S.; et al.; et al.","2012","02","28","Brasil","Pernambuco","Buíque","Parque Nacional do Catimbau, Trilha do Canyon.","-37.245278","-8.532778","-37.245278","-8.532778","IPA0087957",NA,"Plantae",NA,"2012","02","28",NA,"883","883","Epífita suculenta. Folhas argênteas, pilosas. Inflorescência ca. 60cm de altura. Flores tubulosas, lilases.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Quartzarênico Órtico. Área prioritária para conservação: CA-408",NA,"246",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
