"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","continentOcean","imagecode","coordinatePrecision","geoFlag","class","order","typeStatus","relatedCatalogItem","preparationType","fieldNumber","previousCatalogNumber"
"11","2019-02-15 11:40:11-02","IPA","IPA","75632","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Nepomuceno, F.A.A.","2016","10","27","Monteiro, M.T.","21831","1967","12","12","Brasil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,NA,NA,"Flores pequenas, esbranquiçadas com pouco perfume agradável.","IPA0075632","Plantae","Southern America",NA,"30539","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:40:11-02","IPA","IPA","75450","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Nepomuceno, F.A.A.","2016","10","27","Monteiro, M.T.","21831","1967","12","12","Brasil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira., Mata do Beque.","-36.0936012268066","-9.78110980987549",NA,NA,NA,NA,"Flores pequenas e esbranquiçadas e perfumadas.","IPA0075450","Plantae","Southern America",NA,"30539","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:40:11-02","IPA","IPA","76801","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Marquete, R.","2012","07",NA,"Monteiro, M.T.","23442","1971","03","18","Brasil","Alagoas","São Miguel dos Campos","Fazenda Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,NA,NA,"Flores esverdeadas e perfumadas.","IPA0076801","Plantae","Southern America",NA,"30539","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:40:11-02","IPA","IPA","1392","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Nepomuceno, F.A.A.","2016","10","27","Andrade-Lima","49-375","1949","11","18","Brasil","Pernambuco","Recife","Dois Irmãos, alto do morro do reservatório.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Arbusto multiramoso; flores alvas.","IPA0001392","Plantae","Southern America",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:40:11-02","IPA","IPA","25621","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Nepomuceno, F.A.A.","2016","10","27","Ferreira, F.; Andrade-Lima; Andrade-Lima","1","1980","10","13","Brasil","Pernambuco","Recife","Dois Irmãos, beira da mata, perto da BR.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Árvore ca. 5m, com flores verde-claras.","IPA0025621","Plantae","Southern America",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:40:11-02","IPA","IPA","4427","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Fonseca, M.","1976","04","23","Pickel, B.","3488","1933","01","20","Brasil","Pernambuco","São Lourenço da Mata","Tapera, margem da mata.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"IPA0004427","Plantae","Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:44:53-03","UFJF","CESJ","35954","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","R. Marquete","2005",NA,NA,"A.S.M. Valente; P.H. Nobre; F.R.G. Salimena","123","2001","12","17","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras. Mata na entrada do sítio do Léo","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Árvore no interior da mata. Frutos verdes.","CESJ035954","Angiosperma","América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:44:53-03","UFJF","CESJ","36327","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","R. Marquete","2005",NA,NA,"A.S.M. Valente; D.S. Pifano","131","2002","01","12","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, mata a 1Km da portaria do Pq. Est. do ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Árvore em borda de mata. Frutos imaturos verdes, folha concolor.","CESJ036327","Angiosperma","América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:44:53-03","UFJF","CESJ","43305","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","R. Marquete","2008","10",NA,"C.N. Matozinhos; B.F.Mello; F.S. Souza","142","2004","11","13","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Árvore ca. 7m alt., em área de pastagem, transição com o campo rupestre. Frutos verdes.","CESJ043305","Angiosperma","América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:42:58-03","UNICAMP","UEC","46721","S","Plantae","Vivianiaceae","Casearia","selloana","Casearia selloana","Eichler","Torres, RB","1987","01","14","Sobral, M","4745","1986","03",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Arvoreta ca. 5m alt., em beira de estrada em interior de mata; flores brancas.","UEC046399","Magnoliopsida",NA,"UEC046399","48094","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 14:09:23-03","UFRPE","PEUFR","10805","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F. A. A. Nepomuceno","2016","11","22","M.L. Guedes","2263","1990","02","14","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Árvore de 9,50m de altura e 60cm de CAP.","PEUFR010805",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 14:09:23-03","UFRPE","PEUFR","10807","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F. A. A. Nepomuceno","2016","11","22","M.L. Guedes","2265","1990","02","14","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Árvore de 11,50m de altura com 51cm de CAP; material estéril.","PEUFR010807",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-06 09:57:33-03","UFOP","OUPR","15310","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","Marquete, R.","2006","04","25","Badini, J.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore, flores pálidas. Capoeira.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:57:33-03","UFOP","OUPR","15307","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","Marquete, R.","2006","04","25","Magalhães-Gomes, F.; Magalhães-Gomes, C.T.","s.n.","1893",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Frutex. (Ex Herb. Magalhães Gomes n. 1529)",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:57:33-03","UFOP","OUPR","6424","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","Marquete, R.","2006","04","25","Messias, M.C.T.B.","s.n.","1996","11","01","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Próximo à sede.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, flores amareladas. Capoeira.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"26","2014-10-14 15:56:20-03","BS","M","M-0113065","S",NA,NA,"Casearia","selloana","Casearia selloana","ichler",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,"M0113065",NA,NA,NA,NA,NA,NA,NA,"ISOLECTOTYPE",NA,NA,NA,NA
"27","2020-12-21 16:44:18-03","MBM","MBM","404840","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","Marquete, R.","2015","11","19","Silva, L.","630","2015","09","22","Brazil","Rio de Janeiro","Valença","Conglomerado 99-2-2-7","-44.01","-22.23","-44.01","-22.23",NA,NA,"Árvore com 11 m de altura, base reta, casca interna marrom, casca externa cinza, fina, áspera. Flor amarela.; Floresta Estacional Semidecidual.","MBM404840",NA,"Southern America","MBM404840",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-01-11 11:05:17-02","MNHN","RECOLNAT_MNHN_P","P00371621","PreservedSpecimen",NA,"Salicaceae","Casearia","selloana","Casearia selloana","Eichler","Sleumer",NA,NA,NA,"Sello",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00371621' target='other'> <mi>dwc_moreinfo</mi></a>","P00371621",NA,NA,"P00371621_01",NA,NA,NA,NA,"isolectotype",NA,"hb",NA,NA
"29","2015-09-05 06:39:11-03","MNHN","RECOLNAT_MNHN_P","P04762350","PreservedSpecimen",NA,"Salicaceae","Casearia","selloana","Casearia selloana","Eichler",NA,NA,NA,NA,"Netto, L.",NA,NA,NA,NA,"Brasil","Alagoas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04762350' target='other'> <mi>dwc_moreinfo</mi></a>","P04762350",NA,NA,"P04762350_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA
"30","2015-09-05 06:39:11-03","MNHN","RECOLNAT_MNHN_P","P04762351","PreservedSpecimen",NA,"Salicaceae","Casearia","selloana","Casearia selloana","Eichler",NA,NA,NA,NA,"Schwacke",NA,"1881","9","15","Brasil",NA,NA,"Brésil. Sobral prope Parahyba",NA,NA,NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04762351' target='other'> <mi>dwc_moreinfo</mi></a>","P04762351",NA,NA,"P04762351_01",NA,NA,NA,NA,NA,NA,"hb","3215",NA
"31","2020-12-11 11:41:16-03","UFMG","BHCB","115835","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler",NA,"2017","04","18","Stehmann, JR; Garcia, S; Giacomin, LL; Machado, G; Martins, C; Pena, F; Ribeiro, R; Trancoso","5014","2007","10","13","Brasil","Minas Gerais","Ouro Preto","Floresta Estadual do Uaimii","-43.578594","-20.255586","-43.578594","-20.255586","1105","1105","Árvore de 6,5 m; na Floresta Estacional Semidecidual",NA,"Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:41:16-03","UFMG","BHCB","139322","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler",NA,NA,NA,NA,"Santos, MF; Marques, JBC","396","2008","10","24","Brasil","Minas Gerais","Itambé do Mato Dentro","Distrito de Santana do Rio Preto (Cabeça de Boi), Borda de clareira após subida de morro nas terras de José Agostinho - outro proprietário, próximo à fio d#?#agua","-43.402056","-19.396361","-43.402056","-19.396361",NA,NA,"Arvoreta, 4 m alt. Ramos brilhantes, escurecidos. Folha com face adaxial verde-escura brilhante. Inflorescência velha, esverdeada.",NA,"Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-05-20 10:34:52-03","UFERSA","MOSS","11955","S","Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Marquete, R.","2005",NA,NA,"Valente, A.","131","2002","01","12","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca, Parque Estadual do Ibitipoca.","-43.7931","-21.8425",NA,NA,NA,NA,"Árvore; coletada em borda de mata, 1 km da portaria do Parque; folha concolor; fruto imaturo verde.",NA,NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:46:06-03","MBML","MBML-HERBARIO","32791",NA,"Plantae","Flacourtiaceae","Casearia","selloana","Casearia selloana","Eichler","Ronald Marquete/Nov.2009",NA,NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1476","2006","09","28","Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio Lorenccini","-40.514167","-19.351944","40W30'51","19S21'7","150","150","Arvoreta 5m de alt. Flores e botões florais verdes. Borda de mata.","MBML032791",NA,NA,"MBML032791",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-11-24 14:12:25-02","UFLA","ESAL","22764","S","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler",NA,NA,NA,NA,"Santos, RM; F.A. Vieira","1739",NA,NA,NA,"Brasil","Bahia","São Desiderio",NA,"-44.9733009338379","-12.3633003234863",NA,NA,NA,NA,"árvore; 4m; ;",NA,NA,NA,NA,"175149","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-26 13:58:26-03","IMA","MAC","40138","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","V.M.Costa","68","2007","10","21","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Piedade.","-34.906111","-7.854422","-34.906111","-7.854422",NA,NA,"Árvore ca. de 4m de altura. Inflorescência escura.; Mata Atlântica.","MAC0040138",NA,NA,"MAC0040138",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-26 13:58:26-03","IMA","MAC","10021","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","31","M.N.Rodrigues","1457","1998","12","26","Brasil","Alagoas","Penedo","Barragem da fazenda Gameleira, Pequena grota e vale.","-36.581925","-10.287233","-36.581925","-10.287233",NA,NA,"Árvore ca. de 4m de altura. Flores cremes. Frutos verdes.; Mata Atlântica.","MAC0010021",NA,NA,"MAC0010021",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-26 13:58:26-03","IMA","MAC","10612","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","R.Marquete","2008","07",NA,"M.N.Rodrigues; I.A.Bayma","1515","1999","04","09","Brasil","Alagoas","Maragogi","AL - 101 S, próximo ao posto da Telesa, Área antrópica.","-35.223331","-9.088889","-35.223331","-9.088889",NA,NA,"Arvoreta ca. de 2,5m de altura. Frutos imaturos.; Restinga arbustiva-arbórea.","MAC0010612",NA,NA,"MAC0010612",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-26 13:58:26-03","IMA","MAC","11263","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","R.P.Lyra-Lemos; et al.","4950","2000","07","20","Brasil","Alagoas","Maceió","Mata depois do povoado Saúde, Vai até a Usina Cachoeira do Mirim.","-35.737011","-9.679836","-35.737011","-9.679836",NA,NA,"Árvore ca. de 2,5m de altura.; Mata Atlântica.","MAC0011263",NA,NA,"MAC0011263",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-26 13:58:26-03","IMA","MAC","14945","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","M.A.B.L.Machado","90","2001","08","30","Brasil","Alagoas","Coruripe","Usina Coruripe, Fazenda Progresso.","-36.176061","-11.227742","-36.176061","-11.227742",NA,NA,"Árvore planta com ca. de 3m de alt. Botões verdes imaturos.; Mata Atlântica.","MAC0014945",NA,NA,"MAC0014945",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-26 13:58:26-03","IMA","MAC","25244","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","R.P.Lyra-Lemos; Santos, MR dos; P.A.F.Rios","9802","2006","09","21","Brasil","Alagoas","Rio Largo","Mata do Cedro, Proximidades do açude.","-35.839433","-9.477828","-35.839433","-9.477828",NA,NA,"Árvore ca. de 4m de altura. Botões florais verdes.; Mata Atlântica.","MAC0025244",NA,NA,"MAC0025244",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-26 13:58:26-03","IMA","MAC","25937","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","R.P.Lyra-Lemos","10020","2006","11","30","Brasil","Alagoas","Paripueira","RPPN Sabiá.","-35.569769","-9.463131","-35.569769","-9.463131",NA,NA,"Árvore ca. de 5m de altura. Inflorescência creme.; Mata Atlântica.","MAC0025937",NA,NA,"MAC0025937",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-26 13:58:26-03","IMA","MAC","34797","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","M.N.Rodrigues","2337","2008","11","20","Brasil","Alagoas","Maceió","Ipioca, Sitio Largo.","-35.594714","-9.510272","-35.594714","-9.510272",NA,NA,"Árvore ca. de 4m de altura. Flores cremes.; Mata Atlântica secundária.","MAC0034797",NA,NA,"MAC0034797",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-26 13:58:26-03","IMA","MAC","37748","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","31","Chagas-Mota; E.Gonçalves; N.Ramos","2463","2009","03","28","Brasil","Alagoas","Boca da Mata","Fazenda Daniel.","-37.589556","-9.663","-37.589556","-9.663",NA,NA,"Árvore ca. 6 m de altura. Botões amarelos.; Mata Pluvial Atlântica.","MAC0037748",NA,NA,"MAC0037748",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-26 13:58:26-03","IMA","MAC","40137","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","J.S.Gomes; M.A.Chagas","288","2008","12","19","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Piedade.","-34.906111","-7.854422","-34.906111","-7.854422",NA,NA,"Árvore ca. de 3m de altura. Inflorescência marron. Frutos verdes.; Mata Atlântica.","MAC0040137",NA,NA,"MAC0040137",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-26 13:58:26-03","IMA","MAC","50542","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","31","Chagas-Mota; J.M.Ferreira","9581","2010","11","24","Brasil","Alagoas","Messias","Serra da Saudinha.","-35.839181","-9.393842","-35.839181","-9.393842",NA,NA,"Árvore ca. 6 m de altura. Flores verdes.; Mata Atlântica.","MAC0050542",NA,NA,"MAC0050542",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-26 13:58:26-03","IMA","MAC","9694","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","30","R.P.Lyra-Lemos","3927","1994","10","27","Brasil","Alagoas","Murici","Estação Ecológica de Murici.","-35.943328","-9.306669","-35.943328","-9.306669",NA,NA,"Árvore com ca. de 5m de altura. Flores diminutas reunidas nas axilas das folhas.; Mata Atlântica em serra.","MAC0009694",NA,NA,"MAC0009694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-26 13:58:26-03","IMA","MAC","9918","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","31","R.P.Lyra-Lemos; M.N.Rodrigues; I.A.Bayma","4040","1998","11","26","Brasil","Alagoas","Feliz Deserto","à 2km da cidade.","-36.330122","-10.288836","-36.330122","-10.288836",NA,NA,"Árvore ca. de 5m de altura. Botões florais cremes.; Restinga arbustiva-arbórea.","MAC0009918",NA,NA,"MAC0009918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-26 13:58:26-03","IMA","MAC","46180","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2017","01","31","Chagas-Mota; M.Caju","7684","2010","03","06","Brasil","Alagoas","São Sebastião","Fazenda Indiana.","-36.55419921875","-9.93360996246338",NA,NA,NA,NA,"Árvore ca. 6 m de altura. Flores cremes.; Mata Atlântica.","MAC0046180",NA,NA,NA,"16608","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-04 10:30:09-03","UFRPE","HST","2876","PreservedSpecimen","Plantae","Salicaceae","Casearia","selloana","Casearia selloana","Eichler","F.A.A.Nepomuceno","2016","11","23","M.T.Monteiro","21831","1967","12","12","Brasil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,NA,NA,"Flores pequenas, esbranquiçadas, com perfume agradável.","HST002876",NA,NA,NA,"30539","auto",NA,NA,NA,NA,NA,NA,NA
