"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","497019","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. G. Hatschbach","G. G. Hatschbach","1969","11","05","Brazil","Paraná","Sao José dos Pinhais","Rio Pequeno","-49.2064","-25.5347",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497019","NY00497019_01","22837","South America","sheet",NA,"Magnoliophyta","Aquifoliales","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","497015","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. Edwin","G. G. Hatschbach","1969","01","29","Brazil","Paraná","Bocaiúva do Sul","Sesmaria, rio Capivari, 2 km ao Oeste","-49.115","-25.2061",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497015","NY00497015_01","20941","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","497024","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek",NA,"M. Sobral","1985","01","01","Brazil","Rio Grande do Sul","Cambará do Sul","Faxinal, Cambará do Sul","-50.143208","-29.047894",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497024","NY00497024_01","3638","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","497016","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. G. Hatschbach","G. G. Hatschbach","1977","04","14","Brazil","Paraná","Piraquara","Col. Sta. Maria","-49.0631","-25.4419",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497016","NY00497016_01","39878","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","497031","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","L. B. Smith","R. Reitz","1959","02","19","Brazil","Santa Catarina",NA,"Curral Falso, Bom Jardim, S. Joaquim",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497031","NY00497031_01","8400","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","497033","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. Edwin","R. M. Klein","1960","03","11","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf, Blumenau","-49.132229","-27.025081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497033","NY00497033_01","2423","South America","sheet",NA,"Magnoliophyta","Aquifoliales","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","497017","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","S. M. Andrews","G. G. Hatschbach","1969","04","18","Brazil","Paraná","Balsa Nova","Serra S'Ana","-49.6356","-25.5842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497017","NY00497017_01","21348","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","497020","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. G. Hatschbach","G. G. Hatschbach","1967","10","05","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-48.829656","-25.241299",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497020","NY00497020_01","17318","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1950","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","497032","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. Edwin","R. M. Klein","1962","12","05","Brazil","Santa Catarina","Curitibanos","Curitibanos","-50.617613","-27.287336",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497032","NY00497032_01","3270","South America","sheet",NA,"Magnoliophyta","Aquifoliales","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","497014","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","P. K. H. Dusén","P. K. H. Dusén","1909","01","07","Brazil","Paraná","Morretes","Roça Nova","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497014","NY00497014_01","s.n.","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","497029","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek",NA,"R. Reitz","1958","12","11","Brazil","Santa Catarina",NA,"Curral Falso, Bom Jardim, S. Joaquin",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497029","NY00497029_01","7796","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","497018","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. G. Hatschbach","G. G. Hatschbach","1970","11","13","Brazil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497018","NY00497018_01","25383","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1540","1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","497012","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. C. Coelho","G. G. Hatschbach","1986","11","26","Brazil","Paraná","Bocaiúva do Sul","Cerro das Flores","-49.115","-25.2061",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497012","NY00497012_01","50806","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","497022","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","S. M. Andrews","H. C. de Lima","1990","11","02","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.05","-22",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497022","NY00497022_01","4014","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","497035","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","S. F. Smith","R. Reitz","1965","12","10","Brazil","Santa Catarina","Itaiópolis","Itaió, Itaiópolis","-49.9064","-26.3367",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497035","NY00497035_01","17374","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","497034","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G. Edwin","R. M. Klein","1963","11","02","Brazil","Santa Catarina","Urupema","Urupema, Sao Joaquim","-49.8731","-27.9531",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497034","NY00497034_01","4554","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","497013","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","P. K. H. Dusén","P. K. H. Dusén","1909","01","07","Brazil","Paraná","Morretes","Roça Nova","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497013","NY00497013_01","s.n.","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","632042","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","M. Groppo, Jr.","R. M. Silva","2000","03","25","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, núcleo Cunha-Indaiá. Trilha para as nascentes do rio Bonito","-44.9597","-23.07",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748045' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632042","NY00632042_01","1794","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","497030","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","L. B. Smith","R. Reitz","1958","01","10","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim, Campo Alegre","-49.2656","-26.1925",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497030","NY00497030_01","6111","South America","sheet",NA,"Magnoliophyta","Aquifoliales","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","497027","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","L. E. T. Loesener","A. Löfgren","1894","04","02","Brazil","São Paulo","Bocaína","Bocaina","-48.5099983215332","-22.1299991607666",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497027","NY00497027_01","8999","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,"18396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","497023","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","B. Rambo","B. Rambo","1946","01","10","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Vila Oliva, S. Fr. de Paula","-50.890537","-29.219297",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497023","NY00497023_01","30966","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:18:54-03","UFRJ","RFA","8569","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","L.B. Smith","G.G. Hatschbach","1958","11","22","Brasil","Paraná","Campina Grande do Sul","Papanduva","-49.0553016662598","-25.3055992126465",NA,NA,"Árvore de 6m. Flor alva.","RFA27625",NA,"5220",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:18:54-03","UFRJ","RFA","11514","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G.G. Hatschbach","G.G. Hatschbach","1967","10","05","Brasil","Paraná","Campina Grande do Sul","Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,"Arbusto do topo do morro.","RFA11148",NA,"17318",NA,NA,NA,NA,NA,"1950","1950","55154","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:18:54-03","UFRJ","RFA","11062","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G.G. Hatschbach","G.G. Hatschbach",NA,NA,NA,"Brasil","Paraná","Morretes","Pico Olimpo.","-48.834400177002","-25.476900100708",NA,NA,"Arbusto, flor alva. Habitat: Matinha regular. Alt. 1540m Habito: Arbusto de 1,50m","RFA10915",NA,"25383",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:18:54-03","UFRJ","RFA","11445","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","G.G. Hatschbach","G.G. Hatschbach","1969","11","13","Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,NA,"Arvoreta, flor alva. Habitat: Matinha ao longo do campo Habito: Arvoreta de 4m","RFA11118",NA,"22837",NA,NA,NA,NA,NA,"900","900","45291","auto","1971","11","05",NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:34:18-03","EAO","IAN","60864","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek",NA,"Ule, EHG",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN060864","IAN060864 IAN060864_e IAN060864_f","1889","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:24:43-03","PUCPR","HUCP","23500","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Dunaiski, A","Dunaiski, A","2005","04","01","Brasil","Paraná","São José dos Pinhais","Cunhãy","-49.2064018249512","-25.5347003936768",NA,NA,NA,"HUCP00005199","HUCP00005199","2731",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:24:43-03","PUCPR","HUCP","19045-A","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Selusniaki, M","Selusniaki, M","2006","06","17","Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,"HUCP00005025","HUCP00005025","1095",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:24:43-03","PUCPR","HUCP","20626","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Selusniaki, M","Selusniaki, M","2008","08","30","Brasil","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,"HUCP00005136","HUCP00005136","2733",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:24:43-03","PUCPR","HUCP","19928","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Brotto, M","Brotto, M","2008","02","23","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,"HUCP00005188","HUCP00005188","054",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:24:43-03","PUCPR","HUCP","18631","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Selusniaki, M","Selusniaki, M","2007","10","27","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,"HUCP00005169","HUCP00005169","1382",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:24:43-03","PUCPR","HUCP","11953","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Santos, EP","Santos, EP; Cervi, AC; Coimbra, CMS","1997","10","24","Brasil","Paraná","Quatro Barras","Serra do Capivari","-49.0769004821777","-25.3656005859375",NA,NA,"N° 34108.","HUCP00005077","HUCP00005077","402",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:24:43-03","PUCPR","HUCP","16637","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Cordeiro, J","Cordeiro, J","2003","03","15","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"2083",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:24:43-03","PUCPR","HUCP","18845","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Selusniaki, M","Selusniaki, M","2007","04","05","Brasil","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,NA,"HUCP00005008","HUCP00005008","1336",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:24:43-03","PUCPR","HUCP","19925","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Santos, EP","Santos, EP","2001","10","24","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,"HUCP00005081","HUCP00005081","1609",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:24:43-03","PUCPR","HUCP","19725","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Selusniaki, M","Selusniaki, M; Brotto, M; Souza, A; Ariati, V","2008","05","04","Brasil","Paraná","Morretes","Rochedinho, Pico Marumbi.","-48.834400177002","-25.476900100708",NA,NA,NA,"HUCP00005029","HUCP00005029","2239",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:24:43-03","PUCPR","HUCP","21864","S","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek.","Selusniaki, M","Selusniaki, M","2007","10","27","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"1381",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-26 18:07:05-03","CPAN-UFMS","COR","8872","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","microdonta","Ilex microdonta","Reissek","S.Andrews","Silva, J. M.; Abe, L. M.","1998","11","11","Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina. Matinha nebular; ;.","-49.1150016784668","-25.2061004638672",NA,NA,"Com Flor: alva",NA,NA,"2615",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
