"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","recordNumber","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"53","2012-05-09 05:10:00-03","MO","MOBOT","2396000","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","J.R. Daviña","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Daviña 402",NA,NA,NA,NA,NA,"Corrientes","Capital","Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2014-04-29 05:39:00-03","MO","MOBOT","2425027","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Renée H. Fortunato|J.A. Greppi|Ricardo Micheli","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Fortunato 7185",NA,"Fortunato, R. H.","2001","3","16","Salta","Guachipas","Protected due to name conservation status","-65.48","-25.65",NA,NA,NA,NA,"1817.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2014-04-29 05:39:00-03","MO","MOBOT","2425040","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Renée H. Fortunato|J.A. Greppi|Silvana Sede|S. Soto","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Fortunato 7908",NA,"Fortunato, R. H.","2003","1","31","Entre Ríos","La Paz","Protected due to name conservation status","-59.67","-30.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2009-07-15 12:23:00-03","MO","MOBOT","2429136","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Renée H. Fortunato","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Fortunato 640",NA,"Fortunato, R. H.","1983","11","13","Chaco","Bermejo","Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2011-02-19 19:52:00-02","MO","MOBOT","2429155","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","F. Biganzoli|Diego Giraldo-Cañas","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Biganzoli 60",NA,"Ulibarri, E. A.","1998","5","7","Misiones","San Ignacio","Protected due to name conservation status","-55.57","-27.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2011-02-18 16:47:00-02","MO","MOBOT","2452625","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Dorothy Araujo","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Araujo 114",NA,"Izaguirre de Artuccio, P.",NA,NA,NA,"Rio Grande do Sul",NA,"Protected due to name conservation status","-51.48","-29.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-02-28 05:45:00-03","MO","MOBOT","2514439","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","P. Izaguirre","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Izaguirre de Artuccio 170",NA,"Izaguirre de Artuccio, P.",NA,NA,NA,"Canelones",NA,"Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-02-24 05:31:00-03","MO","MOBOT","2514453","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Seijo 2374",NA,NA,"2001","11","24","Salto",NA,"Protected due to name conservation status","-57.94","-31.36",NA,NA,NA,NA,"61.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2018-02-24 05:31:00-03","MO","MOBOT","2514467","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Seijo 2415",NA,NA,"2001","11","25","Salto",NA,"Protected due to name conservation status","-57.71","-30.84",NA,NA,NA,NA,"24.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","3198871","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Castro","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Castro 5798",NA,NA,NA,NA,NA,"Florida",NA,"Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2010-01-29 20:50:00-02","MO","MOBOT","3199043","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","W.G. Herter","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Herter 452",NA,NA,"1926","12",NA,NA,NA,"Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2012-04-20 09:46:00-03","MO","MOBOT","3199199","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Pedro Jörgensen","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"Jörgensen 2144",NA,NA,"1872","10",NA,"Chaco",NA,"Protected due to name conservation status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2009-08-21 06:32:00-03","MO","MOBOT","2452643","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis colombiana","Balduino Rambo","South America","Brazil",NA,NA,NA,NA,NA,NA,"colombiana","Burkart",NA,"Rambo 29411",NA,"Izaguirre de Artuccio, P.",NA,NA,NA,"Rio Grande do Sul",NA,"Porto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-02-28 05:45:00-03","MO","MOBOT","2514479","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis colombiana","P. Izaguirre","South America","Uruguay",NA,NA,NA,NA,NA,NA,"colombiana","Burkart",NA,"Izaguirre de Artuccio 25186",NA,"Izaguirre de Artuccio, P.",NA,NA,NA,"Cerro Largo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-12-23 06:59:00-02","MO","MOBOT","2187413","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis trifoliolata","Karl Fiebrig","South America","Paraguay",NA,NA,NA,NA,NA,NA,"trifoliolata","Hassl.",NA,"Fiebrig 754",NA,NA,NA,NA,NA,"Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-03-29 10:41:23-03","UFSM","HDCF","2280","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Marchiori, J. N. C.",NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"328",NA,"Marchiori, J. N. C.","1986","02","13",NA,"Entre Rios","Chajari",NA,NA,NA,NA,NA,NA,NA,NA,"1986","06","09",NA,NA,NA,NA,NA
"69","2021-01-26 13:54:55-03","IMA","MAC","4915","PreservedSpecimen","Plantae","Fabaceae","Nanogalactia","heterophylla","Nanogalactia heterophylla","P.Gonçalves",NA,"Brasil",NA,NA,"Erva. Flor purpurea.; Campo.","MAC0004915",NA,NA,NA,"(Gillies ex Hook. & Arn.) L.P.Queiroz",NA,"s.n.",NA,"O.Hanrno","1942","01","20","São Paulo","Itaquera.",NA,"-46.455508","-23.5608",NA,NA,"-46.455508","-23.5608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","1877026","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis colombiana","H. García Barriga","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,"Rosales","colombiana","Burkart","Isotype","10996",NA,NA,"1944","1","4","Cundinamarca","San Francisco","Between San Francisco and La Vega.",NA,NA,"Dicotyledonae",NA,NA,NA,"1650","1730",NA,NA,NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","2169496","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","T. Pederson","South America","Argentina",NA,NA,NA,"US02342358",NA,"Rosales",NA,"Benth.",NA,"3017","US02342358_01",NA,"1954","11","30","Corrientes",NA,"Estancia Las Tres Marias, dep. Empedrado",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","1341918","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","G. Herter","South America","Uruguay",NA,NA,NA,"US02342360",NA,"Rosales",NA,"Benth.",NA,"452","US02342360_01",NA,"1926","12",NA,"Montevideo",NA,"Atahualpa",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","1546869","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","S. Venturi","South America","Argentina",NA,NA,NA,"US02342362",NA,"Rosales",NA,"Benth.",NA,"1918",NA,NA,"1922","10","29","Tucuman",NA,"Departamento Cruz Alta, Campo Alegre",NA,NA,"Dicotyledonae",NA,NA,NA,"416",NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","1055081","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","P. Jörgensen","South America","Argentina",NA,NA,NA,"US02342363",NA,"Rosales",NA,"Benth.",NA,"2144",NA,NA,"1917","10",NA,"Chaco",NA,"En el campa, Las Llanos [interpreted]",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","1546873","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","S. Venturi","South America","Argentina",NA,NA,NA,"US02342361",NA,"Rosales",NA,"Benth.",NA,"3345",NA,NA,"1924","1","18","Tucuman",NA,"Departamento Tafi, Los Chamicos",NA,NA,"Dicotyledonae",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","1546925","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","S. Venturi","South America","Argentina",NA,NA,NA,"US02342359",NA,"Rosales",NA,"Benth.",NA,"7333",NA,NA,"1928","10","10","Tucuman",NA,"Departamento Burruyacu, El Puestito",NA,NA,"Dicotyledonae",NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-05-08 11:12:32-03","UEFS","HUEFS","115061","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Galactia","marginalis","Galactia marginalis","Queiroz, L.P.de",NA,"Brasil",NA,NA,"Campos da Serra do Sudeste do Rio Grande do Sul com afloramentos rochosos e capões de mata","HUEFS0115061","Angiospermae","Fabales",NA,"Benth.",NA,"12338",NA,NA,"2006","11","10","Rio Grande do Sul","Santana da Boa Vista","37 km NE de Santana da Boa Vista na estrada para o Passo do Marinheiro","-52.808611","-30.793333","Rosanae",NA,"52W48'31''","30S47'36''","323","323","2007","07",NA,NA,NA,NA,NA,NA
"78","2020-05-08 11:12:32-03","UEFS","HUEFS","115202","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Galactia","marginalis","Galactia marginalis","Queiroz, L.P.de",NA,"Brasil",NA,NA,"Afloramento de arenito","HUEFS0115202","Angiospermae","Fabales",NA,"Benth.",NA,"12479",NA,NA,"2006","11","14","Rio Grande do Sul","Quaraí","ca. 21 km E de Quaraí na estrada para Santana do Livramento.","-56.248333","-30.469444","Rosanae",NA,"56W14'54''","30S28'10''","184","184","2007","07",NA,NA,NA,NA,NA,NA
"79","2020-05-08 11:12:32-03","UEFS","HUEFS","115234","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Galactia","marginalis","Galactia marginalis","Queiroz, L.P.de",NA,"Brasil",NA,NA,"Campo com arroio pedregoso","HUEFS0115234","Angiospermae","Fabales",NA,"Benth.",NA,"12511","HUEFS0115234",NA,"2006","11","16","Rio Grande do Sul","Santana do Livramento","ca. 59 km W de Santana do Livramento na rodovia para Quaraí (BR-293)","-56.044167","-30.58","Rosanae",NA,"56W2'39''","30S34'48''","185","185","2007","07",NA,NA,NA,NA,NA,NA
"80","2020-05-08 11:12:32-03","UEFS","HUEFS","177216","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Galactia","marginalis","Galactia marginalis","Lima, L.C.P.",NA,"Brasil",NA,NA,NA,"HUEFS0177216","Angiospermae","Fabales",NA,"Benth.",NA,"453",NA,"L.P.de Queiroz","2008","12","09","Rio Grande do Sul","Caçapava do Sul","RS-357, ca. 27 Km Sudeste de Caçapava do Sul, sentido Lavras do Sul.","-53.616667","-30.666667","Rosanae",NA,"53W37'","30S40'",NA,NA,"2011","11",NA,NA,NA,NA,NA,NA
"81","2020-05-08 11:12:32-03","UEFS","HUEFS","115339","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Galactia","marginalis","Galactia marginalis","Queiroz, L.P.de",NA,"Brasil",NA,NA,"Afloramentos de arenito","HUEFS0115339","Angiospermae","Fabales",NA,"Benth.",NA,"12617",NA,NA,"2006","11","20","Rio Grande do Sul","São Francisco de Assis","ca. 52 km N na estrada de Manoel Viana para Sobradinho (RS-176)","-55.473333","-29.168056","Rosanae",NA,"55W28'24''","29S10'5''","110","110","2007","07",NA,NA,NA,NA,NA,NA
"82","2018-02-05 13:32:36-02","F","FMNH-SEEDPLANTS","V0449154F","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis",NA,"South America","Argentina",NA,NA,NA,"V0449154F","Spermatophyta",NA,NA,NA,NA,"744","V0449154F_01",NA,"1945","12","27",NA,NA,NA,"-64.9208","-35.3869","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2018-02-05 13:32:36-02","F","FMNH-SEEDPLANTS","V0449155F","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","N. I. Matzenbacher","South America","Brazil",NA,NA,NA,"V0449155F","Spermatophyta",NA,NA,NA,NA,"45","V0449155F_01",NA,"1993","11","20",NA,NA,NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2018-02-05 13:32:36-02","F","FMNH-SEEDPLANTS","V0449156F","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","R. Schreiter","South America","Argentina",NA,NA,NA,"V0449156F","Spermatophyta",NA,NA,NA,NA,"71951","V0449156F_01",NA,"1929","11","30",NA,NA,NA,"-64.9208","-35.3869","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-09-05 15:25:50-03","F","FMNH-SEEDPLANTS","V0059295F","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis trifoliata","K. Fiebrig","South America","Paraguay",NA,NA,NA,"V0059295F","Spermatophyta",NA,"trifoliata",NA,"Isotype","754","V0059295F_01",NA,"1903",NA,NA,NA,NA,NA,"-58.1689","-23.2025","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-23 12:07:34-03","CEPLAC","CEPEC","39540","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","P. Gonçalves",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O. Handro","1942","01","20","São Paulo","itaquera",NA,NA,NA,NA,"30/12/1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-01 14:59:41-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Villarroel, D; Martinez, MT; Alemán, L","Southern America","Bolivia",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Benth.",NA,"3732",NA,"Villarroel, D","2013","11","30","Santa Cruz","Prov. Andrés Ibáñez","Monumento Natural Espejillos. Zona de Alto Espejo. Campo sujo con suelos pedregosos y bien drenados. Campo limpo con suelos arenosos y afloramientos abruptos de rocas.","-63.452778","-17.913333",NA,NA,"-63.452778","-17.913333","885","885",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-20 14:56:02-03","UFSC","FLOR","44518","PreservedSpecimen","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Miotto, S.T.S.",NA,"Brasil",NA,NA,"Recebido de ICN Nª 122689.","FLOR0044518",NA,"Fabales",NA,"Benth.",NA,"2059",NA,"Miotto, S.T.S.","2001","01","29","Santa Catarina","Lebon Régis","SC 302, a 2 Km do Trevo da BR 116, entre Lebon Régis e Santa Cecília.","-50.6953010559082","-26.9288997650146",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33793","auto",NA,NA,NA
"89","2021-02-08 12:41:48-03","UFRGS","ICN","126691","S","Plantae","Fabaceae","Galactia","cf. marginali","Galactia cf. marginali","Longhi-Wagner, HM","América do Sul","Brasil",NA,NA,"esporádica","ICN00022488","Dicotyledon",NA,NA,NA,NA,"3723","ICN00022488","Longhi-Wagner, HM","1997","01","23","SC","Horizonte","BR 280 30 km do trevo de acesso a Palmas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:41:48-03","UFRGS","ICN","152165","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Lüdtke, R","América do Sul","Brasil",NA,NA,"população grande, flores purpúreas; campo em beira de estrada, arenito exposto","ICN00022498","Dicotyledon",NA,NA,"Benth.",NA,"808","ICN00022498","Lüdtke, R","2007","11","08","PR","Ponta Grossa","BR 277 km 142","-49.741389","-25.445833",NA,NA,"-49.741389","-25.445833","1040","1040",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:41:50-03","UFRGS","ICN","159229","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Ceolin, GB","América do Sul","Brasil",NA,NA,"flor roxa, um indivíduo; campo limpo, pastejado, relevo plano, sob a sombra","ICN00022505","Dicotyledon",NA,NA,"Benth.",NA,"155","ICN00022505","Ceolin, GB","2008","11","14","RS","Lavras do Sul","estrada de terra entre Lavras e Bagé 30°15'07 7S 53°56'36 3W","-53.943333","-30.251944",NA,NA,"-53.943333","-30.251944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:41:48-03","UFRGS","ICN","148335","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Miotto, STS","América do Sul","Brasil",NA,NA,"Em campo arbustivo, com afloramentos rochosos","ICN00022491","Dicotyledon",NA,NA,"Benth.",NA,"2414","ICN00022491","Miotto, STS","2006","12","09","RS","Viamão","Parque Estadual de Itapuã Morro das Pombas lado sul ao lado da estrada da Pedreira 30°20'56 1''S 51°02'16 2''W","-51.037778","-30.348889",NA,NA,"-51.037778","-30.348889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:41:48-03","UFRGS","ICN","152158","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Lüdtke, R","América do Sul","Brasil",NA,NA,"flores purúreas; campo seco","ICN00022497","Dicotyledon",NA,NA,"Benth.",NA,"801","ICN00022497",NA,"2007","11","07","PR","Guarapuava","BR 277 km 340","-51.434167","-25.341667",NA,NA,"-51.434167","-25.341667","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:41:50-03","UFRGS","ICN","159232","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Ceolin, GB","América do Sul","Brasil",NA,NA,"vegetativo, baixa frequência; barranco desmoronado, solo arenoso, exposto, raso, pedregoso, beira de lavoura","ICN00022465","Dicotyledon",NA,NA,"Benth.",NA,"144","ICN00022465","Ceolin, GB","2008","10","11","RS","Barra do Quaraí","BR-472 30°11'31 0S 57°28'50 8W","-57.480556","-30.191944",NA,NA,"-57.480556","-30.191944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:41:48-03","UFRGS","ICN","152371","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Ceolin, GB","América do Sul","Brasil",NA,NA,"Flor rosa e fruto imaturo, muito ramificado; barranco pedregoso, solo Argissolo, raso, aparentemente sem distúrbio","ICN00022484","Dicotyledon",NA,NA,"Benth.",NA,"127","ICN00022484 ICN00022484_1","Ceolin, GB","2007","10","20","RS","Rio Pardo","beira de estrada 30° 12' 14 1S 52° 28' 20 4W","-52.472222","-30.203889",NA,NA,"-52.472222","-30.203889","86","86",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:41:50-03","UFRGS","ICN","165363","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Silva Filho, PJS","América do Sul","Brasil",NA,NA,"Flores rosadas","ICN00022500","Dicotyledon",NA,NA,"Benth.",NA,"507","ICN00022500","Silva Filho, PJS; Miotto",NA,NA,NA,"RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã.-30.066517 -51.023072","-51.023056","-30.066389",NA,NA,"-51.023056","-30.066389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:41:50-03","UFRGS","ICN","168052","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Miotto, STS","América do Sul","Brasil",NA,NA,NA,"ICN00022471","Dicotyledon",NA,NA,"Benth.",NA,"2513","ICN00022471","Miotto, STS","2010","11","06","RS","Aceguá","RS-153; 31°34'97.2''S 54°08'39.0''W","-54.139722","-31.582778",NA,NA,"-54.139722","-31.582778",NA,NA,"2011","05","20",NA,NA,NA,NA,NA
"98","2021-02-08 12:41:50-03","UFRGS","ICN","190282","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Silva Filho, PJS","América do Sul","Brasil",NA,NA,"Flores roxas; Em campo seco arenoso","ICN00022508","Dicotyledon",NA,NA,"Benth.",NA,"1712","ICN00022508","Silva Filho, PJS","2011","12","18","RS","Barra do Quaraí",NA,"-57.479444","-30.191667",NA,NA,"-57.479444","-30.191667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:41:50-03","UFRGS","ICN","200163","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Richit, JF","América do Sul","Brasil",NA,NA,"Material Testemunho; Campo aberto","ICN00039774","Dicotyledon",NA,NA,"Benth.",NA,"s.n.",NA,"Christ, AL","2019","01","05","RS","Maximiliano de Almeida",NA,"-51.793333","-27.538889",NA,NA,"-51.793333","-27.538889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:41:48-03","UFRGS","ICN","120048","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Flores, A","América do Sul","Brasil",NA,NA,"Campo-cerrado; beira de estrada.","ICN00022489","Dicotyledon",NA,NA,"Benth.",NA,"126","ICN00022489","Flores, A","1997","01","27","PR","Sengés","PR 151 em direção a Itararé 8km após ponte do Rio Cajuru","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA
"101","2021-02-08 12:41:48-03","UFRGS","ICN","122167","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Miotto, STS","América do Sul","Brasil",NA,NA,NA,"ICN00022473","Dicotyledon",NA,NA,"Benth.",NA,"1719","ICN00022473","Miotto, STS","1999","02","06","RS","Encruzilhada do Sul","entre Pantano Grande e Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62084","auto",NA,NA,NA
"102","2021-02-08 12:41:48-03","UFRGS","ICN","065412","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Sobral, M","América do Sul","Brasil",NA,NA,"erva, flores roseas; em campo","ICN00022512","Dicotyledon",NA,NA,"Benth.",NA,"3412","ICN00022512","Miotto, STS","1984","11","17","RS","Uruguaiana","Parque do Espinilho, Barra do Quaraí","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"1991","09",NA,"93142","auto",NA,NA,NA
"103","2021-02-08 12:41:48-03","UFRGS","ICN","122689","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Miotto, STS","América do Sul","Brasil",NA,NA,NA,"ICN00022490","Dicotyledon",NA,NA,"Benth.",NA,"2059","ICN00022490","Miotto, STS","2001","01","29","SC","Santa Cecília","SC 302 a 2 Km do trevo da BR 116, entre Lebon Régis e Santa Cecí","-50.4268989562988","-26.9608001708984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37034","auto",NA,NA,NA
"104","2021-02-08 12:41:48-03","UFRGS","ICN","033554","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Miotto, STS","América do Sul","Brasil",NA,NA,"flor roxa","ICN00022511","Dicotyledon",NA,NA,"Benth.",NA,"305","ICN00022511","Miotto, STS","1976","12","10","RS","Santo Antônio","3km após Coudelaria do Rincão",NA,NA,NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:41:48-03","UFRGS","ICN","044238","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","H.S.A.","América do Sul","Brasil",NA,NA,NA,"ICN00022466","Dicotyledon",NA,NA,"Benth.",NA,"s.n.","ICN00022466","Burkart, A","1932","11",NA,"RS","Livramento","Sarandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:41:48-03","UFRGS","ICN","092860","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Valls, JFM","América do Sul","Brasil",NA,NA,NA,"ICN00022467","Dicotyledon",NA,NA,"Benth.",NA,"s.n.","ICN00022467","Miotto, STS","1985","12",NA,"RS",NA,"campanha",NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:41:48-03","UFRGS","ICN","092876","S","Plantae","Fabaceae","Galactia","marginalis","Galactia marginalis","Valls, JFM","América do Sul","Brasil",NA,NA,NA,"ICN00022499","Dicotyledon",NA,NA,"Benth.",NA,"9519","ICN00022499","Miotto, STS","1985","12",NA,"RS",NA,"campanha",NA,NA,NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA
