"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","782073","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","M. H. Nee","M. H. Nee","47538","1997","12","26","South America","Bolivia","Santa Cruz","Ignacio Warnes","2.5 km NW of La Esperanza and 2 km SE of junction with Montero-Okinawa highway.","-63.05","-17.275","270","270","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","782072","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","M. H. Nee","M. H. Nee","47487","1997","12","24","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Along old road from Santa Cruz to Camiri, 3.5 km S of Pedro Lorenzo, and 20 km S of turnoff from Santa Cruz-Samaipata highway.","-63.22","-18.025","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","870375","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","R. Riina","M. H. Nee","51411","2000","11","09","South America","Bolivia","Santa Cruz","Cordillera","7 km NW of turnoff from highway at Río Seco on dirt road toward La Florida.","-63.2935","-18.641","525","525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","230202","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","M. H. Nee","M. H. Nee","47372","1997","12","20","South America","Bolivia","Santa Cruz","Ignacio Warnes","Quebrada El Jipa. 3 km NE from RR crossing on SE side of Warnes, on road NE to Okinawa.","-63.13","-17.4933","325","325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1026960","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","G. L. Webster","W. R. Anderson","7372","1973","03","18","South America","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 4 km by road S of Terezina.","-47.2647","-13.81255","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01026960","NY01026960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","870378","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","R. Riina","M. H. Nee","53026","2005","05","16","South America","Bolivia","Santa Cruz","Ñuflo de Chávez","Along bridge over Río Quizer on highway from San Ramón to San Javier","-62.4791667","-16.48472222","260","260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1019734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822971","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","R. Riina","G. G. Hatschbach","43630","1981","02","20","South America","Brazil","Paraná","Adrianópolis","Ponte do Ribeira, 1 km Rio Acima.","-48.9908","-24.6572",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822971","NY00822971_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","262950","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Croton","sarcopetaloides","Croton sarcopetaloides","S.Moore",NA,"S. L. M. Moore","940","1891",NA,NA,"South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00262950","NY00262950_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:08:30-03","UNESP-IBB","BOTU","26830","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Santos, L.B.","Santos, L.B.","307","2009","06","15",NA,"Brasil","São Paulo","Botucatu",NA,"-48.511111","-22.8375",NA,NA,NA,"Arbusto, 1,5 m, folhas cartáceas, frutos verdes","BOTU026830",NA,NA,"2009","09","48°30'40w","22°50'15s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:38-03","UTFPR","DVPR","4186","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Pereira, APN","Cavalheiro, AL; et al.","192","2000","03","13",NA,"Brasil","Paraná","Londina","Fazenda Escola da UEL: UEL.",NA,NA,NA,NA,NA,"Árvore 6 m, CAP 0,58 m, Projeção 5x4, Frutos maduros amarelos. Matriz do viveiro.; Borda da mata.","DVPR004186",NA,NA,"2016","10",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:38:21-03","EAO","IAN","5501","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Müll.Arg.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005501","IAN005501_ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:38:21-03","EAO","IAN","18362","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes angustifolius","Müll.Arg.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018362","IAN018362_ft",NA,NA,NA,NA,NA,NA,"angustifolius",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:38:21-03","EAO","IAN","18362","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes angustifolius","Müll.Arg.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018362","IAN018362_ft",NA,NA,NA,NA,NA,NA,"angustifolius",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:38:21-03","EAO","IAN","5182","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","sarcopetaloides","Croton sarcopetaloides","S.Moore",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005182","IAN005182_ft IAN005182_ft1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-02 16:28:49-03","CPAN-UFMS","COR","8398","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Caruzo, M. B. R.","Damasceno-Júnior, G. A.; Boggiani, P. C. & Garcia, M. M. et al","1767","1999","11","28",NA,"Brasil","Mato Grosso do Sul","Bonito","Trilha de acesso à Gruta do Lago Azul","-56.590556","-21.141944","425","425",NA,"Arbusto, 3 m de altura; flor creme Habito: Arbusto",NA,NA,NA,"2008","05","56º35'26''W","21º8'31''S","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-02 16:28:49-03","CPAN-UFMS","COR","5101","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Caruzo, M. B. R.","Pereira, S.","19","1997","11","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Assentamento Taquaral",NA,"-19.087222","165","165",NA,"Subarbusto, 1 m de altura; flor branca Habito: Subarbusto",NA,NA,NA,"2008","05",NA,"19º5'14''S","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-02 16:28:49-03","CPAN-UFMS","COR","790","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Caruzo, M. B. R.","Almeida Rego","621","1986","07","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Lagoa do Jacadigo","-57.7575","-19.315","83","83",NA,NA,NA,NA,NA,"2008","05","57º45'27''W","19º18'54''S","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-14 15:02:43-03","CPAN-UFMS","COR","2792","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Damasceno-Júnior, G. A.","173","1991","10","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro Bocaina","-57.6275","-19.020833","180","180",NA,"Arbustivo Habito: Arbustivo",NA,NA,NA,NA,NA,"57º37'39''W","19º1'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-02 16:28:49-03","CPAN-UFMS","COR","5687","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Caruzo, M. B. R.","Proença, K. C. R.; Teixeira, L. L.; Santos, M. B.; Sodré, S. C. & Ayala, K. X.","43","1998","12","13",NA,"Brasil","Mato Grosso do Sul","Corumbá","Rodovia federal BR-262; próximo ao Parque de Exposição 'Belmiro Maciel de Barros'","-57.620278","-19.036389","160","160",NA,"Arbusto, 1 m de altura; flor verde; fruto verde Habito: Arbusto",NA,NA,NA,"2008","05","57º37'13''W","19º2'11''S","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-14 15:02:43-03","CPAN-UFMS","COR","1957","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Boabaid, L. F.","6","1990","03","21",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morraria Santa Cruz","-57.564167","-19.21","700","700",NA,"Subarbusto Habito: Subarbusto",NA,NA,NA,NA,NA,"57º33'51''W","19º12'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-02 16:28:49-03","CPAN-UFMS","COR","3788","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Caruzo, M. B. R.","Damasceno-Júnior, G. A.",NA,"1992","07","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167","95","95",NA,NA,NA,NA,NA,"2008","05","57º3'50''W","19º23'3''S","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-02 16:28:49-03","CPAN-UFMS","COR","5022","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Caruzo, M. B. R.","Silva, E. L. V.","14","1997","10","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Rincão do Vale","-57.653611","-19.009722",NA,NA,NA,"Herbácea; flor creme; vegetação invasora Habito: Herbácea",NA,NA,NA,"2008","04","57º39'13''W","19º0'35''S","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-12 16:06:06-03","CPAN-UFMS","COR","9110","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Gomes,M.S.; Rodrigues,L.","10","2002","10","12",NA,"Brasil","Mato Grosso do Sul","Ladário","Codrasa.","-57.6016998291016","-19.0046997070312",NA,NA,NA,"Habito: Erva",NA,NA,NA,"2021",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:07:54-03","CPAN-UFMS","COR","2748","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","M.B.R. Caruzo","Santos,V.B.",NA,"1992","08","02",NA,"Brasil","Mato Grosso do Sul","Ladário","Proximidades do mangueiral em Ladário (Mata atrás do conjunto habitacioanl CEAC).","-57.6016998291016","-19.0046997070312",NA,NA,NA,"Com fruto:verde Habito: Herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:07:54-03","CPAN-UFMS","COR","15426","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sarcopetaloides","Croton sarcopetaloides","S.Moore",NA,"Damasceno Junior, G.A. Soares Lima, M; Garcia, M.M.","2172","2001","01","31",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda São Marcelo - Morro Sta Cruz. Mata semidecídua; litólico; Morro.","-57.6016998291016","-19.0046997070312","400","400",NA,"Com Flor: verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:07:54-03","CPAN-UFMS","COR","15445","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","sarcopetaloides","Croton sarcopetaloides","S.Moore",NA,"Oliveira, P. P.; Urquiza, M. V. S.; Santana, A.; Miranda, M. G.",NA,"2011","06","03",NA,"Brasil","Mato Grosso do Sul","Ladário","Lote 3 grota 02. área inundável; ;.","-57.6016998291016","-19.0046997070312",NA,NA,NA,"Com Flor: beje",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.3799466","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Riina R","Hatschbach GG; Pott V; Silva JM",NA,"1994","06","09","Southern America","Brazil",NA,NA,"Rod. MS-228, 5-10km O da Ponte do Rio Areião (mun. Corumbá) Mato Grosso do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3799466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3799466","NL-L3799466",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1267086","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Riina R","Hatschbach GG; Kummrow R",NA,"1984","10","16","Southern America","Brazil","Mato Grosso do Sul",NA,"Antônio João, 5km O, Mato Grosso do Sul.",NA,NA,NA,NA,NA,"Borda da chapada; solo rochoso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267086","NL-U1267086",NA,"2014","09",NA,NA,"01",NA,NA,NA,"Magnoliopsidae","U 0108798",NA,NA,NA,NA
"39","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1271424","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Riina R","Renvoize SA; Wilmot-Dear CM; Kiesling R",NA,"1978","11","14","Southern America","Argentina",NA,NA,"Jujuy, Ledesma, Nr. Las Canteras, sub tropical rain forest, Disturbed ground beside river.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271424","NL-U1271424",NA,"2014","09",NA,NA,"01",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1271615","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Nee MH",NA,"1991","05","24","Southern America","Bolivia",NA,NA,"Depto. Santa Cruz, Prov. Andres Ibanez, along Rio Pirai, 1.5 km NE of El Torno.","-63.375","-17.966667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271615","NL-U1271615",NA,NA,NA,"-63.375","-17.966667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1271616","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Nee MH",NA,"1989","01","28","Southern America","Bolivia",NA,NA,"Depto. Santa Cruz, Prov. Andres Ibanez, ca. 15 km NE of Cotoca along highway to Puerto Pailas.","-62.883333","-17.7",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271616","NL-U1271616",NA,NA,NA,"-62.883333","-17.7",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1271617","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Nee MH",NA,"1987","08","12","Southern America","Bolivia",NA,NA,"Depto. Santa Cruz, Prov. Andres Ibanez, 12 km E of center of Santa Cruz, on road to Cotoca.","-63.066667","-17.766667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271617","NL-U1271617",NA,NA,NA,"-63.066667","-17.766667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:47:59-03","NBC","NL-BOTANY","U.1271618","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.",NA,"Nee MH",NA,"1991","12","17","Southern America","Bolivia",NA,NA,"Depto. Santa Cruz, Prov. Andres Ibanez, 2 km NW of Puerto Pailas, on road to Montero Hoyos.","-62.8","-17.65",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271618","NL-U1271618",NA,NA,NA,"-62.8","-17.65",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:47:59-03","NBC","NL-BOTANY","L.2211588","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","gracilipes","Croton gracilipes","Baill.","Riina R","Irwin HS; Souza R; Reis dos Santos R",NA,"1965","11","16","Southern America","Brazil","Goiás",NA,"Planalto do Brasil. Serra do Rio Preto, Estado de Goiás. Serra do Rio Preto, Estado de Goias, ca. 14 km E. of Cabeceiras","-47","-16",NA,NA,NA,"Gallery forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2211588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2211588","NL-L2211588",NA,"2014","09","-47.0","-16.0","01",NA,NA,NA,"Magnoliopsidae","L 0146110 | 430562",NA,NA,NA,NA
