"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","yearIdentified"
"1","2019-12-09 10:46:08-03","UFSJ","HUFSJ","8867","S","Plantae","Myrtaceae","Myrcia","guarujana","Myrcia guarujana","Sobral, Magenta & Caliari","Sobral, M","isotype","Magenta; Sampaio, PSP; Santos, JM","883","2013","04","16","Brasil","São Paulo","Guarujá","Serra do Guararu, loteamento Iporanga, área C, P19, árvore 1087.","-46.25","-23.9899997711182","18989","Isotipo; Árvore, ca. de 5,5m, inflorescência com pedúnculo e botões florais cobertos por tricomas ferrugíneos.","HUFSJ008867","HUFSJ008867","auto",NA,NA
"2","2019-11-13 16:04:56-03","UNISANTA","HUSC","11287","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","guarujana","Myrcia guarujana","Sobral, Magenta & Caliari.","Sobral, M.",NA,"Magenta, M.; Sampaio, P.S.P.","883","2013","04","16","Brasil","São Paulo","Guaruja","Serra do Guararu, condomínio Iporanga.","-46.25","-23.9899997711182","18989","Isotypus - Phytotaxa 247: 32. 2016. Árvore com 5,5m de altura, ramos, pedúnculo da inflorescência e botões florais cobertos por tricomas ferrugíneos.; Floresta Ombrófila Densa de terras baixas.",NA,NA,"auto","Magnoliophyta","2016"
