"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","fieldNumber","typeStatus","individualCount"
"100","2015-09-03 19:17:10-03","MNHN","RECOLNAT_MNHN_P","P02085560","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Rio d. Janeiro.",NA,NA,NA,NA,NA,NA,"P02085560","P02085560_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085560' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"142",NA,NA
"101","2015-09-03 19:17:11-03","MNHN","RECOLNAT_MNHN_P","P02085562","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Burchell, W.J.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02085562","P02085562_01",NA,NA,NA,"Donné par la Direction du Jardin Royal de Kew 1870. 24 Juillet <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085562' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"3025",NA,NA
"102","2015-09-03 19:17:10-03","MNHN","RECOLNAT_MNHN_P","P02085553","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Glaziou, A.",NA,"1872","1","13","Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. R.J. Est. de Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P02085553","P02085553_01",NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085553' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"57442","auto",NA,NA,NA,"5711",NA,NA
"103","2015-09-03 19:17:11-03","MNHN","RECOLNAT_MNHN_P","P02085561","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Gaudichaud",NA,"1832","1","1","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P02085561","P02085561_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"57442","auto",NA,NA,NA,"142",NA,NA
"104","2015-09-03 19:17:10-03","MNHN","RECOLNAT_MNHN_P","P02085555","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Glaziou, A.",NA,"1872","1","13","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P02085555","P02085555_01",NA,NA,NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085555' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"57442","auto",NA,NA,NA,"5711",NA,NA
"105","2015-09-03 19:17:11-03","MNHN","RECOLNAT_MNHN_P","P02085564","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Glaziou, A.",NA,"1882","8","30","Brasil","Rio de Janeiro","Petrópolis","Serra da Estrella","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"P02085564","P02085564_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085564' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"36524","auto",NA,NA,NA,"14370",NA,NA
"106","2015-09-03 19:17:11-03","MNHN","RECOLNAT_MNHN_P","P02085563","PreservedSpecimen",NA,"Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Glaziou, A.",NA,"1882","8","30","Brasil","Rio de Janeiro","Petrópolis","Serra da Estrella","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"P02085563","P02085563_01",NA,NA,NA,"Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"36524","auto",NA,NA,NA,"14370",NA,NA
"107","2020-12-11 11:43:40-03","UFMG","BHCB","148242","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling",NA,"Souza, FS; Giudicelli, GC; Giacomin, LL; Machado, TM; Kollmann, L","1336","2011","02","03","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Terreno do Furlani. DATUM SAD 69","-40.537194","-19.801111","-40.537194","-19.801111","836","836","BHCB041054",NA,"2018",NA,NA,"PRENSADO EM ÁLCOOL; Hemiepífita. Espigueta do fruto roxo e os estaminódios brancos. Brácteas da espiga negra.; No interior de mata ombrófila.","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-11 17:18:38-03","UFPR","UPCB","89887","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Völtz, R.R.","Völtz, R.R.","1204","2017","02","05","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.302222","-25.176944","-48.302222","-25.176944","100","100","UPCB0028245","UPCB0028245","2017","02",NA,"Erva terrestre no interior da Floresta Ombrófila Densa Submontana; fruto verde..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-11 17:18:38-03","UFPR","UPCB","41921","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Hatschbach, G.","Kozera, C.","1117","1999","07","14","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"1999","08",NA,"Rupícola com frutos. Sub-bosque, floresta ombrófila densa de encosta..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"110","2008-07-18 03:33:00-03","MO","MOBOT","3476072","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","A. Gentry (MO)","Auguste F.M. Glaziou","Glaziou 14371","1861",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA
"111","2009-07-21 23:34:00-03","MO","MOBOT","2459271","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","glaucophylla","Asplundia glaucophylla","Harling","Harling, G. W.","Per Dusén","Dusén 11968","1911","7","21","Brazil","Paraná",NA,"Serra do Mar, Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2018-06-22 05:25:00-03","MO","MOBOT","2459287","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Harling, G. W.","Pe. Raulino Reitz","Reitz 5155","1953","1","18","Brazil","Santa Catarina",NA,"Itajaí. Rio Canôas",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"reitzii",NA,NA,NA,NA,NA,NA,NA,NA
"113","2018-06-22 05:25:00-03","MO","MOBOT","2459287","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Harling, G. W.","Pe. Raulino Reitz","Reitz 5155","1953","1","18","Brazil","Santa Catarina",NA,"Itajaí. Rio Canôas",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"reitzii",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","10452",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. Kollmann; E. Bausen & W. Pizziolo","2017","1999","02","23","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111","40W41'1","19S55'52",NA,NA,"MBML010452","MBML010452",NA,NA,NA,"Mata de encosta,. Terrestre 50cm na sombra. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","1423",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","H. Q. Boudet Fernandes","1838","1986","02","04","Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389","40W36'27","19S55'53",NA,NA,"MBML001423","MBML001423",NA,NA,NA,"Erva, caule prostado, espiga com frutos verdes, solo úmido, ciófila, mata, fundo de vale.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","1425",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","W. Boone","783","1985","09","16","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha","-40.617778","-19.931111","40W37'4","19S55'52",NA,NA,"MBML001425","MBML001425",NA,NA,NA,"Trepadeira, frutos cor de vinho escuros, ciófila, mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","1427",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","W. Boone","222","1984","05","31","Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111","40W30'25","19S56'10",NA,NA,"MBML001427","MBML001427_1 MBML001427_2",NA,NA,NA,"Porte arbustivo com frutos, crescia entre pedras próximo a água.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","14369",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. Kollmann; et al","3777","2001","05","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML014369","MBML014369",NA,NA,NA,"Epífita caída. Folhas verdes acinzentados. Frutos verdes. Inflorescência com tegumento cinza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","25579",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. Kollmann; et al","8833","2006","02","04","Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222","40W35'21","19S55'20",NA,NA,"MBML025579","MBML025579",NA,NA,NA,"Emiepífita na sombra, espigas verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","25858",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. Kollmann; et al","8776","2006","03","17","Brasil","Espírito Santo","Santa Teresa","Goiapaba-Açu","-40.479444","-19.919722","40W28'46","19S55'11",NA,NA,"MBML025858","MBML025858_1 MBML025858_2",NA,NA,NA,"Erva 1,5m na meia sombra, espigas vináceas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","26291",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","V. Demuner; T. Cruz, M. Belizário, Elias Bausen","2085","2006","03","29","Brasil","Espírito Santo","Santa Leopoldina","Bragança, cachoeira Gruta da Onça","-40.546389","-20.123056","40W32'47","20S7'23","250","250","MBML026291","MBML026291",NA,NA,NA,"Rupícola herbácea 60cm, infrutescência marrom. Ambiente úmido, beira da cachoeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","26396",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2351","2006","05","25","Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325","40W32'5","19S19'57","400","400","MBML026396","MBML026396_1 MBML026396_2",NA,NA,NA,"Herbácea/terrestre, frutos vináceos. Fundo de vale, mata alterada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","27815",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1647","2006","11","29","Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","380","380","MBML027815","MBML027815",NA,NA,NA,"Rupícola em rochas dentro do córrego. Espata e espádice bege.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","28416",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","607","2006","02","01","Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300","MBML028416","MBML028416",NA,NA,NA,"Herbácea 2m de alt. Inflorescência marrom escura. Mata beira de um corrego.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","29236",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. Kollmann","9585","2007","03","23","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167","40W43'32","20S4'9",NA,NA,"MBML029236","MBML029236",NA,NA,NA,"Planta terrestre 1m na sombra espiga verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","669",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","H. Q. Boudet Fernandes; W. Boone","1958","1986","05","07","Brasil","Espírito Santo","Santa Teresa","25 de Julho","-40.604167","-19.780556","40W36'15","19S46'50",NA,NA,"MBML000669","MBML000669",NA,NA,NA,"Trepadeira, caule 1m X 3,5cm, inflorescência com frutos roxos, ciófila, alto de encosta, mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","29904",NA,"Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","E.S. Leal/09-VIII-2010","L. Kollmann","9736","2007","04","26","Brasil","Espírito Santo","Atílio Vivácqua","Moitão","-41.209722","-21.340278","41W12'35","21S20'25",NA,NA,"MBML029904","MBML029904",NA,NA,NA,"Erva 2m na sombra, no brejo, espiga vinácea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-06-15 15:30:07-03","UNESP-RC","HRCB","25529","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Gomes, F.P.","Izar, P.","1682","1997","03","17","Brasil","São Paulo","Sete Barras","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"1997","03","26","Epífita coletada a + ou - 2 m de altura, com estrutura fértil imatura de coloração verde. Caule de 80 cm de comprimento, folha bipartida e sanfonada, com pecíolo longo, lembrando um folha de palmeir",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"129","2021-02-25 10:11:32-03","CVRD","CVRD","11285","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Domingos A. Folli","Folli, D.A.","6136","1996","11","01","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD011285",NA,"2008","06","28","Porteira da gávea 1 <ll>dwc_commonname:</ll> Timbopeba","Magnoliophyta","Pandanales","América do Sul",NA,NA,"48094","auto",NA,NA,"Liliopsida",NA,NA,NA
"130","2021-02-25 10:11:32-03","CVRD","CVRD","4642","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","G. Harling","Folli, D.A.","2031","1993","10","06","BRASIL","ES","Linhares","Às margens do Córrego Rancho Alto, após o Viveiro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"CVRD004642","CVRD004642","1996","11","21","<ll>dwc_commonname:</ll> Timbopeba","Magnoliophyta","Pandanales","América do Sul",NA,NA,"48094","auto",NA,NA,"Liliopsida",NA,NA,NA
"131","2020-09-12 05:00:02-03","US","US","1482048","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","glaucophylla","Asplundia glaucophylla","Harling",NA,"P. K. Dusén","11968","1911","7","21","Brazil","Paraná",NA,"Volta Grande.",NA,NA,NA,NA,NA,NA,"US00027139","US00027139_01",NA,NA,NA,NA,NA,"Cyclanthales","South America",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype","1"
"132","2020-09-12 05:00:02-03","US","US","1954444","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"A. Sampaio",NA,"1948","7","17","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50",NA,"US01916591","US01916591_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,"19684","auto",NA,NA,"Monocotyledonae",NA,NA,"1"
"133","2020-09-12 05:00:02-03","US","US","2403165","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"R. Reitz & D. Klein",NA,"1958","1","21","Brazil","Santa Catarina","São Francisco do Sul","Mina Velha, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,"10",NA,"US01916594","US01916594_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,"23627","auto",NA,NA,"Monocotyledonae",NA,NA,"1"
"134","2020-09-12 05:00:02-03","US","US","2404774","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"G. Hatschbach",NA,"1962","12","26","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,"20",NA,"US01916595","US01916595_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,"24916","auto",NA,NA,"Monocotyledonae",NA,NA,"1"
"135","2020-09-12 05:00:02-03","US","US","2141373","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"L. Smith & R. Reitz",NA,"1957","3",NA,"Brazil","Santa Catarina","Brusque","Azambuja","-48.9","-27.1",NA,NA,"35","135","US01916593","US01916593_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"136","2020-09-12 05:00:02-03","US","US","2141374","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"L. Smith & R. Reitz",NA,"1952","3",NA,"Brazil","Santa Catarina","Brusque","Azambuja.","-48.9","-27.1",NA,NA,"35","135","US01916592","US01916592_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"137","2020-09-12 05:00:02-03","US","US","2321098","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"R. Reitz & D. Klein",NA,"1954","3","18","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"150",NA,"US01916590","US01916590_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,"27253","auto",NA,NA,"Monocotyledonae",NA,NA,"1"
"138","2020-09-12 05:00:02-03","US","US","3673573","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"E. L. Barbosa, J. M. Silva & J. Vaz",NA,"2004","2","27","Brazil","São Paulo","Barra do Turvo","Cachoeira Dito Salu.","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"US01916596","US01916596_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,"38172","auto",NA,NA,"Monocotyledonae",NA,NA,"1"
"139","2020-09-12 05:00:02-03","US","US","1934509","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera",NA,NA,"R. Reitz",NA,"1947","6","17","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"US01916589","US01916589_01",NA,NA,NA,NA,NA,"Cyclanthales","South America - Neotropics",NA,NA,"19684","auto",NA,NA,"Monocotyledonae",NA,NA,"1"
"140","2020-09-12 05:00:02-03","US","US","2321367","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling",NA,"R. Reitz","5155","1953","1","18","Brazil","Santa Catarina",NA,"Rio Canoas, Itajai, Luisalves.",NA,NA,NA,NA,"50","50","US00027157","US00027157_01",NA,NA,NA,NA,NA,"Cyclanthales","South America",NA,"reitzii",NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype","1"
"141","2020-09-12 05:00:02-03","US","US","2321367","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling",NA,"R. Reitz","5155","1953","1","18","Brazil","Santa Catarina",NA,"Rio Canoas, Itajai, Luisalves.",NA,NA,NA,NA,"50","50","US00027157","US00027157_01",NA,NA,NA,NA,NA,"Cyclanthales","South America",NA,"reitzii",NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype","1"
"142","2019-12-09 17:29:44-03","UFPR","EFC","15338","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Völtz, R.R.","Völtz, R.R.; et al.","1136","2016","04","02","Brasil","Paraná","Matinhos","Estrada para comunidade do Paranti","-48.5954","-25.7697","-48.5954","-25.7697","55","55","EFC015338",NA,"2017","01","27","Erva 0,6 m alt.; infrutescência esverdeada; interior da Floresta Ombrófila Densa Submontana. __COMMOM_NAME__: Timpopeba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-25 13:52:02-03","UNIVILLE","JOI","16901","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","MANCINELLI, W.S.","BILK, K.D.; CRUZ DE LIMA; A.R.; MANCINELLI, W.S.; PAGANI, A.; SCHEGUSCHEWSKY, V.","125","2016","01","23","Brasil","Santa Catarina","Joinville","Propriedade Marcos Merkle. Área de Proteção Ambiental da Serra Dona Francisca","-48.983611","-26.139722","48º59'1''W","26º8'23''S","215","215","JOI016901",NA,"2016","03","29","epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-25 13:52:02-03","UNIVILLE","JOI","12182","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","A.L. de Gasper","A. Korte","2300","2010","03","19","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.32","-27.09","49º19'12''W","27º5'24''S","358","358","JOI012182","JOI012182","2010","04","05","; HABITO: liana; TIPO VEGETACIONAL: Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-25 13:52:02-03","UNIVILLE","JOI","11813","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","A. Korte","A. Korte","3446","2010","05","27","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Área Virgem.","-49.14","-27.09","49º8'24''W","27º5'24''S","803","803","JOI011813","JOI011813","2010","05","27","Florística IFFSC 578 (ervo terrícola); HABITAT: interior do fragmento; HABITO: erva terrícola; TIPO VEGETACIONAL: Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-25 13:52:02-03","UNIVILLE","JOI","14895","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Mancinelli, W. S.","Mancinelli, W.S.","750","2007","03","08","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"400","400","JOI014895","JOI014895","2007","03","08","; HABITO: hemiepífita",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA
"147","2019-09-04 19:29:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus",NA,NA,"A. Glaziou","5711",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Type [status unknown]",NA
"148","2020-11-04 17:28:58-03","UEM","HUEM","6522","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Bernardo Nunes da Silva","Sakuragui, CM","857","2000","01","13","Brasil","Rio de Janeiro","Paraty","Trindade","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"HUEM000019102","HUEM000019102","2011","09","08","Inflorescências castanhas",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
