"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","818285","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","T. D. Pennington",NA,NA,NA,"H. S. Irwin","1985","11","30","Brazil","Goiás","Abadiânia","-48.8086111","-16.03204",NA,NA,"975","975","NY00818285","NY00818285_01","Magnoliophyta","Sapindales","10802","South America","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859321' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","448331","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","1966","12","01","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00448331","NY00448331_01","Magnoliophyta","Sapindales","15322","South America","Picada Eng.Lange-Marumbi.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365544' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","448330","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","1967","09","13","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"100","100","NY00448330","NY00448330_01","Magnoliophyta","Sapindales","17187","South America","Serrinha.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365543' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","448336","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","G. T. Prance",NA,NA,NA,"H. S. Irwin","1968","02","26","Brazil","Minas Gerais",NA,"-43.65","-18.53",NA,NA,"1200","1200","NY00448336","NY00448336_01","Magnoliophyta","Sapindales","20930","South America","Serra do Espinhaço, ca. 30 km N of Sêrro on road (MG 2) to Diamantina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365539' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","448335","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","L. A. T. Radlkofer",NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00448335","NY00448335_01","Magnoliophyta","Sapindales","s.n.","South America","Ribeirao negro.","sheet","(1629 d.) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365541' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"16","2016-09-30 18:56:00-03","NY","NYBG","719865","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia",NA,NA,NA,NA,NA,"R. J. Almeida-Scabbia","2007","10","30","Brazil","São Paulo","Santo André","-46.461047","-23.783147",NA,NA,NA,NA,"NY00719865","NY00719865_01","Magnoliophyta","Sapindales","5093","South America","Suborefeitura de Paranapiacaba e Parque Andreense, Entrada Clube Campestre da Mercedes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523701' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:32:33-03","UFRJ","RFA","5596","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","G.V. Somner","1999","04","14","P. Occhioni","1946","10","29","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"RFA48290",NA,NA,NA,"766",NA,"Serra dos Órgãos, Morro Assú",NA,"Árvore grande, flor creme","36524","auto",NA,NA,NA,NA
"18","2020-11-24 17:11:04-03","UTFPR","DVPR","3872","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Barboza, E","2015",NA,NA,"Caxambu, MG; et al.","2013","10","31","Brasil","São Paulo","Cananéia","-47.51312","-24.48305","-47.51312","-24.48305","47","47","DVPR003872",NA,"Magnoliophyta",NA,"4864",NA,"Propiedade do Sr. Flávio",NA,"árvore ca. 5 m, heliófita. Frutos imaturos vermelhos .; Relevo: ondulado - Vegetação: Floresta Ombrófila Densa Submontana.",NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:48:54-03","EAO","IAN","129708","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Souza, R","1966","01","19","Brasil","Goiás",NA,"-50","-14","-50","-14",NA,NA,"IAN129708",NA,"Dicotiledônea",NA,"11823","Southern America","Gallery forest, near summit of Serra Dourada, ca. 20km SE of Goiás Velho.",NA,"Tree ca. 3m x 7cm. Fruit green, purplish on isolated ide; seeds dark red-violet, with white aril.",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:48:54-03","EAO","IAN","129500","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Souza, R","1965","10","19","Brasil","Goiás",NA,NA,NA,NA,NA,"1200","1200","IAN129500",NA,"Dicotiledônea",NA,"9305","Southern America","Woods bordering rushing creek, Chapada dos Veadeiros, ca. 12km NW of Veadeiros.",NA,"Tree ca. 8m x 15cm. Flowers cream.",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:48:54-03","EAO","IAN","129544","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Souza, R","1965","11","08","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"1250","1250","IAN129544",NA,"Dicotiledônea",NA,"10082","Southern America","1km N of Sobradinho, cerrado and gallery margin.",NA,"Subshrub ca. 70cm tall. Corolla white.",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:48:54-03","EAO","IAN","130600","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Maxwell, HS","1968","01","27","Brasil","Goiás",NA,NA,NA,NA,NA,"1400","1400","IAN130600",NA,"Dicotiledônea",NA,"19281","Southern America","Pico dos Pirineus, ca. 20km NW of Corumbá de Goiás, near road to Niquelândia. Steep sand-stone slopes.",NA,"Gnarled tree ca. 4m x 10cm. fruit green, reddish on insolated side.",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:48:54-03","EAO","IAN","130714","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Maxwell, HS","1968","02","26","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"1200","1200","IAN130714",NA,"Dicotiledônea",NA,"20930","Southern America","Serra do Espinhaço. Cerradão and adjacent capoeira, Serra do Espinhaço, ca. 30km N of Sêrro on road (MG-2) to Diamantina.",NA,"Shrub ca. 3m tall. fruit green, red on insolated side.",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:48:54-03","EAO","IAN","130900","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Santos, RR dos","1969","01","23","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"1350","1350","IAN130900",NA,"Dicotiledônea",NA,"22476","Southern America","Cerrado with outcrops, bordering gallery forest, ca. 12km SW of Diamantina.",NA,"Tree ca. 6m x 10cm. Fruti green. Outcrops.",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:48:54-03","EAO","IAN","130960","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Maxwell, HS","1968","01","16","Brasil","Goiás",NA,NA,NA,NA,NA,"1150","1150","IAN130960",NA,"Dicotiledônea",NA,"18650","Southern America","River margin. 15km N of Corumbá de Goiás on road to Niquelândia. Goiás in valley of Rio Corumbá. cerrado low woods on sandstone slopes.",NA,"Tree ca. 4m x 8cm. fruit green, purplish on isolated side.",NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:48:54-03","EAO","IAN","130985","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Maxwell, HS","1968","01","20","Brasil","Goiás",NA,NA,NA,NA,NA,"700","700","IAN130985",NA,"Dicotiledônea",NA,"18915","Southern America","Gallery. 70km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão.&nf;Gallery forest and adjacent cerrado.",NA,"Tree ca. 5m x 10cm. fruit green, purplish on isolated side.",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:48:54-03","EAO","IAN","135209","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Souza, R","1965","12","03","Brasil","Goiás",NA,NA,NA,NA,NA,"1000","1000","IAN135209",NA,"Dicotiledônea",NA,"11024","Southern America","Gallery forest, ca. 12km S of Corumbá de Goiás.",NA,"Tree ca. 4m x 8cm. Flowers cream. Common.",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:48:54-03","EAO","IAN","135369","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","05","27","Brasil","Mato Grosso",NA,NA,NA,NA,NA,"500","500","IAN135369",NA,"Dicotiledônea",NA,"16117","Southern America","Serra do Roncador. Disturbed cerrado and gallery margin, Rio Turvo, ca. 210km N of Xavantina.",NA,"Shrub ca. 1m tall. Corolla and anthers cream.",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:48:54-03","EAO","IAN","135395","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Souza, R","1966","06","08","Brasil","Mato Grosso","Xavantina",NA,NA,NA,NA,"400","400","IAN135395",NA,"Dicotiledônea",NA,"16764","Southern America","Rocky slopes, cascalho soil.",NA,"Subshrub ca. 1m tall. Corolla cream.",NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:48:54-03","EAO","IAN","139066","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Prance, GT","1970",NA,NA,"Irwin, HS; Souza, R","1965","10","19","Brasil","Goiás",NA,NA,NA,NA,NA,"1200","1200","IAN139066",NA,"Dicotiledônea",NA,"9305","Southern America","Woods bordering rushing creek, Chapada dos Veadeiros, ca. 12km NW of Veadeiros.",NA,"Tree ca. 8m x 15cm. Flowers cream.",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.4287778","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Glaziou AFM",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4287778","NL-L4287778",NA,"Sapindales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4287778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.2307786","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Hatschbach GG","1967","09","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L2307786","NL-L2307786",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Guaraqueçaba, Serrinha",NA,"Mata pluvial encosta de morro<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2307786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0177427",NA,NA
"33","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.2307787","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.","Smith LB",NA,NA,NA,"Hatschbach GG","1962","09","08","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L2307787","NL-L2307787",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Morretes, Rio Mãe Catira",NA,"Mata da base litoranea da Serra do Mar<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2307787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0177428",NA,NA
"34","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.2307788","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Hatschbach GG","1962","09","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L2307788","NL-L2307788",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Guaratuba, Rio da Divisa",NA,"Mata pluvial da planicie litoranea<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2307788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0177429",NA,NA
"35","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.2307789","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.","Hatschbach GG",NA,NA,NA,"Hatschbach GG","1966","12","01","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L2307789","NL-L2307789",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Morretes, Picada Eng-Lange, Marumbi",NA,"Mata pluvial vertente atlantica<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2307789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0177430",NA,NA
"36","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.2307790","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.","Prance GT",NA,NA,NA,"Irwin HS; Souza R; Reis dos Santos R","1965","10","19","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"NL-L2307790","NL-L2307790",NA,"Sapindales",NA,"Southern America","Brazil, Chapada dos Veadeiros, c. 12 km NW of Veadeiros, Goias",NA,"Woods bordering rushing creek.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2307790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","L 0177431",NA,NA
"37","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.4285608","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Hatschbach GG","1967","09","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L4285608","NL-L4285608",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Guaraqueçaba, Serrinha",NA,"Mata pluvial encosta de morro<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4285608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.4285773","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Hatschbach GG","1967","09","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L4285773","NL-L4285773",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Guaraqueçaba, Serrinha",NA,"Mata pluvial encosta de morro<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4285773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 10:32:35-03","NBC","NL-BOTANY","L.4287777","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Glaziou AFM",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4287777","NL-L4287777",NA,"Sapindales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4287777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 10:32:35-03","NBC","NL-BOTANY","U.1589370","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.","Somner GV","1997","04","01","Kuhlmann M","1950","09","26","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NL-U1589370","NL-U1589370",NA,"Sapindales",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","U 0115596",NA,NA
"41","2020-02-08 10:32:35-03","NBC","NL-BOTANY","U.1589371","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","Radlk.",NA,NA,NA,NA,"Hatschbach GG","1962","09","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U1589371","NL-U1589371",NA,"Sapindales",NA,"Southern America","Brazil, Paraná, Mun. Guaratuba, Rio da Divisa",NA,"Mata pluvial da planicie litoranea<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1589371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-11-04 11:19:28-03","ESALQ","ESA","7352","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Coelho, R.L.G.","2015","08","04","Ivanauskas, N.M.","1991","08","01","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA007352",NA,"Magnoliophyta",NA,"84.0",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"43","2020-11-04 11:19:28-03","ESALQ","ESA","122438","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Coelho, R.L.G.","2015","08","04","Flores, T.B.","2012","10","20","Brasil","Espírito Santo","Alto Caparaó",NA,NA,NA,NA,NA,NA,"ESA122438","ESA122438","Magnoliophyta",NA,"1309.0",NA,"Estrada entre os municípios de Alto Caparaó e Caparaó - Beira da estrada",NA,"Árvore, ca. 5m de alt. flores alvas",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:19:28-03","ESALQ","ESA","106475","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia",NA,"Ferrucci, M.S.","1995","10","19","Folli, D.A.","1989","11","27","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"ESA106475",NA,"Magnoliophyta",NA,"1016.0",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"45","2020-11-04 11:19:28-03","ESALQ","ESA","132673","PreservedSpecimen","Plantae","Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia",NA,"Coelho, R.L.G.","2011","08","15","Demuner, V. ; Bausen, E.","2000","02","01","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA132673",NA,"Magnoliophyta",NA,"691.0",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
