"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"48","2015-09-04 19:43:32-03","MNHN","RECOLNAT_MNHN_P","P06671788","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Glaziou",NA,"1880","5","11",NA,"Brasil","Rio de Janeiro",NA,"Tijuca.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671788' target='other'> <mi>dwc_moreinfo</mi></a>","P06671788","P06671788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2009-05-07 08:57:00-03","MO","MOBOT","100185461","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","G.V. Somner & M.S. Ferrucci","S.J. da Silva Neto","Silva Neto s.n.","1994","6","22","South America","Brazil","Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas., Encosta-area da parcela 5B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2008-06-18 14:17:00-03","MO","MOBOT","100138701","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","P. Acevedo-Rodriguez","Steven R. Hill","Hill 13017","1983","7","9","South America","Brazil","Amazonas",NA,"Ilha Tupinambarana, paraná Urariá, whitewater, between rio Abacaxis and rio Paraconi, varzea.","-58.5","-3.8333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","34802",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","L. Kollmann; A.P. Fontana & K. Brahim","10799","2008","04","14",NA,"Brasil","Espírito Santo","Santa Leopoldina",NA,"-40.5297012329102","-20.1005992889404",NA,"Árvore 10m no sol. Inflorescência ferrugínea.","MBML034802",NA,NA,NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","10337",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"L. D. Thomaz","1068","1993","06","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 17m, PAP 79cm, caule interno róseo, flores creme.","MBML010337",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","10691",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","L. Kollmann; E. Bausen & W. Pizziolo","2628","1999","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"Mata de encosta. Arvoreto 24m. Dap 30cm. Fuste 15m.","MBML010691",NA,NA,NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA
"54","2020-08-21 15:50:49-03","MBML","MBML-HERBARIO","13182",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","V. Demuner; et al","1284","2000","07","26",NA,"Brasil","Espírito Santo","Santa Teresa","Rio Quinze de Agosto","-40.565278","-19.784444",NA,"Arvoreto 7m, frutos de cor verde. Mata secundária, alto estágio de regeneração, próximo a rocha, ambiente rochoso.","MBML013182",NA,NA,NA,NA,NA,NA,"40W33'55","19S47'4",NA,NA,NA,NA,NA,NA,NA
"55","2020-08-21 15:50:49-03","MBML","MBML-HERBARIO","13259",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","V. Demuner; et al","1271","2000","07","26",NA,"Brasil","Espírito Santo","Santa Teresa","Rio Quinze de Agosto","-40.565278","-19.784444",NA,"Arvoreta 8m, botões florais, flores brancas. Mata secundária, topo do morro.","MBML013259",NA,NA,NA,NA,NA,NA,"40W33'55","19S47'4",NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","14541",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","L. Kollmann; et al","3969","2001","06","13",NA,"Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167",NA,"Arvoreto 4m no sol. Botões marrons.","MBML014541",NA,NA,NA,NA,NA,NA,"40W34'60","19S59'3",NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","20813",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","F.Z. Saiter/25-IV-2013","L. Kollmann; et al","6172","2003","05","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167",NA,"Arvoreto 7m, fuste 3m, DAP 15cm. Botões marrons, pétalas brancas.","MBML020813",NA,NA,NA,NA,NA,NA,"40W43'32","20S4'9",NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","21385",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","J. Rossini; et al","429","2003","08","14",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto 5m. Pedúnculo verde com pêlos marrons. Frutos verdes com pilosidade marrom. Meia encosta.","MBML021385",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","27294",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2689","2006","08","23",NA,"Brasil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia, prop.: Firmino Sottele","-40.463333","-19.275833",NA,"Arvoreta 7m, frutos marrom. Base de afloramento rochoso.","MBML027294",NA,NA,NA,NA,NA,NA,"40W27'48","19S16'33","350","350",NA,NA,NA,NA,NA
"60","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","28646",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","944","2006","04","19",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, propr.: Deuclecio Lorenzini.","-40.516944","-19.353611",NA,"Árvore 10m de alt. DAP 25cm. Botões florais marrons. Borda da mata.","MBML028646",NA,NA,NA,NA,NA,NA,"40W31'1","19S21'13","300","300",NA,NA,NA,NA,NA
"61","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","28675",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R. Perdiz/2011","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1547","2006","10","31",NA,"Brasil","Espírito Santo","Santa Leopoldina","Bragança, Mata do Tyrol, propr.: Assunta Salvador.","-40.550833","-20.134167",NA,"Arbusto 3m de alt. Frutos marrons. Borda da mata.","MBML028675",NA,NA,NA,NA,NA,NA,"40W33'3","20S8'3","560","560",NA,NA,NA,NA,NA
"62","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","34233",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","L.F.S. Magnago/02-07-2008","M. Simonelli; et al","1561","2008","04","13",NA,"Brasil","Espírito Santo","Santa Leopoldina","Suiça","-40.574722","-20.082778",NA,"botões marrons, 15 m. de altura, borda da mata","MBML034233",NA,NA,NA,NA,NA,NA,"40W34'29","20S4'58",NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","7788",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","radlk.","R. Perdiz/2011","L. Kollmann; E. Bausen & W. Pizziolo","250","1998","07","15",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Mata de encosta. Árvore 11m. Frutos ferrugíneos.","MBML007788",NA,NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:49:17-03","MBML","MBML-HERBARIO","9919",NA,"Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","V. Demuner/15-05-2003","W. P. Lopes; E. Bausen & W. Pizziolo","678","1999","05","12",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvore 18m. DAP 28cm. Fuste 13m. Inflorescências amarelas, ferrugineas. Flores perfumadas.","MBML009919",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-04 11:06:24-03","UFRB","HURB","18950","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Martins, M.L.L.","2283",NA,NA,NA,NA,"Brasil","Bahia","Cruz das Almas","Mata da Cazuzinha;","-39.1018981933594","-12.6700000762939",NA,NA,"HURB000018950",NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-10-05 13:28:16-03","UFLA","ESAL","15446","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Fontes, MAL","38",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"árvore; 4,0; ;; floresta",NA,NA,NA,NA,NA,"30417","auto",NA,NA,"1450","1450",NA,NA,NA,NA,NA
"67","2017-11-24 14:12:26-02","UFLA","ESAL","20975","S","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605",NA,"árvore; 10, m; ;",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-18 11:41:31-03","UERJ","HRJ","12459","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"L. P. G. Rosa; S. J. Silva Neto, W. Silva, C.L. Oliveira","s.n.","2012","07","20",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012642",NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-18 11:41:28-03","UERJ","HRJ","12127","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"?","s.n.","2010","05","30",NA,"Brasil","Rio de Janeiro","Paraty","Paraty - Cunha.","-44.7131004333496","-23.2178001403809",NA,NA,"HRJ00012643",NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-04 10:30:12-03","UFRPE","HST","11958","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","R.L.Coelho","A.M.Miranda; et al.","4326","2003","12","06",NA,"Brasil","Bahia","Pindobaçu",NA,"-40.3608016967773","-10.7417001724243",NA,"Arbusto ca. 2 m alt.; caule amarronzado; folhas coriáceas; frutos maduros verde-rosado; sementes negras com arilo amarelo.","HST011958",NA,"2011","01","05","20730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","3627802","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Perdiz, R.","R. Perdiz, J. L. Paixão & D. Da Rocha","675","2010","5","7","South America - Neotropics","Brazil","Bahia",NA,"Camacan: RPPN Serra Bonita. Trilha da Bapeba. Em direção às parcelas da fitossciologia. Em frente à Parcela 23.","-39.5683","15.3961",NA,NA,"US01123856","US01123856_01",NA,NA,NA,NA,NA,NA,NA,"907",NA,"Dicotyledonae",NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","3321550","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"L. Thomaz","1367","1993","8","18","South America - Neotropics","Brazil","Espírito Santo",NA,"Santa Teresa, Estacao Biológica de Santa Lúcia.",NA,NA,NA,NA,"US01114929","US01114929_01",NA,NA,NA,NA,NA,NA,NA,"650","800","Dicotyledonae",NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","3212572","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"G. Farias","381","1990","9","12","South America - Neotropics","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD, Linhares; Est. Gávea ant. X-2 km 4.8, lado direito.",NA,NA,NA,NA,"US01114930","US01114930_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","3130320","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. C. Plowman, G. Davidse, N. A. Rosa, C. S. Rosário & M. R. Santos","8938","1980","2","19","South America - Neotropics","Brazil","Pará",NA,"Municipio Santana do araguaia, 100 km S of redençao on road (PA-150) to Barreiras dos Campos. Fazenda Inajapora between Rio Inajazinho and Rio Inajá.","-50.42","-8.75",NA,NA,"US01114931","US01114931_01",NA,NA,NA,NA,NA,NA,NA,"210",NA,"Dicotyledonae",NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","3141475","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","S. Hill et al.","13017","1983","7","9","South America - Neotropics","Brazil","Amazonas",NA,"Ilha Tupinambarana, paraná Urariá, between rio Abacaxis and rio Paraconi.","-58.5","-5.5",NA,NA,"US01114928","US01114928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"76","2019-10-07 09:37:07-03","UEFS","HUEFS","188890","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Matos, E.N.de","1902","2011","08","24",NA,"Brasil","Bahia","Caravelas","Santiago","-39.361389","-17.775",NA,"Restinga. Floresta.","HUEFS0188890","HUEFS0188890",NA,NA,NA,NA,NA,"39W21'41''","17S46'30''",NA,NA,"Rosanae",NA,NA,NA,NA
"77","2019-10-07 09:37:07-03","UEFS","HUEFS","195443","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea","Radlk.",NA,"Miranda, A.M.","4326","2003","12","06",NA,"Brasil","Bahia","Pindobaçu","Localidade Cascalheira.","-40.3608016967773","-10.7417001724243",NA,NA,"HUEFS0195443","HUEFS0195443",NA,NA,NA,"20730","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"78","2015-03-22 13:17:59-03","F","FMNH-SEEDPLANTS","V0273604F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0273604F","V0273604F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"79","2019-09-04 18:30:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,NA,"A. Glaziou","11826","1880","3","28","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA
"80","2019-09-04 18:30:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,NA,"A. Glaziou","11826","1881",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA
"81","2015-03-22 13:17:58-03","F","FMNH-SEEDPLANTS","V0273602F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0273602F","V0273602F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"82","2015-03-22 13:17:59-03","F","FMNH-SEEDPLANTS","V0273603F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0273603F","V0273603F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"83","2019-01-25 15:46:53-02","IAC","IAC","49019","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","J.A.M.A. Gomes et al.","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","374","2007","05","20",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,"subparcela 46, indivíduo G 763",NA,NA,"2007","05","20",NA,NA,"-45.080223","-23.373498",NA,NA,NA,NA,NA,NA,NA
"84","2019-01-25 15:46:53-02","IAC","IAC","49022","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","G.A.D.C. Franco","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","377","2007","02","03",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,"subparcela 99, indivíduo G 1585",NA,NA,"2009","03","20",NA,NA,"-45.080223","-23.373498",NA,NA,NA,NA,NA,NA,NA
"85","2019-01-25 15:46:53-02","IAC","IAC","50205","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","J.A.M.A. Gomes et al.","J.A.M.A. Gomes; F. Benedetti; J.F. Benedito & O. Santos","s/nº","2008","04","03",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H","-45.082063","-23.373125",NA,"Subparcela 77, Indivíduo H1183",NA,NA,"2008","04","03",NA,NA,"-45.082063","-23.373125",NA,NA,NA,NA,NA,NA,NA
"86","2019-01-25 15:46:53-02","IAC","IAC","50206","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","E. Ramos et al.","E. Ramos; H.R. Gonçalves & S. Santos","597","2007","10","01",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H","-45.082063","-23.373044",NA,"Subparcela 87, Indivíduo H1335",NA,NA,"2007","10","01",NA,NA,"-45.082063","-23.373044",NA,NA,NA,NA,NA,NA,NA
"87","2019-01-25 15:46:53-02","IAC","IAC","50437","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","G.A.D.C. Franco","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","549","2007","11","04",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.083511","-23.367009",NA,"subparcela 75, indivíduo I 1519",NA,NA,"2009","03","30",NA,NA,"-45.083511","-23.367009",NA,NA,NA,NA,NA,NA,NA
"88","2019-01-25 15:46:54-02","IAC","IAC","51891","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","J.A.M.A. Gomes","J.A.M.A. Gomes","614","2006","12","14",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, Serra do Mar, Fazenda Capricórnio","-45.080833","-23.373889",NA,"parcela G, subparcela 66, indivíduo G1074",NA,NA,"2006","12","14",NA,NA,"-45.080833","-23.373889",NA,NA,NA,NA,NA,NA,NA
"89","2019-01-25 15:46:54-02","IAC","IAC","53674","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","J.A.M.A. Gomes","M.B. Carvalho & J.F. Benedito","112","2009","11","19",NA,"Brasil","São Paulo","Campinas","IAC, Av. Barão de Itapura, Parque","-47.065751","-22.9056",NA,NA,NA,NA,"2009","06","19",NA,NA,"-47.065751","-22.9056",NA,NA,NA,NA,NA,NA,NA
"90","2019-01-25 15:46:54-02","IAC","IAC","54071","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","16","2012",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,"2012","06","30",NA,NA,"-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA
"91","2019-10-03 14:22:03-03","IAC","IAC","55753","S","Plantae",NA,NA,"Sapindaceae-4.Sapindoideae","Cupania","furfuracea","Cupania furfuracea","Radlk.","s/det.","?","3","2014","07","30",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia","-45.31","-23.2217",NA,"Parcela L, Indivíduo L0674",NA,NA,"2014","07","30",NA,NA,"-45.3100","-23.2217",NA,NA,NA,NA,NA,NA,NA
"92","2020-07-23 12:21:54-03","CEPLAC","CEPEC","132184","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,"R. de O. Perdiz","V. Demuner","2689","2006","08","23",NA,"Brasil","Distrito Federal","Governador LINDEMBERG","Pedra de Santa Luzia, prop. Firmino Sottele.","-40.463333","-19.275833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W27'48","19S16'33",NA,NA,NA,NA,NA,NA,"30/12/2013"
"93","2020-07-23 12:21:54-03","CEPLAC","CEPEC","132479","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,"R. de O. Perdiz","L. F. S. Magnapo","1547","2006","10","31",NA,"Brasil","Espírito Santo","santa leopoldina","Bragança, Mata do Tyrol, prop. Assunta Salvador.","-40.550833","-10.134167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W33'3","10S8'3",NA,NA,NA,NA,NA,NA,"30/12/2013"
"94","2020-07-23 12:21:54-03","CEPLAC","CEPEC","113451","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,"R. de O. Perdiz","A. M. Amorim","5148","2005","07","09",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7Km a W de camacan, na estrada para Jacarecí, daí, 6Km SW na estrada para a RPPN e Torre.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,"30/07/2010"
"95","2020-07-23 12:21:54-03","CEPLAC","CEPEC","132463","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,"R. de O. Perdiz","J. Rossini","429","2003","08","14",NA,"Brasil","Espírito Santo","SANTA TERESA","Reserva Biológica Augusto Ruschi, linha de divisa ao lado do cafezal do Sr. Vanildo P. das Posses.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2011"
"96","2020-07-23 12:21:54-03","CEPLAC","CEPEC","124600","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,"S. V. A. Pessoa","S. V. A. Pessoa","982",NA,NA,NA,NA,"Brasil","Rio de Janeiro","silva jardim",NA,"-42.3917007446289","-22.6508007049561",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-07-23 12:21:54-03","CEPLAC","CEPEC","122052","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,"C. Luchiari","C. Luchiari","62","1993","10","20",NA,"Brasil","Rio de Janeiro","silva jardim","Reserva Biológica de Poço das Antas. Estrada do Aristides.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"98","2021-03-04 15:46:32-03","IF","SPSF","10086","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Cupania","furfuracea","Cupania furfuracea",NA,NA,"M.Kuhlmann",NA,"1951","11","29","América do Sul","Brasil","SP","Salesópolis","E.B.de Boraceia","-45.8400001525879","-23.5300006866455",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
