"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"48","1996-04-04 16:39:35-03","MNHN","RECOLNAT_MNHN_P","P00386994","PreservedSpecimen",NA,"Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Glaziou, A.",NA,"Brésil",NA,"Pierd de la Serra d'Ouro-Branco","hb",NA,"1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386994' target='other'> <mi>dwc_moreinfo</mi></a>","P00386994",NA,NA,"Gillies ex Lindl.","Batista",NA,"1884","11",NA,NA,NA,NA,NA,NA,"P00386994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15460",NA,NA
"49","2015-09-03 19:37:37-03","MNHN","RECOLNAT_MNHN_P","P00386998","PreservedSpecimen",NA,"Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fruchard, C.",NA,"Uruguay",NA,"Montevideo","hb",NA,"Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386998' target='other'> <mi>dwc_moreinfo</mi></a>","P00386998",NA,NA,"Gillies ex Lindl.","Batista",NA,"1878","2","28",NA,NA,NA,NA,NA,"P00386998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","1996-04-04 16:39:35-03","MNHN","RECOLNAT_MNHN_P","P00386999","PreservedSpecimen",NA,"Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fruchard, C.",NA,"Uruguay",NA,"Montevideo","hb",NA,"Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386999' target='other'> <mi>dwc_moreinfo</mi></a>","P00386999",NA,NA,"Gillies ex Lindl.","Batista",NA,"1874","3",NA,NA,NA,NA,NA,NA,"P00386999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2013-04-19 16:50:36-03","MNHN","RECOLNAT_MNHN_P","P00387000","PreservedSpecimen",NA,"Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fruchard, C.",NA,"Uruguay",NA,"Montevideo","hb",NA,"Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00387000' target='other'> <mi>dwc_moreinfo</mi></a>","P00387000",NA,NA,"Gillies ex Lindl.","Batista",NA,"1874","4",NA,NA,NA,NA,NA,NA,"P00387000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-03 19:37:59-03","MNHN","RECOLNAT_MNHN_P","P00408601","PreservedSpecimen",NA,"Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fruchard, C.",NA,"Uruguay",NA,"Montevideo","hb",NA,"Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408601' target='other'> <mi>dwc_moreinfo</mi></a>","P00408601",NA,NA,"Gillies ex Lindl.","Batista",NA,"1874","2","28",NA,NA,NA,NA,NA,"P00408601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-03 19:37:37-03","MNHN","RECOLNAT_MNHN_P","P00405071","PreservedSpecimen",NA,"Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Saint-Hilaire, A. de",NA,"Brésil",NA,"Olho d'Agoa. Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405071' target='other'> <mi>dwc_moreinfo</mi></a>","P00405071",NA,NA,"Ridl.","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00405071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-03 19:37:37-03","MNHN","RECOLNAT_MNHN_P","P00405072","PreservedSpecimen",NA,"Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Weddell, H.A.",NA,"Brésil",NA,"Minas Geraes","hb",NA,"Donné par Mr Claussen <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405072' target='other'> <mi>dwc_moreinfo</mi></a>","P00405072",NA,NA,"Ridl.","Batista",NA,"1844",NA,NA,NA,NA,NA,NA,NA,"P00405072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-03 19:37:59-03","MNHN","RECOLNAT_MNHN_P","P00408603","PreservedSpecimen",NA,"Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Pesersen, T.M.",NA,"Argentine",NA,"Estancia La Yela, dep. Emperado, prov.Corrientes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408603' target='other'> <mi>dwc_moreinfo</mi></a>","P00408603",NA,NA,"Ridl.","Batista",NA,"1972","12","21",NA,NA,NA,NA,NA,"P00408603_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10271",NA,NA
"56","2020-10-01 14:26:01-03","JBB","HEPH","16941","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","Southern America","Brasil","Goiás","Fazenda Mato Fundo",NA,NA,NA,NA,"Monocotyledon","Asparagales","Guill. ex Lindl.","Toscano","54669","1990","10","16","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","1200","1200",NA,"1991",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"57","2020-10-01 14:26:01-03","JBB","HEPH","11466","S","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Ashton, EM","Southern America","Brasil","Distrito Federal","Lagoa Mestre d'Armas",NA,NA,NA,NA,"Monocotyledon","Asparagales","Ridl.","Batista, JAN","s.n.","1989","04","19","Planaltina",NA,NA,NA,NA,NA,"2014",NA,NA,"01",NA,NA,"03",NA,NA,NA,NA,NA
"58","2020-10-01 14:26:01-03","JBB","HEPH","3102","S","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Ramos, AE","Southern America","Brasil","Distrito Federal","Lagoa Bonita",NA,NA,NA,NA,"Monocotyledon","Asparagales","Ridl.","Batista, JAN","179","1983","01","21",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"01",NA,NA,"03",NA,NA,NA,NA,NA
"59","2020-10-01 14:26:01-03","JBB","HEPH","3325","S","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Ashton, EM","Southern America","Brasil","Distrito Federal","Lagoa Mestre d'Armas",NA,NA,NA,NA,"Monocotyledon","Asparagales","Ridl.","Batista, JAN","s.n.","1979","04","19","Planaltina",NA,NA,NA,NA,NA,"2014",NA,NA,"01",NA,NA,"03",NA,NA,NA,NA,NA
"60","2020-10-01 14:26:01-03","JBB","HEPH","4109","S","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Bianchetti, LB","Southern America","Brasil","Distrito Federal","Lagoa Mestre d'Armas ao lado do CPAC Empraba",NA,NA,NA,NA,"Monocotyledon","Asparagales","Ridl.","Batista, JAN","466","1980","11","23","Planaltina",NA,NA,NA,NA,NA,"2014",NA,NA,"01",NA,NA,"03",NA,NA,NA,NA,NA
"61","2020-12-11 11:44:37-03","UFMG","BHCB","64024","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Markgraf, F; Brade, AC; Barreto, HLM","Southern America","Brasil","Minas Gerais","Grão Mogol, Serra de São Calixto",NA,NA,"brejo",NA,"Monocotyledon",NA,"Gill. ex Lindl.",NA,"3350","1938","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:44:37-03","UFMG","BHCB","29050","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Falkenberg, DB; et al.","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul, BR 153, no trevo para as guaritas",NA,NA,"Perianto amarelo-claro, labelo fimbriado.; Campo.","BHCB001602","Monocotyledon",NA,"Gill. ex Lindl.",NA,"6390","1994","01","20",NA,NA,NA,NA,NA,"BHCB001602","1998",NA,NA,"08",NA,NA,"13",NA,NA,NA,NA,NA
"63","2020-12-11 11:44:37-03","UFMG","BHCB","156916","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Paula, LFA de","Southern America","Brasil","Goiás","Parque Nacional das Emas",NA,NA,"Terrestre","BHCB5459","Monocotyledon",NA,"(Gill.) ex Lindl.",NA,"413","2011","10","30","Chapadao do Ceu","-52.888889","-18.260694","1013","1013",NA,"2012","-52.888889","-18.260694","04",NA,NA,"23",NA,NA,NA,NA,NA
"64","2020-12-11 11:44:37-03","UFMG","BHCB","180757","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Peixoto, TR","Southern America","Brasil","Goiás","Parque Nacional das Emas, Margem do Rio Formoso",NA,NA,"Erva terrestre.Floração na primavera, inflorescência com flores branco-esverdeadas.; Latossolo, população reduzida.",NA,"Monocotyledon",NA,"Gill. ex Lindl.",NA,"1","2015","10",NA,"Chapadão do Céu","-52.892247","-18.262847","800","800",NA,"2015","-52.892247","-18.262847","10",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:44:39-03","UFMG","BHCB","134850","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Batista, JAN; Lemos, ARC","Southern America","Brasil","Bahia","primeiro rio após o Rio de Janeiro (Cachoeira Acaba Vidas) indo em direção a Cotia.",NA,NA,"Comum no local, em final de floração ; maioria apresentava frutos em desenvolvimento.; Erva aquática, encontrado em bolsões de água formados na margem do rio mas tambem nos pontos rasos com água corrente. Sempre dentro d'água , ate 1m","BHCB025007","Monocotyledon",NA,"Ridl. ex Kraenzl.",NA,"869","1999","02","09",NA,NA,NA,NA,NA,NA,"2015",NA,NA,"05",NA,NA,"23",NA,NA,NA,NA,NA
"66","2020-12-11 11:44:39-03","UFMG","BHCB","176028","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Moreira, SN; et al.","Southern America","Brasil","Mato Grosso do Sul",NA,NA,NA,"Erva anfibia ate 70 cm de alt. Fl. branca.; Solo organico (histossolo). Relevo plano deprimido. Nascente com M. flexuosa com solo encharcado/histossolo. Mais ou menos 20 cm de profundiadade.","BHCB024500","Monocotyledon",NA,"Ridl. ex Kraenzl.",NA,"1286","2012","12","19","Brasilândia","-51.961389","-21.2575","2650","2650",NA,"2017","-51.961389","-21.2575","12",NA,NA,"07",NA,NA,NA,NA,NA
"67","2020-12-11 11:44:39-03","UFMG","BHCB","64031","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Barreto, HLM","Southern America","Brasil","Minas Gerais","Santa Luzia, Lagoa Santa",NA,NA,"Flor alva.; Margem de lagoa.","BHCB025010","Monocotyledon",NA,"Ridl. ex Kraenzl.",NA,"4869","1935","02","05",NA,NA,NA,NA,NA,NA,"2015",NA,NA,"05",NA,NA,"23",NA,NA,NA,NA,NA
"68","2020-12-11 11:44:39-03","UFMG","BHCB","70008","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","melvillei","Habenaria melvillei",NA,"Batista, JAN","Southern America","Brasil","Bahia","Barreiras, As margens do Rio Branco. Cerca de 29.5 km após o entroncamento com a BR-020, na estrada em direção a Cotia. Cerca de 90 km a NO de Barreiras.",NA,NA,"Sépalos laterais e segmentos laterais dos pétalos e labelo não reflexos. Sépalos externamente verde-esbranquiçados, com as margens brancas e as nervuras destacadas em verde um pouco mais forte. Internamente brancos ou branco.; Área co","BHCB025009","Monocotyledon",NA,"Ridl. ex Kraenzl.",NA,"1040","2000","01","24",NA,NA,NA,NA,NA,NA,"2015",NA,NA,"05",NA,NA,"23",NA,NA,NA,NA,NA
"69","2009-07-17 14:12:00-03","MO","MOBOT","2825283","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","South America","Brazil","Distrito Federal","Wet places. Locally common. Campo adjecent to Rio Torto, near Sobradinho, D.F.",NA,NA,NA,NA,NA,NA,"Lindl. ex Warm.","Toscano, Mar","Irwin 11431","1966","1","7",NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-01-20 12:41:00-02","MO","MOBOT","2825429","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor","Holotype","Per Dusén","South America","Brazil","Paraná","Serra do Mar, Banhado.",NA,NA,NA,NA,NA,NA,"Lindl. ex Warm.","Rev. Pabst, 17 May","Dusén 14571","1914","3","3",NA,NA,NA,"860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2009-12-07 20:45:00-02","MO","MOBOT","2228140","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Rosa Guaglianone|et al.","South America","Argentina","Misiones","Arroyo Tupicuá, represa privada",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Correa, M. N.","Guaglianone 1017","1983","1","27","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2009-07-31 05:57:00-03","MO","MOBOT","2255514","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"José E. Montes","South America","Argentina","Misiones","Loreto",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Montes 2434","1947","1","2","Candelaria","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2010-02-01 14:07:00-02","MO","MOBOT","2293296","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Fernando O. Zuloaga|Cecilia Ezcurra|Osvaldo Morrone","South America","Argentina","Misiones","de San José a Posadas, antes del Arroyo Pindapoy Chico",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Correa, M. N.","Zuloaga 3154","1987","11",NA,"Capital","-55.8333333","-27.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2009-05-15 11:31:00-03","MO","MOBOT","2428204","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Pedro Jörgensen","South America","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Jörgensen 673","1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","2826516","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Osvaldo Boelcke","South America","Argentina","Buenos Aires","La Lucila. En dunas interiores; lugar humedo.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Boelcke 14645","1972","2","14","General Lavalle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2010-01-29 20:51:00-02","MO","MOBOT","2826551","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"W.G. Herter","South America","Uruguay",NA,"Cerro Largo. Sierra de Rios. hum. umbr. Ad rip. aren.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Herter 636A","1937","2","7",NA,NA,NA,"100.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2016-11-15 05:15:00-02","MO","MOBOT","2826588","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","South America","Argentina","Corrientes","Ruta 12, 13 km W del limite con Misiones.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Krapovickas 28649","1976","1","9","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","2826594","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Osvaldo Boelcke","South America","Argentina","Buenos Aires","Villa Gesell.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Boelcke 14454","1973","1","23","General Juan Madariaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","2826619","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Osvaldo Boelcke","South America","Argentina","Buenos Aires","Villa Gesell.",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.",NA,"Boelcke 14553","1972","1","30","General Juan Madariaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-11-14 03:32:00-02","MO","MOBOT","3582027","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Miguel Bang","South America","Bolivia",NA,"without data",NA,NA,NA,NA,NA,NA,"Gillies ex Lindl.","Foster's 1958 catalog notes file","Bang 2268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-31 09:19:37-03","INPA","INPA","24855","S","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Prance, GT","Southern America","Brasil","Amazonas","Lago Preto, 3 km north of Lábrea",NA,NA,NA,"INPA0024855","Monocotyledon","Asparagales","(Warm.) Hoehne","Batista, JAN","8057","1968","10","29","Lábrea","-64.798211","-7.23797",NA,NA,"INPA0024855 INPA0024855_e INPA0024855_e1","1999","-64.798211","-7.23797",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-08-31 09:19:37-03","INPA","INPA","31881","S","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"Prance, GT","Southern America","Brasil","Amazonas","Rio Purús, Lago Prêto, 2 km north of Lábrea",NA,NA,NA,"INPA0031881","Monocotyledon","Asparagales","(Warm.) Hoehne","Batista, JAN","13665","1971","06","25",NA,"-64.7981","-7.2586",NA,NA,"INPA0031881 INPA0031881_e INPA0031881_e1","1999","-64.7981","-7.2586","07",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-08-31 09:19:37-03","INPA","INPA","217200","S","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"Hatschbach, GG","Southern America","Brasil","Goiás","Fazenda Mato Fundo. Campo rupestre; do brejo.",NA,NA,NA,"INPA0217200","Monocotyledon","Asparagales","Gill. ex Lindl.","Toscano de Brito, AL","54669","1990","10","16","Alto Paraíso de Goiás","-47.860278","-14.223611","1200","1200","INPA0217200 INPA0217200_e","1991","-47.860278","-14.223611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-07 11:44:47-03","FUVATES","HVAT","2321","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"E. Freitas",NA,"Brasil","Rio Grande do Sul","Taquari.",NA,NA,"Flores brancas; Coletada em ambiente umido, nas margens do arroio","HVAT00002321",NA,NA,"Hoehne","E. Freitas","s.n.","2007","12","16","São Francisco de Assis","-55.131111","-29.550278",NA,NA,NA,"2012","-55º7'52''W","-29º33'1''S","08",NA,NA,"01",NA,NA,NA,NA,NA
"85","2014-11-06 16:18:22-02","UFPB","EAN","12035","S","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,"Planta com 1/3 a 1/2 do caule crescendo submerso. Comum no local. Em plena floração. .Habitat: Subaquática, em meio gramíneas crescendo na d'água as margens de lagoa.",NA,NA,NA,"Warm","J. A. N. Batista","1040","2000","01","24","Barreiras","-44.99","-12.1528",NA,NA,NA,"2000",NA,NA,"01","152720","auto",NA,NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","1483853","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"P. Jorgensen","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"Orchidales","Lindl. ex Warm.",NA,"3946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","3428867","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"L. Scur","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00690428",NA,"Orchidales","Lindl. ex Warm.",NA,"930",NA,NA,NA,NA,NA,NA,"780","780","US00690428_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","209478","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"A. F. Regnell","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,"US00247203",NA,"Orchidales","Lindl. ex Warm.",NA,"1186","1865",NA,NA,NA,NA,NA,NA,NA,"US00247203_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","209761","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"A. F. Regnell","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,"US00247207",NA,"Orchidales","Lindl. ex Warm.",NA,"1186","1847","2","13",NA,NA,NA,NA,NA,"US00247207_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"T. McDowell, D. Gopaul & J. Bowdre","South America - Neotropics","Guyana","Barima-Waini",NA,NA,NA,NA,NA,NA,"Orchidales","Lindl. ex Warm.","Christenson, E. A.","4257 b","1991","4","6",NA,NA,NA,"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","814469","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor",NA,"A. F. Regnell","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,"US00247201",NA,"Orchidales","Lindl. ex Warm.",NA,"1186","1870","2","26",NA,NA,NA,NA,NA,"US00247201_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","1858444","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"H. J. Gallinal, -- Aragone, -- Bergalli, -- Campal & B. Rosengurtt","South America","Uruguay","Florida",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"4549","1941","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","1549558","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. Venturi","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"9622","1923","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","1573009","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"P. Jorgensen","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"4770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","3125056","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. F. Smith, C. C. Smith & M. Condon","South America - Neotropics","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"997","1987","7","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","3057280","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"V. A. Funk, B. Kahn & S. Wiser","South America - Neotropics","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"8402","1986","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","1055396","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"R. E. Fries","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"1189","1902","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","1545645","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. Venturi","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"8521","1929","3","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","3125055","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"S. F. Smith, C. C. Smith & M. Condon","South America - Neotropics","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"997","1987","7","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","1134016","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"R. S. Williams","South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"37","1902","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","2121009","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","gourlieana","Habenaria gourlieana",NA,"H. J. Gallinal & B. Rosengurtt","South America","Uruguay","Florida",NA,NA,NA,NA,NA,NA,"Orchidales",NA,NA,"5854","1947","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
