"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","typeStatus","eventTime","fieldNumber","individualCount","dayIdentified","relatedCatalogItem"
"15","2020-11-04 11:20:10-03","ESALQ","ESA","73219","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Oliveira, A.C.P.","Ivanauskas, N.M. et al.","4544.0","2001","09","20",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA073219",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:10-03","ESALQ","ESA","93560","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meissn.","Tsuji, R. & Souza, V.C.","Ivanauskas, N.M. et al.","4498.0","2001","08","15",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA093560",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:39:16-02","BGBM","B","B 10 0359796","S","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii",NA,NA,"Moura","1051",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100359796 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100359796","B100359796_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:27:15-03","UNICAMP","UEC","148880","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Aranha, BA","Aranha, BA","497","2007","01","14",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","380","380",NA,NA,NA,NA,NA,NA,"-45.084167","-23.366389","2008",NA,"10",NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:27:15-03","UNICAMP","UEC","148881","S","Plantae","Magnoliopsida",NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Aranha, BA","Aranha, BA","498","2007","01","14",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","380","380",NA,NA,NA,NA,NA,NA,"-45.084167","-23.366389","2008",NA,"10",NA,NA,NA,NA,NA,NA
"20","2014-10-14 15:56:49-03","BS","M","M-0145993","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Martius, C.F.P. von",NA,"1817","10","31",NA,"Brasil",NA,NA,"Habitat in sylvis ad Rio de Janeiro; Provinciae R. Janeiro.",NA,NA,NA,NA,NA,NA,"M0145993",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"TYPE","21:00",NA,NA,NA,NA
"21","2014-10-14 15:56:49-03","BS","M","M-0145994","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Martius, C.F.P. von",NA,"1817","10","31",NA,"Brasil",NA,NA,"Habitat in sylvis Corcovado M.; Provinciae Rio Jo.",NA,NA,NA,NA,NA,NA,"M0145994",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"TYPE","21:00",NA,NA,NA,NA
"22","2014-10-14 15:56:49-03","BS","M","M-0145995","S","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia prov. Rio de Janeiro, in sylvis montis Corcovado.",NA,NA,NA,NA,NA,NA,"M0145995",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"TYPE",NA,NA,NA,NA,NA
"23","2020-12-21 16:46:27-03","MBM","MBM","43771","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Barringer, K.","Hatschbach, G.; et al.; et al.","11402",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Serra do Corcovado, entre Mesa do Imperador e Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"MBM043771","MBM043771","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7582","PreservedSpecimen","Plantae",NA,"Angiospermae","Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Haroldo C. de Lima","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva","8399","2016","11","02",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Tinguá, Estrada do Comércio, a 6,6 km o entroncamento para a Sede da Rebio.","-43.480556","-22.563056","763","763",NA,"Árvore com 5m alt. Tronco com casca lisa e pardacenta, DAP ca. 10 cm. Frutos. esverdeados. Ocasional.; Mato escuro. Mata de encosta.","FCAB007582",NA,NA,NA,"-43.480556","-22.563056","2016",NA,"11",NA,NA,NA,NA,NA,NA
"25","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713553","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Gaudichaud, C.",NA,"1836","3","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713553' target='other'> <mi>dwc_moreinfo</mi></a>","P06713553","P06713553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"26","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713549","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Glaziou, A.",NA,"1878","10","1",NA,"Brasil","Rio de Janeiro",NA,"Chemin du Macaco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713549' target='other'> <mi>dwc_moreinfo</mi></a>","P06713549","P06713549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9572",NA,NA,NA
"27","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713546","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Glaziou",NA,"1878","10","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Chemin de Macaco","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713546' target='other'> <mi>dwc_moreinfo</mi></a>","P06713546","P06713546_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"9572",NA,NA,NA
"28","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713547","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Glaziou, A.",NA,"1878","10","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Chemin du macaco","-43.2075004577637","-22.9027996063232",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713547' target='other'> <mi>dwc_moreinfo</mi></a>","P06713547","P06713547_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"9572",NA,NA,NA
"29","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713551","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Glaziou, A.",NA,"1867","12","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713551' target='other'> <mi>dwc_moreinfo</mi></a>","P06713551","P06713551_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"2633",NA,NA,NA
"30","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713550","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Schwacke",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713550' target='other'> <mi>dwc_moreinfo</mi></a>","P06713550","P06713550_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"18466",NA,NA,NA
"31","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713548","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Glaziou",NA,"1892","12","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713548' target='other'> <mi>dwc_moreinfo</mi></a>","P06713548","P06713548_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"20472",NA,NA,NA
"32","2015-09-04 18:48:36-03","MNHN","RECOLNAT_MNHN_P","P06713552","PreservedSpecimen",NA,NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.",NA,"Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06713552' target='other'> <mi>dwc_moreinfo</mi></a>","P06713552","P06713552_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"33","2011-01-17 09:59:00-02","MO","MOBOT","100294477","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","L. Rossi (SP)","P. P. H. Laclette","Laclette 802","1980","10","26","South America","Brazil","Rio de Janeiro","Rio Bonito","Rio Bonito, Bracanã, Fazenda das Cachoeiras.","-42.6096992492676","-22.7085990905762",NA,NA,NA,NA,NA,NA,"20195","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2011-01-17 10:04:00-02","MO","MOBOT","100295945","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","!L. Rossi (SP)","Luiz Emygdio de Mello Filho","Emygdio de Mello Filho 867","1948","9","18","South America","Brazil","Rio de Janeiro","Teresópolis","Granja Comari","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2010-08-10 13:55:00-03","MO","MOBOT","100259197","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","!L. Rossi (SP)","Pereira","Pereira 180","1942","9","25","South America","Brazil","Rio de Janeiro","Teresópolis","Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2010-11-23 14:28:00-02","MO","MOBOT","100259175","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","!L. Rossi","Alexander C. Brade","Brade 10523","1929","7","28","South America","Brazil","Rio de Janeiro",NA,"Serra du Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2010-03-09 09:40:00-03","MO","MOBOT","100259178","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","A. Ducke|KUHLMANN","Ducke 19159",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Serra du Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2010-11-23 14:27:00-02","MO","MOBOT","100259181","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","Alexander C. Brade","Brade 10522","1928","10","21","South America","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","Serra da Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2020-05-30 04:37:00-03","MO","MOBOT","100259183","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","Ernst Üle","Üle 3277","1893","10",NA,"South America","Brazil","Rio de Janeiro",NA,"Floresta da Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2019-02-19 04:30:00-03","MO","MOBOT","100214487","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Meisner","C.F.P. Martius","Martius 119","1817","11",NA,"South America","Brazil","Rio de Janeiro",NA,"Habitat in silvis montis Corcovado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,NA,"1",NA,NA
"41","2011-01-11 14:36:00-02","MO","MOBOT","100215485","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","!L. Rossi (SP)","Auguste F.M. Glaziou","Glaziou 4765","1870","9","12","South America","Brazil","Rio de Janeiro",NA,"Tijuca, côte de Benette.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"1",NA,NA
"42","2011-02-16 14:00:00-02","MO","MOBOT","100215493","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","Auguste F.M. Glaziou","Glaziou 8251","1875","8","22","South America","Brazil","Rio de Janeiro",NA,"Serra d'Estrella.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"1",NA,NA
"43","2011-12-21 14:31:00-02","MO","MOBOT","100221807","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","!Z.S. Rogers","P. P. H. Laclette","Laclette 45",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio Bonito, Bracanã, Fazenda das Cachoeiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"1",NA,NA
"44","2011-12-21 14:31:00-02","MO","MOBOT","100221809","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","!Z.S. Rogers","P. P. H. Laclette","Laclette 46","1975","9","7","South America","Brazil","Rio de Janeiro",NA,"Rio Bonito, Bracanã, Fazenda das Cachoeiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"1",NA,NA
"45","2012-05-17 05:02:00-03","MO","MOBOT","100259154","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","Carl Schwacke","Schwacke 7302","1891","2","13","South America","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2012-05-17 05:02:00-03","MO","MOBOT","100259156","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","Carl Schwacke","Schwacke 8989","1892","12",NA,"South America","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"47","2010-03-09 09:20:00-03","MO","MOBOT","100259158","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","A. Ducke|KUHLMANN","Ducke 6150",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2010-11-23 15:48:00-02","MO","MOBOT","100259161","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","A. Ducke|KUHLMANN","Ducke 16374",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2011-02-18 15:24:00-02","MO","MOBOT","100259162","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 15",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2010-03-09 10:34:00-03","MO","MOBOT","100259164","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","Nevling","Auguste F.M. Glaziou","Glaziou 2633","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2010-07-27 14:58:00-03","MO","MOBOT","100259166","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","martii","Daphnopsis martii","Meisn.","L. Rossi (SP)","Auguste F.M. Glaziou","Glaziou 18466","1891",NA,NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
