"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"1","2020-09-23 10:40:56-03","E","E","312896","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Sano, P.T.; Laessoe, T.","52526","1992","03","10","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:315185","<a href=http://data.rbge.org.uk/herb/E00312896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00312896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","179231","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","anfractuosa","Genlisea anfractuosa","T. G. Tutin","673","1933","08","30","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=56285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00179231","Magnoliophyta","Lamiales","Tutin","isotype","Kaeitur Savannah","335.3","335.3","NY00179231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","03839922","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","O. Huber","4243","1979","08","22","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4125387' target='other'> <mi>dwc_moreinfo</mi></a>","NY03839922","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"sabanas y bosques en la región de Rincones de Chacorro, a unos 30 km al N de Puerto Ayacucho y a unos 5 km. al NE de Galipero","80",NA,NA,"Amazonas","Atures","-67.33","5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","929722","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","D. R. Hunt","5624","1966","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929722","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Xavantina-Cachimbo road, 200 km. from Xavantina.","600","1000","NY00929722_01","Mato Grosso","Ribeirão Cascalheira","-51.8242","-12.9419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","778327","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","R. M. Harley","51700","1992","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778327","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Garimpo do Bicota","1500","1500","NY00778327_01","Bahia","Abaíra","-41.85","-13.33","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","686985","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","R. M. Harley","19565","1977","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686985","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Serrra das Almas. Lower NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas.","1500","1500","NY00686985_01","Bahia",NA,"-41.95","-13.55","P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","686986","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","R. M. Harley","22264","1980","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686986","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Serras dos Lençois. Lower slopes of Morro do Pai Inácio. Ca. 14.5 km NW of Lençois just N of the main Seabra - Itaberada road. E6.","700","1000","NY00686986_01","Bahia","Palmeiras","-41.47","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","880032","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","I. Mimura","431","1962","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880032","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Ca. 9.8km SSE em linha reta da praça principal de Sao José dos Campos.",NA,NA,"NY00880032_01","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","02636979","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","P. da C. Gadelha Neto","3898","2014","11","23","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392199' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636979","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Granja Mauriceia","110","110","NY02636979_01","Paraíba","Pedras de Fogo","-34.965556","-7.414722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","929720","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","H. S. Irwin","32710","1971","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929720","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","1250","1250","NY00929720_01","Goiás","Alto Paraíso de Goiás","-47.5167","-13.93593","P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","03839986","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","O. Huber","5633","1979","08","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4125412' target='other'> <mi>dwc_moreinfo</mi></a>","NY03839986","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"sabanas y bosques en la región de Rincones de Chacorro, a unos 30 km al N de Puerto Ayacucho y a unos 5 km. al NE de Galipero","80",NA,NA,"Amazonas","Atures","-67.33","5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929719","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","H. S. Irwin","27575b","1970","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929719","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Serra do Espinhaço, ca. 25 km E. of Diamantina, near Rio Jequití","800","800","NY00929719_01","Minas Gerais",NA,"-43.50795","-18.1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1018452","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","D. Sasaki","219","2003","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018452","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Estreito. Usina de Estreito (Acampamento de Estreito).","720","720","NY01018452_01","São Paulo","Pedregulho","-47.2772","-20.1578","D. Sasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","929721","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","W. R. Anderson","6469","1973","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929721","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","1600","1600","NY00929721_01","Goiás","Alto Paraíso de Goiás","-47.5167","-13.9376","P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:20-03","UFBA","ALCB","137716","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Guedes, FM; Luna, NK; Pessoa, E; Melo, A","86","2017","11","02","Southern America","Brasil",NA,NA,"Corola amarela, cálcar inflado, ápice arredondado, cápsula pilosa, tricomas eglandulares. &nf;; Restingas alagadas.","ALCB067577","Dicotyledon",NA,"A.St.-Hil.",NA,"Estrada entre Una e Santa Luzia, BA-270.","72","72","ALCB067577","Bahia","Santa Luzia","-39.039722","-15.566389","Guedes, FM","2017","11","-39.039722","-15.566389",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:18:20-03","UFBA","ALCB","80005","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Guedes, ML; Santos, JB dos; Tosto, MG; Rigueira, D","13595","2006","08","12","Southern America","Brasil",NA,NA,"Botões lilás.; Mussununga.",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"Baixo Sul, Garapuá",NA,NA,NA,"Bahia","Cairu","-39.033333","-13.483333","Guedes, FM","2017","09","-39.033333","-13.483333","11",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2826981","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Mélinon M",NA,NA,NA,NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2826981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2826981",NA,"Lamiales","A.St.-Hil.",NA,NA,NA,NA,"NL-L2826981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.3886324","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Harley RM",NA,"1980","05","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3886324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3886324",NA,"Lamiales","A.St.-Hil.",NA,"Serras dos Lençois. Lower slopes of Morro do Pai Inácio. ca. 14.5km N.W. of Lençois just N. of the main Seabra-Itaberaba road.",NA,NA,"NL-L3886324",NA,NA,"-41.466667","-12.45",NA,NA,NA,"-41.466667","-12.45",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U 0003676","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Tutin TG",NA,"1933","08","30","Southern America","Guyana",NA,NA,"savanna, damp sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003676",NA,"Lamiales","A.St.-Hil.","isotype","Kaietuk",NA,NA,"NL-U0003676",NA,NA,NA,NA,"Taylor PG","1973","07",NA,NA,"01","Magnoliopsidae","39716 A",NA,NA,NA,NA,NA
"20","2020-11-04 11:12:11-03","ESALQ","ESA","113240","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Bosquetti, L.B.","782.0","2007","05","12",NA,"Brasil",NA,NA,NA,"ESA113240","Magnoliophyta",NA,NA,NA,NA,NA,NA,"ESA113240","Goiás","Cocalzinho-Pirenópolis",NA,NA,"Gonella, P.M.","2011","03",NA,NA,"31",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:12:11-03","ESALQ","ESA","113708","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Bosquetti, L.B.","605.0","2007","03","10",NA,"Brasil",NA,NA,NA,"ESA113708","Magnoliophyta",NA,"A.St.-Hil.",NA,NA,NA,NA,"ESA113708","Goiás","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489","P.M. Gonella",NA,NA,NA,NA,NA,NA,NA,"56114","auto",NA,NA,NA
"22","2020-11-04 11:12:11-03","ESALQ","ESA","113195","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Bosquetti, L.B.","277.0","2006","04","22",NA,"Brasil",NA,NA,NA,"ESA113195","Magnoliophyta",NA,NA,NA,NA,NA,NA,"ESA113195","Goiás","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489","Gonella, P.M.","2011","03",NA,NA,"31",NA,NA,"56114","auto",NA,NA,NA
"23","2020-11-04 11:12:11-03","ESALQ","ESA","113442","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Bosquetti, L.B.","272.0","2006","04","23",NA,"Brasil",NA,NA,NA,"ESA113442","Magnoliophyta",NA,NA,NA,NA,NA,NA,"ESA113442","Goiás","Pirenópolis","-48.9592018127441","-15.852499961853","Gonella, P.M.","2011","03",NA,NA,"31",NA,NA,"40887","auto",NA,NA,NA
"24","2020-11-04 11:12:11-03","ESALQ","ESA","38904","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15836.0","1997","04","26",NA,"Brasil",NA,NA,"Erva; flores amarelas.","ESA038904","Magnoliophyta",NA,"A.St.-Hil.",NA,"Serra do Cachimbo. Estrada Guarantã do Norte - Cachimbo, ca. 8 Km antes da divisa com o Estado do Pará. Campo alagável em beira de córrego.",NA,NA,NA,"Mato Grosso","Guarantã do Norte","-54.9099998474121","-9.78750038146973","Souza, J.P.",NA,NA,"-54,883,333","-9,583,333",NA,NA,NA,"89544","auto",NA,NA,NA
"25","2021-01-14 15:31:20-03","MN","R","232490","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Donza, A. 152; Benedito, V. & Donza, L.F.",NA,"2012","02","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"PARNA Serra do Cipó","841","841",NA,"Minas Gerais","Santana do Riacho","-43.621194","-19.353444","Donza, A.","2012","02","43º37'16,3W","19º21'12,4S","11",NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:31:20-03","MN","R","97256","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Freire Allemão, F.; Cysneiros, M.","915","1861",NA,NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8257","R010047739",NA,NA,"A. St.-Hil.",NA,NA,NA,NA,"R010047739_001 R010047739_002","Ceará",NA,NA,NA,"Taylor, P.","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:31:20-03","MN","R","218262","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Cavalcant, T.B.; et al.",NA,"2002","06","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,"Mumbuca","480","480",NA,"Tocantins","Mateiros",NA,"-10.371389",NA,NA,NA,"46°34'58O","10°22'17S",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:31:20-03","MN","R","217606","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Carregosa-Silva, T. 213; Santos, L.A.S.; Prata, A.P.N. & Santos, E.",NA,"2011","07","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,"Sergipe","Estância","-37.4383010864258","-11.2683000564575","Carregosa-Silva, T.","2011","08",NA,NA,NA,NA,NA,"24378","auto",NA,NA,NA
"29","2021-01-14 15:31:20-03","MN","R","217607","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Carregosa-Silva, T. 218; Nascimento-Junior, J.E.; Santos, L.A.S. & Melo, D.S.",NA,"2011","08","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,"Sergipe","Santo Amaro das Brotas","-37.0544013977051","-10.7889003753662","Carregosa-Silva, T.","2011","08",NA,NA,NA,NA,NA,"21551","auto",NA,NA,NA
"30","2014-10-14 12:01:55-03","FEMACT","MIRR","7478","S","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","A.S. Flores; C.S. Costa; O. Grigio Jr.","a2052","2008","09","04",NA,"Brasil",NA,NA,"Erva ereta ca. 8cm alt., flores amarela, em 1000m campo alagável perto da casa",NA,NA,NA,"A.St.-Hil.",NA,"Serra do Tepequém, Subida para trilha do platô",NA,NA,NA,"Roraima","Amajari","-61.719319","3.76188","Costa, S.M.",NA,NA,"-61.719319","3.76188",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:44:23-02","IPA","IPA","11127","S","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Andrade-Lima","57-2705","1957","10","05","Southern America","Brasil",NA,NA,"Flor róseo-claro.","IPA0011127","Plantae",NA,"A. St.-Hil.",NA,"locais abrejados do tabuleiro.",NA,NA,NA,"Pernambuco","Goiana","-35.002498626709","-7.56056022644043","Taylor, P.","1976","06",NA,NA,NA,NA,NA,"22853","auto",NA,NA,NA
"32","2019-02-15 11:44:23-02","IPA","IPA","7963","S","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Andrade-Lima","55-2084","1955","06","26","Southern America","Brasil",NA,NA,"Erva paludosa; flor amarelo citrino.","IPA0007963","Plantae",NA,"A. St.-Hil.",NA,"Campina dos Marcos",NA,NA,NA,"Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454","Taylor, P.","1975","08",NA,NA,NA,NA,NA,"24709","auto",NA,NA,NA
"33","2019-07-26 11:40:31-03","IPA","IPA","12597","S","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Magalhães, M.","12597","1952","08","25","Southern America","Brasil",NA,NA,"Flores violáceo-claro.","IPA0012597","Plantae",NA,"A. St.-Hil.",NA,"tabuleiro arenoso, em água estagnada. Muito frequente.",NA,NA,NA,"Pernambuco","Itambé","-35.1128005981445","-7.41028022766113","Taylor, P.","1976","06",NA,NA,NA,NA,NA,"24207","auto",NA,NA,NA
"34","2021-04-07 11:45:19-03","UFMS","CGMS","13538","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6872","2004","04","01",NA,"Brasil",NA,NA,"Flor amarela-clara. Fruto ocre. Cálcar de extremidade quase retangular. Escapo com pêlos glandulares mais concentrados no ápice. Folhas emersas 8-12 mm de comprimento.Cálice eFruto pilosos. Espirais (folhas utriculíferas 1 cm após bi","CGMS1042977",NA,NA,"A.St.-Hil.",NA,"Fazenda Santo Antônio do Pontal, próximo ao córrego.","830","830",NA,"Mato Grosso do Sul","Costa Rica","-53.0033333","-18.37","V.J. Pott","2004","05","-53,0033333","-18,37","05",NA,NA,NA,NA,NA,NA,NA
