"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"35","2021-04-07 11:45:19-03","UFMS","CGMS","22693","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","V.J. Pott; A. Pott","10212","2008","03","22",NA,"Brasil",NA,NA,"Flor amarela-clara. Fruto castanho. Material em álcool 70% Habitat: Campo graminoso úmido de Vereda em domínio de Cerrado Habito: Erva aquática emergente; Escapo 0,10-0,27m de altura","CGMS1052108",NA,NA,"A.St.-Hil.",NA,"Faz. Harmonia, 1,5Km Leste da sede; Buritizal próx. a Serra do Bom jardim.","378","378",NA,"Mato Grosso do Sul","Alcinópolis","-53.7044444","-18.1155556","V.J. Pott","2008","03","-53,7044444","-18,1155556","02",NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:45:19-03","UFMS","CGMS","57719","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","V.J. Pott; A. Pott","5140","2002","03","01",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Campo úmido (brejo) de nascente (minador de água). Solo hidromórfico,argilo-turfoso. Relevo plano deprimido. Rara. Habito: Erva aquática.","CGMS1087653",NA,NA,"A.St.-Hil.",NA,"Nascente do rio Taquari, entre a ferrovia Ferro-Norte e a cidade de Alto Taquari.",NA,NA,NA,"Mato Grosso","Alto Taquari","-53.2780556","-17.8558333","V.J. Pott",NA,NA,"-53,2780556","-17,8558333",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:45:19-03","UFMS","CGMS","70692","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","V.J. Pott","10183","2008","03","21",NA,"Brasil",NA,NA,"Flor amarelo-clara. Fruto acastanhado. Habitat: Borda de açude em Vereda com gado. Habito: Erva aquática emergente, 1 cm de altura, escapo floral 10 - 25 cm.","CGMS1103096",NA,NA,"A.St.-Hil.",NA,"Fazenda Harmonia, 1,5 km a leste da sede, direção Serra do Bom Jardim.","380","380",NA,"Mato Grosso do Sul","Alcinópolis","-53.7044444","-18.1155556","V.J. Pott","2008","05","-53,7044444","-18,1155556","02",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-27 13:49:51-03","UFS","ASE","20626","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Santos, LAS; Melo, DS; Nascimento - Júnior, JE; Santos, ACAS; Borges, A","571","2011","07","29","Southern America","Brasil",NA,NA,"Erva, flores amarelas.; Erva, flores amarelas.; Área brejosa.","ASE0026919","Magnoliophyta",NA,"A.St.-Hil.",NA,"Parque Nacional da Serra de Itabaiana, Serra de Itabaiana. Trilha principal",NA,NA,"ASE0026919","Sergipe","Areia Branca","-37.315","-10.758056","Santos, LAS","2011","08","-37.315","-10.758056","02",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-27 13:49:51-03","UFS","ASE","21560","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Prata, AP; Santos, LAS; Carregosa, T; Santos, E; Farias, MCV","2691","2011","07","02","Southern America","Brasil",NA,NA,"Erva de aproximadamente 8 cm de altura, flores amareladas.; Erva de aproximadamente 8 cm de altura, flores amareladas.; Restinga.","ASE0028171","Magnoliophyta",NA,"A.St.-Hil.",NA,"Povoado Rio Fundo",NA,NA,"ASE0028171","Sergipe","Estância","-37.438056","-11.268611","Carregosa, T","2011","07","-37.438056","-11.268611",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:49:51-03","UFS","ASE","21829","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Carregosa, T; Santos, LAS; Prata, AP; Santos, E","213","2011","07","02","Southern America","Brasil",NA,NA,"Erva terrestre. Flores amarelas.; Erva terrestre. Flores amarelas.; Restinga.","ASE0028242","Magnoliophyta",NA,"A.St.-Hil.",NA,"Povoado Rio Fundo",NA,NA,"ASE0028242","Sergipe","Estância","-37.438056","-11.268611","Carregosa, T","2011","08","-37.438056","-11.268611",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-27 13:49:51-03","UFS","ASE","21833","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Carregosa, T; Nascimento - Júnior, JE; Santos, LAS; Melo, DS","218","2011","08","05","Southern America","Brasil",NA,NA,"Erva terrestre Flores amarelas.; Erva terrestre Flores amarelas.; Restinga.","ASE0028246","Magnoliophyta",NA,"A.St.-Hil.",NA,NA,NA,NA,"ASE0028246","Sergipe","Santo Amaro das Brotas","-37.054167","-10.789167","Carregosa, T","2011","08","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-27 13:49:51-03","UFS","ASE","25680","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Matos, GMA; Campos, DA; Costa, SMS; Menezes, AB","201","2012","09","10","Southern America","Brasil",NA,NA,"Herbácea, 10 cm. Flores amarelas, ambiente úmido.","ASE0031040","Magnoliophyta",NA,"A.St.-Hil.",NA,"PARNA Serra de Itabaiana, Serra Comprida.",NA,NA,"ASE0031040","Sergipe","Areia Branca","-37.315","-10.758056","Matos, GMA","2012","09","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:49:51-03","UFS","ASE","26877","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Nascimento - Júnior, JE","1097","2011","08","05","Southern America","Brasil",NA,NA,NA,"ASE0031341","Magnoliophyta",NA,"A.St.-Hil.",NA,"Terreno da Jazida Lev Terra, próx. ao Rio Pomonga",NA,NA,NA,"Sergipe","Santo Amaro das Brotas","-37.054167","-10.789167","Carregosa, T","2012","09","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-27 13:49:51-03","UFS","ASE","28804","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","filiformis","Genlisea filiformis","Carregosa, T; Santos, E","395","2013","06","10","Southern America","Brasil",NA,NA,"Erva ca. 15 a 20 cm. Folhas em roseta, na base do pedúnculo. Cálice com 5 sépalas. Corola amarela, calcarada.; Tabuleiros costeiros.","ASE0000323","Magnoliophyta",NA,"A.St.-Hil.",NA,"Povoado Alagamar",NA,NA,"ASE0000323","Sergipe","Pirambu","-36.756167","-10.616861","Carregosa, T","2013","09","-36.756167","-10.616861",NA,NA,NA,NA,NA,NA,NA,NA
