"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","yearIdentified","identifiedBy"
"1","2021-03-15 16:37:00-03","NY","NYBG","02350101","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Xyridaceae","Xyris","coutensis","Xyris coutensis","Wand. & Cerati","isotype","M. das G. L. Wanderley","707","1984","07","17","South America","Brazil","Minas Gerais","Couto de Magalhães de Minas","Chapada do Couto","-43.4710998535156","-18.0713996887207","32974","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2554165' target='other'> <mi>dwc_moreinfo</mi></a>","NY02350101","NY02350101_01","auto",NA,NA
"2","2020-12-11 11:45:33-03","UFMG","BHCB","169967","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","coutensis","Xyris coutensis","Wand. & Cerati","Isotypus","Wanderley, MGL; Giulietti, AM; Varanda, EM; Harley, RM; Furlan, A","707","1984","07","17","Southern America","Brasil","Minas Gerais","Couto de Magalhães de Minas","Chapada do Couto.","-43.4710998535156","-18.0713996887207","32974",NA,NA,"BHCB014899",NA,"auto","1987",NA
"3","2019-11-13 11:33:13-03","USP","SPF","209500","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","coutensis","Xyris coutensis","Wand. & Cerati","isotype","Wanderley, MGL","707","1984","07","17",NA,"Brasil","Minas Gerais","Couto de Magalhães de Minas","Chapada do Couto","-43.4710998535156","-18.0713996887207","32974",NA,NA,"SPF00209500",NA,"auto","1987","Wanderley, MGL"
"4","2019-11-21 10:19:55-03","IBt","SP","200004a","Extra","Plantae",NA,NA,"Xyridaceae","Xyris","coutensis","Xyris coutensis","Wand. & Cerati","Holotype","Wanderley, MGL; Giulietti, AM; Varanda, EM; Harley, R; Furlan, A","707","1984","07","17",NA,"Brasil","Minas Gerais","Couto de Magalhães de Minas","Chapada do Couto","-43.4710998535156","-18.0713996887207","32974",NA,NA,"SP002834","SP002834","auto","1987","Wanderley, MGL"
"5","2019-11-21 10:19:55-03","IBt","SP","200004","S","Plantae",NA,NA,"Xyridaceae","Xyris","coutensis","Xyris coutensis","Wand. & Cerati","Holotype","Wanderley, MGL; Giulietti, AM; Varanda, EM; Harley, R; Furlan, A","707","1984","07","17",NA,"Brasil","Minas Gerais","Couto de Magalhães de Minas","Chapada do Couto","-43.4710998535156","-18.0713996887207","32974",NA,NA,"SP002833","SP002833","auto","1987","Wanderley, MGL"
"6","2020-12-10 11:28:23-03","IBt","SP","396435","S","Plantae",NA,NA,"Xyridaceae","Xyris","coutensis","Xyris coutensis","Wand. & Cerati",NA,"Wanderley, MGL","2595","2007","05","23",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895","26697",NA,NA,NA,NA,"auto",NA,NA
