"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"85","2021-04-08 17:42:06-03","EAO","IAN","167195","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Aragão, IL; Bastos, MNC","1995","07","10","Southern America","Brasil",NA,NA,NA,"IAN167195","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","126","Pará","Santa Cruz, reserva da Fundação Serra das Andorinhas, rio Araguaia, próximo ao acampamento , área inundável na época da cheia.","-48.45","-6.216667",NA,"São Geraldo do Araguaia",NA,NA,NA,NA,NA,"2008",NA,"-48.45","-6.216667",NA,NA,NA,NA,NA,NA
"86","2021-04-08 17:42:06-03","EAO","IAN","176569","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Cordeiro, MR","2002","09","17","Southern America","Brasil",NA,NA,NA,"IAN176569","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","MC-29-03100572","Pará","Serra do Martírio (Andorinhas), Solo rochoso, mata de encosta, luminosidade intensa, freqüência comum.","-48.592778","-6.2",NA,"São João do Araguaia","225","225",NA,NA,NA,"2008",NA,"-48.592778","-6.2",NA,NA,NA,NA,NA,NA
"87","2021-04-08 17:42:06-03","EAO","IAN","176569","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Cordeiro, MR","2002","09","17","Southern America","Brasil",NA,NA,"Árvore, aprox. 7 m de altura por 38 cm de CAP. Frutos verdes.","IAN176569","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","MC-29-03100572","Pará","Serra do Martírio (Andorinhas), Solo rochoso, mata de encosta, luminosidade intensa, freqüência comum.","-48.592778","-6.2",NA,"São João do Araguaia","225","225",NA,NA,NA,"2008",NA,"-48.592778","-6.2",NA,NA,NA,NA,NA,NA
"88","2021-04-08 17:42:06-03","EAO","IAN","129111","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Pires, JM; Belém, RP","1970","09",NA,"Southern America","Brasil",NA,NA,NA,"IAN129111","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","13019","Pará","Rio Itacaiunas, afl. do R. Tocantins, Serra Buritirama (B4), região com minério de manganês.","-50.216667","-5.516667",NA,NA,NA,NA,NA,NA,NA,"2008",NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA,NA
"89","2021-04-08 17:42:06-03","EAO","IAN","128811","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Pires, JM; Belém, RP","1970","08",NA,"Southern America","Brasil",NA,NA,NA,"IAN128811","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","12706","Pará","Rio Itacaiunas, afl. do R. Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.216667","-5.516667",NA,NA,NA,NA,NA,NA,NA,"2008",NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA,NA
"90","2021-04-08 17:42:06-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Pires, JM; Belém, RP","1970","08",NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM",NA,"Pará","Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirana (B5), região com minério de manganês. Transecto 5N com 600m.","-50.25","-5.5",NA,NA,NA,NA,NA,NA,NA,"2008",NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA
"91","2021-04-08 17:42:06-03","EAO","IAN","128874","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","Pires, JM; Belém, RP","1970","08",NA,"Southern America","Brasil",NA,NA,NA,"IAN128874","Dicotiledônea",NA,"psilonema","Raddi",NA,"12768","Pará","Rio Itacaiunas, afl. do R. Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA
"92","2021-04-08 17:42:06-03","EAO","IAN","137062","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii cognata","Belém, RP; Pinheiro, RS","1966","11","30","Southern America","Brasil",NA,NA,"Árvore de 20m x 40cm de diam., flores brancas, estames brancos, anteras cremes, cálice marron.","IAN137062","Dicotiledônea",NA,"cognata","R.S. Cowan","Lewis, GP","2944","Bahia","Plantação de cacau.","-39.5511016845703","-14.6408004760742",NA,"Coaraci",NA,NA,"20388","auto","isotipo","1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-04-08 17:42:06-03","EAO","IAN","137118","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii cognata","Belém, RP; Pinheiro, RS",NA,NA,NA,"Southern America","Brasil",NA,NA,"Árvore de 10m x 20cm de diâmetro; infl. no caule, frutos verde-escuros.","IAN137118","Dicotiledônea",NA,"cognata","R.S. Cowan","Lewis, GP","3080","Bahia","Mata costeira.","-39.0147018432617","-14.103099822998",NA,"Maraú",NA,NA,"47076","auto",NA,"1988","11",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-04-08 17:42:06-03","EAO","IAN","164000","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","Cordeiro, MR",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN164000","Dicotiledônea",NA,"psilonema","Raddi",NA,"2192","Maranhão",NA,"-46.4011001586914","-4.34582996368408",NA,"Buriticupu",NA,NA,"73814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-04-08 17:42:06-03","EAO","IAN","164000","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii","Cordeiro, MR",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN164000","Dicotiledônea",NA,NA,"Raddi",NA,"2192","Maranhão",NA,"-46.4011001586914","-4.34582996368408",NA,"Buriticupu",NA,NA,"73814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-04-08 17:42:06-03","EAO","IAN","192770","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii","Martins, K","2014","02","26","Southern America","Brasil",NA,NA,NA,"IAN192770","Dicotiledônea",NA,NA,"Raddi","Cordeiro, MR","SL16","Maranhão",NA,"-45.7750015258789","-2.50056004524231",NA,"Santa Luzia do Paruá",NA,NA,"94303","auto",NA,"2014","08",NA,NA,"13",NA,NA,NA,NA,NA
"97","2021-04-08 17:42:06-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","UHE Belo Monte","2000","11","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotiledônea",NA,"psilonema","Raddi",NA,"300","Pará",NA,"-52.2064018249512","-3.20333003997803",NA,"Altamira",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-04-08 17:42:06-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","UHE Belo Monte","2000","11","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotiledônea",NA,"psilonema","Raddi",NA,"300","Pará",NA,"-52.2064018249512","-3.20333003997803",NA,"Altamira",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-04-08 17:42:06-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","Carmo, NAS do; Monteiro, ECS; Freitas, JC; Silva, AR da; Farias, MCR; Portilho, S","2003","09","05","Southern America","Brasil",NA,NA,"Árvore 6m alt. x 10,50cm DAP; base digitada; fuste reto; ritidoma marrom esverdeado, de aparência suja e desprendimento de escamas; casca morta esverdeada; casca viva caramelo; alburno amarelo.",NA,"Dicotiledônea",NA,"psilonema","Raddi","Freitas, JC","s.n.","Pará","Localizada às margens do rio Moju, à 140 Km da cidade de Moju.","-48.7689018249512","-1.88389003276825",NA,"Moju",NA,NA,"186920","auto",NA,"2003","12",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-04-08 17:42:06-03","EAO","IAN","180261","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","Barbosa, MG; Carmo, NAS do","2004","09","01","Southern America","Brasil",NA,NA,NA,"IAN180261","Dicotiledônea",NA,"psilonema","Raddi","Cordeiro, MR","21","Pará","Juruá Florestal Ltda., Rodovia Transamazônica Km 205, Fazenda Arataú.","-49.7963981628418","-4.33056020736694",NA,"Novo Repartimento",NA,NA,"155142","auto",NA,"2004","09",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-04-08 17:42:06-03","EAO","IAN","180303","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Takeda, PS; Ferreira, GC; Nascimento, MP do","2004","09","13","Southern America","Brasil",NA,NA,NA,"IAN180303","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","23","Pará","Área de experimento do projeto Dendrogene, convênio com Cikel Brasil Verde S.A.","-47.3527984619141","-2.99583005905151",NA,"Paragominas",NA,NA,"186685","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-04-08 17:42:06-03","EAO","IAN","170387","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Bastos, MNC; Cordeiro, MR","1995","06","14","Southern America","Brasil",NA,NA,NA,"IAN170387","Dicotiledônea",NA,"arumateuana","R.S. Cowan","Torke, BM","1969","Pará","Serra das Andorinhas, margem do rio Sucupira.","-48.5550003051758","-6.40055990219116",NA,"São Geraldo do Araguaia",NA,NA,"72333","auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-04-08 17:42:06-03","EAO","IAN","195201","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii","Faveri, C","2013","02","22","Southern America","Brasil",NA,NA,"Coletada em vegetação secundária inicial. Arvoreta. Flor branca, folíolos com pilosidade na face abaxial e adaxial.","IAN195201","Dicotiledônea",NA,NA,"Raddi",NA,"PSACF965","Pará","Sítio Belo Vista (UTM: 9636940/ 417166E).","-52.0099983215332","-2.88000011444092",NA,"Vitória do Xingu",NA,NA,"79439","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2013-07-03 11:02:13-03","EBDA","BAH","10155","S","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-10-09 11:17:19-03","UFBA","ALCB","121177","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Gomes, FS","2013","05","18","Southern America","Brasil",NA,NA,"Folhas com folíolos cartáceos, discolores, face abaxial vilosa.","ALCB049529","Dicotyledon",NA,NA,"Raddi","Guedes, ML","1396","Bahia",NA,"-39.503611","-15.775","ALCB049529","Mascote",NA,NA,NA,NA,NA,"2018","07","-39.503611","-15.775",NA,NA,NA,NA,NA,NA
"106","2019-10-09 11:17:19-03","UFBA","ALCB","048906","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Lima, SS dos; Guedes, ML; Oliveira, H","1999","06","20","Southern America","Brasil",NA,NA,"Dados fitossociológicos: CAP 16,0 cm; alt. 5,0 m. Módulo 4, parcela 17, nº 385.; Mata em estádio secundário de regeneração. Substrato argilo-arenoso.",NA,"Dicotyledon",NA,NA,"Raddi","Guedes, ML; Lima, SS dos","63","Bahia","Extremo Sul, Mata cara-branca, projeto CEDRO","-39.016667","-16.266667",NA,"Santa Cruz Cabrália",NA,NA,NA,NA,NA,"1999","08","-39.016667","-16.266667",NA,NA,NA,NA,NA,NA
"107","2021-02-08 21:32:23-03","UFBA","ALCB","11476","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","s.col.","1883",NA,NA,"Southern America","Brasil",NA,NA,NA,"ALCB015652","Dicotyledon",NA,NA,"Raddi",NA,"PHs/n",NA,"Da Bahia, Rio, Espirito Santo",NA,NA,"ALCB015652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-10-09 11:17:19-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Passos Júnior, LA; Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","2001","09","25","Southern America","Brasil",NA,NA,"Indiv. nº 326. DAP. 5,0cm. Alt. 7,0. Material estéril.; sob influência fluvial sazonal. (Projeto Mata Atlântica Nordeste - Subprojeto Estudos Ecológicos em Mata Ciliar no Sul da Bahia, REBIO de Una).",NA,"Dicotyledon",NA,NA,"Raddi","Jardim, JG","326","Bahia","Litoral Sul, Reserva Biológica de Una, Trilha do Rio Maruim.","-39.0675","-15.167778",NA,"Una","40","40",NA,NA,NA,"2001","10","-39.0675","-15.167778",NA,NA,NA,NA,NA,NA
"109","2019-10-09 11:17:19-03","UFBA","ALCB","56118","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","2001","09","06","Southern America","Brasil",NA,NA,"13,0 m. Folíolos coriáceos, discolores, raque e face abaxial tomentosos. Frutos imaturos verdes, grandes. Ocasional.; vegetação em estádio avançado de desenvolvimento.","ALCB032845","Dicotyledon",NA,NA,"Raddi","Guedes, ML","278","Bahia","Litoral Sul, Assentamento Oricó, próximo a sede","-39.349167","-14.133611","ALCB032845","Ibirapitanga/Camamú/Maraú",NA,NA,NA,NA,NA,"2001","12","-39.349167","-14.133611",NA,NA,NA,NA,NA,NA
"110","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.3897773","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii","Souza SAM; Rosário CS; Nascimento WC; Ferreira AM","1987","01","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897773",NA,"Fabales",NA,"Raddi",NA,NA,NA,"Amazonia, Pará, municipio de Altamira, rio Xingu, Reserva indigena dos Assurinis, Mata aberta de terra firme com cipós e palmeiras, solo areno-argiloso.",NA,NA,"NL-L3897773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"111","2020-02-08 09:14:54-03","NBC","NL-BOTANY","U 0003635","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii arumateuana","Kuhlmann JG","1924","04","30","Southern America","Brazil",NA,NA,"silva secundaria non inundata<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003635",NA,"Fabales","arumateuana","R.S.Cowan","Cowan RS",NA,"Pará","Arumateua, Rio Tocantins (civ. Pará)",NA,NA,"NL-U0003635",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"Magnoliopsidae","84679",NA,NA,NA
"112","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.2027146","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii flaemingii","Burchell WJ",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2027146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2027146",NA,"Fabales","flaemingii",NA,NA,NA,NA,"Plantarum Brasiliae Tropicae. Brasilia Prov. Rio Janeiro.",NA,NA,"NL-L2027146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"113","2020-02-08 09:14:54-03","NBC","NL-BOTANY","U.1319787","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii flaemingii","Occhioni P","1922","03","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1319787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1319787",NA,"Fabales","flaemingii",NA,NA,NA,NA,"Rio de Janeiro prope urbem (Fabrica Conioea).",NA,NA,"NL-U1319787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"114","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L 0019320","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii psilonema","Ule EHG","1907","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019320",NA,"Fabales","psilonema","(Harms) R.S.Cowan","Veerkamp FA",NA,"Piauí","BrasilienseEstado de Piauhy",NA,NA,"NL-L0019320",NA,NA,NA,NA,NA,"syntype","1969","10",NA,NA,"01","Magnoliopsidae","90814411",NA,NA,NA
"115","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.2027146","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii flaemingii","Burchell WJ",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2027146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2027146",NA,"Fabales","flaemingii",NA,NA,NA,NA,"Plantarum Brasiliae Tropicae. Brasilia Prov. Rio Janeiro.",NA,NA,"NL-L2027146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"116","2020-02-08 09:14:54-03","NBC","NL-BOTANY","U.1319787","PreservedSpecimen","Plantae","Leguminosae-Pap.","Swartzia","flaemingii","Swartzia flaemingii flaemingii","Occhioni P","1922","03","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1319787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1319787",NA,"Fabales","flaemingii",NA,NA,NA,NA,"Rio de Janeiro prope urbem (Fabrica Conioea).",NA,NA,"NL-U1319787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"117","2020-11-04 11:10:58-03","ESALQ","ESA","121260","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Neto, S.J.S.","1997","08","01",NA,"Brasil",NA,NA,NA,"ESA121260","Magnoliophyta",NA,NA,NA,NA,"993.0","Rio de Janeiro","Reserva da Petrobras. Rio Pedra Branca.","-43.3116989135742","-22.7856006622314",NA,"Duque de Caxias","50","50","34388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:10:58-03","ESALQ","ESA","96659","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Farag, P.R.C. et al.","1995","12","06",NA,"Brasil",NA,NA,NA,"ESA096659","Magnoliophyta",NA,NA,NA,"Pinto, R.B.","194.0","Rio de Janeiro",NA,"-43.451099395752","-22.7591991424561","ESA096659","Nova Iguaçu",NA,NA,"25743","auto",NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:10:58-03","ESALQ","ESA","123325","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Braga, J.M.A.","1995","12","19",NA,"Brasil",NA,NA,NA,"ESA123325","Magnoliophyta",NA,NA,"Raddi","Mansano, V.F.","3113.0","Rio de Janeiro","Granja Monte Olivete, morro de frente ao sítio São Jorge.","-42.9818992614746","-22.5372009277344",NA,"Guapimirim","500","500","21463","auto",NA,"2017","07",NA,NA,"08",NA,NA,NA,NA,NA
"120","2020-11-04 11:10:58-03","ESALQ","ESA","30889","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Leitão Filho, H.F.","1996","02","03",NA,"Brasil",NA,NA,NA,"ESA030889","Magnoliophyta",NA,NA,"Raddi","Mansano, V.","34801.0","São Paulo",NA,"-45.0699996948242","-23.4300003051758","ESA030889","Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-01-14 15:30:30-03","MN","R","25738","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Sampaio, A.J.","1932","02",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi","Lima, H.C.","s.n.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-01-14 15:30:30-03","MN","R","64174","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Rangel, A.L.; Schwacke, C.A.W.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-01-14 15:30:30-03","MN","R","69363","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Palma, M.","1883","02","17",NA,"Brasil",NA,NA,"Gabinete de Botanica da Escola Polytechnica. Herb. J. de Saldanha.",NA,NA,NA,NA,"Raddi","Cowan, R.S.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-01-14 15:30:30-03","MN","R","69364","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Palma, M.","1883","02","10",NA,"Brasil",NA,NA,"Gabinete de Botanica da Escola Polytechnica Nº 6987. Herb. J. de Saldanha.",NA,NA,NA,NA,"Raddi","Mansano, V.F.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-01-14 15:30:30-03","MN","R","8752","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Glaziou, A.F.M.","1872","10","24",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008752",NA,NA,NA,"Raddi","Mansano, V.F.M.","10577","Rio de Janeiro",NA,NA,NA,"R000008752_001",NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-01-14 15:30:30-03","MN","R","2573","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii var.psilonema","Freire Allemão, F. 446; Cysneiros, M.","1860","11","02",NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 7814","R000002573",NA,NA,"var.psilonema","(Harms) R.S. Cowan","Cowan, R.S.",NA,"Ceará",NA,"-40.0461006164551","-7.21250009536743","R000002573_001 R000002573_002","Araripe",NA,NA,"24561","auto",NA,"1964","10",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-01-14 15:30:30-03","MN","R","86703","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Vidal, J.; Antônio Paulo","1949","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi","Cowan, R.S.","s.n.","Minas Gerais",NA,"-44.9667015075684","-22.3903007507324",NA,"Passa Quatro",NA,NA,"17293","auto",NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-01-14 15:30:30-03","MN","R","222698","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Lima, H.C.; Ribeiro, R.D.; Filardi, F.R. & Maioli, V.","2007","02","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi",NA,"6513","Rio de Janeiro",NA,"-41.4721984863281","-22.1067008972168",NA,"Quissamã",NA,NA,"33509","auto",NA,NA,NA,"413135W","220427S",NA,NA,NA,NA,NA,NA
"129","2021-01-14 15:30:30-03","MN","R","2572","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Mello Mattos, A.M.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi","Mansano, V.F.","s.n.","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-01-14 15:30:30-03","MN","R","69373","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","s.col.",NA,NA,NA,NA,"Brasil",NA,NA,"Herbier de J. de Saldanha.",NA,NA,NA,NA,"Raddi","Cowan, R.S.",NA,"Rio de Janeiro","Campo Grande","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-01-14 15:30:30-03","MN","R","101521","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","s.col.","1841",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi","Cowan, R.S.",NA,"Rio de Janeiro","Campo Grande","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-14 15:30:30-03","MN","R","190985","PreservedSpecimen","Plantae","Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Fernandes, J.; Silva, J.G.","1996","06","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Raddi","Mansano, V.F.","s.n.","Rio de Janeiro","Ilha do Governador","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,"2010","08",NA,NA,"05",NA,NA,NA,NA,NA
