"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","county","identifiedBy","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","02326425","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","F. J. Fernández Casas","3979","1980","09",NA,"South America","Paraguay","Amambay","Parque Nacional de Cerro Corá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573105' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326425","NY02326425_01","(Barb.Rodr.) L.H.Bailey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 20:08:00-03","NY","NYBG","02326421","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","12525","1989","06","04","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í, NW corner of the park","-56.83","-26.05","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573013' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326421","NY02326421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 20:08:00-03","NY","NYBG","02326463","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","46679","1997","05","26","South America","Paraguay","San Pedro","Santa Rosa-Santa Bárbara","-56.3941667","-23.8422222","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573484' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326463","NY02326463_01 NY02326463_02 NY02326463_03 NY02326463_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-01 00:47:00-03","NY","NYBG","02565374","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5285","2002","11","27","South America","Paraguay","San Pedro","Yataityi, 5 km N of San Estanislao on Ruta Estanislao/Puerto Rosario.","-56.46586","-24.63817","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2812749' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565374","NY02565374_01 NY02565374_02 NY02565374_03 NY02565374_04 NY02565374_05",NA,"197","San Estanislao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-30 20:08:00-03","NY","NYBG","02326458","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","45658","1996","10","30","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site)","-56.1128","-23.8094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573479' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326458","NY02326458_01 NY02326458_02 NY02326458_03",NA,"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-01 00:47:00-03","NY","NYBG","02565372","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5303","2002","12","06","South America","Paraguay","Canindeyú","Ygatimi: Closest Town: Ygatimi, Mbaracayu Natural Forest Reserve, just E of Ygatimi. ca. 12-20 km E of the reserve headquarters.","-55.42353","-24.13803","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2812733' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565372","NY02565372_01 NY02565372_02 NY02565372_03 NY02565372_04",NA,"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-07 14:07:00-02","NY","NYBG","02531972","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5270","2002","11","22","South America","Paraguay","Paraguarí","Closest town: Ybycui, Parque Nacional de Ybycui (Ybycui National Park), ca. 4 km from the park headquarters","-56.86744","-26.04469","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2831043' target='other'> <mi>dwc_moreinfo</mi></a>","NY02531972","NY02531972_01",NA,"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 20:08:00-03","NY","NYBG","02326424","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","A. Krapovickas","32582","1977","06","19","South America","Paraguay","Canendiyu","Rio Corrientes;",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573054' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326424","NY02326424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 20:08:00-03","NY","NYBG","02326427","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","56875","2001","06","26","South America","Paraguay","San Pedro","Around San Pedro de Ycuamandiyú. Mosaic of Chaco and Paranense","-57.0775","-24.3214","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573368' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326427","NY02326427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 20:08:00-03","NY","NYBG","01137205","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5115","1996","02","13","South America","Paraguay","Paraguarí","Ybycui, Parque Nacional de Ybycui.","-56.86744","-26.0475","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01137205","NY01137205_01 NY01137205_02 NY01137205_03 NY01137205_04 NY01137205_05",NA,"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 20:08:00-03","NY","NYBG","02326460","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","4088","1988","01","06","South America","Paraguay","Amambay","Parque Nacional de Cerro Corá. Cerrado camino al Cerro Muralla.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573481' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326460","NY02326460_01 NY02326460_02 NY02326460_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 20:08:00-03","NY","NYBG","02326468","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","43246A","1995","08","22","South America","Paraguay","San Pedro","Yaguareté forest (Sustainable Forest Systems Site) E of arroyo Mboi","-56.0942","-23.8025","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573493' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326468","NY02326468_01 NY02326468_02 NY02326468_03 NY02326468_04",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 20:08:00-03","NY","NYBG","02326423","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","A. Krapovickas","32582","1977","06","19","South America","Paraguay","Canendiyu","Rio Corrientes;",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573035' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326423","NY02326423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 20:08:00-03","NY","NYBG","02326476","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","F. T. Grifo","826","1988","02","02","South America","Paraguay","Misiones","Surroundings of Santiago",NA,NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573502' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326476","NY02326476_01 NY02326476_02 NY02326476_03 NY02326476_04 NY02326476_05 NY02326476_06 NY02326476_07 NY02326476_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 20:08:00-03","NY","NYBG","02326430","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","44376","1996","01","18","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems Site)","-56.0953","-23.8044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573371' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326430","NY02326430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-01 00:47:00-03","NY","NYBG","02565373","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5298","2002","12","05","South America","Paraguay","Canindeyú","Ygatimi: Closest Town: Ygatimi, Mbaracayu Natural Forest Reserve, just E of Ygatimi. Near the guard station in Aguara Ñu cerrado ca. 40 E of the reserve headquarters.","-55.27861","-24.18614","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2812741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565373","NY02565373_01 NY02565373_02 NY02565373_03",NA,"214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02326471","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","54936","2000","08","28","South America","Paraguay","Canindeyú","Aguara Ñu","-55.28","-24.1836","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573496' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326471","NY02326471_01 NY02326471_02 NY02326471_03 NY02326471_04","(Barb.Rodr.) L.H.Bailey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 20:08:00-03","NY","NYBG","02326418","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","T. M. Pedersen","9655","1970","02","26","South America","Argentina","Corrientes","Estancia Esperanza",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2572990' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326418","NY02326418_01",NA,NA,"Bella Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 20:08:00-03","NY","NYBG","02326419","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","T. M. Pedersen","9655","1970","02","26","South America","Argentina","Corrientes","Estancia Esperanza",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2572994' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326419","NY02326419_01",NA,NA,"Bella Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 20:08:00-03","NY","NYBG","02326469","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","42122A","1995","01","01","South America","Paraguay","San Pedro","Yaguareté Forest","-56.0831","-23.7961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573494' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326469","NY02326469_01 NY02326469_02 NY02326469_03 NY02326469_04 NY02326469_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 20:08:00-03","NY","NYBG","02326470","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","44230A","1996","01","17","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site)","-56.0794","-23.8056","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573495' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326470","NY02326470_01 NY02326470_02 NY02326470_03",NA,"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 20:08:00-03","NY","NYBG","02326459","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","42823A","1995","06","20","South America","Paraguay","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Permanent plot","-56.1167","-23.8106","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573480' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326459","NY02326459_01 NY02326459_02 NY02326459_03 NY02326459_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 20:08:00-03","NY","NYBG","02326426","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","43274","1995","08","22","South America","Paraguay","San Pedro","Yaguareté forest (Sustainable Forest Systems Site) E of arroyo Mboi","-56.1172","-23.8097","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573114' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326426","NY02326426_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 20:08:00-03","NY","NYBG","02326432","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","43113","1995","06","22","South America","Paraguay","San Pedro","Santa Rosa-Santa Bárbara. 3 km from Santa Bárbara","-56.27","-23.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573373' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326432","NY02326432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 20:08:00-03","NY","NYBG","02326465","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","46556","1997","02","27","South America","Paraguay","Amambay","Parque Nacional Cerro Corá","-56.0144","-22.6478","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573487' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326465","NY02326465_01 NY02326465_02 NY02326465_03",NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 20:08:00-03","NY","NYBG","02326429","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","T. M. Pedersen","3030",NA,NA,NA,"South America","Argentina","Corrientes","Loma Alta",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573370' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326429","NY02326429_01",NA,NA,"Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-30 20:08:00-03","NY","NYBG","02326448","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","52417","1999","11","10","South America","Paraguay","Amambay","National Park Cerro Corá. Cerrado scrub and gallery forest on creek along foot trail to Naranja-Jai.","-55.9925","-22.6386","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573459' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326448","NY02326448_01 NY02326448_02 NY02326448_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 20:08:00-03","NY","NYBG","02326467","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","52675","1999","11","13","South America","Paraguay","Amambay","National Park Cerro Corá; around Río Aquidabán","-56.0269","-22.6317","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573492' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326467","NY02326467_01 NY02326467_02 NY02326467_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 20:08:00-03","NY","NYBG","02326461","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","A. H. Gentry","51947A","1985","10","01","South America","Paraguay","Paraguarí","Near Parque Nacional Ybycui.","-56.83","-26","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573482' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326461","NY02326461_01 NY02326461_02 NY02326461_03",NA,"250",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-07 14:07:00-02","NY","NYBG","02531973","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5270","2002","11","22","South America","Paraguay","Paraguarí","Closest town: Ybycui, Parque Nacional de Ybycui (Ybycui National Park), ca. 4 km from the park headquarters","-56.86744","-26.04469","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2831044' target='other'> <mi>dwc_moreinfo</mi></a>","NY02531973","NY02531973_01",NA,"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 20:08:00-03","NY","NYBG","01137210","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","L. R. Noblick","5127","1996","02","18","South America","Paraguay","Amambay","Parque Nacional do Cerro Cora (Cerra Cora National Park), foot og Cerro Muralls (ranger lookout mesa).","-55.98989","-22.66619","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01137210","NY01137210_01 NY01137210_02 NY01137210_03 NY01137210_04 NY01137210_05",NA,"330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 20:08:00-03","NY","NYBG","02326450","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","E. M. Zardini","41606A","1994","10","15","South America","Paraguay","Concepción","West of Loreto","-57.42","-23.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573462' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326450","NY02326450_01 NY02326450_02 NY02326450_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 20:08:00-03","NY","NYBG","02326464","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","paraguayensis","Butia paraguayensis","W. J. Hahn","2696","1984","08","04","South America","Paraguay","Paraguarí","Parque Nacional Ybycui","-56.83","-26.08","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573485' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326464","NY02326464_01 NY02326464_02 NY02326464_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
