"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","coordinatePrecision","geoFlag","dayIdentified"
"11","2020-12-11 11:41:53-03","UFMG","BHCB","192489","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Augsten, M; Stehmann, JR","1091","2018","10","31","Southern America","Brasil","Rio Grande do Sul","Estrada Riozinho - Barra do Ouro",NA,"PLANTA PRENSADA EM ÁLCOOL. Observado beija-flor visitando muitas e apenas flores brancas.; Erva até 2,30. Flores brancas e rosas. Pólen branco, anel vinho na abertura do tubo. Filetes das anteras vinho. Caule alado.; Beira de estrada.","BHCB192489",NA,NA,NA,"São Francisco de Paula","-50.347778","-29.575","-50.347778","-29.575",NA,NA,"900","900",NA,NA,NA,NA
"12","2020-12-11 11:41:53-03","UFMG","BHCB","192492","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Augsten, M; Stehmann, JR","1094","2018","10","31","Southern America","Brasil","Rio Grande do Sul","Estrada Riozinho - Barra do Ouro",NA,"PLANTA PRENSADA EM ÁLCOOL; Indivíduo só, 2,5m. Flores brancas e rosas, caule alado.; Beira de estrada.","BHCB192492",NA,NA,NA,"São Francisco de Paula","-50.3475","-29.595833","-50.3475","-29.595833",NA,NA,"920","920",NA,NA,NA,NA
"13","2020-12-11 11:41:53-03","UFMG","BHCB","192490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Augsten, M; Stehmann, JR","1092","2018","10","31","Southern America","Brasil","Rio Grande do Sul","Estrada Riozinho - Barra do Ouro",NA,"PLANTA PRENSADA EM ÁLCOOL; População com mais de 5 indivíduos, ervas até 2m, flores rosas e brancas.; Beira de estrada","BHCB192490",NA,NA,NA,"São Francisco de Paula","-50.344444","-29.587222","-50.344444","-29.587222",NA,NA,"910","910",NA,NA,NA,NA
"14","2020-12-11 11:41:53-03","UFMG","BHCB","92221","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Kaczorowski, R","s.n.","2004","11","24","Southern America","Brasil","Rio Grande do Sul","6.7km down acess to Quebra Cabo, from road to Maquine from RS-020.",NA,NA,"BHCB038404",NA,NA,NA,"Quebra Cabo","-50.35","-29.533333","-50.35","-29.533333",NA,NA,"891","891",NA,NA,NA,NA
"15","2020-12-11 11:41:53-03","UFMG","BHCB","92220","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Kaczorowski, R","s.n.","2004","11","25","Southern America","Brasil","Rio Grande do Sul","About 8km up RS-239, towards Riozinho from Barra do Ouro.",NA,NA,"BHCB038402",NA,NA,NA,"Barra do Ouro","-50.3","-29.566667","-50.3","-29.566667",NA,NA,"627","627",NA,NA,NA,NA
"16","2020-12-11 11:41:53-03","UFMG","BHCB","77850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Stehmann, JR; Borba, EL; Ippolito, A; Reis, C dos","1842","1995","12","09","Southern America","Brasil","Rio Grande do Sul","Estrada para Riozinho, Ca 5 km do entroncamento para São Francisco de Paula",NA,"Erva, flores inicialmente brancas, passando a magenta-claro; Barranco em beira de estrada, ocorrendo também como invasora de lavoura","BHCB037408","BHCB037408",NA,"Isotypus","Barra do Ouro","-50.360575","-29.557797","-50.360575","-29.557797","2004","04",NA,NA,NA,NA,NA,NA
"17","2012-09-11 14:08:00-03","MO","MOBOT","1603897","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","J.R. Stehmann|et al.","Stehmann 1844","1995","12","9","South America","Brazil","Rio Grande do Sul","RS, Barra do Ouro: estrada para Riozinho, cerca de 5 km do entroncamento para Sao Francisco de Paula. Erva em barrancos na beira de estrada, ocorrendo tambem como invasora de lavoura; flores na antese brancas, passando a magenta-claro.",NA,NA,NA,NA,NA,NA,"São Francisco de Paula","-50.5833333","-29.4333333",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"18","2020-08-20 15:00:38-03","UFSC","FLOR","44511","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Vignoli-Silva, M.; Mentz, L.A.","89","2002","11","09",NA,"Brasil","Rio Grande do Sul","na Rota do Sol, na descida da Serra do Pinto, em beira de estrada.",NA,"flores brancas, branco-rosada e magentas no mesmo indivíduo. Recebido de ICN Nª 129132.","FLOR0044511",NA,"Vignoli-Silva, M.; Mentz, L.A.",NA,"Itati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 12:45:36-03","UFRGS","ICN","001928","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","cf. mutabilis","Nicotiana cf. mutabilis","Stehmann & Semir","Schultz, AR","1928",NA,NA,NA,"América do Sul","Brasil","RS",NA,NA,NA,"ICN00034195",NA,"Vignoli-Silva, M",NA,"Itati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 12:45:36-03","UFRGS","ICN","129136","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Vignoli-Silva, M; Mentz, LA","93","2002","11","10","América do Sul","Brasil","RS","na subida da Serra do Umbu,no sentido Barra do Ouro - São Francisco de Paula em paredão rochoso",NA,"Flores brancas, branco-rosadas e magenta no mesmo indivíduo.","ICN00034199",NA,"Vignoli-Silva, M",NA,"Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"2004","04",NA,NA,NA,"28094","auto",NA
"21","2021-02-08 12:45:36-03","UFRGS","ICN","127145","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Sobral, M; Jarenkow, JA","8016",NA,NA,NA,"América do Sul","Brasil","RS","Tajuva",NA,"Região intermediária entre formação de mata atlântica e mata nebular, na subida da trilha Tajuva-Josafá; erva em beira de mata; flores brancas.","ICN00034193",NA,"Vignoli-Silva, M",NA,"Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,"2004","04","750","750",NA,"12766","auto",NA
"22","2021-02-08 12:45:36-03","UFRGS","ICN","157144","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Carlucci, MB","2","2008","11","01","América do Sul","Brasil","RS","Vila Aratinga junto à Rota do Sol",NA,"flores rosa-claro e rosa-escuro no mesmo indivíduo.; junto a paredão rochoso, em local sombredo.","ICN00034194",NA,"Soares, ELC",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA
"23","2021-02-08 12:45:36-03","UFRGS","ICN","129132","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Vignoli-Silva, M; Mentz, LA","89","2002","11","09","América do Sul","Brasil","RS","na Rota do Sol na descida da Serra do Pinto em beira de estrada",NA,"Flores brancas, branco-rosadas e magentas no mesmo indivíduo.","ICN00034197",NA,"Vignoli-Silva, M",NA,"Itati",NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA,NA
"24","2021-02-08 12:45:36-03","UFRGS","ICN","201804","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Augsten, M; Stehmann, JR","1094","2018","10","31","América do Sul","Brasil","RS","Estrada de Riozinho para Barra do Ouro.",NA,"Doação BHCB N° 192492; Indivíduo só, 2,5m. Flores brancas e rosas, caule alado.; Beira de estrada.","ICN00043983",NA,NA,NA,"São Francisco de Paula","-50.3475","-29.595833","-50.3475","-29.595833",NA,NA,"920","920",NA,NA,NA,NA
"25","2021-02-08 12:45:36-03","UFRGS","ICN","181346","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Kuhlemeier, C; Mader, G;","CKs.n.","2014","10","16","América do Sul","Brasil","RS","Estrada secundária próxima a RS 484",NA,NA,"ICN00034200",NA,"Smith, SD",NA,"São Francisco de Paula","-50.349722","-29.525278","-50.349722","-29.525278","2015","02","83","83",NA,NA,NA,"01"
"26","2021-02-08 12:45:36-03","UFRGS","ICN","189622","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Buzatto, CR","300","2007","10","04","América do Sul","Brasil","RS",NA,NA,NA,"ICN00034198",NA,"Vignoli-Silva, M",NA,"Riozinho","-50.4524993896484","-29.6410999298096",NA,NA,NA,NA,NA,NA,NA,"18583","auto",NA
"27","2021-02-08 12:45:36-03","UFRGS","ICN","147281","S","Plantae","Dicotyledon",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semir","Vendruscolo, GS","732","2006","12","06","América do Sul","Brasil","RS","localidade de Josafá",NA,"Erva de 2,0 m de altura, algumas flores rosa e outras brancas.; Borda de Floresta Ombrófila Mista. 29°19'06.2S; 50°06'43.3W.","ICN00034196",NA,"Vendruscolo, LA Mentz; G.S.",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"972","972",NA,"76715","auto",NA
"28","2020-08-26 10:50:57-03","MCN-FZBRS","HAS","94905","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Nicotiana","mutabilis","Nicotiana mutabilis","Stehmann & Semit","Senna, R.M.","s.n.","2017","09",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Beira de estrada de chão batido. Flores brancas e rosas.","HAS0094905",NA,"Senna, R.M.",NA,"Caraá","-50.435001373291","-29.7900009155273",NA,NA,NA,NA,NA,NA,NA,"21250","auto",NA
