"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"108","2021-03-01 16:39:20-03","UNICAMP","UEC","153859","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Arantes, AA; Rezende, TM; Hattori, EKO","1528","2005","09","30",NA,"Brazil",NA,NA,"subarbusto 1 m, corola azulada; cerrado rupestre","UEC112110","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais",NA,"Furnas, mata em frente a pousada do rio turvo, região da represa de furnas",NA,NA,NA,NA,"UEC112110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:39:20-03","UNICAMP","UEC","153860","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Romero, R; et al.","7501","2005","12","09",NA,"Brazil",NA,NA,"erva, 70 cm, corola roxo-azulada; campo rupestre","UEC112109","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais",NA,"Furnas, morro em frente a pousada, beira da represa, região da represa de furnas",NA,NA,NA,NA,"UEC112109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:39:20-03","UNICAMP","UEC","157068","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Kinoshita, JH; Kotovski, ER; Galvão, JC; Braga, KRR; Pereira, MR; Marchiori, NM","11174","2011","02","18",NA,"Brazil",NA,NA,"Herbácea, 60 cm de altura, corola azul e sépala verde.; Campo Rupestre.","UEC015154","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","Minas Gerais","Delfinópolis","Serra da Canastra, Trilha para a Cachoeira do Quilombo.","-47.069722","-22.819722",NA,NA,"UEC015154",NA,NA,"2017","06",NA,"-47.069722","-22.819722",NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:39:20-03","UNICAMP","UEC","159412","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Silva, JS; Tozzi, AMGA; Costa, MFB; Pinto, RB; Scatigna, AV; Galvão, JC","1053","2011","11","15",NA,"Brazil",NA,NA,"Erva com 60 cm de altura. Corola lilás com a base dos lobos branca. Fruto verde-lilás.; Campo rupestre.","UEC032955","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Firens, M","Minas Gerais","São João Batista do Glória","Estrada Pousada Canteiros - São João Batista do Glória","-46.407222","-20.537778","1214","1214","UEC032955",NA,NA,"2011","11",NA,"-46.407222","-20.537778",NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:39:20-03","UNICAMP","UEC","185545","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","11/303","2011","05","26",NA,"Brazil",NA,NA,"Erva, 0,25m de altura, corola azul","UEC116100","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","Minas Gerais","Delfinópolis","Região da Serra da Canastra","-46.531667","-20.484167","971","971","UEC116100",NA,NA,"2017","06",NA,"-46.531667","-20.484167",NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:39:20-03","UNICAMP","UEC","195830","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Ferreira, HD","3181","1995","09","02",NA,"Brazil",NA,NA,"Corola rósea.; Campo limpo","UEC139096","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Delprete, PG","Goiás","São João da Aliança","Próx. a Alto Paraíso.",NA,NA,NA,NA,"UEC139096",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:39:20-03","UNICAMP","UEC","195958","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Rizzo, JA","4678","1970","02","01",NA,"Brazil",NA,NA,"Herbário. Corola azul.; Campo rupestre","UEC139119","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Delprete, PG","Goiás",NA,"Serra Dourada, divisa de Mossâmedes ao sul e Goiás ao Norte. Área da UFG.",NA,NA,NA,NA,"UEC139119",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:39:20-03","UNICAMP","UEC","199468","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Costa, MTR; Silva, DR","792","2017","04","14",NA,"Brazil",NA,NA,"Erva 0,2m de alt. Flores liláses.; Campo rupestre.","UEC154886","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","São João del Rei","Serra do Lenheiro","-44.466389","-21.221944","989","989","UEC154886",NA,NA,NA,NA,NA,"-44.466389","-21.221944",NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:39:20-03","UNICAMP","UEC","52067","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Heringer, EP","16856","1978","03","02",NA,"Brazil",NA,NA,"plantinha delicada com 50 cm, flores azuis; cerrado seco, aberto, sujeito a incendios periódicos","UEC112495","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"UEC112495","70570","auto","2017","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:39:20-03","UNICAMP","UEC","91454","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Martinez, MS","20","1983","11","14",NA,"Brazil",NA,NA,"herbácea com cerca de 50 cm, inflorescencia muito delicada com corolas azuis.; campo de cerrado próximo ao novo Gama","UEC112112","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"UEC112112","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:39:20-03","UNICAMP","UEC","23514","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Heringer, EP; et al.","3552","1980","02","28",NA,"Brazil",NA,NA,"rebrotamento delgado, corola roxa, folhas pequenas, pouco frequente","UEC110115","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Distrito Federal","Brasília","área de inundação da barragem do rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,"UEC110115","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:39:20-03","UNICAMP","UEC","23515","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Heringer, EP; et al.","3019","1980","01","04",NA,"Brazil",NA,NA,"erva, flores azuis escuro, folhas pequenas e escassas em número; cerrado ralo em morro cascalhento","UEC110119","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Distrito Federal","Brasília","bacia do rio são bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,"UEC110119","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:24:22-03","UNICAMP","UEC","13697","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Ratter, JA; et al.","3201","1996","06","22",NA,"Brazil",NA,NA,NA,"UEC110118","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Distrito Federal","Brasília","fazenda água limpa, near vargem bonita, 18 km ssw of brasilia TV tower","-47.9296989440918","-15.7797002792358",NA,NA,"UEC110118","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:39:20-03","UNICAMP","UEC","13700","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Ratter, JA; Fonseca, SF","2791","1976","03","17",NA,"Brazil",NA,NA,"pesennial herb, flowers royal blue; campo sujo","UEC112113","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Distrito Federal","Brasília","fazenda Água limpa U university of Brasilia field station, near vargem bonita","-47.9296989440918","-15.7797002792358",NA,NA,"UEC112113","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:39:20-03","UNICAMP","UEC","195957","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Rizzo, JA","4780","1970","02","28",NA,"Brazil",NA,NA,"Herbário. Corola azul.; Cerrado e campo rupestre","UEC139118","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Delprete, PG","Goiás","Caldas Novas","Alto da Serra de Caldas Novas.","-48.625","-17.74169921875",NA,NA,"UEC139118","36612","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:39:20-03","UNICAMP","UEC","32362","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Heringer, EP; et al.","17989","1980","12","15",NA,"Brazil",NA,NA,"subarbusto que renovade xilopódio duro,anaturalmente, 0,1 m, flores azuladas","UEC110184","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","Goiás","Luziânia","margem de estrada","-47.9502983093262","-16.2525005340576",NA,NA,"UEC110184","83221","auto","2017","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:39:20-03","UNICAMP","UEC","13701","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Martins, FR","91","1975","04","08",NA,"Brazil",NA,NA,"subarbusto 50 cm, flores azuis; cerrado","UEC063358","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Yamamoto, K","Minas Gerais","Alpinópolis","fazenda salto","-46.3880996704102","-20.8635997772217",NA,NA,"UEC063358","22010","auto","1979","01","12",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:39:20-03","UNICAMP","UEC","189096","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides stenophylla","Roth, L","CESJ2387","1955","03","13",NA,"Brazil",NA,NA,"Herbácea do campo-cerrado, na enconsta do morro, flores roxa azul marinho.","UEC113542","Magnoliopsida",NA,"Müll.Arg.","Krieger, L","Minas Gerais","Belo Horizonte","Serra do Curral.","-43.937801361084","-19.9207992553711",NA,NA,"UEC113542","17082","auto",NA,NA,NA,NA,NA,NA,"stenophylla",NA,NA,NA,NA
"126","2021-03-01 16:39:20-03","UNICAMP","UEC","153832","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Bernardes, PHN; et al.","102","2007","03","22",NA,"Brazil",NA,NA,"erva 70 cm, cálice verde corola lilás escuro, botões florais verde lilás; campo rupestre","UEC112106","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Silveira, MF","Minas Gerais","Capitólio","estrada depois do Paraíso perdido, região de furnas","-46.0499992370605","-20.6152992248535",NA,NA,"UEC112106","29474","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:39:20-03","UNICAMP","UEC","183477","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Silva, ACB","442","2000","05","05",NA,"Brazil",NA,NA,"Erva, ca. 0,4 m alt. Cálice arroxeado, corola lilás.","UEC108238","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Silva, ACB","Minas Gerais","Delfinópolis","Claro.","-46.8539009094238","-20.343900680542",NA,NA,"UEC108238","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:39:20-03","UNICAMP","UEC","183476","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Silva, ACB","251","1999","11","20",NA,"Brazil",NA,NA,"Erva, ca. 0,3m alt, cálice roxo, corola azul","UEC107597","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Silva, ACB","Minas Gerais","Delfinópolis","Estância Carmem Sílvia","-46.8539009094238","-20.343900680542",NA,NA,"UEC107597","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:39:20-03","UNICAMP","UEC","153829","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Pacheco, RA; et al.","505","2003","03","12",NA,"Brazil",NA,NA,"herbácea 40 cm, cálice verde, corola e estames roxos; campo rupestre","UEC110116","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","Delfinópolis","estrada para casinha branca, próx a entrada Fazenda Águas da Serra","-46.8539009094238","-20.343900680542",NA,NA,"UEC110116","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:39:20-03","UNICAMP","UEC","153835","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Nakajima, JN; et al.","3596","2003","10","23",NA,"Brazil",NA,NA,"herbácea, 50 cm, cálice e corola arroxeados; campo rupestre","UEC112102","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","Delfinópolis","Paraíso perdido, Cchoeira do Triangulo. Fazenda Zé antunes","-46.8539009094238","-20.343900680542",NA,NA,"UEC112102","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:39:20-03","UNICAMP","UEC","183612","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Silveira, MF; Morokawa, R; Alvim, MAM; Silveira, HL","327","2009","08","06",NA,"Brazil",NA,NA,"flores lilases","UEC106345","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","Delfinópolis","Trilha para nascente do Rio do Ézio","-46.8539009094238","-20.343900680542",NA,NA,"UEC106345","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:39:20-03","UNICAMP","UEC","183616","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Silveira, MF; Galvão, JC; Urbanetz, C","43","2008","12","08",NA,"Brazil",NA,NA,"erva, 30cm, flores lilases, no pasto.","UEC108665","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","Delfinópolis","Vale da Babilônia, Mata próxima à Pousada Babilônia.","-46.8539009094238","-20.343900680542",NA,NA,"UEC108665","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:39:20-03","UNICAMP","UEC","78264","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Leitão Filho, HF; et al.","27712","1992","12","10",NA,"Brazil",NA,NA,"erva 5o cm, flores roxas; cerrado","UEC112144","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","Minas Gerais","Diamantina","estrada diamantina - mendanha","-43.6002998352051","-18.2493991851807",NA,NA,"UEC112144","101169","auto","2017","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:39:20-03","UNICAMP","UEC","189100","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Krieger, L","CESJ8022","1970","02",NA,NA,"Brazil",NA,NA,"Flor azul anil.","UEC113539","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","Minas Gerais","Entre Rios de Minas","Fazenda da Pedra.","-44.065601348877","-20.6707992553711",NA,NA,"UEC113539","20620","auto","2017","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:39:20-03","UNICAMP","UEC","153811","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Romero, R; Nakajima, JN; Simão, DG","1724","1995","01","11",NA,"Brazil",NA,NA,"herbáceo, cerca de 50 cm, cálice arroxeado. Corola azulada; Campo sujo","UEC112099","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Zappi, DC","Minas Gerais","São Roque de Minas","após o curral de pedras, estrada para Sacramento. PARNASerra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112099","57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:39:20-03","UNICAMP","UEC","153827","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Romero, R; Nakajima, JN","1080","1994","06","28",NA,"Brazil",NA,NA,"herbácea, cerca de 25 cm, cálice esverdeado, corola arroxeada e branca; campo limpo","UEC112100","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Zappi, DC","Minas Gerais","São Roque de Minas","estrada para a cachoeira da Casca Dánta, Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112100","57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:39:20-03","UNICAMP","UEC","153831","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Romero, R; Nakajima, JN","1572","1994","12","10",NA,"Brazil",NA,NA,"herbáceo, 30 cm, cálice arroxeado, corola azulada; campo limpo, 2 meses após queimada, solo pedregoso","UEC112107","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Zappi, DC","Minas Gerais","São Roque de Minas","estrada para cachoeira da casca DÁnta, PARNA Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112107","57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:39:20-03","UNICAMP","UEC","153828","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Nakajima, JN; Romero, R","750","1994","12","09",NA,"Brazil",NA,NA,"herbáceo, 70 cm, cálioce e corola arroxeado, estilete vinho; campo rupestre","UEC112098","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Zappi, DC","Minas Gerais","São Roque de Minas","estrada para fazenda do fundão. PARNASerra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112098","57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:39:20-03","UNICAMP","UEC","153837","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Nakajima, JN; Romero, R","1804","1996","05","26",NA,"Brazil",NA,NA,"herbáceo, 30 cm, cálice e corola azulados. filetes creme; campo rupestre","UEC112101","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","São Roque de Minas","estrada para o sítio João Domingos,Serra da canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112101","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:39:20-03","UNICAMP","UEC","153861","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Romero, R; Nakajima, JN; Furlan, A; Farinaccio, MA","3977","1997","02","23",NA,"Brazil",NA,NA,"herbácea, 60 cm, Cálice e corola arroxeados, estames arroxeados; campo limpo 2 meses após queimada","UEC112108","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.",NA,"Minas Gerais","São Roque de Minas","estrada para retiro de pedras, próximo a bifurcação da estrada, Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112108","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:39:20-03","UNICAMP","UEC","153836","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Romero, R; Nakajima, JN","667","1994","02","22",NA,"Brazil",NA,NA,"herbáceo, 50 cm, cálice roxo azulado, corola azulada; campo limpo","UEC112103","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Zappi, DC","Minas Gerais","São Roque de Minas","estrada para Sacramento, 11 km da sede administrativa, PARNA Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UEC112103","57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:39:20-03","UNICAMP","UEC","100861","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Amaral, MCE; et al.","108","1997","04","20",NA,"Brazil",NA,NA,"campo rupestre, cerrado","UEC110178","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Oliveira, JA","São Paulo","Pedregulho","distrito de estreito, ao lado da represa de furnas","-47.4700012207031","-20.25",NA,NA,"UEC110178","27552","auto","2017","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:39:20-03","UNICAMP","UEC","95088","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Faria, AD; et al.","136","1997","11","16",NA,"Brazil",NA,NA,"flores azuis; campo rupestre encharcado","UEC112111","Magnoliopsida",NA,"Mart. & Zucc. ex Schult. & Schult.f.","Zappi, DC","São Paulo","Pedregulho","estreito, fazenda três irmãs","-47.4700012207031","-20.25",NA,NA,"UEC112111","27552","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:39:20-03","UNICAMP","UEC","189096","S","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides stenophylla","Roth, L","CESJ2387","1955","03","13",NA,"Brazil",NA,NA,"Herbácea do campo-cerrado, na enconsta do morro, flores roxa azul marinho.","UEC113542","Magnoliopsida",NA,"Müll.Arg.","Krieger, L","Minas Gerais","Belo Horizonte","Serra do Curral.","-43.937801361084","-19.9207992553711",NA,NA,"UEC113542","17082","auto",NA,NA,NA,NA,NA,NA,"stenophylla",NA,NA,NA,NA
"145","2020-04-22 16:23:58-03","UFPB","JPB","56529","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Pereira-Silva, G; et al.","6844","2002","11","06","Southern America","Brasil",NA,NA,"; HABITAT: Campo sujo; DESC: Erva, flor roxa.","JPB0056529","Angiosperma","Dicotyledon","Mart. & Zucc. ex Schult. & Schult. f.",NA,"Goiás","Luziania","Cerca de 800 m à oeste da ponte sobre o rio Alagado. Ponto 18.","-48.173611","-16.205833",NA,NA,NA,NA,NA,NA,NA,NA,"-48.173611","-16.205833",NA,NA,NA,NA,NA,NA
"146","2020-04-22 16:23:58-03","UFPB","JPB","56542","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Pereira-Silva, G","1979","1993","10","10","Southern America","Brasil",NA,NA,"; HABITAT: Cerrado; DESC: Petalas azuis, calice verde.","JPB0056542","Angiosperma","Dicotyledon","Mart. & Zucc. ex Schult. & Schult. f.","Delprete, P","Distrito Federal","Brasília","Reserva Ecológica do Guara","-47.966667","-15.8",NA,NA,NA,NA,NA,"2000","01",NA,"-47.966667","-15.8",NA,NA,NA,NA,NA,NA
"147","2020-04-22 16:23:58-03","UFPB","JPB","57226","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Guarino, ESG; Pereira, JB","183","2000","05","09","Southern America","Brasil",NA,NA,"; HABITAT: Cerrado sentido restrito.; DESC: Flor Azul escuro.","JPB0057226","Angiosperma","Dicotyledon","Mart. & Zucc. ex Schult. & Schult. f.","Delprete, P","Distrito Federal","Brasília","Cerrado à esquerda da estrda entre o Restaurante e a Sede da Fazenda Sucupira (fitossociologia do Cerrado).","-48","-15.866667","1100","1100",NA,NA,NA,"2008",NA,NA,"-48","-15.866667",NA,NA,NA,NA,NA,NA
"148","2020-04-22 16:23:58-03","UFPB","JPB","49920","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Coradin, L; Allem, AC; Vieira, JGA; Silva, GP","2346","1979","09","24","Southern America","Brasil",NA,NA,"; DESC: Flor azul, frequente no local","JPB0049920","Angiosperma","Dicotyledon","Mart. & Zucc. ex Schult. & Schult. f.","Delprete, PG","Distrito Federal","Brasília","Cerrado próximo à escola Fazendária, à direita, se. Cerrado sensu strictu, substrato latossolo vermelho-amarelado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-04-22 16:23:58-03","UFPB","JPB","56259","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Pastore, JFB; et al.","912","2004","04","27","Southern America","Brasil",NA,NA,"; HABITAT: Campo limpo.; DESC: Erva. Flor roxa.","JPB0056259","Angiosperma","Dicotyledon","Mart. & Zucc. ex Schult. & Schult. f.","Delprete, PG","Distrito Federal","Brasília","Fazenda Santarém, Perto da Nova Betânia.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","2008","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-06 09:57:26-03","UFOP","OUPR","20357","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Borges, R.A.X.; Cota, M.R.C.","38","2004","03","20",NA,"Brasil",NA,NA,"Herbáceo, flores azuis (violáceas). Campo rupestre próximo a velozeto. PC 3, n. 1.",NA,NA,NA,"Mart. & Zucc. ex Schult. & Schult.f.","Carmo, J.A.M. do","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.631778","-20.509583","1190","1190",NA,NA,NA,"2014","07",NA,"-43.631778","-20.509583",NA,NA,NA,NA,NA,NA
"151","2019-11-06 09:57:26-03","UFOP","OUPR","22531","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Araújo, V.A.","s.n.","2002","07","20",NA,"Brasil",NA,NA,"Herbácea, flores roxo-azuladas. Campo rupestre.",NA,NA,NA,"Mart. & Zucc. ex Schult. & Schult.f.","Carmo, J.A.M. do","Minas Gerais",NA,"Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,NA,"2014","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","oenanthoides","Declieuxia oenanthoides","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Ex Herb. Escola de Minas n. 1013.",NA,NA,NA,"Mart. & Zucc. ex Schult. & Schult.f.","Kirkbride, J.H.","Minas Gerais",NA,"Caminho da Sera da Piedade",NA,NA,NA,NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
