"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","imagecode","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","476791","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","R. P. Belém","2726","South America","Brazil","Plantaçao de Cacau","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476791","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1966","10","08","Bahia","Guaratinga","NY00476791_01","-39.78","-16.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","476797","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","O. Handro","2300","South America","Brazil","Margem do Rio Moji-Guaçu, Fazenda Campininha. Cultivada no Jardim Botânico de Sao Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476797","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1981","10","01","São Paulo","Moji-Guaçu","NY00476797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","476793","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","M. Kuhlmann","3934","South America","Brazil","Reserva Florestal, margem do Rio Moji-Guaçu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476793","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1956","09","20","São Paulo","Moji-Guaçu","NY00476793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","586018","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","S. Romaniuc Neto","1262","South America","Brazil","Martinho Prado, Fazenda Campininha. Mata da Figueira","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586018","Magnoliophyta","Fabales","Benth.",NA,"1991","09","26","São Paulo","Moji-Guaçu","NY00586018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00984726","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","A. F. M. Glaziou","14615","South America","Brazil","Casa Branca, dans le Bois","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984726","Magnoliophyta","Fabales","Benth.","M. C. Warwick",NA,NA,NA,"Minas Gerais",NA,"NY00984726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00984730","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","B. M. T. Walter","985","South America","Brazil","Estrada Colinas do Sul/Niquelandia. Ponte sobre o rio Tocantizinho a 6 km de Colinas do Sul. Bacia de inundaçao da UHE Serra da Mesa. Coletado na margem esquerda do Rio Tocantinzinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984730","Magnoliophyta","Fabales","Benth.","R. C. Barneby","1991","12","10","Goiás","Colinas do Sul","NY00984730_01","-48.07","-14.13",NA,"420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01304518","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","J. M. Pires","9966","South America","Brazil","Rio Jamari, Cachoeira de Santa Cruz.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1644080' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304518","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1965","06","28","Rondônia",NA,"NY01304518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","586019","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","M. Goes","s.n.","South America","Brazil","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","sheet",NA,"Area 8. Planta no. 59-A. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586019","Magnoliophyta","Fabales","Benth.",NA,"1977","09","22","São Paulo","Sao Paulo","NY00586019_01","-46.618358","-23.646109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","476796","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","O. Handro","879","South America","Brazil","Reserva Florestal (Fazenda Campininha), margem do Rio Moji-Guaçu, perto de Pauda Sales","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476796","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1959","09","22","São Paulo","Moji-Guaçu","NY00476796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00984727","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","B. A. S. Pereira","2562","South America","Brazil","APA de Cafuringa. Mata ciliar do Córrego Barreiro, lado oeste da APA","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984727","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1993","09","21","Distrito Federal","Brasília","NY00984727_01","-48.17","-15.58",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00984731","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","S. P. Cordovil-Silva","126","South America","Brazil","Proximo a Fazenda Pinocaia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984731","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1992","10","08","Goiás","Niquelândia","NY00984731_01","-48.4594","-14.4742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00984729","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","B. M. T. Walter","4029","South America","Brazil","Vale do Rio Tocantinzinho. Reservatório em formação do AHE Serra da Mesa. Mata ciliar do Rio Tocantinzinho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131118' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984729","Magnoliophyta","Fabales","Benth.",NA,"1998","01","27","Goiás","Colinas do Sul","NY00984729_01","-48.12","-14.17",NA,"440","440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","586017","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","O. Handro","879","South America","Brazil","Reserva Florestal, margem do Rio Moji-Guaçu, perto de Padua Sales","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586017","Magnoliophyta","Fabales","Benth.",NA,"1959","09","22","São Paulo","Moji-Guaçu","NY00586017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00984708","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","L. Riedel","2924","South America","Brazil","S. Luzia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984708","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1834","11",NA,"Minas Gerais",NA,"NY00984708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","476798","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","M. Kuhlmann","3459","South America","Brazil","Reserva Florestal (Fazenda Campininha), margem do Rio Moji-Guaçu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476798","Magnoliophyta","Fabales","Benth.","M. C. Warwick","1955","07","19","São Paulo","Moji-Guaçu","NY00476798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01144452","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","T. B. Cavalcanti","1883","South America","Brazil","Estrada Niquelandia-Rosariana. Area de influencia da UHE Serra da Mesa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289899' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144452","Magnoliophyta","Fabales","Benth.","J. A. Kallunki","1995","10","08","Goiás","Niquelândia","NY01144452_01","-48.52","-14.02",NA,"360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","24992","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","vecchii","Cyclolobium vecchii","Udulutsch, R.G.","2600",NA,"Brasil",NA,NA,NA,"Árvore, ca. de 9 m de altura, flores vinosas com margem das pétalas vexilar e carenais violeta, odor adocicado, frutos maduros castanhos","BOTU024992",NA,NA,"Hoehne","Udulutsch, R.G.",NA,NA,NA,"São Paulo","Rio Claro",NA,NA,NA,NA,NA,NA,"2004","09","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:25-03","EAO","IAN","120634","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","brasiliense","Cyclolobium brasiliense","Pinheiro, RS","2726","Southern America","Brasil","Plantação de cacau.",NA,NA,"Árvore de 12 cm x 25 cm de diâmetro; flores roxas, estames brancos.","IAN120634","Dicotiledônea",NA,"Benth.","Warwick, MC","1966","10","08","Bahia","Guaratinga",NA,"-39.7827987670898","-16.5839004516602",NA,NA,NA,"1984","07",NA,NA,"10","55290","auto",NA,NA,NA,NA,NA
"29","2021-04-08 17:41:25-03","EAO","IAN","137025","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Belém, RP; Pinheiro, RS","2726","Southern America","Brasil","Guaratinga, plantação de cacau.",NA,NA,NA,"IAN137025","Dicotiledônea",NA,"Benth.","Lewis, GP","1966","10","08","Bahia",NA,NA,NA,NA,NA,NA,NA,"1984","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:41:25-03","EAO","IAN","18418","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Claussen, AM","963","Southern America","Brasil",NA,NA,NA,NA,"IAN018418","Dicotiledônea",NA,"Benth.",NA,NA,NA,NA,NA,NA,"IAN018418 IAN018418_e IAN018418_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:25-03","EAO","IAN","137025","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Belém, RP; Pinheiro, RS","2726","Southern America","Brasil","Guaratinga, plantação de cacau.",NA,NA,NA,"IAN137025","Dicotiledônea",NA,"Benth.","Lewis, GP","1966","10","08","Bahia",NA,NA,NA,NA,NA,NA,NA,"1984","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:25-03","EAO","IAN","18418","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Claussen, AM","963","Southern America","Brasil",NA,NA,NA,NA,"IAN018418","Dicotiledônea",NA,"Benth.",NA,NA,NA,NA,NA,NA,"IAN018418 IAN018418_e IAN018418_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-02 16:28:54-03","CPAN-UFMS","COR","6213","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","vecchii","Cyclolobium vecchii","Equipe Cabeceira",NA,NA,"Brasil","Fazenda Rio Bonito",NA,NA,"Árvore com cerca de 8 m de altura; flor roxa Habito: Árvore",NA,NA,NA,"A. Samp.ex Hoehne","Damasceno-Júnior, G. A.","1998","08","30","Mato Grosso do Sul","Alcinópolis",NA,"-53.423333","-18.247778",NA,NA,NA,NA,NA,"53º25'24''W","18º14'52''S",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:15:54-03","UFBA","ALCB","20282","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","blanchetianum","Cyclolobium blanchetianum","Mattos Silva, LA; Brito, HS; Santos, EB dos","2612","Southern America","Brasil","Litoral Sul, Estrada que liga Canavieiras/Pimenteiras/Ouricana/Sta. Maria Eterna. Ramal com entrada 1km após Pimenteiras, lado esquerdo",NA,NA,"10,0 m X 50,0cm. Frutos jovens.; Plantação de cacau sob mata. Margem do rio Salsa.","ALCB030264","Dicotyledon",NA,"Tul.",NA,"1988","10","26","Bahia","Canavieiras","ALCB030264","-38.933333","-15.666667",NA,"120","120",NA,NA,"-38.933333","-15.666667",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:15:54-03","UFBA","ALCB","71154","PreservedSpecimen","Plantae","Fabaceae","Cyclolobium","brasiliense","Cyclolobium brasiliense","Hatschbach, G; Silva, JM; Ferreira, LA","69416","Southern America","Brasil","Litoral Sul, Rod. BR-101, próximo do trevo para Mascote",NA,NA,"8 m. Flor rosado-forte.; margem do rio","ALCB030263","Dicotyledon",NA,"Benth.","Lewis, GP","1998","10","11","Bahia","Mascote","ALCB030263","-39.3025016784668","-15.563099861145",NA,NA,NA,"2003",NA,NA,NA,NA,"37487","auto",NA,NA,NA,NA,NA
"36","2020-02-08 09:12:07-03","NBC","NL-BOTANY","L.1982592","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","blanchetianum","Cyclolobium blanchetianum","Balansa B",NA,"Southern America","Paraguay","Cordillére de Valenzuela, sur les collines presbeuses.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1982592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1982592",NA,"Fabales","Tul.",NA,"1824","01","08",NA,NA,"NL-L1982592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:12:07-03","NBC","NL-BOTANY","U.1241087","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","blanchetianum","Cyclolobium blanchetianum","Balansa B",NA,"Southern America","Paraguay","Cordillére de Valenzuela, sur les collines presbeuses.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241087",NA,"Fabales","Tul.",NA,"1824","01","08",NA,NA,"NL-U1241087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0017596",NA,NA,NA
"38","2020-02-08 09:12:07-03","NBC","NL-BOTANY","L.1982594","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Fiebrig K",NA,"Southern America","Paraguay","Plantae paraguayenses. Cordillera de Altos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1982594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1982594",NA,"Fabales","Benth.",NA,"1902","01","01",NA,NA,"NL-L1982594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:12:07-03","NBC","NL-BOTANY","U.1241088","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Unreadable",NA,"Southern America","Brazil","Brasil.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241088",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,"NL-U1241088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:12:07-03","NBC","NL-BOTANY","L.1982594","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Fiebrig K",NA,"Southern America","Paraguay","Plantae paraguayenses. Cordillera de Altos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1982594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1982594",NA,"Fabales","Benth.",NA,"1902","01","01",NA,NA,"NL-L1982594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:12:07-03","NBC","NL-BOTANY","U.1241088","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","claussenii","Cyclolobium claussenii","Unreadable",NA,"Southern America","Brazil","Brasil.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241088",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,"NL-U1241088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:12:07-03","NBC","NL-BOTANY","L.4295317","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","vecchii","Cyclolobium vecchii","Kuhlmann JG",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4295317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4295317",NA,"Fabales","A.Samp. ex Hoehne",NA,"1979","11","07",NA,NA,"NL-L4295317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:12:07-03","NBC","NL-BOTANY","L.4294674","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","vecchii","Cyclolobium vecchii","Kuhlmann JG",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4294674 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4294674",NA,"Fabales","A.Samp. ex Hoehne",NA,"1979","11","07",NA,NA,"NL-L4294674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:12:07-03","NBC","NL-BOTANY","U.1241089","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cyclolobium","vecchii","Cyclolobium vecchii","Romaniuc Neto S",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241089",NA,"Fabales","A.Samp. ex Hoehne","Lima M","1991","09","26","São Paulo",NA,"NL-U1241089",NA,NA,NA,NA,NA,"1992","11",NA,NA,"01",NA,NA,"Magnoliopsidae","U 0038352",NA,NA,NA
