"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","617259","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","K. Mizoguchi","1982","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617259","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","2257","São Paulo",NA,"-49.3697","-20.82",NA,NA,"NY00617259_01","Sao José do Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","617283","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","C. Duarte","1910","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617283","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"s.n.","São Paulo","Atibaia","-46.5497","-23.1103",NA,NA,"NY00617283_01","Atibaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","617280","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","J. Cuatrecasas","1962","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617280","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"26609",NA,"Piraçununga: Cerrado de Cahoeira-Emas","-47.375621","-21.941912",NA,NA,"NY00617280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","823097","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","P. Fiaschi","2004","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823097","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","2463","Bahia","Estrada de Umburanas para Delfino, ca. 31.3 km. Ramal à esquerda. Acesso à Serra da Empreitada. Construção abandonada no fim da estrada, a ca. 14 km do início do ramal.","-41.3225","-10.4031","975","975","NY00823097_01","Umburanas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","617266","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","G. G. Hatschbach","1983","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617266","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"46423","Bahia","Rio de Contas, arredores",NA,NA,"1000","1000","NY00617266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00956420","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","P. Fiaschi","2006","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1060695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956420","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","3099","Minas Gerais","Estrada de Gouveia para Datas, km. 5","-43.70319","-18.42156","1275","1275","NY00956420_01","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","887345","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","J. E. R. Collares","1984","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887345","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","135","Bahia","Estrada para Sítio Grande. Folha SD.23-V-B. Ponto 21.","-45.03","-12.63","690","690","NY00887345_01","Sao Desidério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","617267","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","S. A. Mori","1981","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617267","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"14482","Bahia","Telebahia Tower, ca. 6 km S of Morro do Chapeu","-41.1558","-11.5503","1000","1000","NY00617267_01","Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02703350","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","P. Fiaschi","2001","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3002178' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703350","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"801","São Paulo","Estrada de Itapeva para Itararé.","-49.0014","-24.0483","765",NA,"NY02703350_01","Itapeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","617287","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. de F. Leitão Filho","1976","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617287","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"1889","São Paulo",NA,"-48.1597","-22.56",NA,NA,"NY00617287_01","Santa Maria da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1581769","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. S. Irwin","1970","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581769","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","27779","Minas Gerais","Serra do Espinhaço, Rio Jequití, ca. 25 km E. of Diamantina","-43.50795","-18.1448","790","790","NY01581769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1581774","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. S. Irwin","1971","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104916' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581774","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","32473","Bahia","Serra do Tombador. Base of Morro do Chapéu, ca. 6 km S of town of Morro do Chapéu",NA,NA,"1100","1100","NY01581774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","617277","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","R. C. Forzza","1999","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617277","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"1148","Bahia","Pico das Almas","-41.8114","-13.5792",NA,NA,"NY00617277_01","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1145229","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","R. M. Harley","1984","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307191' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145229","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","CFCR4465","Minas Gerais","Pedra Menina. Morro do Ambrósio.","-43.044518","-18.106432",NA,NA,"NY01145229_01","Rio Vermelho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1581534","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. S. Irwin","1966","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104441' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581534","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","14683","Bahia","Drainage of the Rio Corrente, Western Bahia, Rio Piau, ca. 225 km, S.W. of Barreiras on road to Posse, Goiás","-44.6367","-13.3433","850","850","NY01581534_01","Correntina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01481923","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","W. R. Anderson","1972","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481923","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","36132","Minas Gerais","Serra do Espinhaço, Serra do Cipó","-43.567497","-19.391589","1200","1200","NY01481923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","617285","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","M. S. Labouriau","1962","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617285","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"96","São Paulo","Rodovia Paroso Tavares, Km. 237","-48.72","-23.38",NA,NA,"NY00617285_01","Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1146503","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","M. L. O. Trovó","2007","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1341808' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146503","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","329","São Paulo","Fazenda Campininha. Beira da estrada que corta a reserva.","-46.9422","-22.3722",NA,NA,"NY01146503_01","Mogi Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00617345","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. S. Irwin","1969","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617345","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","22387","Minas Gerais","Serra do Espinhaço, ca. 20 km SW of Diamantina",NA,NA,"1300","1300","NY00617345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00955412","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","G. Gardner","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1027001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955412","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"4705","Minas Gerais","Prov. Minas Geraes. Brasilia Tropica",NA,NA,NA,NA,"NY00955412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00955409","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","E. P. Heringer","1979","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955409","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","17515","Minas Gerais","Estrada Três Marias a João Pinheiro.",NA,NA,NA,NA,"NY00955409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1184192","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","R. M. Harley","1991","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465241' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184192","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","50163","Bahia","Catolés","-41.85","-13.28","1000","1100","NY01184192_01","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","617269","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","S. M. de Campos","1959","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617269","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"43","São Paulo","6 km NNE da cidade Itapetininga, 7 K, sso da vila Morro do Alto, em linha reta","-48.0497","-23.5903",NA,NA,"NY00617269_01","Itapetininga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1581537","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. S. Irwin","1966","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104451' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581537","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","14865","Bahia","Drainage of the Rio Corrente, Western Bahia. Ca. 5 km S of Rio Roda Velha, ca. 150 km SW of Barreiras","-44.9731","-12.3633","900","900","NY01581537_01","Sao Desidério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","617271","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","S. M. de Campos","1960","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617271","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"228","São Paulo","6 km ao W da cidade de Tatuí","-47.8497","-23.3503",NA,NA,"NY00617271_01","Tatuí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","617272","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","G. Eiten","1961","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617272","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"3130","São Paulo","Ca. 12 km west of village of Tamoio","-48.17","-21.92",NA,NA,"NY00617272_01","Araraquara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","617278","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","B. Maguire","1959","12",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617278","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"44545","São Paulo",NA,NA,NA,NA,NA,"NY00617278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","617263","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","G. G. Hatschbach","1968","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617263","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi",NA,"19972","Paraná","Chapadao S. Antonio","-49.8267","-24.1581",NA,NA,"NY00617263_01","Arapoti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1581486","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","H. S. Irwin","1966","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581486","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","D. G. Frodin","14877","Bahia","Drainage of the Rio Corrente, Western Bahia. Ca. 5 km S of Rio Roda Velha, ca. 150 km SW of Barreiras.",NA,NA,"900","900","NY01581486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","887344","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","M. de Lourdes Moreira","1984","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887344","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","7","Bahia","Estrada para Acaba Vida, 6 km da BR-020. Folha SD.23-V-B, Ponto 05.","-45.6","-12.03",NA,NA,"NY00887344_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1184191","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","R. M. Harley","1984","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465226' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184191","Magnoliophyta","Apiales","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","CFCR6464","Minas Gerais","Serra do Calixto, 15 km de Francisco Sá na estrada para Grão Mogol.",NA,NA,NA,NA,"NY01184191_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
