"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem"
"52","2019-06-10 10:10:43-03","FZB-BH","BHZB","5334","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Fernandes, F.M.","199","2005","07","07",NA,"Brasil","MG","Sabará","Fazenda Clemente","-43.8067016601562","-19.8864002227783",NA,"Exsicata representada por A e B.",NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-06-10 10:10:43-03","FZB-BH","BHZB","7773","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"Ordones, J. et al.","1682","2009","08","24",NA,"Brasil","MG","Matozinhos","Fazenda Figueiredo.","-44.1","-19.59",NA,"Outro coleror: Fernandes, F. Coord: 23K 0594384; 7833647. Ponto 547. Com triplicata.",NA,NA,NA,NA,NA,NA,NA,NA,"44W 06' 00","19S 35' 24",NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","1441912","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"A. Ducke","1869","1921","11","19","South America - Neotropics","Brazil",NA,NA,"Ca horto florestal - city of rio de janeiro",NA,NA,NA,NA,"US00227000","US00227000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"55","2020-09-12 05:00:02-03","US","US","1441911","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"A. Ducke","1869","1921","11","19","South America - Neotropics","Brazil",NA,NA,"Ca horto florestal - city of rio de janeiro",NA,NA,NA,NA,"US00224960","US00224960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"56","2021-03-04 11:16:35-03","UEFS","HUEFS","144443","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Gomes, J.C.","18","1985","03","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, Inicio da estrada dona castorina.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0144443","HUEFS0144443",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"57","2020-05-08 11:09:38-03","UEFS","HUEFS","144467","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Lima, H.C.de","2516","1985","01","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","HORTO, Inicio da estrada Dona Castorina.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0144467","HUEFS0144467",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"58","2015-03-07 08:40:09-03","F","FMNH-SEEDPLANTS","V0111078F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0111078F","V0111078F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"59","2019-09-04 19:32:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"F. F. Allemão",NA,"1860",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"60","2019-09-04 18:25:19-03","F","FMNH-SEEDPLANTS","V0057778F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,"H. W. Schott","5804",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0057778F","V0057778F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"61","2015-03-07 08:40:09-03","F","FMNH-SEEDPLANTS","V0111079F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0111079F","V0111079F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"62","2015-03-07 08:40:09-03","F","FMNH-SEEDPLANTS","V0111080F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0111080F","V0111080F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"63","2015-03-07 08:40:09-03","F","FMNH-SEEDPLANTS","V0111081F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0111081F","V0111081F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"64","2015-03-07 08:40:09-03","F","FMNH-SEEDPLANTS","V0111082F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0111082F","V0111082F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"65","2020-07-23 12:01:54-03","CEPLAC","CEPEC","94892","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,"H. C. de Lima","H. C. de Lima","5718","2000","10","30",NA,"Brasil","Rio de Janeiro","rio de janeiro","Horto Florestal, início da estrada Dona Castorina, em frente ao n. 94, ao lado do IMPA.","-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll> Para-tudo",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2000"
"66","2020-07-23 12:01:54-03","CEPLAC","CEPEC","37849","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Dimorphandra","exaltata","Dimorphandra exaltata",NA,"H. C. de Lima","H. C. de Lima","2623","1985","11","18",NA,"Brasil","Rio de Janeiro","rio de janeiro","Horto Florestal, prox. a estr. da D. Castorina.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,"30/12/1985"
"67","2020-09-22 13:48:48-03","USP","SPFW","4913","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Mimosoideae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Serviço Florestal","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 14:59:28-03","UnB","UB","127843","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Silva, MF","Gomes, V","2790","1968","12","22","Southern America","Brasil","Minas Gerais",NA,"10km de Juiz de Fora",NA,NA,NA,"Árvore 30m.",NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 14:59:28-03","UnB","UB","127841","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Arroyo, MTK","Belém, RP","2856","1966","11","07","Southern America","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,"Inflorescência em botões.; Árvore 25m.; Mata costeira",NA,NA,NA,"49584","auto","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 14:59:28-03","UnB","UB","127842","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Silva, MF","Heringer, EP","2459","1946","12","06","Southern America","Brasil","Minas Gerais","Piau","Sítio de Balbino","-43.3227996826172","-21.5093994140625",NA,"Árvore 30m.",NA,NA,NA,"12556","auto","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:09:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Glaziou, AFM","610",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in vicina Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:09:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in vicina Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:09:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott",NA,"Glaziou, AFM","2983",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in vicina Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:05:36-03","IBt","SP","363062","S","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Lima, HC","Lima, HC; Caruzo, J","5718","2000","10","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, início da estrada Dona Castorina, em frente ao nº 94, ao lado do IMPA, remanescente de mata de encosta","-43.2075004577637","-22.9027996063232",NA,NA,"SP024660","SP024660",NA,"57442","auto","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:05:36-03","IBt","SP","97467","S","Plantae",NA,NA,"Fabaceae","Dimorphandra","exaltata","Dimorphandra exaltata","Schott","Barroso, GM","Kuhlmann, M","2792","1951","12","28",NA,"Brasil","São Paulo","Piracicaba","Carioba","-47.6399993896484","-22.7199993133545",NA,NA,"SP024659","SP024659",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
