"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","preparationType","individualCount","order","dayIdentified","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag"
"1","2019-12-09 15:31:01-03","UNICAMP","UEC","22581","S","Plantae","Liliopsida","Poaceae","Merostachys","abadiana","Merostachys abadiana","Send.","Stubblebine, WH; et al.","551","1980","11","18","Brazil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889","-46.564722","-21.838889","3 m com inflorescência bem aberta.","UEC063238","UEC063238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-02 16:36:50-03","Cenargen","CEN","5413","PreservedSpecimen","Plantae",NA,"Poaceae","Merostachys","aff. abadiana","Merostachys aff. abadiana","Send.","William Henry Stubblebine - UEC","551","1980","11","18","Brasil","MG","POCOS DE CALDAS","Mata da Colina","-46.564722","-21.838888","-46.564722","-21.838888","3 mts com inflorescência bem aberta. Doação UNICAMP.","CEN00005413","CEN00005413","R. Vinícius-Silva","2019","05","Exsicatas","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-12 17:02:36-03","UEL","FUEL","13596","PreservedSpecimen","Plantae","Tracheophyta","Poaceae","Merostachys","abadiana","Merostachys abadiana","Send.","Stubblebine, WH; et al.","551","1980","11","18","Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,NA,"Longhi-Wagner, HM","2008","10",NA,NA,"Poales","16",NA,NA,NA,NA,NA,NA,NA
"4","2021-03-04 15:42:12-03","IF","SPSF","38726","PreservedSpecimen","Plantae","Magnoliophyta","Poaceae","Merostachys","abadiana","Merostachys abadiana","T.Send.","C.R.Lima & J. A. Pastore & J.B.Baitello & E.Adriano & D.F.Bueno","69","2007","09","27","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.751111","-23.568056",NA,NA,"COLETA: Herbácea alta, flores.&nf;Nome popular: taquara; GEOGRAFIA: Na borda de mata em frente à trilha da cachoeira e do tgalhão 49/50 de Pinus.;",NA,NA,"C.A.Garcia","2008","06",NA,NA,"Poales","25","Liliopsida","América do Sul",NA,NA,NA,NA,NA
"5","2021-03-04 15:42:12-03","IF","SPSF","38955","PreservedSpecimen","Plantae","Magnoliophyta","Poaceae","Merostachys","abadiana","Merostachys abadiana","T.Send.","O. T. Aguiar & J. B. Baitello & R.Cielo-Filho","776","2007","12","06","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.739167","-23.506111",NA,NA,"COLETA: Nome popular: bambuzinho.; GEOGRAFIA: Grevilea.;",NA,NA,"C.A.Garcia","2008","06",NA,NA,"Poales","25","Liliopsida","América do Sul","630","630",NA,NA,NA
"6","2021-03-04 15:42:12-03","IF","SPSF","43289","PreservedSpecimen","Plantae","Magnoliophyta","Poaceae","Merostachys","abadiana","Merostachys abadiana","T.Send.","R.L.Miashike & N. M. Ivanauskas & J.B.Silva & S.D.Machado","28","2009","12","05","Brasil","SP","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos","-48.562222","-24.412222",NA,NA,"COLETA: Bambu quebrado, maior que 2m.; GEOGRAFIA: Trilha da Pescaria e Desmoronado, Floresta Ombrófila Densa Montana.;",NA,NA,"G.A.D.C. Franco","2010","01",NA,NA,"Poales","29","Liliopsida","América do Sul","603","603",NA,NA,NA
"7","2019-11-21 10:15:56-03","IBt","SP","154498a","Extra","Plantae",NA,"Poaceae","Merostachys","abadiana","Merostachys abadiana","Send.","Campos Neto, O","s.n.","1978","09","26","Brasil","São Paulo","Itatinga","Abadia","-48.6100006103516","-23.1000003814697",NA,NA,"Dentro dos matos. Arbusto com mais de 2 m alt.","SP002539","SP002539","Sendulsky, T","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","28219","auto"
"8","2019-11-21 10:15:56-03","IBt","SP","154498","S","Plantae",NA,"Poaceae","Merostachys","abadiana","Merostachys abadiana","Send.","Campos Neto, O","s.n.","1978","09","26","Brasil","São Paulo","Itatinga","Abadia","-48.6100006103516","-23.1000003814697",NA,NA,"Dentro dos matos. Arbusto com mais de 2 m alt.","SP002540","SP002540","Sendulsky, T","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","28219","auto"
