"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"11","2020-06-29 11:32:36-03","UFRJ","RFA","42213","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Lucas Giovane; C. Martins; J. Figueiredo; V. Prazeres","17",NA,"Brasil","Parque Nacional do Itatiaia, parte alta na trilha para as Prateleiras.",NA,NA,"Planta arbórea, 2,5 metros, com folhas distais mais claras que as proximais em um mesmo ramo, flores vistosas com corola laranja.","RFA35795",NA,NA,"2017","12","06","Rio de Janeiro","Itatiaia","-44.701944","-22.373056",NA,NA,NA,"Taub.","Lucas Giovane","2450","2450","44º42'7''W","22º22'23''S","2017","12","15",NA,NA,NA
"12","2020-11-13 09:20:58-03","UFRJ","RFA","22795","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"F. Segadas-Vianna","791",NA,"Brasil","Km 17, Rancho Velho, Planalto",NA,NA,"Arbusto, flores vermelhas","RFA44397",NA,NA,"1945","03","08","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto","Taub.","L.B. Smith",NA,NA,NA,NA,"1959",NA,NA,NA,NA,NA
"13","2020-06-29 11:32:36-03","UFRJ","RFA","4841","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"P. Occhioni","919",NA,"Brasil","Parque Nacional do Itatiaia, km 17",NA,NA,"Arbusto; flor vermelha","RFA44429",NA,NA,"1947","03","12","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:58-03","UFRJ","RFA","29171","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"O.M. Barth; H.P. Veloso","s.n.",NA,"Brasil","Planalto, Parque Nacional de Itatiaia",NA,NA,NA,"RFA20013",NA,NA,"1961","01","04","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto","Taub.","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:36-03","UFRJ","RFA","22796","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,NA,NA,NA,"Brasil","Serra do Itatiaia",NA,NA,NA,"RFA44396",NA,NA,"1953",NA,NA,"Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089",NA,"auto","Taub.","L. B. Smith",NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA
"16","2020-06-29 11:32:36-03","UFRJ","RFA","22797","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"N. Santos","5035",NA,"Brasil","Serra do Itatiaia, Abrigo Rebouças",NA,NA,NA,"RFA44395",NA,NA,"1964","02","07","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089",NA,"auto","Taub.",NA,"2350","2350",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:33:42-03","NBC","NL-BOTANY","U.1599523","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Strang H; Castellanos A",NA,"Southern America","Brazil","Rio de Janeiro, Itatiaia, Abrigo Rebouças.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599523",NA,"Lamiales","1966","12","30",NA,NA,NA,NA,NA,"NL-U1599523",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"18","2020-02-08 09:33:42-03","NBC","NL-BOTANY","U.1599524","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Camerik AM",NA,"Southern America","Brazil","Est. R.J.: Itahara: Prateleiras.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599524",NA,"Lamiales","1975","04","12",NA,NA,NA,NA,NA,"NL-U1599524",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"19","2020-02-08 09:33:42-03","NBC","NL-BOTANY","U.1599525","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil","Brasiliae Australis, Est. Rio de Janeiro, Parque Nacional do Itatiaia. Near Abrego Rebouças.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599525",NA,"Lamiales","1967","07","03",NA,NA,NA,NA,NA,"NL-U1599525",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"20","2020-02-08 09:33:43-03","NBC","NL-BOTANY","U.1599526","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Maas PJM; Martinelli G",NA,"Southern America","Brazil","Edo. Rio de Janeiro, Parque Nacional do Itatiaia, Abrigo Rebouças, low vegetation on rocky hills.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599526",NA,"Lamiales","1977","10","02",NA,NA,NA,NA,NA,"NL-U1599526",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"21","2020-02-08 09:33:43-03","NBC","NL-BOTANY","U.1599527","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Markgraf F",NA,"Southern America","Brazil","State of Rio; Itatiaia. Altiplano.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599527",NA,"Lamiales","1952","11","25",NA,NA,NA,NA,NA,"NL-U1599527",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"22","2020-02-08 09:33:43-03","NBC","NL-BOTANY","U.1599528","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Camerik AM",NA,"Southern America","Brazil","Est. R.J.: Itahara: Prateleiras.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599528",NA,"Lamiales","1975","05","08",NA,NA,NA,NA,NA,"NL-U1599528",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"23","2020-02-08 09:33:43-03","NBC","NL-BOTANY","U.1599529","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Hatschbach GG; Pereira E",NA,"Southern America","Brazil","Est. Rio, Serra do Itatiaia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599529",NA,"Lamiales","1964","09","01",NA,NA,NA,NA,NA,"NL-U1599529",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"24","2020-02-08 09:33:43-03","NBC","NL-BOTANY","WAG.1352644","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Santos N",NA,"Southern America","Brazil","E do Rio - Rezende - Serra do Itatiain Abrigo Reboucas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1352644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1352644",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1352644",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"25","2020-02-08 09:33:43-03","NBC","NL-BOTANY","WAG.1352645","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Bogner J",NA,"Southern America","Brazil","Itatiaia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1352645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1352645",NA,"Lamiales","1976","11","06",NA,NA,NA,NA,NA,"NL-WAG1352645",NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"26","2020-11-04 11:19:44-03","ESALQ","ESA","3333","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","ulei","Buddleja ulei",NA,"Schmitz, M.C.",NA,NA,"Brasil","Serra da Mantiqueira - Parque Nacional do Itatiaia",NA,NA,NA,"ESA003333","Magnoliophyta",NA,"1987","10","10","Rio de Janeiro",NA,NA,NA,NA,"ESA003333",NA,"Dusén","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:19:44-03","ESALQ","ESA","28477","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","ulei","Buddleja ulei",NA,"Souza, V.C. et al.","9496.0",NA,"Brasil",NA,NA,NA,NA,"ESA028477","Magnoliophyta",NA,"1995","05","01","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","ESA028477","auto","Dusén","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:45:04-03","UFJF","CESJ","35583","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"O. Yano; D.P. Santos","s.n.","América do Sul","Brasil","Parque Nacional do Itatiaia, Abrigo Rebouças, perto da cancela do Parque",NA,NA,"Corola pilosa, vermelha, folhas verdes na parte superior e cinza na inferior.","CESJ035583","Angiosperma",NA,"1983","06","22","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089",NA,"auto","Taub.","G.P. Coelho",NA,NA,NA,NA,"2017","05","24",NA,NA,NA
"29","2019-11-21 14:45:04-03","UFJF","CESJ","14191","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"L. Krieger; L.T. Souza; M.C. Brügger","CESJ14191","América do Sul","Brasil","Serra do Caparaó",NA,NA,"Arbusto alto até 3m. Flores alaranjadas. Folhas verdes-escuro na face ventral e quase brancas dorsalmente.","CESJ014191","Angiosperma",NA,"1976","07","07","Minas Gerais",NA,NA,NA,NA,"CESJ014191",NA,"Taub.","R.Olmstead","2300","2300",NA,NA,"2010","11","08",NA,NA,NA
"30","2019-11-21 14:45:04-03","UFJF","CESJ","24073","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"L. Krieger; et alii","CESJ24073","América do Sul","Brasil","Parque Nacional do Caparaó, Campos Altos",NA,NA,"Terreirão. Arbusto alto com 2m, em terreno pedregoso, turfososo. Flores cinabarinas, frutos presentes. Face abaxial da folha, branca.","CESJ024073","Angiosperma",NA,"1989","04","30","Minas Gerais",NA,NA,NA,NA,NA,NA,"Taub.","G.P. Coelho","2400","2400",NA,NA,"2017","05","24",NA,NA,NA
"31","2019-11-21 14:45:04-03","UFJF","CESJ","58954","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"F.R.G. Salimena; V.Thode, ROlmstead; P.Lu-Irving","2980","América do Sul","Brasil","Parque Nacional do Itatiaia (próximo)",NA,NA,"Arbusto, ca. 4m alt., flores laranja, em floresta de altitude. Folhas discolores.","CESJ058954","Angiosperma",NA,"2010","11","07","Minas Gerais","Itamonte, Registro",NA,NA,NA,NA,NA,"Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:45:04-03","UFJF","CESJ","15743","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Rita","s.n.","América do Sul","Brasil","Parque Nacional do Caparaó",NA,NA,"Arbusto alto (3m). Flores alaranjadas. Flores brancas-tomentosas na face abaxial.","CESJ015743","Angiosperma",NA,"1977","09","28","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645","CESJ015743","auto","Taub.","G.P. Coelho",NA,NA,NA,NA,"2017","05","24",NA,NA,NA
"33","2019-11-21 14:45:04-03","UFJF","CESJ","15746","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Rita","s.n.","América do Sul","Brasil","Parque Nacional do Caparaó, Alt.: 2400 m.s.m.",NA,NA,"Arbusto alto, folhas verdes escuro na face ventral, quase brancas na face dorsal. Flores tubulosas, alaranjadas nas bordas da corola.","CESJ015746","Angiosperma",NA,"1977","09","28","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,"auto","Taub.","G.P. Coelho",NA,NA,NA,NA,"2017","05","24",NA,NA,NA
"34","2019-11-21 14:45:04-03","UFJF","CESJ","58954","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"F.R.G. Salimena; V.Thode; R.Olmstead; P.Lu-Irving","2980","América do Sul","Brasil","Registro, próximo ao Pq. Nacional do Itatiaia",NA,NA,"Arbusto ca. 4m, flores laranja, em floresta de altitude. Folhas discolores.","CESJ058954","Angiosperma",NA,"2010","11","07","Minas Gerais","Itamonte","-44.8699989318848","-22.283899307251","26914",NA,"auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:45:04-03","UFJF","CESJ","61388","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"J.M.A. Braga; et al.","3155","América do Sul","Brasil","Parque Nacional do Itatiaia, Planalto, próximo ao portão. Lat.: 22º15'00S, 44º34'00W / 22º28'00S, 44º45'00W.",NA,NA,"Arbusto, ca. 2m alt., heliófilo, folhas membranáceas. Flores c/ cálice verde-alvacento, corola vermelha, com face estern","CESJ061388","Angiosperma",NA,"1996","01","24","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto","Taub.","G.M. Antar",NA,NA,NA,NA,"2018","08",NA,NA,NA,NA
"36","2021-03-01 16:41:14-03","UNICAMP","UEC","38538","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Sucre, D","5774",NA,"Brazil","subida para agulhas negras,mais ou menos 200 msm.",NA,NA,"Arbusto heliófilo rupícola com mais ou menos 1,8m dealtura; folhas verdes muito escurana face ventral, na face dorsal argentes ferrugíneo; corola (?)","UEC020503","Magnoliopsida",NA,"1969","08","16","Rio de Janeiro","Agulhas Negras",NA,NA,NA,"UEC020503",NA,"Taub.","Coelho, GP",NA,NA,NA,NA,"2016","08","17",NA,NA,NA
"37","2021-03-01 16:41:14-03","UNICAMP","UEC","205136","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Streher, NS; Bergamo, PJ; Mesquita, AT","NS44",NA,"Brazil","Parque Nacional do Itatiaia. Trilha do Couto - planalto",NA,NA,"Campos de Altitude","UEC166854","Magnoliopsida",NA,"2016","09","19","Minas Gerais","Itamonte","-44.8699989318848","-22.283899307251","26914","UEC166854","auto","Taub.","Streher, NS",NA,NA,NA,NA,"2016","09","19",NA,NA,NA
"38","2021-03-01 16:41:14-03","UNICAMP","UEC","38540","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Occhioni, P","s.n.",NA,"Brazil",NA,NA,NA,"Arbusto.","UEC020501","Magnoliopsida",NA,"1921","03",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","UEC020501","auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:41:14-03","UNICAMP","UEC","38531","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Kuhlmann, JG","s.n.",NA,"Brazil",NA,NA,NA,"arbusto de metros, flores rubras.","UEC103158","Magnoliopsida",NA,"1930","06","09","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","UEC103158","auto","Taub.","Coelho, GP",NA,NA,NA,NA,"2016","08","17",NA,NA,NA
"40","2021-03-01 16:41:14-03","UNICAMP","UEC","38539","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Peixoto","698",NA,"Brazil",NA,NA,NA,"arbusto com cercade1,8m de altura, heli[olilo, frequente. Folhas verdes com a face ventral inferior cobrtapor lanugem alva; flores cor de fogo.; Planalto.","UEC020502","Magnoliopsida",NA,"1975","11","14","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","UEC020502","auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:26:14-03","UNICAMP","UEC","27313","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Cesar, O","s.n.",NA,"Brazil","Parque Nascional do Itatiaia",NA,NA,NA,"UEC020505","Magnoliopsida",NA,"1981","10","04","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","UEC020505","auto","Taub.","Coelho, GP",NA,NA,NA,NA,"2016","08","17",NA,NA,NA
"42","2021-03-01 16:41:14-03","UNICAMP","UEC","93386","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Sazima, M; et al.","35726",NA,"Brazil","Pico de Itatiaia, próxima Prateleiras.",NA,NA,"ARBUSTO ATÉ 2M, MUITAS FLORES ALARANJADAS.","UEC020504","Magnoliopsida",NA,"1997","05","08","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","UEC020504","auto","Taub.","Coelho, GP",NA,NA,NA,NA,"2016","08","17",NA,NA,NA
"43","2021-03-01 16:41:14-03","UNICAMP","UEC","38537","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Altamiro; Walter","54",NA,"Brazil","planalto mais ou menos km 18.",NA,NA,"Arbusto, flor vermelha.","UEC020506","Magnoliopsida",NA,"1945","10","12","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","UEC020506","auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:41:14-03","UNICAMP","UEC","38541","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Porto, C","2792",NA,"Brazil",NA,NA,NA,"Flores vermelhas.","UEC020508","Magnoliopsida",NA,"1935","02","14","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","UEC020508","auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-19 14:08:13-03","UFRPE","PEUFR","1775","PreservedSpecimen","Plantae","Loganiaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"F. Segadas-Vianna; L. Dau; W.T. Ormond; G.C. Nachline","1286",NA,"Brasil",NA,NA,NA,NA,"PEUFR001775",NA,NA,"1953",NA,NA,"Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089",NA,"auto","Taub.","L.B. Smith",NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA
"46","2020-06-29 09:32:30-03","UFRRJ","RBR","12116","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Alunos da Escola Nacional de Agronomia",NA,NA,"Brasil",NA,NA,NA,NA,"RBR00012116",NA,NA,"1945","06",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 09:32:30-03","UFRRJ","RBR","12113","S","Plantae","Scrophulariaceae","Buddleja","speciosissima","Buddleja speciosissima",NA,"Alunos da Escola Nacional de Agronomia",NA,NA,"Brasil",NA,NA,NA,NA,"RBR00012113",NA,NA,"1945","06",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto","Taub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
