"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","sex"
"49","2021-03-01 16:37:01-03","UNICAMP","UEC","158681","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Yamamoto, LF","1958","2005","04","20",NA,"Brazil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,"Campo de altitude.","UEC013715","UEC013715","Meireles, LD","Extrema",NA,NA,NA,NA,"15223","auto","2013",NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:21:50-03","UNICAMP","UEC","158682","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Yamamoto, LF","1688","2004","12","02",NA,"Brazil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,NA,"UEC013718","UEC013718","Meireles, LD","Extrema",NA,NA,NA,NA,"15223","auto","2013",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:37:01-03","UNICAMP","UEC","158675","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Yamamoto, LF","1303","2003","05","23",NA,"Brazil","Minas Gerais","Serra do Lopo, Trilha do caseiro.","-46.3182983398438","-22.854700088501",NA,"4m. Fruto verde.","UEC013709","UEC013709","Yamamoto, LF","Extrema",NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:37:01-03","UNICAMP","UEC","134582","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mazine, FF; et al.","960","2003","11","01",NA,"Brazil","Paraná","Estrada para Cerro Azul, fazenda.","-49.261100769043","-24.823600769043",NA,"Árvore ca. 8m, frutos vermelhos arroxeados. Amostras coletadas para análise macromolecular.","UEC110428",NA,"Sobral, M","Cerro Azul",NA,NA,NA,NA,"32006","auto","2003",NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:37:01-03","UNICAMP","UEC","75565","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Uhlmann, A; et al.","71","1995","04","19",NA,"Brazil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Arvoreta de aproximadamente 2m de altura; frutos em formação; ambiente alterado com ocorrência de espécies florestais em a um adensamento de Pteridium aquilinum.","UEC110426","UEC110426","Uhlmann, A","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1995",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:37:01-03","UNICAMP","UEC","83329","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Uhlmann, A; et al.","112","1995","05","28",NA,"Brazil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Árvore aproximadamente 3m de altura, ambiente florestal em meio ao cerrado","UEC110425","UEC110425","Uhlmann, A","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1995",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:37:01-03","UNICAMP","UEC","12317","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Hatschbach, G","39936","1977","05","26",NA,"Brazil","Paraná","Rio Diamante","-49.7057991027832","-24.2511005401611",NA,"Pequena árvore 5m, flor alva. Matinha da borda dos peraus.","UEC110429","UEC110429","Proença, C","Jaguariaíva",NA,NA,NA,NA,"44368","auto","1986",NA,NA,NA,NA,NA,NA
"56","2019-11-06 09:56:44-03","UFOP","OUPR","19164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Pedreira, G.","s.n.","2004","02",NA,NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,NA,"Floresta Paludosa.",NA,NA,"Sobral, M.","Ouro Preto/ Mariana",NA,NA,NA,NA,NA,NA,"2004","04",NA,NA,NA,NA,NA
"57","2019-11-06 09:56:44-03","UFOP","OUPR","24028","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Cândido, E.S.; Silva, J.L. & Freitas, G.P.P.","438","2010","05","14",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Estrada para o Viveiro do Tesoureiro.","-43.520028","-20.439361",NA,"Árvore, 3m alt. Pétalas e anteras alvas. Frutos imaturos com base esverdeada e ápice avermelhado. Aromática, cheiro adocicado. Campo rupestre ferruginoso.",NA,NA,"Bünger, M.O.","Ouro Preto","-43.520028","-20.439361",NA,NA,NA,NA,"2011","10",NA,NA,NA,NA,NA
"58","2019-11-06 09:56:44-03","UFOP","OUPR","32496","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Pedrosa, L.G.","1110","2018","11","24",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arvoreta, ca. 3m. Flores rosadas/alvas. Frutos vermelhos. Mata.",NA,NA,"Stadnik, A.","Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-06 09:56:44-03","UFOP","OUPR","21651","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Bünger, M.O.; Scalon, V.R. & Silva, J.L.","45","2008","01","14",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Calair.","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Estéril. Caule acinzentado. Com odor de pimenta. Campo rupestre quartzítico.",NA,NA,"Sobral, M.","Ouro Preto",NA,NA,NA,NA,"44599","auto","2008",NA,NA,NA,NA,NA,NA
"60","2019-11-06 09:56:44-03","UFOP","OUPR","29590","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Casério, B.M.","s.n.","2015","12",NA,NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha do forno","-43.5080986022949","-20.2875003814697",NA,"Floresta montana",NA,NA,"De Sousa, H.C.","Ouro Preto",NA,NA,"1350","1350","44599","auto","2016","08",NA,NA,NA,NA,NA
"61","2020-10-14 10:03:40-03","FURB","FURB","2679","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Andrade, P.","956","1987","05","05",NA,"Brasil","Minas Gerais","Parque Estadual de Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"FURB33729","FURB33729","Sobral, M","Lima Duarte",NA,NA,NA,NA,"30417","auto","2015","07",NA,"10",NA,NA,NA
"62","2020-10-14 10:03:40-03","FURB","FURB","2226","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Hatschbach, G.",NA,"1968","10","22",NA,"Brasil","Paraná","Rio das Cinzas.","-49.8266983032227","-24.1578006744385",NA,NA,"FURB33728","FURB33728","Sobral, M","Arapoti",NA,NA,NA,NA,"41852","auto","2015","07",NA,"10",NA,NA,NA
"63","2021-03-16 17:54:04-03","UCS","HUCS","28247","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O. Berg",NA,"Motta, J.T.","1283","1988","05","23",NA,"Brasil","Minas Gerais","Morro São Domingos","-46.5614013671875","-21.7877998352051",NA,"arvoreta 3m, flores alvas",NA,NA,"Sobral, M.","Poços de Caldas",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"64","2014-10-14 15:56:58-03","BS","M","M-0137702","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","crassifolia","Eugenia crassifolia","DC.","HOLOTYPE","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in sylvis primaevis; Provinciae S. Pauli",NA,NA,NA,NA,"M0137702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"65","2020-12-21 16:37:43-03","MBM","MBM","228030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Motta, J.T.","1283","1988","05","23","Southern America","Brazil","Minas Gerais","Morro São Domingos","-46.5614013671875","-21.7877998352051",NA,NA,"MBM228030","MBM228030","Sobral, M.","Poços de Caldas",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:37:43-03","MBM","MBM","53818","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.","18957","1968","03","25","Southern America","Brazil","Paraná","Barra do Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,"MBM053818","MBM053818","Hatschbach, G.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:37:43-03","MBM","MBM","6387","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.","18957","1968","03","25","Southern America","Brazil","Paraná","Barra do Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,"MBM006387","MBM006387","Sobral, M.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:37:43-03","MBM","MBM","230991","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Motta, J.T.","2242","1991","05","03","Southern America","Brazil","Paraná","Fazenda Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM230991","MBM230991","Kawasaki, M.L.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:37:43-03","MBM","MBM","197429","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Uhlmann, A.; et al.; et al.","74","1985","05","28","Southern America","Brazil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"MBM197429","MBM197429","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:37:43-03","MBM","MBM","197418","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Uhlmann, A.; et al.; et al.","77","1994","05","05","Southern America","Brazil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"MBM197418","MBM197418","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:37:43-03","MBM","MBM","59019","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.","39936","1977","05","26","Southern America","Brazil","Paraná","Rio Diamante","-49.7057991027832","-24.2511005401611",NA,NA,"MBM059019","MBM059019","Hatschbach, G.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:37:43-03","MBM","MBM","116651","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Kuniyoshi, Y.S.; et al.; et al.","5160","1987","04","16","Southern America","Brazil","Paraná","Fazenda Das Almas","-49.948600769043","-24.5261001586914",NA,NA,"MBM116651","MBM116651",NA,"Piraí do Sul",NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:37:43-03","MBM","MBM","216247","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.; Barboza, E.; Barboza, E.","67070","1997","10","15","Southern America","Brazil","Paraná","Rod. BR-151, 1km S da ponte do rio Lambari","-49.948600769043","-24.5261001586914",NA,NA,"MBM216247","MBM216247","Hatschbach, G.","Piraí do Sul",NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:37:43-03","MBM","MBM","261172","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Silva, J.M.; Barboza, E.; Goldenberg, R.; Barboza, E.; Goldenberg, R.","3435","2001","09","13","Southern America","Brazil","Paraná","Rod. PR-90, Serra do Brumado","-49.3142013549805","-25.1900005340576",NA,NA,"MBM261172","MBM261172","Sobral, M.","Rio Branco do Sul",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:37:43-03","MBM","MBM","299283","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Mattos, J.R.","15826","1974","04","23","Southern America","Brazil","São Paulo","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,"MBM299283","MBM299283","Proença, C.","Campos do Jordão",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:37:43-03","MBM","MBM","227565","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Árbocz, G.F.","1478","1995","05","30","Southern America","Brazil","São Paulo","Pardinho","-48.3699989318848","-23.0799999237061",NA,NA,"MBM227565","MBM227565","Kawasaki, M.L.","Pardinho",NA,NA,NA,NA,"14628","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:37:43-03","MBM","MBM","275608","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Assis, L.C.S.","449","2002","02","14","Southern America","Brazil","Minas Gerais","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"MBM275608","MBM275608","Sobral, M.","Barroso",NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:37:43-03","MBM","MBM","122602","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Sobral, M.; et al.; et al.","5590","1987","09",NA,"Southern America","Brazil","Minas Gerais","Parque Estadual Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"MBM122602","MBM122602","Sobral, M.","Lima Duarte",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:37:43-03","MBM","MBM","235741","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Furlan, A.; et al.; et al.","6456","1980","08","23","Southern America","Brazil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"MBM235741","MBM235741","Kawasaki, M.L.","Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:37:43-03","MBM","MBM","235739","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Wanderley, M.G.","5545","1979","08","14","Southern America","Brazil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"MBM235739","MBM235739","Kawasaki, M.L.","Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:37:43-03","MBM","MBM","235738","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Henrique, M.C.; et al.; et al.","4466","1979","08","14","Southern America","Brazil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"MBM235738","MBM235738","Kawasaki, M.L.","Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:37:43-03","MBM","MBM","8992","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.","20033","1968","10","22","Southern America","Brazil","Paraná","Rio das Cinzas","-49.8266983032227","-24.1578006744385",NA,NA,"MBM008992","MBM008992","Proença, C.","Arapoti",NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:37:43-03","MBM","MBM","289161","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Mazine, F.F.; et al.; et al.","960","2003","11","01","Southern America","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"MBM289161","MBM289161","Sobral, M.","Cerro Azul",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:37:43-03","MBM","MBM","197424","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Uhlmann, A.; et al.; et al.","71","1995","04","19","Southern America","Brazil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"MBM197424","MBM197424","Uhlmann, A.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:37:43-03","MBM","MBM","47577","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.","9095","1962","04","14","Southern America","Brazil","Paraná","Ribeirão Grota Funda","-49.7057991027832","-24.2511005401611",NA,NA,"MBM047577","MBM047577","Legrand, D.","Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:37:43-03","MBM","MBM","27585","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","Berg",NA,"Hatschbach, G.","32149","1973","06","14","Southern America","Brazil","Paraná","Joaquim Murtinho","-49.948600769043","-24.5261001586914",NA,NA,"MBM027585","MBM027585","Hatschbach, G.","Piraí do Sul",NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"87","2015-09-04 19:45:07-03","MNHN","RECOLNAT_MNHN_P","P06668844","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Hatschbach, G.",NA,"1977","5","26",NA,"Brasil","Paraná","Rio Diamante","-49.7057991027832","-24.2511005401611","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06668844' target='other'> <mi>dwc_moreinfo</mi></a>","P06668844","P06668844_01",NA,"Jaguariaíva",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,"39936",NA,NA
"88","2020-12-11 11:39:17-03","UFMG","BHCB","92171","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","widgreniana","Eugenia widgreniana","SonderexO.Berg",NA,"Valente, A; Pifano, DS","132","2002","01","12","Southern America","Brasil","Minas Gerais","Conceição do Ibitipoca, Mata a 1km antes da portaria do P. E. do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,"Árvore ca. 2m em borda de mata. Folha discolor. Em frutificação.","BHCB010647","BHCB010647",NA,"Lima Duarte",NA,NA,NA,NA,"30417","auto","2003",NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:39:42-03","UFMG","BHCB","185828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Gontijo, FD; Tameirão Neto, E; Souza, DT","1199","2014","08","22","Southern America","Brasil","Minas Gerais",NA,"-43.325658","-20.213161",NA,"Arbóreo; Frutificação; Borda de FES; Floresta estacional semidecidual","BHCB185828",NA,NA,"Conceição do Mato Dentro","-43.325658","-20.213161","795","795",NA,NA,"2015","05",NA,"18",NA,NA,NA
"90","2020-12-11 11:39:42-03","UFMG","BHCB","144671","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Cândido, ES; Silca, JL; Freitas, GPP","438","2010","05","14","Southern America","Brasil","Minas Gerais","Parque Estadual do Itacolomi, Estrada para o Viveiro do Tesoureiro","-43.52","-20.439167",NA,"Árvore, 3m alt., pétalas e alteras alvas. Frutos imaturos com base esverdeada e ápice avermelhado. Aromática, cheiro adocicado.; Campo rupestre ferruginoso.","BHCB014830","BHCB014830",NA,"Ouro Preto","-43.52","-20.439167",NA,NA,NA,NA,"2018","12",NA,"18",NA,NA,NA
"91","2020-12-11 11:39:42-03","UFMG","BHCB","46748","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Lombardi, JA; Stehmann, JR","2747","1999","04","15","Southern America","Brasil","Minas Gerais","Condomínio Aconchego da Serra.","-43.95","-20.25",NA,"Arbusto, ca. 2,5 metros, folhas cartáceas, botões verdes.; Mata baixa secundária.","BHCB049060",NA,NA,"Itabirito","-43.95","-20.25",NA,NA,NA,NA,"2018","12",NA,"18",NA,NA,NA
"92","2020-12-11 11:39:42-03","UFMG","BHCB","56345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Ordones, J","276","2000","08","20","Southern America","Brasil","Minas Gerais","Bocaína.","-43.4075012207031","-20.0746994018555",NA,"Arbusto, flores brancas.; Campo, próximo à água.","BHCB049062",NA,NA,"Catas Altas",NA,NA,NA,NA,"11966","auto","2018","12",NA,"18",NA,NA,NA
"93","2020-12-11 11:39:42-03","UFMG","BHCB","197823","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Mazine, FF; Capelo, FA; Lucas, E; Silva, JM","960","2003","11","01","Southern America","Brasil","Paraná","Fazenda, estrada para Cerro Azul","-49.261100769043","-24.823600769043",NA,"Material fixado em alcool 70%.; Árvore ca. 8m, frutos vermelhos arroxados","BHCB197823",NA,NA,"Cerro Azul",NA,NA,NA,NA,"32006","auto","2014","12",NA,"08",NA,NA,NA
"94","2020-12-11 11:39:42-03","UFMG","BHCB","75949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Assis, LCS","449","2002","02","14","Southern America","Brasil","Minas Gerais","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Árvore ca. 4 metros, folhas discolores, frutos verdes imaturas. Pouco frequente.; Em borda de mata.","BHCB049064",NA,NA,"Barroso",NA,NA,NA,NA,"7934","auto","2018","12",NA,"18",NA,NA,NA
"95","2020-12-11 11:39:42-03","UFMG","BHCB","63635","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Assis, LCS","449","2002","02","14","Southern America","Brasil","Minas Gerais","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Árvore, ca. 4 metros de altura, folhas discolores, frutos verdes imaturos. Pouco frequente.; Em borda de mata.","BHCB049063",NA,NA,"Barroso",NA,NA,NA,NA,"7934","auto","2018","12",NA,"18",NA,NA,NA
"96","2020-12-11 11:39:42-03","UFMG","BHCB","14543","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Andrade, PM de; et al.","956","1987","05","05","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Arbóreo, flores brancas.; Mata ciliar. Mata P de montana.","BHCB014829","BHCB014829",NA,"Lima Duarte",NA,NA,NA,NA,"30417","auto","2018","12",NA,"18",NA,NA,NA
"97","2020-12-11 11:39:42-03","UFMG","BHCB","16001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Andrade, PM de","1083","1988","01","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Arbóreo 2m.; Mata pluvial montana","BHCB007616","BHCB007616",NA,"Lima Duarte",NA,NA,NA,NA,"30417","auto","2018","12",NA,"18",NA,NA,NA
"98","2020-12-11 11:39:42-03","UFMG","BHCB","106012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Forzza, RC; Saavedra, MM; Pereira, AR; Ribeiro, PCC; Borges, RAX","4189","2006","05","17","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,"Arvoreta, 4 metros de altura, folhas discolores, botões creme-esverdeados com ápice vináceo; Na transição mata/candeial.","BHCB049066",NA,NA,"Lima Duarte",NA,NA,NA,NA,"30417","auto","2018","12",NA,"18",NA,NA,NA
"99","2020-12-11 11:39:42-03","UFMG","BHCB","18346","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","crassifolia","Siphoneugena crassifolia","(DC.) Proença & Sobral",NA,"Sobral, M","5590","1987","09",NA,"Southern America","Brasil","Minas Gerais","Parque Estadual Ibitipoca, Junto à ponte de Pedra.","-43.793098449707","-21.8425006866455",NA,"Arbusto 2-3 m de altura; frutos imaturos, avermelhados.","BHCB015627",NA,NA,"Lima Duarte",NA,NA,NA,NA,"30417","auto","2018","12",NA,"18",NA,NA,NA
