"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","individualCount"
"45","2009-11-20 12:07:00-02","MO","MOBOT","100230486","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","M.L. Guedes","Guedes 702","1994","8","31","South America","Brazil",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T.D. Pennington","Bahia","Lençóis","Serra da Chapadinha. Serra da Chapadinha.","-41.4402777","-12.4597222","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2015-08-13 05:50:00-03","MO","MOBOT","3269653","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R.M. Harley|S.G. Bromley|A.M. de Carvalho|J.M. Soares Nunes|José L. Hage|Edgar B. dos Santos","Harley 22697","1980","5","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T. Pennington","Bahia",NA,"Serras dos Lencois. About 7-10 km. along the main Seabra-Itaberaba road, W. of the Lencois turning, by the Rio Mucugézinho. Extensive sandstone outcrops with shrubs & small trees, & some damp ground. E6","-41.43333","-12.46666","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","3270231","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Gert G. Hatschbach","Hatschbach 47499","1984","1","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T.D. Pennington","Bahia",NA,"Corrego Moreira (mun. Mucugê).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","3307177","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Jardim","Jardim 500","1994","7","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T.D. Pennington","Bahia",NA,"Mpio de Una-Bahia. 46 Km na Rodovia BA 001,Ilhéus/Una. Restinga Arbórea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-04 10:30:15-03","UFRPE","HST","9598","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","M.L.Guedes; et al.","1454","1987","10","10",NA,"Brasil",NA,NA,"Arbusto ca. 2 m alt.; folhas coriáceas com face abaxial cinérea; inflorescência com flores amarronzadas.","HST009598",NA,NA,"T.D.Penn.","E.B.Almeida Jr.","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto","2009","08",NA,NA,NA,"31",NA
"50","2021-02-25 10:11:52-03","CVRD","CVRD","15298","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Folli, D.A.","7363","2015","05","22","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Bapebil da areia","CVRD015298","Magnoliophyta","Ericales","T.D. Penn.","Geovane S. Siqueira","BA","Belmonte",NA,"-38.8828010559082","-15.8631000518799","123","123",NA,NA,"Magnoliopsida","71281","auto","2015","06",NA,NA,NA,"09",NA
"51","2021-03-01 11:52:06-03","UFPE","UFP","69036","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Vivas, CV; Paixão, JL; Tarazi, R","204","2011","06","07",NA,"Brasil",NA,NA,"Restinga.; Árvore com cerca de 15m de altura, folhas com face adaxial verde-brilhante e abaxial com ticomas marrons, botões com tricomas ferrugíneos, pétalas amareladas e sépalas com tricomas ferrugíneos. 19,1cm de DAP e látex branco.","UFP069036",NA,NA,"T.D. Penn.","Alves-Araújo, A","Bahia","Ilhéus",NA,"-39.372222","-14.971944","65","65",NA,NA,NA,NA,NA,"2011","07","-39.372222","-14.971944",NA,"13",NA
"52","2019-07-31 14:33:23-03","CPATSA","HTSA","6204","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Martins, C.T.V.D.","347","2013","11","29",NA,"Brasil",NA,NA,"Planta ca. 3,0 m alt. Campo rupestre.",NA,NA,NA,"T.D.Penn.",NA,"Bahia","Mucugê","Alto do rio Paraguaçu","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","3575323","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","F. Hurbath","118","2011","4","29","South America - Neotropics","Brazil",NA,NA,NA,"US02704192",NA,"Ebenales","T.D. Penn.",NA,"Bahia",NA,"Chapada Diamantina, Mucugê, Córrego do Boiadero","-42.5228","-14.5347","930",NA,"US02704192_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2020-09-12 05:00:02-03","US","US","3580495","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","18775A","1977","2","16","South America - Neotropics","Brazil",NA,NA,NA,"US02704195",NA,"Ebenales","T.D. Penn.",NA,"Bahia",NA,"Serra Do Sincorá, 22km S of Andaraí on road to Mucugé","-41.33","-12.95","1000",NA,"US02704195_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","2020-09-12 05:00:02-03","US","US","3146063","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","G. Hatschbach","47499","1984","1","22","South America - Neotropics","Brazil",NA,NA,NA,"US02704193",NA,"Ebenales","T.D. Penn.",NA,"Bahia",NA,"Corrego Moreira (mun Mucugê)",NA,NA,NA,NA,"US02704193_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"56","2020-09-12 05:00:02-03","US","US","3333221","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","B. Hoffman & H. Jacobs","1095","1992","2","29","South America - Neotropics","Guyana",NA,NA,NA,"US00517933",NA,"Ebenales","T.D. Penn.","Pennington, T. D., (K)","U. Takutu-U. Essequibo",NA,"S Pakaraima Mts, Tipuru River, 4 km upstream from Ireng R., trail to Tipuru Village","-59.645","4.19667","245",NA,"US00517933_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","3338863","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","R. Callejas, A. M. Carvalho & L. M. Silva","1759","1983","11","19","South America - Neotropics","Brazil",NA,NA,NA,"US02704194",NA,"Ebenales","T.D. Penn.",NA,"Bahia",NA,"Municipio de Una. Estrada Ilhéus/Una. Restinga Arborea/Mata Costeira",NA,NA,NA,NA,"US02704194_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2020-09-02 16:39:43-03","Cenargen","CEN","92834","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Gwilym Peter Lewis - CFCR","7047","1984","12","17",NA,"Brasil","Exsicatas",NA,"Arbusto até 1,5m. Folhas coriáceas, face dorsal ferrugínea. Doação Departamento de Botânica - Universidade de São Paulo. Flora dos Campos Rupestres.","CEN00092834",NA,NA,"T.D.Penn.","J. R. Pirani","BA","MUCUGE","Serra de São Pedro. Alt. 1100-1280m.","-41.3708000183105","-13.0052995681763",NA,NA,"CEN00092834",NA,NA,"52493","auto","1989",NA,NA,NA,NA,NA,"1"
"59","2019-11-13 11:31:45-03","USP","SPF","103593","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, AMV","PCD1098","1994","10","27",NA,"Brasil",NA,NA,NA,"SPF00103593",NA,NA,"T.D.Penn.","Almeida Jr, EB","Bahia","Lençóis","Serra da Chapadinha","-41.440278","-12.459722","910","910",NA,NA,NA,NA,NA,"2009","07","-41.440278","-12.459722",NA,NA,NA
"60","2019-11-21 10:12:56-03","USP","SPF","104033","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, MLS","PCD702","1994","08","31",NA,"Brasil",NA,NA,NA,"SPF00104033",NA,NA,"T.D.Penn.","Araújo, MHT","Bahia","Lençóis","Serra da Chapadinha","-41.440278","-12.459722","900","900",NA,NA,NA,NA,NA,"2011","07","-41.440278","-12.459722",NA,NA,NA
"61","2019-11-13 11:31:47-03","USP","SPF","104188","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Orlandi, RP","PCD265","1994","07","29",NA,"Brasil",NA,NA,NA,"SPF00104188",NA,NA,"T.D.Penn.","Araújo, MHT","Bahia","Lençóis","Serra da Chapadinha","-41.440278","-12.459722","930","930",NA,NA,NA,NA,NA,"2011","07","-41.440278","-12.459722",NA,NA,NA
"62","2019-11-13 11:31:47-03","USP","SPF","104923","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Freire-Fierro, A","1683","1990","10","01",NA,"Brasil",NA,NA,NA,"SPF00104923",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Mucugê",NA,"-41.383333","-13.2","850","850",NA,NA,NA,NA,NA,"1995",NA,"-41.383333","-13.2",NA,NA,NA
"63","2019-11-13 11:31:47-03","USP","SPF","105025","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Melo, E","PCD32","1994","07","05",NA,"Brasil",NA,NA,NA,"SPF00105025",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Lençóis","Serra da Chapadinha","-41.454167","-12.466944","800","800",NA,NA,NA,NA,NA,"1995",NA,"-41.454167","-12.466944",NA,NA,NA
"64","2019-11-13 11:31:47-03","USP","SPF","151441","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Groppo, M","754","2001","05","17",NA,"Brasil",NA,NA,NA,"SPF00151441",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Lençóis",NA,"-41.409444","-12.465278","730","730",NA,NA,NA,NA,NA,"2002","05","-41.409444","-12.465278",NA,NA,NA
"65","2019-11-13 11:31:47-03","USP","SPF","20021","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, RM","20596","1980","01","25",NA,"Brasil",NA,NA,NA,"SPF00020021",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Mucugê",NA,"-41.35","-12.983333","850","850",NA,NA,NA,NA,NA,"1989",NA,"-41.35","-12.983333",NA,NA,NA
"66","2019-11-13 11:31:47-03","USP","SPF","200524","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, RM","18775A","1977","02","16",NA,"Brasil",NA,NA,NA,"SPF00200524",NA,NA,"T.D.Penn.",NA,"Bahia","Mucugê","Serra do Sincorá","-41.333333","-12.95","1000","1000",NA,NA,NA,NA,NA,NA,NA,"-41.333333","-12.95",NA,NA,NA
"67","2019-11-13 11:31:47-03","USP","SPF","61987","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, RM","22697","1980","05","27",NA,"Brasil",NA,NA,NA,"SPF00061987",NA,NA,"T.D.Penn.","Pennington, TD","Bahia","Lençóis","Serra dos Lençóis","-41.433333","-12.466667","800","800",NA,NA,NA,NA,NA,NA,NA,"-41.433333","-12.466667",NA,NA,NA
"68","2019-11-13 11:31:47-03","USP","SPF","64893","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, RM","22697","1980","05","27",NA,"Brasil",NA,NA,NA,"SPF00064893",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Lençóis","Serra dos Lençóis","-41.433333","-12.466667","800","800",NA,NA,NA,NA,NA,"1989",NA,"-41.433333","-12.466667",NA,NA,NA
"69","2019-11-13 11:31:47-03","USP","SPF","94662","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, RM","CFCR14189","1994","02","17",NA,"Brasil",NA,NA,NA,"SPF00094662",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Palmeiras",NA,"-41.452778","-12.4575","900","1100",NA,NA,NA,NA,NA,"1996",NA,"-41.452778","-12.4575",NA,NA,NA
"70","2019-11-13 11:31:47-03","USP","SPF","37084","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Stannard, BL","CFCR7284","1984","12","20",NA,"Brasil",NA,NA,NA,"SPF00037084",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145","1000","1000",NA,NA,NA,"47385","auto","1989",NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:12:56-03","USP","SPF","48183","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, MLS","1086","1986","07","19",NA,"Brasil",NA,NA,NA,"SPF00048183",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,"47385","auto","1989",NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:31:47-03","USP","SPF","120986","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Conceição, AA","185","1996","09","03",NA,"Brasil",NA,NA,NA,"SPF00120986",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Lençóis","Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,"47385","auto","1996","11",NA,NA,NA,NA,NA
"73","2019-11-13 11:31:47-03","USP","SPF","36847","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Lewis, GP","CFCR7047","1984","12","17",NA,"Brasil",NA,NA,NA,"SPF00036847",NA,NA,"T.D.Penn.","Pirani, JR","Bahia","Mucugê","Serra de São Pedro","-41.3708000183105","-13.0052995681763","1100","1280",NA,NA,NA,"52493","auto","1989",NA,NA,NA,NA,NA,NA
"74","2020-07-10 11:20:40-03","UEFS","HUEFS","8089","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, M.L.S.","1086","1986","07","19",NA,"Brasil",NA,NA,NA,"HUEFS0008089","Angiospermae","Ericales","T.D.Penn.","J.R.Pirani","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"Asteranae","20767","auto","1989",NA,NA,NA,NA,NA,NA
"75","2019-10-07 09:12:57-03","UEFS","HUEFS","230792","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Martins, C.T.V.D.","424","2014","02","15",NA,"Brasil",NA,NA,NA,"HUEFS0230792","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê","Córrego Sertãozinho.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0230792",NA,"Asteranae","52493","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-10-07 09:12:57-03","UEFS","HUEFS","52245","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Ribeiro-Filho, A.A.","249","2001","02","26",NA,"Brasil",NA,NA,"Mata ciliar.","HUEFS0052245","Angiospermae","Ericales","T.D.Penn.","L.C.Fabris","Bahia","Lençóis","Rio Mandassaia.","-41.3899993896484","-12.563099861145",NA,NA,"HUEFS0052245",NA,"Asteranae","47385","auto","2009","07",NA,NA,NA,NA,NA
"77","2019-10-07 09:12:57-03","UEFS","HUEFS","224088","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Lewis, G.P.","7047CFCR","1984","12","17",NA,"Brasil",NA,NA,NA,"HUEFS0224088","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê","Serra de São Pedro.","-41.3708000183105","-13.0052995681763","1100","1280","HUEFS0224088",NA,"Asteranae","52493","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-10-07 09:12:57-03","UEFS","HUEFS","168641","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Matos, E.N.de","278","2011","07","27",NA,"Brasil",NA,NA,"Restinga campestre e moitas.","HUEFS0168641","Angiospermae","Ericales","T.D.Penn.","A.Alves-Araújo","Bahia","Conde","Sítio do Conde-Barra de Itariri.","-37.6105995178223","-11.8135995864868",NA,NA,"HUEFS0168641",NA,"Asteranae","31737","auto","2012","06",NA,NA,NA,NA,NA
"79","2019-10-07 09:12:57-03","UEFS","HUEFS","168359","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Brito, J.C.","100","2009","02","07",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0168359","Angiospermae","Ericales","T.D.Penn.","J.J.Peixoto","Bahia","Lençóis","Área queimada.","-41.383333","-12.566667",NA,NA,"HUEFS0168359",NA,"Asteranae",NA,NA,"2016","06","41W23'","12S34'",NA,NA,NA
"80","2019-10-07 09:12:57-03","UEFS","HUEFS","124694","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Conceição, A.A.","2518","2007","09","08",NA,"Brasil",NA,NA,"Mata ciliar.","HUEFS0124694","Angiospermae","Ericales","T.D.Penn.","J.J.Peixoto","Bahia","Lençóis","Chapada Diamantina. Rio Mandassaia.","-41.416667","-12.5",NA,NA,"HUEFS0124694",NA,"Asteranae",NA,NA,"2017","03","41W25'","12S30'",NA,NA,NA
"81","2019-10-07 09:12:57-03","UEFS","HUEFS","170037","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, R.M.","18775","1977","02","16",NA,"Brasil",NA,NA,NA,"HUEFS0170037","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Andaraí","22 Km S. of Andaraí on road to Mucugê. Open area of peaty marsh, wetter areas predominantly sedge, grass and other monocots on white sand and peat, with small shrubs, with scattered rocky bluffs with scrub and small trees.","-41.333333","-12.95","1000","1000","HUEFS0170037",NA,"Asteranae",NA,NA,NA,NA,"41W20'","12S57'",NA,NA,NA
"82","2019-10-07 09:12:57-03","UEFS","HUEFS","186278","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Vivas, C.V.","267","2014","10","26",NA,"Brasil",NA,NA,NA,"HUEFS0186278","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Lencóis",NA,"-41.416667","-12.45",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,"41W25'","12S27'",NA,NA,NA
"83","2019-10-07 09:12:57-03","UEFS","HUEFS","200791","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Melo, E.","12290","2013","11","02",NA,"Brasil",NA,NA,"Mata Ciliar e Cerrado adjacente ao Rio Paraguaçu.","HUEFS0200791","Angiospermae","Ericales","T.D.Penn.","R.C.S.L.Santos","Bahia","Mucugê","Rio Paraguaçu, próximo AABB.","-41.390278","-12.993333","975","975","HUEFS0200791 HUEFS0200791_e1",NA,"Asteranae",NA,NA,"2018","09","41W23'25''","12S59'36''",NA,NA,NA
"84","2020-07-10 11:20:40-03","UEFS","HUEFS","20729","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Melo, E.","PCD32","1994","07","05",NA,"Brasil",NA,NA,"Vegetação de campo rupestre com predominância de gramíneas, próximo a uma mata ciliar. Arenito com afloramentos rochosos horizontais.","HUEFS0020729","Angiospermae","Ericales","T.D.Penn.","T.D.Pennington","Bahia","Lençóis","Serra da Chapadinha: próximo ao riacho Mucugezinho.","-41.45","-12.466667","800","800",NA,NA,"Asteranae",NA,NA,"1997","04","41W27'","12S28'",NA,NA,NA
"85","2020-07-10 11:20:40-03","UEFS","HUEFS","20750","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Orlandi, R.P.","PCD265","1994","07","29",NA,"Brasil",NA,NA,"Vegetação rupícola com árvores nas fendas. Afloramento rochoso de arenito.","HUEFS0020750","Angiospermae","Ericales","T.D.Penn.","M.H.T.Araújo","Bahia","Lençóis","Serra da Chapadinha.","-41.433333","-12.45","930","930",NA,NA,"Asteranae",NA,NA,"2011","07","41W26'","12S27'",NA,NA,NA
"86","2020-07-10 11:20:40-03","UEFS","HUEFS","20875","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Guedes, M.L.S.","PCD702","1994","08","31",NA,"Brasil",NA,NA,"Degraus rochosos com gramíneas e arbusto. Arenitos com solos coluviais e rochosos.","HUEFS0020875","Angiospermae","Ericales","T.D.Penn.","M.H.T.Araújo","Bahia","Lençóis","Serra da Chapadinha.","-41.433333","-12.45","900","900",NA,NA,"Asteranae",NA,NA,"2011","07","41W26'","12S27'",NA,NA,NA
"87","2019-10-07 09:12:57-03","UEFS","HUEFS","21549","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, A.M.de","PCD1098","1994","10","27",NA,"Brasil",NA,NA,"Campos gerais. Solo arenoso com afloramentos rochosos.","HUEFS0021549","Angiospermae","Ericales","T.D.Penn.","E.B.Almeida Jr.","Bahia","Lençóis","Serra da Chapadinha.","-41.433333","-12.45","910","910","HUEFS0021549",NA,"Asteranae",NA,NA,"2009","06","41W26'","12S27'",NA,NA,NA
"88","2019-10-07 09:12:57-03","UEFS","HUEFS","216409","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Pimenta, K.M.","462","2012","09","20",NA,"Brasil",NA,NA,NA,"HUEFS0216409","Angiospermae","Ericales","T.D.Penn.","E.S.Almeida","Bahia","Ibicoara","Machombongo, Chapada Diamantina. Área em torno da Toca.","-41.281667","-13.227778","1130","1130","HUEFS0216409 HUEFS0216409_e1",NA,"Asteranae",NA,NA,"2018","08","41W16'54''","13S13'40''",NA,NA,NA
"89","2019-10-07 09:12:57-03","UEFS","HUEFS","230717","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Martins, C.T.V.D.","347","2013","11","29",NA,"Brasil",NA,NA,NA,"HUEFS0230717","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê","Alto do rio Paraguaçu.","-41.389444","-12.995","970","970",NA,NA,"Asteranae",NA,NA,NA,NA,"41W23'22''","12S59'42''",NA,NA,NA
"90","2019-10-07 09:12:57-03","UEFS","HUEFS","240804","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Fernandes, M.F.","445",NA,NA,NA,NA,"Brasil",NA,NA,"Floresta","HUEFS0240804","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Maraú","Piracanga.","-38.998611","-14.219167",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,"38W59'55''","14S13'9''",NA,NA,NA
"91","2019-10-07 09:12:57-03","UEFS","HUEFS","250375","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Carvalho, M.L.","15","2019","03","18",NA,"Brasil",NA,NA,NA,"HUEFS0250375","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê","Projeto Sempre Viva.","-41.341111","-12.996111","935","935",NA,NA,"Asteranae",NA,NA,NA,NA,"41W20'28''","12S59'46''",NA,NA,NA
"92","2019-10-07 09:12:57-03","UEFS","HUEFS","43934","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Ribeiro-Filho, A.A.","32","2000","01","26",NA,"Brasil",NA,NA,"Mata ciliar","HUEFS0043934","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Lençóis","Rio Mandassaia, Barro Branco, Parque Nacional da Chapada Diamantina.","-41.341667","-12.341667",NA,NA,"HUEFS0043934",NA,"Asteranae",NA,NA,NA,NA,"41W20'30''","12S20'30''",NA,NA,NA
"93","2019-10-07 09:12:57-03","UEFS","HUEFS","46457","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Giulietti, A.M.","1930","2000","03","25",NA,"Brasil",NA,NA,NA,"HUEFS0046457","Angiospermae","Ericales","T.D.Penn.","E.B.Almeida Jr.","Bahia","Mucugê","Centro do Projeto de Sempre-Viva. Trilha para Tiburtino, próx. aos rios Piabinha e Cumbuca.","-41.341389","-12.993333",NA,NA,"HUEFS0046457",NA,"Asteranae",NA,NA,"2009","06","41W20'29''","12S59'36''",NA,NA,NA
"94","2019-10-07 09:12:57-03","UEFS","HUEFS","55809","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Harley, R.M.","54062","2001","01","21",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0055809","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê","Reserva do Projeto de Sempre-viva.Trilha entre o estacionamento superior e o Centro.","-41.333333","-12.983333",NA,NA,"HUEFS0055809",NA,"Asteranae",NA,NA,NA,NA,"41W20'","12S59'",NA,NA,NA
"95","2019-10-07 09:12:57-03","UEFS","HUEFS","68106","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Groppo Jr., M.","754","2001","05","18",NA,"Brasil",NA,NA,"Afloramento rochoso ao lado da estrada.","HUEFS0068106","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Lençóis","ca. 5,5km após entrada cidade,.","-41.409444","-12.465278","730","730","HUEFS0068106",NA,"Asteranae",NA,NA,NA,NA,"41W24'34''","12S27'55''",NA,NA,NA
"96","2019-10-07 09:12:57-03","UEFS","HUEFS","8294","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Queiroz, L.P.de","1860","1987","10","10",NA,"Brasil",NA,NA,NA,"HUEFS0008294","Angiospermae","Ericales","T.D.Penn.","T.D.Pennington","Bahia","Mucugê",NA,"-41.383333","-13","1000","1000","HUEFS0008294",NA,"Asteranae",NA,NA,"2006","04","41W23'","13S",NA,NA,NA
"97","2019-10-07 09:12:57-03","UEFS","HUEFS","96942","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Conceição, A.A.","1417","2005","06","20",NA,"Brasil",NA,NA,NA,"HUEFS0096942","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê","Gerais do Rio Preto. PARNA Chapada Diamantina.","-41.483333","-12.766667","1300","1300","HUEFS0096942",NA,"Asteranae",NA,NA,NA,NA,"41W29'","12S46'",NA,NA,NA
"98","2019-10-07 09:12:57-03","UEFS","HUEFS","68190","PreservedSpecimen","Plantae","Sapotaceae","Micropholis","emarginata","Micropholis emarginata","Freire-Fierro, A.","1683","1990","10","01",NA,"Brasil",NA,NA,NA,"HUEFS0068190","Angiospermae","Ericales","T.D.Penn.",NA,"Bahia","Mucugê",NA,"-43.383333","-13.033333","850","850","HUEFS0068190",NA,"Asteranae",NA,NA,NA,NA,"43W23'","13S2'",NA,NA,NA
