"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"51","2008-05-27 22:02:00-03","MO","MOBOT","3404011","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","T. Pedersen","L.A. Mattos Silva","Mattos Silva 3013","1994","6","15","South America","Brazil","Sergipe",NA,"Mun. de Estância. Rodovia Estância/Abais, com entrada no km 11 da Rod. BR. 101 (Trecho Estância/Aracajú); 20 km ao Leste do entroncamento. Restinga. Solo arenoso.","-37.27722","-11.25833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-08-22 06:35:00-03","MO","MOBOT","3268609","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Jacques S. Blanchet","Blanchet 1909",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-04 10:24:50-03","UFRPE","HST","15240","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","L.P. de Queiroz","2501","1991","10","30",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã","-38.35","-12.933333",NA,NA,NA,"Erva ereta ca. 60 cm alt.; folhas suculentas; capítulos com flores róseas. Comum.","HST015240",NA,NA,NA,"38W21'","12S56'","2008","04",NA,NA,NA,NA,NA,NA
"54","2021-02-04 10:24:50-03","UFRPE","HST","18102","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","A.M.Miranda","A.M.Miranda; et al.","6219","2010","08","18",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,"Herbácea de ramos prostrados; caule adulto marron, jovem verde, com nós rosados; folhas membranáceas; inflorescência alvacenta.","HST018102","HST018102_v HST018102_v1 HST018102_v2 HST018102_v3",NA,NA,NA,NA,"2019","11","47329","auto","18",NA,NA,NA
"55","2021-02-04 10:24:50-03","UFRPE","HST","13562","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.Senna","A.M.Miranda; et al.","5357","2006","01","23",NA,"Brasil","Bahia","Mata de São João","Praia do Forte","-38.2991981506348","-12.5303001403809",NA,NA,NA,"Erva prostada, ramificada; caule avermelhado; folhas crassas; inflorescências alvacentes.","HST013562",NA,NA,NA,NA,NA,"2015","07","47329","auto",NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","1431106","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"-- Glocker","14","1905","1","15","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"US01340670","US01340670_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2504032","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"R. P. Belém & J. M. Mendes","305","1965","1","24","South America - Neotropics","Brazil","Bahia","Salvador","Lagoa Abaeté","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"US01340669","US01340669_01",NA,"Dicotyledonae",NA,NA,NA,NA,"26018","auto",NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","1284987","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"-- Glocker","14","1905","1","15","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"US01340671","US01340671_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2019-11-21 10:12:00-03","USP","SPF","174068","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Guedes, MLS","Rigueira, D","s.n.","2004","12","14",NA,"Brasil","Bahia","Cairu","Guarapuá.","-39.033333","-13.483333",NA,NA,NA,NA,"SPF00174068",NA,NA,NA,"-39.033333","-13.483333","2005","05",NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:14:13-03","USP","SPF","165061","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC","Hatschbach, G","75457","2003","06","18",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,"SPF00165061",NA,NA,NA,NA,NA,"2003",NA,"47329","auto",NA,NA,NA,NA
"61","2019-11-13 11:14:13-03","USP","SPF","31111","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC","Araújo, JS","s.n.","1976","09","12",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"SPF00031111",NA,NA,NA,NA,NA,"1987","01","26018","auto","29",NA,NA,NA
"62","2019-10-07 09:18:32-03","UEFS","HUEFS","90116","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Santos, A.V.P.",NA,"1977","04","02",NA,"Brasil","Bahia","Salvador","Lagoa do Abaeté.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"HUEFS0090116",NA,NA,"Caryophyllanae",NA,NA,"2005","06","26018","auto",NA,NA,NA,NA
"63","2019-10-07 09:18:32-03","UEFS","HUEFS","105513","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","D.Cardoso","Cardoso, D.","1069","2006","02","03",NA,"Brasil","Bahia","Camaçari","Arembepe. Condomínio Laguna.","-38.35","-12.933333","2","9",NA,"Fragmentos de restinga arbórea com áreas abertas em solo bastante arenoso.","HUEFS0105513","HUEFS0105513",NA,"Caryophyllanae","38W21'","12S56'","2006","02",NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:18:32-03","UEFS","HUEFS","114513","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Rapini, A.","1313","2006","09","15",NA,"Brasil","Bahia","Camaçari","Estrada entre a Praia do Forte e Arembepe.","-38.016667","-12.716667",NA,NA,NA,NA,"HUEFS0114513",NA,NA,"Caryophyllanae","38W1'","12S43'","2006","12",NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:18:32-03","UEFS","HUEFS","13574","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.Senna","Queiroz, L.P.de","3210","1993","06","10",NA,"Brasil","Bahia","Salvador",NA,"-38.016667","-12.916667",NA,NA,NA,NA,"HUEFS0013574",NA,NA,"Caryophyllanae","38W1'","12S55'","2008","04",NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:18:32-03","UEFS","HUEFS","178623","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Popovkin, A.V.","981","2011","11","18",NA,"Brasil","Bahia","Mata de São João","Linha Verde.","-37.983333","-12.5","65","65",NA,"Restinga.","HUEFS0178623","HUEFS0178623",NA,"Caryophyllanae","37W59'","12S30'",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-07 09:18:32-03","UEFS","HUEFS","180405","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Matos, E.N.de","787","2011","11","18",NA,"Brasil","Bahia","Mata de São João","Imbassaí (loteamento do Mirante).","-37.978333","-12.5",NA,NA,NA,"Arbustiva","HUEFS0180405",NA,NA,"Caryophyllanae","37W58'42''","12S30'",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:18:32-03","UEFS","HUEFS","180270","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Matos, E.N.de","218","2011","07","25",NA,"Brasil","Bahia","Jandaíra","Fazenda INVISA.","-49.496389","-11.691667",NA,NA,NA,"Campestre e Arbustiva","HUEFS0180270",NA,NA,"Caryophyllanae","49W29'47''","11S41'30''",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-07 09:18:32-03","UEFS","HUEFS","171569","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.Senna","Anjos, A.V.S.O.","79","2012","09","13",NA,"Brasil","Bahia","Entre Rios",NA,"-39.115","-14.499722",NA,NA,NA,NA,"HUEFS0171569","HUEFS0171569",NA,"Caryophyllanae","39W6'54''","14S29'59''","2015","03",NA,NA,NA,NA,NA,NA
"70","2019-10-07 09:18:32-03","UEFS","HUEFS","99495","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Souza-Silva, R.F.","47","2005","08","07",NA,"Brasil","Bahia","Mata de São João","Imbassaí, ca. 500 m da rotatória Monte Gordo/Guarajuba.","-38","-12.566667",NA,NA,NA,NA,"HUEFS0099495",NA,NA,"Caryophyllanae","38W0'","12S34'",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-10-07 09:18:32-03","UEFS","HUEFS","9994","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Queiroz, L.P.de","2501","1991","10","30",NA,"Brasil","Bahia","Salvador",NA,"-38.35","-12.933333",NA,NA,NA,NA,"HUEFS0009994","HUEFS0009994",NA,"Caryophyllanae","38W21'","12S56'","2008","04",NA,NA,NA,NA,NA,NA
"72","2019-10-07 09:18:32-03","UEFS","HUEFS","144555","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Fonseca, M.R.","31","2001","07","12",NA,"Brasil","Bahia","Entre Rios",NA,"-38.084400177002","-11.9419002532959",NA,NA,NA,"Restinga de Massarandupió.","HUEFS0144555","HUEFS0144555",NA,"Caryophyllanae",NA,NA,"2009","10","52418","auto",NA,NA,NA,NA
"73","2019-10-07 09:18:32-03","UEFS","HUEFS","6092","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Queiroz, L.P.de","834","1984","09","30",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"HUEFS0006092",NA,NA,"Caryophyllanae",NA,NA,"2005","06","26018","auto",NA,NA,NA,NA
"74","2019-10-07 09:18:32-03","UEFS","HUEFS","61334","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Costa, J.","105","1998","02","05",NA,"Brasil","Bahia","Salvador","bairro Stella Maris, Condomínio Petromar.","-38.510799407959","-12.9710998535156",NA,NA,NA,"Vegetação Herbáceo-arbustiva em Dunas. Em areia quartzosa branca.","HUEFS0061334","HUEFS0061334",NA,"Caryophyllanae",NA,NA,"2005","06","26018","auto",NA,NA,NA,NA
"75","2019-10-07 09:18:32-03","UEFS","HUEFS","24783","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Queiroz, L.P.de","4687","1996","08","30",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã, atrás do condomínio Stella Maris.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"HUEFS0024783",NA,NA,"Caryophyllanae",NA,NA,"2005","06","26018","auto",NA,NA,NA,NA
"76","2019-10-07 09:18:32-03","UEFS","HUEFS","135605","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.Senna","Miranda, A.M.","5357","2006","01","23",NA,"Brasil","Bahia","Camaçari","Praia do Forte.","-38.3241996765137","-12.6975002288818",NA,NA,NA,"Restinga.","HUEFS0135605","HUEFS0135605",NA,"Caryophyllanae",NA,NA,"2015","07","37124","auto",NA,NA,NA,NA
"77","2019-10-07 09:18:32-03","UEFS","HUEFS","108623","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","L.R.Senna","Queiroz, E.P.","1268","2005","11","12",NA,"Brasil","Bahia","Salvador","Stella Mares.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"HUEFS0108623",NA,NA,"Caryophyllanae",NA,NA,"2006","08","26018","auto",NA,NA,NA,NA
"78","2019-09-04 18:34:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,NA,"J. S. Blanchet","1909","1834",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-21 17:40:13-03","F","FMNH-SEEDPLANTS","V0361702F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,NA,"J. S. Blanchet","1909","1834",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0361702F",NA,"Isotype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-23 11:56:39-03","CEPLAC","CEPEC","61788","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,"T. S. dos Santos","L. A. Mattos-Silva","3013","1994","06","15",NA,"Brasil","Sergipe","ESTÂNCIA","Entr. Km 11 BR-101 (trecho Estancia/Aracaju); 20Km a E entronc.","-37.277222","-11.258333",NA,NA,NA,NA,NA,NA,NA,NA,"37W16'38","11S15'30",NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"81","2020-07-23 11:56:39-03","CEPLAC","CEPEC","23561","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,"Pessoal de Kew","A. M. de Carvalho","1982","1981","05","23",NA,"Brasil","Bahia","SALVADOR","30Km N centro cidade, estr. p/ o aeroporto. Arredores de Itapua.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,"26018","auto",NA,NA,NA,"30/12/1982"
"82","2020-07-23 11:56:39-03","CEPLAC","CEPEC","102818","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,"J. C. Siqueira","G. Hatschbach","75457","2003","06","18",NA,"Brasil","Bahia","MATA DE SÃO JOÃO","Imbassaí.","-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,"30/12/2003"
"83","2020-07-23 11:56:39-03","CEPLAC","CEPEC","34829","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,"J. C. Siqueira","R. Callejas","1741","1983","11","12",NA,"Brasil","Bahia","SALVADOR","3Km cidade, a W aeroporto.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"30/09/1987"
"84","2020-07-23 11:56:39-03","CEPLAC","CEPEC","18418","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula",NA,"J. C. Siqueira","J. da S. Araújo","57","1976","09","12",NA,"Brasil","Bahia","SALVADOR","Dunas do Abaete.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,"26018","auto",NA,NA,NA,"01/09/1987"
"85","2020-08-20 14:55:31-03","UFSC","FLOR","47040","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, J.C.","Bautista, H.P.; Pinto, G.C.P.","1186","1984","06","06",NA,"Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.510799407959","-12.9710998535156",NA,NA,NA,"hemicriptófita, decumbente, psamófila. Folha: SD.24-X-A.","FLOR0047040","FLOR0047040",NA,NA,NA,NA,"1992","06","26018","auto","24",NA,NA,NA
"86","2017-09-11 17:06:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.",NA,"Blanchet, JS","1909",NA,NA,NA,NA,"?",NA,NA,"Crescit pr. Bahiam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 09:58:02-03","IBt","SP","209895","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Siqueira, JC","s.col.","s.n.","1985","06","11",NA,"Brasil","Bahia",NA,"Comaçari. Condomínio Busca Vida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA
"88","2014-09-23 10:56:34-03","G","G","G00236952","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","duriuscula","Gomphrena duriuscula","Moq.","Pedersen, T. M.","Blanchet, J. S.","1909",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=186974&base=img&lang=en","G00236952","G00236952","ISOTYPUS of Gomphrena duriuscula Moq.",NA,"-41.99722222","-12.18305556","1996","01",NA,NA,"01",NA,NA,NA
