"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"128","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024575","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","G. Hatschbach; J. M. Silva","56111","1991","6",NA,"Brazil","Parana",NA,"Rio Acungui (mun. Guaraquecaba). Paraná Brazil Mata pluvial da base de morro.","-48.3258","-25.2983",NA,"Arvore 10 m, flor crème, odorifera.",NA,NA,"G. Hatschbach","4","30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 14:36:58-03","UFJF","CESJ","40079","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","D.S. Pifano; R.M. Castro; A.S.M. Valente","521","2003","04","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Arvoreta, ca. 3,5m na borda da mata. Planta heliófila. Flores verdes com filetes alvos. Frutos imaturos verdes.","CESJ040079",NA,"D.S. Pifano","08",NA,NA,"36144","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 14:36:58-03","UFJF","CESJ","55579","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","F.M.F. Viana","98","2005","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque Municipal da Lajinha","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 15m, com legumes verdes, borda da mata.","CESJ055579",NA,"L.M.Borges","18",NA,NA,"36144","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 14:36:58-03","UFJF","CESJ","47181","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","P.O. Garcia","s.n.","2005","08","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,"Árvore com cerca de 11m na borda da mata, frutos de cor verde.&nf;(indivíduo 130 da parcela da fitossociologia).","CESJ047181",NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 14:36:58-03","UFJF","CESJ","22248","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","V.L.A. Garcia","003","1988","01","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ022248",NA,NA,"21",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 14:36:58-03","UFJF","CESJ","40658","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","G. Hatschbach; E. Barbosa; H. Lorenzi","72747","2001","11","América do Sul","Brasil","Paraná","Guaraqueçaba","Rod. PR - 405 , Rio Bananal","-48.3288993835449","-25.3066997528076",NA,"Árvore, 8 m, flor creme. Floresta atlântica. Alt: 3-5 m.","CESJ040658",NA,"G. Hatschbach","28",NA,NA,"37295","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:36:58-03","UFJF","CESJ","31821","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","J.M. Silva; C.B. Poliquesi; L.A. Ferreira","2714","1998","12","América do Sul","Brasil","Paraná","Morretes","Serra da Prata, início da trilha para a Torre da Prata.","-48.834400177002","-25.476900100708",NA,"Árvore, 15 m, flor alva, odorífera. Floresta atlântica.","CESJ031821",NA,"G. Hatschbach","15",NA,NA,"30514","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:14:41-03","UNICAMP","UEC","147022","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Aguirre, GH; et al.","75","2005","05",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC127620",NA,"Ribeiro, PG","15",NA,NA,NA,NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:31:10-03","UNICAMP","UEC","157993","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Lima, HC; Faria, SM","5334","1997","04",NA,"Brazil","Rio de Janeiro","Barra de São João","Guaxindiba. Faz. São Pedro, Mata do Carvão",NA,NA,NA,"Árvore com 14 metros de altura. Tronco levemente fissurado, com acúleos. DAP 18 cm. Frutos jovens esverdeados. Muito frequente na beira da estrada.","UEC015537","UEC015537","Ribeiro, PG","24",NA,NA,NA,NA,"2016","09","19",NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:31:10-03","UNICAMP","UEC","165329","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Lima, HC; Ribeiro, RD; Silva, W","6399","2006","01",NA,"Brazil","Rio de Janeiro","Nova Iguaçu","Rebio Tinguá, Barrelão, estrada da Reunião, ca. 150 m da Estação de TRatamento da CEDAE.","-43.416667","-22.583333",NA,"Árvore com 18 m de altura. Tronco com casca escamosa, pardacenta. DAP 59 cm. Inflorescência ereta botões alvo-esverdeados. Muito frequente.; Floresta de Encosta.","UEC036466","UEC036466","Ribeiro, PG","23","200","200",NA,NA,"2016","09","19","-43.416667","-22.583333",NA,NA,NA,NA,NA
"138","2021-03-01 16:31:10-03","UNICAMP","UEC","170981","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1546","1997","12",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.&nf;Mata Atlântica de Encosta, Morro do Corisco.","-44.812222","-23.311111",NA,"Árvore 143 com 13 m de altura, vegetativo.","UEC059006","UEC059006","Ribeiro, PG","06","300","300",NA,NA,"2016","09","19","-44.812222","-23.311111",NA,NA,NA,NA,NA
"139","2021-03-01 16:31:10-03","UNICAMP","UEC","174769","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Silva, ED","1034","2008","01",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio. Trilha da Picada da Divisa.","-44.072222","-23.371944",NA,"Árvore 12m, flores claras.; Floresta Ombrófila Densa Montana.","UEC030039","UEC030039","Ribeiro, PG","26","560","560",NA,NA,"2016","09","19","-44.072222","-23.371944",NA,NA,NA,NA,NA
"140","2021-03-01 16:31:10-03","UNICAMP","UEC","184567","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Alex","01",NA,NA,NA,"Brazil","Minas Gerais","Viçosas",NA,NA,NA,NA,"arvore de 12m. alt. glandulas no pecíolo, na saque e na saquíola; floresta estacional","UEC107776","UEC107776","Ribeiro, PG",NA,NA,NA,NA,NA,"2016","09","19",NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:31:10-03","UNICAMP","UEC","172038","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Silva, ED","631","2007","01",NA,"Brazil","São Paulo","Ubatuba","Núcleo Santa Virgínia, Parque Estadual da Serra do Mar.","-45.143611","-23.330278",NA,"Árvore 10m, flores com estames cremes.; Floresta Ombrófila Densa de Terras Baixas.","UEC045036","UEC045036","Ribeiro, PG","27","904","904",NA,NA,"2016","09",NA,"-45.143611","-23.330278",NA,NA,NA,NA,NA
"142","2019-08-20 10:14:41-03","UNICAMP","UEC","82268","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Leitão Filho, HF; Rodrigues, RR; Sanchez, M; Santin, DA; Nave, AG; Mansano, VF; Seoane, CE","34706","1996","01",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia, 15 km antes do Núcleo Santa Virgínia. Alto da Serra, mata de encosta atlântica.",NA,NA,NA,"Árvore com 18 metros de altura; floração branca.","UEC127625",NA,"Ribeiro, PG","29",NA,NA,NA,NA,"2016","09","19",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:31:10-03","UNICAMP","UEC","92924","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Silva, ED","648","2007","01",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio.","-45.0725","-23.393611",NA,"Árvore 20m, flores claras.; Floresta Ombrófila Densa de Terras Baixas.","UEC109318","UEC109318","Ribeiro, PG","28","52","52",NA,NA,"2016","09","19","-45.0725","-23.393611",NA,NA,NA,NA,NA
"144","2019-08-20 10:14:41-03","UNICAMP","UEC","7260","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Hatschbach, G","39318","1976","12",NA,"Brazil","Paraná","Antonina","Rio Cotia, Mata pluvial.","-48.7118988037109","-25.4286003112793",NA,"Árvore 12 m.; flor creme odorífera.","UEC127624",NA,"Ribeiro, PG","21","250","300","38300","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:14:41-03","UNICAMP","UEC","7261","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Hatschbach, G; Koczicki, C","20979","1969","02",NA,"Brazil","Paraná","Morretes","Estrada da Graciosa- Vista Cavalcante, Mata pluvial, encosta de morro.","-48.834400177002","-25.476900100708",NA,"Árvore 10 m; flor creme; tronco armado.","UEC127628",NA,"Ribeiro, PG","03","300","400","30514","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:31:10-03","UNICAMP","UEC","162603","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Reis, RCC","89","1994","05",NA,"Brazil","Rio de Janeiro","Parati","Rio dos Mares, Estrada que corre pelo lado esquerdo.","-44.7131004333496","-23.2178001403809",NA,"Árvore de cerca de 11 metros de altura, heliófila, tronco de casca lisa, todo coberto de liquens, ocorrendo no meio de um bambuzal. Folhas membranáceas, verdes, ligeiramente discolor. O legume é verde.","UEC038397","UEC038397","Ribeiro, PG","10","40","40","34470","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"147","2020-02-18 09:34:18-03","UNICAMP","UEC","55684","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA","21382","1988","01",NA,"Brazil","São Paulo","Atibaia","Fazenda Grota Funda, Beira de mata.","-46.5499992370605","-23.1100006103516",NA,"Árvore com 5 metros; flores branco-esverdeadas.","UEC127626",NA,"Ribeiro, PG","25",NA,NA,"21675","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"148","2019-08-20 10:14:41-03","UNICAMP","UEC","70272","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Tamashiro, JY; Belinello, R; Souza, JP; Fernandes, GD; Ivanauskas, NM; Miyagi, PH","801","1995","04",NA,"Brazil","São Paulo","Joanópolis","estrada para bairro Azevedo","-46.2700004577637","-22.9300003051758",NA,"Árvore e 10,0 m, frutos imaturos verdes.","UEC127629",NA,"Ribeiro, PG","11",NA,NA,"22329","auto","2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-08-20 10:14:41-03","UNICAMP","UEC","148351","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Dahlström, L","162","2008","03",NA,"Brazil","São Paulo","Luís Antônio","Campo de gramíneas, encharcado e com poucos arbustos","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,"Dinato, DO","26",NA,NA,"26872","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-08-20 10:14:41-03","UNICAMP","UEC","91950","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Pickel, B","s.n.","1945","04",NA,"Brazil","São Paulo","Mogi das Cruzes","Fazenda Parateí, Mata.","-46.1883010864258","-23.5228004455566",NA,"Árvore com espinhos pelo tronco, semelhante à Fagara.","UEC127627",NA,"Ribeiro, PG","24",NA,NA,"28666","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"151","2019-08-20 10:14:41-03","UNICAMP","UEC","70403","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Souza, HM","s.n.","1968","03",NA,"Brazil","São Paulo","Ubatuba","Alto da Serra","-45.0699996948242","-23.4300003051758",NA,"Árvore, 7-8 metros; flores amareladas; floresce em Março.","UEC127623",NA,"Ribeiro, PG","25",NA,NA,"34265","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:31:10-03","UNICAMP","UEC","7259","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Leitão Filho, HF; Martins, FR","6848","1978","01",NA,"Brazil","São Paulo","Ubatuba","Floresta Atlântica.","-45.0699996948242","-23.4300003051758",NA,"Árvore 10 m, flores odoríferas de cor creme.","UEC127622",NA,"Ribeiro, PG","25",NA,NA,"34265","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:31:10-03","UNICAMP","UEC","170980","S","Plantae","Magnoliopsida",NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1757","1997","05",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco.","-45.0699996948242","-23.4300003051758",NA,"Árvore 664 com 18 m de altura com espinhos, vegetativo.; Mata Atlântica de Encosta.","UEC046146","UEC046146","Ribeiro, PG","29","600","600","34265","auto","2016","09","19",NA,NA,NA,NA,NA,NA,NA
"154","2020-03-02 09:11:03-03","UFRPE","PEUFR","52515","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Piptadenia","paniculata","Piptadenia paniculata","Benth.","E. D. Silva","648","2007","01",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio","-45.0725","-23.393611",NA,"Árvore 20m; flores claras.","PEUFR052515",NA,"E. D. Silva","28","52","52",NA,NA,"2007","02","01","45º04'21W","23º23'37S",NA,NA,NA,NA,NA
"155","2019-11-06 09:55:37-03","UFOP","OUPR","13755","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Lima, H.C.","4113","1990","12",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Indivíduo jovem com 3m. Estudo de nodulação. Ocasional",NA,NA,"Ribeiro, P.G.","14",NA,NA,"44599","auto","2013","04","30",NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:01:44-03","FURB","FURB","2474","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Gasper, A.L. de","379","2006","01",NA,"Brasil","Paraná","Curitiba","Próximo ao Museu Botânico Municipal e Trilho do Trem.","-49.2388889","-25.4419444",NA,NA,"FURB01806","FURB01806","Gasper, AL de","12",NA,NA,NA,NA,"2006","01","14","-49.2388889","-25.4419444",NA,NA,NA,NA,NA
"157","2020-10-14 10:01:44-03","FURB","FURB","34927","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Korte, A.; Kniess, A.","6984","2010","04",NA,"Brasil","Santa Catarina","Agrolândia","Vila dos Koch.","-49.8622222","-27.4508333",NA,"Voucher estéril IFFSC 377 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea;","FURB25433","FURB25433","Oliveira, AA de","29","544","544",NA,NA,"2010",NA,NA,"-49.8622222","-27.4508333",NA,NA,NA,NA,NA
"158","2020-10-14 10:01:44-03","FURB","FURB","46843","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Oliveira, A.A. de","2024","2015","03",NA,"Brasil","Santa Catarina","Corupá","Rio Mandioca.","-49.3202778","-26.3705556",NA,"Fito IFFSC 992 /O/23 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB25429","FURB25429","Oliveira, AA de","26","368","368",NA,NA,"2015","03","26","-49.3202778","-26.3705556",NA,NA,NA,NA,NA
"159","2019-11-08 08:52:15-03","FURB","FURB","48730","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Oliveira, A.A. de","2634","2015","10",NA,"Brasil","Santa Catarina","Schroeder","Rancho Bom.","-49.0486111","-26.3697223",NA,NA,"FURB48730","FURB48730","Oliveira, AA de","23","105","105",NA,NA,"2015","10","23","-49.0486111","-26.3697223",NA,NA,NA,NA,NA
"160","2020-10-14 10:01:44-03","FURB","FURB","4993","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Nascimento, D.S.; Cordeiro, J.","88","2004","12",NA,"Brasil","Paraná","Curitiba","Jardim Botânico Municipal.","-49.2388889","-25.4419444",NA,"Planta cultivada","FURB25432","FURB25432",NA,"13",NA,NA,NA,NA,NA,NA,NA,"-49.2388889","-25.4419444",NA,NA,NA,NA,NA
"161","2020-10-14 10:01:44-03","FURB","FURB","51732","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Funez, L.A.","5677","2016","11",NA,"Brasil","Santa Catarina","Blumenau","Próximo à Ponte de Ferro.","-49.0691667","-26.9127778",NA,"Flores amareladas Habitat: Floresta Habito: Árvore","FURB51732","FURB51732","Funez, L.A.","23","20","20",NA,NA,"2016","11","28","-49.0691667","-26.9127778",NA,NA,NA,NA,NA
"162","2020-10-14 10:01:44-03","FURB","FURB","52438","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Funez, L.A.; Hassemer, G.","5939","2016","12",NA,"Brasil","Santa Catarina","Rodeio","Ipiranga.","-49.3783334","-26.9030556",NA,"Flores alvo-amarelado Habitat: Borda da floresta Habito: árvore","FURB52438","FURB52438","Funez, L.A.","26","185","185",NA,NA,"2016","12","26","-49.3783334","-26.9030556",NA,NA,NA,NA,NA
"163","2020-10-14 10:01:44-03","FURB","FURB","58798","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Uller, H.F.","1037","2017","12",NA,"Brasil","Santa Catarina","Guaramirim",NA,"-49.0416666","-26.5336111",NA,"Árvore decídua, com acúleos indivíduais no fuste. Botões florais branco-esverdeados. DAP: 20,6","FURB58798","FURB58798","Kassner-Filho, A.","19",NA,NA,NA,NA,"2018","04","23","-49.0416666","-26.5336111",NA,NA,NA,NA,NA
"164","2020-10-14 10:01:44-03","FURB","FURB","62447","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Kassner-Filho, A.","4510","2019","01",NA,"Brasil","Santa Catarina","Blumenau","FURB - Campus I.","-49.0805556","-26.9055556",NA,"botão floral Habitat: interior do fragmento Habito: arbórea","FURB62447","FURB62447","Kassner-Filho, A.","17","38","38",NA,NA,"2019","01","17","-49.0805556","-26.9055556",NA,NA,NA,NA,NA
"165","2020-10-14 10:01:44-03","FURB","FURB","282","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Hatschbach, G.; Goldenberg, R. & Barbosa, E.","69799","1999","12",NA,"Brasil","Paraná","Doutor Ulysses","Rio Turve.","-49.4197006225586","-24.5680999755859",NA,"Próximo ao rio encachoeirado. Habitat: Floresta Atlântica; Habito: arbórea; flor creme/odorífera","FURB25434","FURB25434","Hatschbach, G","02",NA,NA,"32237","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:01:44-03","FURB","FURB","384","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Sobral, M.",NA,"2002","02",NA,"Brasil","Santa Catarina","Guabiruba","Morro do Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,"FNMA. Florística. N° antigo 06. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB25431","FURB25431","Sobral, M; Oliveira, AA de","08",NA,NA,"16046","auto","2010","10","29",NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:01:44-03","FURB","FURB","1999","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Sobral, M.",NA,"2002","02",NA,"Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,"FNMA. Florística.","FURB25430","FURB25430","Sobral, M; Oliveira, AA de","09","1000","1000","16046","auto","2010","10","29",NA,NA,NA,NA,NA,NA,NA
"168","2019-06-27 10:25:12-03","UFES","VIES","40367","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Silva, L.A.; Freitas, J.; Luber, J. & Oliveira, W.","579","2015","03",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefate.","-40.4006004333496","-18.710599899292",NA,NA,"VIES040367","VIES040367",NA,"25","360","360","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-06-27 10:25:12-03","UFES","VIES","2378","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Gomes, J.M.L.","493","1988","02",NA,"Brasil","Espírito Santo","Presidente Kennedy","São Salvador.","-41.0466995239258","-21.0988998413086",NA,NA,"VIES002378","VIES002378","Garcia, F.C.P.","06",NA,NA,"24088","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-04-27 16:10:01-03","UFES","VIES","46492","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Pereira, O.J.; Oliveira, A.G.; Monteiro, M.M.; Menezes, L.F.T.","7666","2008","10",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica de Córrego Grande. Bioma Mata Atlantica, domínio Floresta Ombrófila de Terras Baixas com trechos arenosos constituindo mussunga.","-39.819167","-18.237222",NA,NA,"VIES046492","VIES046492","Silva, L.A.","01",NA,NA,NA,NA,"2016","07","14","39º49'9''W","18º14'14''S",NA,NA,NA,NA,NA
"171","2020-04-27 16:10:01-03","UFES","VIES","20726","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Oliveira, R.N.","56","1992","01",NA,"Brasil","Espírito Santo","Aracruz","Coqueiral.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES020726","VIES020726","Menandro, M.S.","15",NA,NA,"37987","auto","1992","01","15",NA,NA,NA,NA,NA,NA,NA
"172","2020-04-27 16:10:01-03","UFES","VIES","10428","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Lima, H.C. de; Fernandes, J.M.","4357","1992","01",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.","-42.9818992614746","-22.5372009277344",NA,NA,"VIES010428","VIES010428","Lima, H.C. de","03",NA,NA,"21463","auto","1992","01",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-06-27 10:25:12-03","UFES","VIES","26319","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","Reis, R.C.C.","89","1994","05",NA,"Brasil","Rio de Janeiro","Parati","Estrada que corre para o lado esquerdo do Rio Mare.","-44.7131004333496","-23.2178001403809",NA,NA,"VIES026319","VIES026319",NA,"10",NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-08-16 08:39:30-03","UTFPR","HCF","14024","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","M.L. Brotto","1527","2013","12",NA,"Brasil","PR","Cerro Azul","Ribeirão do Rocha","-49.131389","-24.715278",NA,"árvore de 8 m; flores alvas. Floresta Ombrófila Densa.",NA,NA,"M.L. Brotto","11","261","261",NA,NA,"2014",NA,NA,"49°07'53 W","24°42'55 S",NA,NA,NA,NA,NA
"175","2020-06-29 09:30:41-03","UFRRJ","RBR","43030","S","Plantae",NA,NA,"Leguminosae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","L.H. Soares",NA,"2015","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F112/51.","-43.448056","-22.947222",NA,NA,"RBR00043030",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,"43º26'53''W","22º56'50''S",NA,NA,NA,NA,NA
"176","2020-06-29 09:30:28-03","UFRRJ","RBR","45959","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","D.P. Leonarczyk","s/n","2015","10",NA,"Brasil","Rio de Janeiro","Guapimirim","Condomínio Monte Oliveti. Solo marrom, com afloramento rochoso em substrato superior da paisagem. APA Petrópolis / PN Serra dos Órgãos","-43.019722","-22.5",NA,NA,"RBR00045959",NA,"H.C. Lima","13","515","515",NA,NA,"2018","05","09","43º1'11''W","22º30'S",NA,NA,NA,NA,NA
"177","2020-06-18 10:57:06-03","UFRRJ","RBR","46307","S","Plantae",NA,NA,"Fabaceae","Piptadenia","paniculata","Piptadenia paniculata","Benth.","C. Baez; E. Fernandez, R. Gomes, D. Maurenza","1327","2018","01",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçu. Trilha verde antes da Cascata. Guapiaçu. Trilha verde antes da Cascata. Parque Estadual dos Três Picos/ Reserva Ecológica de Guapiaçu","-42.736389","-22.403889",NA,NA,"RBR00046307","RBR00046307","C. Baez","17",NA,NA,NA,NA,NA,NA,NA,"42º44'11''W","22º24'14''S",NA,NA,NA,NA,NA
