"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","2063012","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","H. S. Irwin","6050","1964","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338924' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063012","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Distrito Federal","Brasília","Ca. 40 km. S.W. of Brasília, rd. to Anápolis.","-48.23","-16.05","700","1000","NY02063012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2062973","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","H. S. Irwin","2498","1959","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338244' target='other'> <mi>dwc_moreinfo</mi></a>","NY02062973","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Minas Gerais",NA,"8 km southwest of Parauna on road to Curvelo.",NA,NA,NA,NA,"NY02062973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2063125","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","W. R. Anderson","11288","1975","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339619' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063125","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Mato Grosso do Sul","Coxim","Disturbed woods by Rio Taquarí","-54.7597","-18.5069","300","300","NY02063125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4273","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii rupestris","E. Hassler","6904",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004273","Magnoliophyta","Fabales","rupestris","Hassl.",NA,NA,NA,NA,NA,NA,NA,NA,"NY00004273_01","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2063023","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","T. N. Guedes","529","1958","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339123' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063023","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Ceará",NA,"Serra do Araripe",NA,NA,NA,NA,"NY02063023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","470858","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","G. G. Hatschbach","20222","1968","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470858","Magnoliophyta","Fabales",NA,"Desf.",NA,"Paraná","Morretes","Col. Floresta","-48.8342","-25.4769","150","150","NY00470858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2062982","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","G. P. Lewis","1650","1987","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338284' target='other'> <mi>dwc_moreinfo</mi></a>","NY02062982","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Minas Gerais",NA,"São Gonçalo das Pedras (SE of Diamantina), estrada da terra para Serro.","-43.5","-18.33","900","900","NY02062982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","470844","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","P. K. H. Dusén","11667","1911","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470844","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,"NY00470844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2063059","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","E. P. Heringer","946","1979","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339166' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063059","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Mato Grosso do Sul",NA,"Estrada para Três Lagoas. Margem do Rio Botas.",NA,NA,NA,NA,"NY02063059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1921784","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","A. Raw","3286","1980","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2337929' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921784","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Goiás",NA,"Em pastagem, 40 m de estrada. 1 km depois de Igreja de Santa Barbara",NA,NA,NA,NA,"NY01921784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","470829","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorfii","Copaifera langsdorfii langsdorfii","A. M. V. de Carvalho","6274","1996","08","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470829","Magnoliophyta","Fabales","langsdorfii","Desf.",NA,"Bahia","Caetité","Ca. 24 km na estrada de Caetité para Brejinho das Ametistas","-42.47","-14.06",NA,NA,"NY00470829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","470897","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","R. F. Vieira","1139","1991","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470897","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Bahia","Correntina","Casa do Sr. Ramiro; no matao de Correntina","-44.63","-13.37","670","670","NY00470897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2063086","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","M. M. Arbo","4241","1990","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339515' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063086","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Minas Gerais",NA,"Serra do Cipó, 10-20 km NE de Cardeal Mota, camino a Conceiçao do Mato Denrto. En el lecho del rio Capivara","-43.58","-19.33","1050","1100","NY02063086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","470912","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","S. A. Mori","10047","1978","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470912","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Bahia","Maracás","13 - 22 km ao S de Maracás, pela antiga rod. para Jequié. Folha SD 24 (14-40a)","-40.4306","-13.4411","900","900","NY00470912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","470862","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii glabra","L. B. Smith","14849","1965","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470862","Magnoliophyta","Fabales","glabra","(Vogel) Benth.","J. Silva Costa","Paraná","Sengés","Fazenda Morungava, Rio Funil","-49.37","-24.13","800","800","NY00470862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","470871","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","R. Simão-Bianchini","240","1990","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470871","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","São Paulo","Serra Negra","Alto da Serra","-46.7","-22.6103",NA,NA,"NY00470871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2062974","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","G. T. Prance","26698","1979","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338246' target='other'> <mi>dwc_moreinfo</mi></a>","NY02062974","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Mato Grosso",NA,"Pantanal; Rio Paraguai. Fazenda Acurizal. Plot A, Tree No 105.","-57.53","-17.87",NA,NA,"NY02062974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1921788","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","J. H. Kirkbride Jr.","3288","1980","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2337960' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921788","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Goiás",NA,"Em pastagem perto de estrada. 7 km por estrada (a Goiânia) sudeste de Goiás Velho.",NA,NA,NA,NA,"NY01921788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2063024","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","H. S. Irwin","2372","1959","01","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339124' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063024","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Minas Gerais","Belo Horizonte","Agronomic Institute, Belo Horizonte.","-43.9378","-19.9208",NA,NA,"NY02063024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","470869","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","G. Eiten","5614","1964","07","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470869","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","São Paulo","Moji-Guaçu","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu/ 2/5 km NNW of Pauda Sales",NA,NA,"575","625","NY00470869_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1015506","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","G. Martinelli","16182","2007","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106606' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015506","Magnoliophyta","Fabales",NA,"Desf.",NA,"Piauí","Curimatá","Serra Vermelha, 52 km de Curimatá.","-44.2375","-9.6878","660","660","NY01015506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","470846","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","G. G. Hatschbach","29242","1972","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470846","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Paraná","Sengés","Fda. Morungava","-49.4633","-24.1131",NA,NA,"NY00470846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","777492","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","W. Ganev","1516","1992","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777492","Magnoliophyta","Fabales",NA,"Desf.","L. P. de Queiroz","Bahia","Abaíra","Engenho de Baixo - Catolés, próximo ao Rio do Ribeirao","-41.82","-13.3","950","950","NY00777492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2063082","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","H. S. Irwin","2684","1959","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339410' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063082","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Minas Gerais","Viçosa","State Agricultural School, Vicosa.","-42.868031","-20.7613428",NA,NA,"NY02063082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4268","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii krukovii","B. A. Krukoff","4809","1933","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=405309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004268","Magnoliophyta","Fabales","krukovii","Dwyer",NA,"Amazonas",NA,"Poz de Embira, near mouth of Rio Embira (tributary of Rio Tarauaca)","-70.0665092","-7.4949835",NA,NA,"NY00004268_01","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2063055","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","E. Onishi","918","1969","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339161' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063055","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Mato Grosso","Xavantina","Acampamento da Expedição Inglesa, 4 km em direção Norte na Estrada de Rodagem Xavantina - Cachimbo.","-51.8689","-12.9",NA,NA,"NY02063055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","470919","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","H. S. Irwin","18645","1968","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470919","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8","1150","1150","NY00470919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","777493","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","W. Ganev","1507","1992","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777493","Magnoliophyta","Fabales",NA,"Desf.","L. P. de Queiroz","Bahia","Abaíra","Engenho de Baixo - Catolés","-41.82","-13.3","1000","1000","NY00777493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","470840","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii langsdorffii","G. Jönsson","282-a","1914","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470840","Magnoliophyta","Fabales","langsdorffii","Desf.","J. Silva Costa","Paraná","Jaguariaíva","App.","-49.7056","-24.2511","740","740","NY00470840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2063060","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","B. A. S. Pereira","3010","1996","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339168' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063060","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Goiás","Posse","km 19 da estrada Posse/Iaciara","-46.25","-14.17","650","650","NY02063060_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1921756","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","W. J. Burchell","3736","1828",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2337784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921756","Magnoliophyta","Fabales","grandifolia","Benth.","J. Silva Costa","Goiás",NA,NA,NA,NA,NA,NA,"NY01921756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
