"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","locality","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","sex"
"49","2013-10-05 06:32:00-03","MO","MOBOT","1307308","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Townsend","Ronald L. Liesner|Ángel C. González","Liesner 11954","1981","5","South America","Venezuela","Sucre",NA,NA,NA,"Peninsula de Araya, 20 km northwest of Cariaco by air; 2 km west of corner where road from Cariaco to Chacopata meets ocean; low forest.","17",NA,"0E8","100.00000000","-63.66666","10.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68",NA,NA,NA
"50","2013-05-24 05:54:00-03","MO","MOBOT","1522082","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee, 1995/Peders.","Michael H. Nee|G. Coimbra S.","Nee 41695","1991","7","South America","Bolivia","Santa Cruz",NA,NA,NA,"[formerly Prov. Ñuflo de Chávez], 3 km. NW of center of Ascención de Guarayos on road to Trinidad. Quaternary clay and silt, just west of bridge over Río Zapocó.","13","Guarayos","190.00000000",NA,"-63.2","-15.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1523395","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee, 1997/Peders.","Michael H. Nee","Nee 31590","1985","8","South America","Bolivia","Pando",NA,NA,NA,"along Rio Madre de Dios, Chibe, 12 km. (by air) NE of Puerto Heath. Weedy areas, former evergreen forest.","26","Manuripi","140.00000000",NA,"-68.61666","-12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-11-30 17:03:00-02","MO","MOBOT","1525040","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Th. Borsch & T. Ortuño","Michael H. Nee","Nee 40890","1991","6","South America","Bolivia","Santa Cruz",NA,NA,NA,"Parque Nacional Amboro, Río Saguayo near mouth of Quebrada Yapojé. Secondary tropical evergreen forest near camp around abandoned slash and burn plot.","11","Ichilo","350.00000000",NA,"-63.7333333","-17.5666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1525710","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee, 1995/Peders.","Michael H. Nee","Nee 38880","1990","9","South America","Bolivia","Santa Cruz",NA,NA,NA,"Parque Nacional Amboro, 9 km. SW of Terminal de Huaytu, trail parallel to Rio Agua Blanca, W of Rio Cheyo. Formerly evergreen tropical forest on flat or gently rolling terrain, now cultivated and secondary.","23","Ichilo","400.00000000",NA,"-63.66666","-17.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1526076","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee, 1997/Peders.","Michael H. Nee","Nee 31748",NA,NA,"South America","Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1527703","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee, 1997/Peders.","Michael H. Nee","Nee 31852","1985","9","South America","Bolivia","Pando",NA,NA,NA,"Gonzalo Moreno, 18 km. SW of Riberalta. Abandoned chaco [cut-and-burn agricultural field] about 2-3 years old, with a few huge Bertholletia excelsa remaining from the original evergreen forest, on flat, non-inundated land.","8","Madre de Dios","125.00000000",NA,"-66.2","-11.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","1536503","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","Michael H. Nee","Nee 40572","1991","5","South America","Bolivia","Santa Cruz",NA,NA,NA,"2 km. ESE of Santa Fe, south side of highway to Buena Vista along dirt road to Rio Surutu. Brushy, disturbed areas after clearing of tropical evergreen forests, with Scheelea princeps. Flat; soil fine sandy and silt.","26","Ichilo","295.00000000",NA,"-63.81666","-17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","1722335","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","L.Kawasaki, 92","Robin B. Foster","Foster 12366","1992","11","South America","Bolivia","Beni",NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-04-28 08:30:00-03","MO","MOBOT","1748989","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee (NY)","Alfredo F. Fuentes|D. De la Quintana|Vicente Lipa","Fuentes Claros 3672","2002","1","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, río Quendeque, proximidades del arroyo Retama.","26","Franz Tamayo","435.00000000",NA,"-67.795","-14.9736111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-04",NA,"5",NA
"59","2012-04-12 05:10:00-03","MO","MOBOT","1752158","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee (NY)","Alfredo F. Fuentes","Fuentes Claros 4295","2002","4","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, río Hondo, parcela permanente y alrededores, al lado de la senda turística que sale al Tuichi. Bosque amazónico estacional húmedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae; en terraza antigua","6","Franz Tamayo","220.00000000",NA,"-67.65305","-14.61444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-18",NA,"5",NA
"60","2009-01-19 11:57:00-02","MO","MOBOT","1800864","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold","Alwyn H. Gentry","Gentry 12285","1974","10","South America","Ecuador","Guayas",NA,NA,NA,"2-4 km W [E] of Bucay, disturbed wet forest.","31",NA,"170.00000000",NA,"-79.5694445","-2.6908333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3688",NA,"1",NA
"61","2020-06-22 10:49:00-03","MO","MOBOT","1855468","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","T. Borsch","Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|F. Canqui|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|Antonio Álvarez|Mario Álvarez","Araujo Murakami 424","2003","2","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Madidi, camino de Apolo-Azariamas, Arroyo Pintata.","19","Franz Tamayo","863.00000000",NA,"-68.5358333","-14.4658333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01",NA,"2",NA
"62","2020-06-22 13:33:00-03","MO","MOBOT","1856072","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","T. Borsch","Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|F. Canqui|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|Antonio Álvarez|Mario Álvarez","Araujo Murakami 458","2003","2","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Madidi, camino de Apolo-Azariamas, Arroyo Pintata.","19","Franz Tamayo","863.00000000",NA,"-68.5358333","-14.4658333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01",NA,"7",NA
"63","2020-08-20 17:33:00-03","MO","MOBOT","1856255","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","T. Borsch","F. Canqui|Hector Cabrera|Narel Paniagua Zambrana|Mario Álvarez|Antonio Álvarez","Canqui Magne 236","2003","3","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, arroyo Pintata. A 1,5 km al SW del campamento principal sobre el arroyo Pintata. Parcela Temporal de Muestreo 83 (0.05 ha).","3","Franz Tamayo","938.00000000",NA,"-68.5489444","-14.4651667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-08",NA,"4",NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","1864413","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","M. Kessler","Kessler 3833","1993","12","South America","Bolivia","La Paz",NA,NA,NA,"Hacienda Ubito, valle del río Ubito. Bosque ribereño, degradado","7","Franz Tamayo","800.00000000",NA,"-68.48333","-14.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","1864432","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","M. Nee","M. Kessler","Kessler 3900","1993","12","South America","Bolivia","La Paz",NA,NA,NA,"Hacienda Ubito, valle del río Ubito. Bosque ribereño, degradado","7","Franz Tamayo","800.00000000",NA,"-68.48333","-14.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-01-25 04:35:00-02","MO","MOBOT","1926881","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Luis Valenzuela G.|Efraín Suclli|F. Carazas","Valenzuela Gamarra 467","2002","9","South America","Peru","Cusco",NA,NA,NA,"Dist. Santa Ana, Subcuenca Chuyapi, Poromate, Bosque Primario húmedo","17","La Convención","1800.00000000","2300.00000000","-72.79166","-12.92861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"67","2020-08-24 06:13:00-03","MO","MOBOT","2158697","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","L. Cayola|A. Antezana|F. Miranda|C. Cuevas|D. Cuevas","Cayola Pérez 959","2004","9","South America","Bolivia","La Paz",NA,NA,NA,"Apolo. Sabanas con Melastomataceae spp.","5","Franz Tamayo","976.00000000",NA,"-68.4194445","-14.7166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-04",NA,"1",NA
"68","2020-07-03 17:26:00-03","MO","MOBOT","2178423","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|A.S. Poma C.|A. Palabral","Araujo Murakami 977","2004","9","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Rio Heath.","12","Abel Iturralde","190.00000000","210.00000000","-68.8430555","-13.0258334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-05",NA,"1",NA
"69","2020-07-04 16:10:00-03","MO","MOBOT","2361762","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 08/","Alejandro Araujo M.|Paola Gismondi|Norma Flores","Araujo Murakami 1304","2004","12","South America","Bolivia","La Paz",NA,NA,NA,"Serranías de los alrededores de Municipio de San Buenaventura.","3","Abel Iturralde","250.00000000",NA,"-67.5363889","-14.4388889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-14",NA,"1",NA
"70","2016-11-15 05:15:00-02","MO","MOBOT","2458199","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","Pedersen, T. M., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 43515","1990","1","South America","Brazil","Santa Catarina",NA,NA,NA,"Navegantes. Gravata","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2012-12-27 15:20:00-02","MO","MOBOT","2535940","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Eduard F. Poeppig","Poeppig s.n.","1826",NA,"South America","Peru",NA,NA,NA,NA,"Without further locality information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2020-07-10 06:34:00-03","MO","MOBOT","2540621","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 08/","Alejandro Araujo M.|P.M. Jørgensen|C. Cuevas","Araujo Murakami 1750","2005","3","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Madidi, Tuichi, Yarimita.","8","Franz Tamayo","940.00000000","940.00000000","-68.6936111","-14.5466666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01",NA,"1",NA
"73","2020-07-11 17:16:00-03","MO","MOBOT","2541029","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 08/","Alejandro Araujo M.|P.M. Jørgensen|C. Cuevas","Araujo Murakami 1779","2005","3","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Madidi, Tuichi, Yarimita.","8","Franz Tamayo","940.00000000","940.00000000","-68.6936111","-14.5466666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01",NA,"1",NA
"74","2008-09-19 03:33:00-03","MO","MOBOT","2561443","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold","Charles M. Belshaw","Belshaw 3310","1937","8","South America","Peru","San Martín",NA,NA,NA,"Near Tarapoto on trail to Juan Guerra where it crosses Ri|o Shilcayo.","25","San Martín","304.80000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-11 22:13:00-03","MO","MOBOT","2697468","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 08/","Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove","Araujo Murakami 1881","2005","6","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Azariamas, Resina.","10","Franz Tamayo","700.00000000",NA,"-68.5597222","-14.3297223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-05",NA,"6",NA
"76","2020-07-12 19:22:00-03","MO","MOBOT","2698034","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 08/","Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove","Araujo Murakami 1936","2005","6","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Azariamas, Resina.","10","Franz Tamayo","1010.00000000",NA,"-68.5722223","-14.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-06",NA,"8",NA
"77","2020-07-15 07:01:00-03","MO","MOBOT","2698080","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove","Araujo Murakami 1962","2005","6","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Azariamas, Resina.","17","Franz Tamayo","700.00000000",NA,"-68.5597222","-14.3297223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-07",NA,"6",NA
"78","2020-09-01 20:30:00-03","MO","MOBOT","2701485","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 08/","L. Cayola","Cayola Pérez 1677","2005","5","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional y Área Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Río Resina.","20","Franz Tamayo","700.00000000",NA,"-68.5597222","-14.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-14",NA,"5",NA
"79","2012-04-12 05:10:00-03","MO","MOBOT","2764690","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alfredo F. Fuentes|et al.","Fuentes Claros 9147","2005","6","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Carjata, bosque subandino superior estacional humedo con Juglans boliviana, Ficus spp. y Nectandra spp. Inventario fitosociologico Madidi 51. Plantas alcoholizadas.","30","Franz Tamayo","1712.00000000",NA,"-68.90027","-14.56805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-86",NA,"5",NA
"80","2020-07-15 23:29:00-03","MO","MOBOT","2840347","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove","Araujo Murakami 2176","2005","10","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Tuichi, Río San Juan, Buenahora.","8","Franz Tamayo","940.00000000",NA,"-68.6519444","-14.1997222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-10",NA,"4",NA
"81","2020-07-15 15:17:00-03","MO","MOBOT","2840732","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove","Araujo Murakami 2049","2005","10","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Tuichi, Río San Juan.","1","Franz Tamayo","840.00000000",NA,"-68.6558333","-14.2002778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-09",NA,"3",NA
"82","2020-07-16 06:26:00-03","MO","MOBOT","2840980","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|et al.","Araujo Murakami 2196","2005","10","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Tuichi, Rio San Juan, Buenahora. Bosque andino semideciduo con Anadenanthera colubrina, Astronium urundeuva, schinopsis brasiliensis y fabaceae, Lauraceae y Moraceae. Plantas secadas en campo.","15","Franz Tamayo","1150.00000000",NA,"-68.6397222","-14.1988889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-11",NA,"4",NA
"83","2020-07-16 12:52:00-03","MO","MOBOT","2879961","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|et al.","Araujo Murakami 2279","2005","11","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, rio Tuichi, Virgen del Rosario. Bosque andino semideciduo con Anadenanthera colubrina y Trichilia elegans; vegetacion ribereña con Cecropia spp., Gynerium sagittatum. Plantas secadas en campo.","25","Franz Tamayo","900.00000000",NA,"-68.6888889","-14.5944444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-13",NA,"6",NA
"84","2020-07-16 17:39:00-03","MO","MOBOT","2880541","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB)","Alejandro Araujo M.|et al.","Araujo Murakami 2472","2005","11","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, rio Tuichi, arroyo Yarimita. Bosque andino semideciduo con Anadenanthera colubrina, Oxandra espintana, Trichilia elegans, Phyllostylon rhamnoides y Acacia loretensis. Plantas secadas en campo.","30","Franz Tamayo","890.00000000",NA,"-68.6933333","-14.5486111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-17",NA,"3",NA
"85","2020-09-14 07:12:00-03","MO","MOBOT","2960935","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","fide Bayón & Giuliano","T. Herzog","Herzog 2323","1911","9","South America","Bolivia",NA,NA,NA,NA,"above La Paz, Araca Valley",NA,NA,"3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype","1",NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","2960936","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Stephan G. Beck","Beck 13503","1987","3","South America","Bolivia","La Paz",NA,NA,NA,NA,"10",NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-17 16:44:00-03","MO","MOBOT","3068074","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 2009","Alejandro Araujo M.|C. Pérez|E. Ticona","Araujo Murakami 2846","2006","6","South America","Bolivia","La Paz",NA,NA,NA,"Parque Nacional Madidi, Norte de Apolo, San Fermín, campamento los Mutunes.","5","Franz Tamayo","1201.00000000",NA,"-68.745","-14.1455555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02",NA,"4",NA
"88","2020-07-17 17:22:00-03","MO","MOBOT","3081509","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","A. Fuentes (LPB), 2009","Alejandro Araujo M.|Christopher Davidson|Sharon R. Christoph|Paola Gismondi|M. Cornejo|E. Ticona","Araujo Murakami 2891","2006","9","South America","Bolivia","La Paz",NA,NA,NA,"Área Natural de Manejo Integrado Madidi, Machariapo, Limón.","17","Franz Tamayo","740.00000000",NA,"-68.5091667","-14.4947222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-05",NA,"5",NA
"89","2008-09-19 03:33:00-03","MO","MOBOT","3418258","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold","Lois A. Arnow","Arnow 3579","1971","10","South America","Argentina","Salta",NA,NA,NA,"Ca. 1 km. S of junction of Rio Tarija and Rio Itau, about 35 km N.W. of Tartagal, Arg. near stream gauging station. Average annual rainfall 1250 mm. Dense subtropical forest.","12",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-09-19 03:33:00-03","MO","MOBOT","3418418","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","C. Townsend","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118444","1979","7","South America","Venezuela","Táchira",NA,NA,NA,"Wet forested slopes along Quebrada Aguas Azul, over slate-shale substrate, south of El Reposo, 14 km SE of Delicias.","22",NA,"2150.00000000","2300.00000000","-72.4","7.51666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2014-03-27 22:33:00-03","MO","MOBOT","3418806","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"Ángel C. González","González 1000","1977","8","South America","Venezuela","Falcón",NA,NA,NA,"Dto Zamora: Cerro Mampostal.","4",NA,"400.00000000",NA,"-69.28333","11.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3418903","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"BALBIS","BALBIS s.n.",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-08-13 05:50:00-03","MO","MOBOT","3419124","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth",NA,"R.M. Harley","Harley 22198","1980","5","South America","Brazil","Bahia",NA,NA,NA,"Coastal Zone. ca. 11 km North from turning to Marau along the road to Campinho. High forest on sand, giving way to shrubby restinga towards the sea.","17",NA,NA,NA,"-38.91666","-14.01666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-09-20 03:32:00-03","MO","MOBOT","3419549","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold","Timothy C. Plowman","Plowman 3544","1974","4","South America","Colombia","Antioquia",NA,NA,NA,"Barranquilla District. Puerto Colombia. At moist seep in thicket along road.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2014-01-20 09:24:00-02","MO","MOBOT","3419636","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold","R. Romero Castañeda","Romero Castañeda 10417","1966",NA,"South America","Colombia","Magdalena",NA,NA,NA,"Isla de Salamanca.",NA,NA,NA,NA,"-74.5","10.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-07-26 05:59:00-03","MO","MOBOT","3419700","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N. Hensold","F.J. Breteler","Breteler 4319","1964","12","South America","Venezuela",NA,NA,NA,NA,"Peninsula Paraguana. Cerro Santa Ana. Low, Primary forest. fertile, rocky soil.","17",NA,"470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2008-08-07 03:32:00-03","MO","MOBOT","3419837","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","flavescens","Alternanthera flavescens","Kunth","N.Hensold","Roy F. Steinbach","Steinbach 314","1966","6","South America","Bolivia","Santa Cruz",NA,NA,NA,"Herbacea semirastrera, ramas hasta de 1.50 mtrs. entre otras malezas en bosque sombrio.Angostura- Prov. Cecado.","24",NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
