"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01214101","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","I. L. do Amaral","1076","1983","05","02","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR-163, km 877, Serra do Cachimbo, cachoeira da Luz, rio Curuá, margem esquerda. Vale, solo pedregoso com uma vegetação de árvores baixa.","-54.95","-8.75",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340442' target='other'> <mi>dwc_moreinfo</mi></a>","NY01214101","NY01214101_01","J. F. Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","805289","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","H. S. Irwin","17315","1966","06","17","South America","Brazil","Mato Grosso","Barra do Garças","Drainage of the upper Rio Araguaia. Lower slopes of Serra Azul, ca. 75 km. S. of Xavantina","-52.2567","-15.8903","525","525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805289","NY00805289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","894790","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","W. R. Anderson","9580","1973","05","01","South America","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 25 km (straight line) SW of Caiapônia","-51.81666667","-17.1071","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894790","NY00894790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:29-03","UTFPR","DVPR","4526","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","Caxambu, MG; et al.","6265","2015","04","24",NA,"Brasil","Minas Gerais","Delfinópolis","Estancia Jo, próxima á Serra da Canastra.","-46.54164","-20.17249","718","718",NA,"arbusto ca. 2 m, heliófito. Cápitulo alvancentos.; Relevo: ondulado - Vegetação: Savana( cerrado sensu strictu).","DVPR004526",NA,"Marques, D","2015","11","10","-46.54164","-20.17249",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:35:18-03","EAO","IAN","123158","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14281","1966","03","30","Southern America","Brasil","Goiás",NA,"Cerrado, Rio Paraná, ca. 35km N of Formosa.",NA,NA,"950","950",NA,"Erect herb ca. 1.5m tall. Heads cream.","IAN123158",NA,"Barroso, GM","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:35:18-03","EAO","IAN","123319","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Irwin, HS; Souza, R","17315","1966","06","17","Southern America","Brasil","Mato Grosso",NA,"Cerrado and campo margin,lower slopes of Serra Azul, ca. 75km S of Xavantina.",NA,NA,"525","525",NA,"Subshrub ca. 1.5m tall. heads in fruit.","IAN123319",NA,"Barroso, GM","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:35:18-03","EAO","IAN","125977","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14281","1966","03","30","Southern America","Brasil","Goiás",NA,"Cerrado, Rio Paraná, ca. 35km N of Formosa.",NA,NA,"950","950",NA,"Erect herb ca. 1.5m tall. Heads cream.","IAN125977",NA,"Barroso, GM","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:35:18-03","EAO","IAN","14027","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Magalhães, MG","228","1940","06","08","Southern America","Brasil","Minas Gerais","Coromandel","Cerrado.","-47.2002983093262","-18.4733009338379",NA,NA,NA,"Arbusto de 1m de altura; flores violáceas. Muito frequente.","IAN014027","IAN014027 IAN014027_e","Barreto, M",NA,NA,NA,NA,NA,"60859","auto",NA,NA,NA,NA,NA
"19","2021-03-30 12:35:18-03","EAO","IAN","104175","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Magalhães, MG","228","1942","06","08","Southern America","Brasil","Minas Gerais","Coromandel","Cerrado de terra vermelha com manchas amarelas.","-47.2002983093262","-18.4733009338379",NA,NA,NA,"Subarbusto de 1m de altura. Flor violácea.","IAN104175",NA,"Barreto, M",NA,NA,NA,NA,NA,"60859","auto",NA,NA,NA,NA,NA
"20","2020-01-20 14:40:18-03","UPM","MACK","3069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","L. O. Andrade","28","2016","10","08",NA,"Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA,NA
"21","2019-10-09 11:10:42-03","UFBA","ALCB","128101","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","Caxambu, MG; et al.","6265","2015","04","24","Southern America","Brasil","Minas Gerais","Delfinópolis","Estância Jo, próximo á Serra da Canastra","-46.904444","-20.290278",NA,NA,NA,"CA. 2M&nf;Heliófito&nf;capítulos alvacentos; Relevo: Ondulado&nf;Vegetação: sAVANA (CERRADO SENSU STRICTU)","ALCB045545","ALCB045545","Marques, D","2015","11",NA,"-46.904444","-20.290278",NA,NA,NA,NA,NA,NA,NA
"22","2020-05-19 10:29:38-03","UFBA","ALCB","132971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","Sevilha, AC","4516","2005","05","27","Southern America","Brasil","Minas Gerais","Grão Mogol","Assentamento Americana, cerrado de coleta de paqui. Ponto 2.","-42.974722","-16.358611","949","949",NA,"ca 1,3m de altura; Mata","ALCB049770","ALCB049770","Walter, B","2016","09",NA,"-42.974722","-16.358611",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:42-03","UFBA","ALCB","88750","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","Guedes, ML; Sanches, FG; Alunos de Botânica III","14763","2009","05","02","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Caminho para os Três morros. Ponto 03","-41.803889","-13.073611","1327","1327",NA,"de ca 1,5 m de alt. Folhas coriáceas, discolores. Inflorescência capítulos com brácteas verdes. flores com corola roxa.",NA,NA,"Roque, N","2009","11","03","-41.803889","-13.073611",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:02:45-03","ESALQ","ESA","61306","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex DC.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22801.0","1999","05","17",NA,"Brasil","Bahia","Santa Cruz de Salinas","Arredores da BR 251. Transição cerrado/caatinga.","-414.618","-160.021","830","830",NA,"Subarbusto; flores lilases.","ESA061306",NA,"Rivera, V.L. & Fonseca, L.",NA,NA,NA,"-414,618","-160,021",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:02:45-03","ESALQ","ESA","41885","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex DC.","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15529.0","1997","04","24",NA,"Brasil","Mato Grosso","Marcelândia","BR-080. Ca. 100Km de Matupá em direção ao Rio Xingu. Savana arborizada (cerrado), parcialmente utilizada como pasto.","-54.1","-10.27",NA,NA,NA,"Subarbusto, ca. 1 m alt.; flores lilases.","ESA041885","ESA041885","Hind, N.",NA,NA,NA,"-54.1","-10.27",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:02:45-03","ESALQ","ESA","41886","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex DC.","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15552.0","1997","04","24",NA,"Brasil","Mato Grosso","Marcelândia","BR-080. Ca. 100Km de Matupá em direção ao Rio Xingu. Savana arborizada (cerrado), parcialmente utilizada como pasto.","-54.1","-10.27",NA,NA,NA,"Subarbusto, ca. 1 m alt.; capítulos jovens verdes.","ESA041886","ESA041886","Hind, N.",NA,NA,NA,"-54.1","-10.27",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:02:45-03","ESALQ","ESA","72554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Krieger, L.","8256.0","1970","04","01",NA,"Brasil","Minas Gerais","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"ESA072554","ESA072554","Barroso, G.M.",NA,NA,NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA
"28","2021-01-14 15:24:28-03","MN","R","15226","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart.","Glaziou, A.F.M.","21629","1895","06","27",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000015226","R000015226_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-22 17:44:44-03","UFPI","TEPB","25156","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex. DC","G. P. Silva","7734","2003","06","03",NA,"Brasil","Goiás","Silvania","Faz. Engenho Velho (proximo a foz do rio Antas)","-48.456389","-16.320278",NA,NA,NA,"Subarbusto com 1m de altura, relevo plano, flor branca, solo argiloso, ocasional no local. Ambiente: Mata de Galeria",NA,NA,NA,NA,NA,NA,"48°27'23W","16°19'13S",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-02 11:39:53-03","UFPI","TEPB","25156","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex DC.","G. Pereira-Silva","7734","2003","06","03",NA,"Brasil","Goiás","Silvania","Fazenda Engenho Velho, próximo à foz do rio Antas","-48.456389","-16.320278","800","800",NA,"Subarbusto de 1m alt.,flor branca, relevo plano, solo argiloso, ocasional no local, área de influência direta (lago). Ambiente: Mata de Galeria",NA,NA,"J. B. Bringel & C. Sinigaglia","2003","11","01","48°27'23W","16°19'13S",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:22:52-03","CPAP","CPAP","15131","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mast. ex DC.) H.Rob.","Hatschbach, G.","62350","1995","05","06",NA,"Brasil","MT","Mirassol do Oeste","Rodovia para o trevo com a BR-174",NA,NA,NA,NA,NA,"Ereta 1,50m de altura. FLOR: capítulos alvescentes. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado de solo rochos. SUBSTRATO: . RELEVO: .",NA,NA,"H. Robinson","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:16:05-03","UFV","VIC","31946","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex DC.","Krieger, L.","8256","1970","07",NA,NA,"Brasil","Minas Gerais","Entre Rios de Minas","Campo.","-44.065601348877","-20.6707992553711",NA,NA,NA,"Flores roxas. Folha áspera.","VIC031946","VIC031946","Barroso, G.M.","1977","10","27",NA,NA,"20620","auto",NA,NA,NA,NA,NA
"33","2020-01-29 19:37:26-03","UFJF","CESJ","1615","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","L. Roth","CESJ1615","1956","03","18","América do Sul","Brasil","Minas Gerais","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,NA,"Arbusto da capoeira, 1 m. Flores roxas.","CESJ001615","CESJ001615","L.C.Pereira","2012","03",NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA
"34","2020-01-29 19:37:26-03","UFJF","CESJ","1452","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lessingianthus","zuccarinianus","Lessingianthus zuccarinianus","(Mart. ex DC.) H.Rob.","L. Roth","CESJ1452","1955","06","12","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Venda Nova","-43.937801361084","-19.9207992553711",NA,NA,NA,"Arbusto na capoeira, 1-2 m, flores branco-palha.","CESJ001452","CESJ001452","L.C.Pereira","2012","03",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"35","2021-03-01 16:26:12-03","UNICAMP","UEC","165280","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Silva, GP; et al.","6124","2002","03","07",NA,"Brazil","Goiás","Cristalina","Estrada de acesso à área de empréstimo, cerca de 600m da jasida.","-47.335833","-16.210556","850","850",NA,"Subarbusto.&nf;Flor Alva.; Cerrado.&nf;Relevo ondulado. Solo argilo-arenoso com presença de Plintossolo solto.&nf;OBS: Área de influência da UHE Queimado; influência indireta.","UEC036460","UEC036460","Castro, MS","2016","06","09","-47.335833","-16.210556",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:26:12-03","UNICAMP","UEC","165284","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Silva, GP; et al.","7734","2003","06","03",NA,"Brazil","Goiás","Silvânia","FAzenda Engenho Velho (próximo à foz do rio Antas).","-48.456389","-16.320278","800","800",NA,"Subarbusto com 1m de altura.&nf;Flor Branca.; Mata de Galeria.&nf;Relevo Plano. Solo argiloso.&nf;OBS: Área de influência direta (lago).","UEC036456","UEC036456","Sinigaglia, C","2003","09",NA,"-48.456389","-16.320278",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:26:12-03","UNICAMP","UEC","165285","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Silva, GP; et al.","7677","2003","06","02",NA,"Brazil","Goiás","Silvânia","Fazenda Engenho Velho.","-48.456389","-16.320278","800","800",NA,"Subarbusto.&nf;Flor Lilás.; Mata de Galeria.&nf;Relevo Plano. Solo argiloso.&nf;OBS: Área de influência direta (lago).","UEC036455","UEC036455","Bringel Jr, JBA","2003","09",NA,"-48.456389","-16.320278",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:26:12-03","UNICAMP","UEC","198359","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Sasaki, D; Junqueira, AB","510","2003","05","24",NA,"Brazil","São Paulo","Pedregulho","Pq. Estadual das Furnas do Bom Jesus.","-47.419444","-20.197222","900","900",NA,"Subarbusto até 1m de altura. Flores discolores, mais claras na face abaixal. Flores lilases esbranquiçadas. Algumas flores passadas.; Cerrado em encosta próxima ao encontro dos córregos Pedregulho e Bom Jesus. Solo arenoso-pedregoso co","UEC026140","UEC026140","Monge, M","2015","12",NA,"-47.419444","-20.197222",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:26:12-03","UNICAMP","UEC","3473","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Anderson, WR; Arroyo, MTK; Hill, SR; Santos, RR; Souza, R","7569","1973","03","21",NA,"Brazil","Goiás","São João da Aliança","13 km by road S of São João da Aliança.",NA,NA,"1120","1120",NA,"Shrub with stems to 2m. tall; flowers white.; open cerrado on rocky slope.","UEC136562","UEC136562","Calago, K","1997","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:26:12-03","UNICAMP","UEC","3744","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Heringer, EP; Paula, JE; Mendonça, RC; Salles, AJEH","1197","1979","04","18",NA,"Brazil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arbusto na beira da mata; capítulo alvo, folha coriacea, botão floral verde.; Mata ciliar próximo a um córrego não identificado.","UEC136566","UEC136566","Calago, K","1997","12","15",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"41","2021-03-01 16:26:12-03","UNICAMP","UEC","23572","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Heringer, EP; Paula, JE; Mendonça, RC; Salles, AJEH","1388","1979","05","05",NA,"Brazil","Distrito Federal","Brasília","área de inundação da Barragem do São Bartolomeu - Rio Taboca.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arbusto com 1,30m de altura. Folhas coriaceas, botão floral escuro, flores alvas.; mata alterada.","UEC136563","UEC136563","Calago, K","1997","12","15",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"42","2021-03-01 16:26:12-03","UNICAMP","UEC","3737","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Heringer, EP","14583","1975","04","30",NA,"Brazil","Distrito Federal","Brasília","Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arbustinho erto, flores roxas nas extremidades da planta.; cerrado seco, aberto; se ujeito ao fogo periódico.","UEC136560","UEC136560","Calago, K","1997","12","15",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"43","2021-03-01 16:26:12-03","UNICAMP","UEC","88715","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Cordovil, SP; Santos, HGP; Vieira, RF","264","1993","04","27",NA,"Brazil","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,"Arbusto até 3,0m. petalas brancas; bracetas do capítulo verde; estames brancos; botões verdes.; Cerrado antropizado. solo arenoso com afloramentos de cascalho. relevo acidentado.","UEC136559","UEC136559","Castro, MS","2016","06","10",NA,NA,"36612","auto",NA,NA,NA,NA,NA
"44","2021-03-01 16:26:12-03","UNICAMP","UEC","133233","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","zuccariniana","Vernonia zuccariniana","Mart. ex A.DC.","Sugiyama, M; Mantovani, W","151","1981","04","27",NA,"Brazil","São Paulo","Mogi Guaçu","Martilho Prado; Reserva Biológica da Fazenda Campininha.","-46.9421997070312","-22.372200012207",NA,NA,NA,"Subarbusto, 1m alt. Pétalas liláses. Xilopódio.","UEC136564","UEC136564","Mantovani, W","1981","10",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA
