"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"13","2020-12-20 21:18:37-03","UFV","VIC","12759","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Heringer","s.n.","1940","10","08",NA,"Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental",NA,NA,NA,NA,"VIC012759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:18:37-03","UFV","VIC","13058","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Silva, A.F.; Fontes, N.R.L.","121",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC013058",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:18:37-03","UFV","VIC","1654","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Kulhmann","s.n.","1934","10","25",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC001654",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:18:37-03","UFV","VIC","1041","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Mexia, Y.","6393",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC001041","VIC001041",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:18:37-03","UFV","VIC","20228","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Neto, J.A.A.M.","2189","1994","11",NA,NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,"Planta jovem de 0,9 m de altura","VIC020228",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:36:19-03","UNICAMP","UEC","115483","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Cielo-Filho, R","Cielo-Filho, R; Batista, ER","246","2000","09","22",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, Mata Ribeirão da Cachoeira (Condomínio Colinas do Atibaia)","-47.060001373291","-22.8999996185303",NA,"Árvore de aproximadamente 10m de alt., flores brancas, casca lisa. Indivíduo 138.",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:36:19-03","UNICAMP","UEC","145064","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Cielo-Filho, R","Cielo-Filho, R","288","2000","12","21",NA,"Brazil","São Paulo","Campinas","Distrito de Souzas, Mata Ribeirão da Cachoeira (Condomínio Colinas do Atibaia)","-47.060001373291","-22.8999996185303",NA,"Árvore de aprox. 4m alt., casca lisa, fruto imaturo verde.",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:36:19-03","UNICAMP","UEC","97747","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Kawasaki, ML","Santos, K","67","1996","09","25",NA,"Brazil","São Paulo","Campinas","Sub-Distrito de Sousas","-47.060001373291","-22.8999996185303",NA,"Interior de mata. Arvoreta, 2m alt., PAP 10cm. Flores brancas.; Floresta Estacional Semidecidual",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:36:19-03","UNICAMP","UEC","130095","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Kawasaki, ML","Arzolla, FARDP","231","2001","03","10",NA,"Brazil","São Paulo","Mairiporã","Parque Estadual da Cantareira, região de Águas Claras","-46.5800018310547","-23.3099994659424",NA,"Árvore 5,5m al., frutos vermelhos.",NA,NA,NA,NA,"15840","auto",NA,"2001",NA,NA,"01","19",NA,NA,NA
"22","2021-03-16 17:53:53-03","UCS","HUCS","41897","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","Ribeiro, C.L.","Meyer, F.S.","701","2008","05","18",NA,"Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas, Rio Natal","-49.224167","-26.150278",NA,"Joinvillea 14063.; Floresta Ombrófila Densa em regeneração.",NA,NA,"-49.224167","-26.150278",NA,NA,NA,"2019",NA,NA,"02","01",NA,NA,NA
"23","2020-12-21 16:36:34-03","MBM","MBM","4852","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","18431","1968","01","25","Southern America","Brazil","Paraná","Mandirituba","Quatro Pinheiros","-49.326099395752","-25.7789001464844",NA,NA,"MBM004852","MBM004852",NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:36:34-03","MBM","MBM","410151","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M.","Scarponi, T.M.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.","84","2014","08","16","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Rio Bonito. Conglomerado 14-3-5-50. UTM do Ponto Central: E (768691m) N (7519456m). Fuso do GPS (23K).","-42.5311012268066","-22.2819004058838",NA,"Árvore, com 6,0 m de altura. Base reta. Casca interna vermelha e externa castanho-avermelhada, fina, lisa. Fruto imaturo com 0,2 x 0,4 cm, em forma de globo, internamente branco, com polpa e externamente verde claro, carnoso.; Flores","MBM410151","MBM410151",NA,NA,"33190","auto",NA,"2017","750","750","06","23",NA,NA,NA
"25","2015-11-07 06:33:20-02","MNHN","RECOLNAT_MNHN_P","P01902542","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Sello",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902542' target='other'> <mi>dwc_moreinfo</mi></a>","P01902542","P01902542_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"26","2015-04-20 16:18:30-03","MNHN","RECOLNAT_MNHN_P","P01902543","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Sello",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902543' target='other'> <mi>dwc_moreinfo</mi></a>","P01902543","P01902543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"27","2020-12-11 11:39:10-03","UFMG","BHCB","124260","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Lucas, EJ; Mazine, FF; Brummitt, NA; Caliari, CP; Flores, TB; Jennings, LVS; Souza, RPM; S","389","2006","11","17","Southern America","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Trilha do Rio Bonito, próximo da sede. Floresta bastante perturbada com bambu.","-45.026389","-23.242778",NA,"Árvore de 8m de altura, frutos verdes.","BHCB010341","BHCB010341","-45.026389","-23.242778",NA,NA,NA,"2008","107","107",NA,NA,NA,NA,NA
"28","2020-12-11 11:39:10-03","UFMG","BHCB","96303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Thomas, WW; et al.","s.n.","1992","05","14","Southern America","Brasil","Bahia","Wenceslau","Guimarães. Ca. 3 Km W of Nova Esperança, W. edge o",NA,NA,NA,"Tree, 5m, leaves lustrous green above with salient midrib, paler beneath. Flowers greenish to creamy","BHCB050459",NA,NA,NA,NA,NA,NA,"2019",NA,NA,"04",NA,NA,NA,NA
"29","2021-02-11 17:20:40-03","UFPR","UPCB","22478","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Legrand, C.D.","Hatschbach, G.","4155","1957","10","13",NA,"Brasil","Paraná","Tijucas do Sul","Rio Itararé","-49.1988983154297","-25.9281005859375",NA,"Árvore, 6m, flor alva. Mata higrófila..",NA,NA,NA,NA,"25228","auto",NA,"1958",NA,NA,"01","01",NA,NA,NA
"30","2018-05-01 11:58:00-03","MO","MOBOT","101042466","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","M. Sobral","Sérgio C. de Sant'Ana|André M. Amorim|Jomar G. Jardim|Edgar B. dos Santos|A.Gois Neto","Sant'Ana 369","1993","9","16","South America","Brazil","Bahia",NA,"Divisa da Fazenda Maruim com Faz. Dois de Julho. Ca. 20 km da BA 001 em direção a Vila Brasil, entrada a 40 km S de Ilhéus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"31","2015-11-05 22:10:00-02","MO","MOBOT","3252248","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O. Berg","M. Sobral","P.I. Oliveira","Oliveira 825","1985","2","1","South America","Brazil","Paraná",NA,"Parque Iguaçu (mun. Curitiba)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-15 15:31:05-03","UNESP-RC","HRCB","49338","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Lombardi","7241","2008","02","18",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.935778","-23.230444",NA,"Árvore ca. 5 m, folhas herbáceas, frutos imaturos verdes",NA,NA,"46º56'08.8W","23º13'49,6S",NA,NA,NA,NA,"957","957",NA,NA,NA,NA,NA
"33","2017-11-24 14:11:43-02","UFLA","ESAL","28189","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg",NA,"Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,"; ; ;",NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:26:45-03","USP","SPF","225799","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Mazine, FF","Lucas, EJ","389","2006","11","17",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-45.026389","-23.242778",NA,NA,"SPF00225799",NA,"-45.026389","-23.242778",NA,NA,NA,"2007","1075","1075","10",NA,NA,NA,NA
"35","2019-11-22 16:09:15-03","UEFS","HUEFS","235471","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","M.Sobral",NA,"84","2014","08","13",NA,"Brasil","Rio de Janeiro","Nova Friburgo","conglomerado 14-3-5-50. Conglomerado situado em área de Floresta Ombrófila Densa Montana, localidade de Rio Bonito.","-42.390278","-22.410278",NA,"Floresta Ombrófila Densa Montana. Solo argiloso, com bastante serrapilheira.","HUEFS0235471",NA,"42W23'25''","22S24'37''",NA,NA,"Rosanae","2017",NA,NA,"06",NA,NA,NA,NA
"36","2019-10-07 09:35:19-03","UEFS","HUEFS","228803","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","M.Sobral","Silva Neto, S.J.","1590","2001","12","14",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Estrada para Itacolomi. Interior da mata.","-43.451099395752","-22.7591991424561",NA,NA,"HUEFS0228803",NA,NA,NA,"25743","auto","Rosanae","2019",NA,NA,"06",NA,NA,NA,NA
"37","2019-09-04 18:43:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isotype",NA,NA
"38","2019-01-23 11:00:04-02","F","FMNH-SEEDPLANTS","V0065205F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065205F","V0065205F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isotype",NA,NA
"39","2015-03-07 08:59:01-03","F","FMNH-SEEDPLANTS","V0108931F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0108931F","V0108931F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-23 11:39:08-03","IAC","IAC","32164","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","F.F. Mazine-Capelo","R.B. Torres & S. Soriano","s/nº","1992","10","06",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, mata","-47.06861","-22.86361",NA,NA,NA,NA,"-47.06861","-22.86361",NA,NA,NA,"2011",NA,NA,"04","06",NA,NA,NA
"41","2019-01-25 15:35:33-02","IAC","IAC","43145","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco; J.P.W. Metzger; G.F. Árbocz & E. Furlan","3438","2001","05","22",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lacerda, indivíduo Q 4.2","-47.113671","-23.715386",NA,NA,NA,NA,"-47.113671","-23.715386",NA,NA,NA,"2001",NA,NA,"05","22",NA,NA,NA
"42","2020-07-23 12:15:47-03","CEPLAC","CEPEC","68065","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,"M. Sobral","F. França","1055","1994","05","30",NA,"Brasil","Bahia","Cravolândia","2Km a W do povoado de Tres Braços (Ilha Formosa). Ao longo do Rio Preto.","-39.814998626709","-13.3585996627808",NA,NA,NA,NA,NA,NA,"21331","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"43","2020-07-23 12:15:47-03","CEPLAC","CEPEC","53490","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,"M. Sobral","W. W. Thomas","8131","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande na Rod. para Itacaré. Fazenda Lagoa. Parcela 28. Árvore #1293","-39.016667","-14.416667",NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"44","2020-07-23 12:15:47-03","CEPLAC","CEPEC","56435","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,"M. Sobral","W. W. Thomas","9240","1992","05","14",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","Ca. 3Km a W Nova Esperança, a W da Reserva Estadual Wenceslau Guimarães.","-39.716667","-13.6",NA,NA,NA,NA,"39W43'","13S36'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"45","2020-07-23 12:15:47-03","CEPLAC","CEPEC","58772","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada",NA,"M. Sobral","S. C. de Sant'Ana","369","1993","09","16",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (REBIO) (IBAMA). Entrada no Km 46 da Rod. BA-001 Ilhéus/Una. Divisa da Faz; Maruim com Faz. Dois de Juho. Ca. 20Km da BA-001 em direção a Vila Brasil, entrada no KM 40 ao S de Ilhéus.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2014"
"46","2019-12-20 18:46:41-03","UFSJ","HUFSJ","6433","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Rigueira, D","RT417","2013","05","31",NA,"Brasil","Bahia","Wenceslau Guimarães",NA,"-39.773833","-13.606806",NA,"Arvoreta, mais ou menos comum, folhas discolores, margem da folha ondulada, frutos imaturos verdes.","HUFSJ006433",NA,"-39.773833","-13.606806",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"47","2019-02-27 14:02:49-03","UFSJ","HUFSJ","5102","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Carvalho, DA; et al.","s.n.","2006","09","24",NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,"Arvoreta, coletada em mata ciliar.","HUFSJ005102",NA,NA,NA,"35110","auto",NA,"2013","120","120",NA,NA,NA,NA,NA
"48","2019-02-27 14:02:49-03","UFSJ","HUFSJ","6460","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Rigueira, D","RT317","2013","05","30",NA,"Brasil","Bahia","Wenceslau Guimarães",NA,"-39.745194","-13.573583",NA,"Árvore, pouco comum, folhas discolores, frutos imaturos verdes.","HUFSJ006460",NA,"-39.745194","-13.573583",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"49","2019-02-27 14:02:49-03","UFSJ","HUFSJ","4558","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Heringer, EP","394","1940","10","08",NA,"Brasil","Minas Gerais","Coronel Pacheco","Estação Exp. Café.","-43.2655982971191","-21.5877990722656",NA,NA,"HUFSJ004558",NA,NA,NA,"10350","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"50","2019-02-27 14:02:49-03","UFSJ","HUFSJ","4559","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Vieira, MF; Carvalho Okano, RM","439","1986","09","26",NA,"Brasil","Minas Gerais","Viçosa","Campus UFV, mata da sivicultura, caminho à direita de quem sobre, beira de estrada, local sombreado.","-42.8819007873535","-20.7539005279541",NA,"Árvore de aproximadamente 6m dealtura, flores com corola branco esverdeada, estames numerosos, filetes brancos.","HUFSJ004559",NA,NA,NA,"13937","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"51","2019-02-27 14:02:49-03","UFSJ","HUFSJ","4564","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leptoclada","Eugenia leptoclada","O.Berg","Sobral, M","Kuhlmann, JG","s.n.","1934","10","25",NA,"Brasil","Minas Gerais","Viçosa","Escola de Agricultura.","-42.8819007873535","-20.7539005279541",NA,NA,"HUFSJ004564",NA,NA,NA,"13937","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
