"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"12","2020-01-20 14:40:09-03","UPM","MACK","2139","PreservedSpecimen","Plantae",NA,NA,"Asteracaee","Baccharis","oreophila","Baccharis oreophila","Malme","G. Heiden","A. Buccaran","A35","2011","03","26",NA,"Brasil","SP",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Campos do Jordão","2012","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:46-03","PUCPR","HUCP","22330","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme.","Heiden, G","Lozano, E","267","2010","06","06",NA,"Brasil","Paraná",NA,"-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00007281","HUCP00007281","Campina Grande do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Ribas, OS;","Silva, JM","4182","2004","11","02","Southern America","Brasil","Paraná","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"3 m, capítulo creme.",NA,NA,"São José dos Pinhais","2500","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:09:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Ribas, OS","Silva, JM","4201","2004","11","02","Southern America","Brasil","Paraná","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"4 m. Capítulo alvacento.",NA,NA,"São José dos Pinhais","2005","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:48:01-03","NBC","NL-BOTANY","L.3026093","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Baccharis","oreophila","Baccharis oreophila","Malme",NA,"Hatschbach GG",NA,"1960","05","06","Southern America","Brazil",NA,"Parana (Brasil). Mun. Campina Grande de Sul. Papanduva.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3026093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3026093","NL-L3026093",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:48:01-03","NBC","NL-BOTANY","WAG.1876754","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Baccharis","oreophila","Baccharis oreophila","Malme",NA,"Kummrow R; Cordeiro J",NA,"1988","08","03","Southern America","Brazil",NA,"Morro Mae Catira (mun. Quatro Barras) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1876754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1876754","NL-WAG1876754",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:10-03","ESALQ","ESA","123609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G.","Colletta, G.D. ; Souza, V.C.","997.0","2013","04","29",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra.","-47.5","-23.9599990844727",NA,"Arvoreta, 2m","ESA123609",NA,"Tapiraí","2015","41034","auto",NA,"05","28",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:10-03","ESALQ","ESA","98130","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila",NA,"Ribas, O.S.","Silva, J.M.","4182.0","2004","11","02",NA,"Brasil","Paraná",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"ESA098130","ESA098130","São José dos Pinhais",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:01:10-03","ESALQ","ESA","105629","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila",NA,"M. Sobral","Gasper, A.L.","885.0","2007","11","06",NA,"Brasil","Santa Catarina",NA,"-50.4644012451172","-26.2733001708984",NA,NA,"ESA105629","ESA105629","Bela Vista do Toldo",NA,"41037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:01:10-03","ESALQ","ESA","105816","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila",NA,"Sobral, M.","Gasper, A.L.","22697.0","2007","11","29",NA,"Brasil","Santa Catarina",NA,"-50.144401550293","-26.3703002929688",NA,NA,"ESA105816","ESA105816","Papanduva","2008","49621","auto",NA,"08","01",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:10-03","ESALQ","ESA","19164","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila",NA,"Heiden, G.","Simão-Bianchini, R. et al.","526.0","1994","09","06",NA,"Brasil","São Paulo",NA,"-45.8400001525879","-23.5300006866455",NA,NA,"ESA019164","ESA019164","Salesópolis","2010","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-01-15 20:52:03-03","FPS","FPS","1115","MachineObservation","Plantae",NA,NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Pereira, R.C.","Schwirkowski, P., Bianconcini, J.","20B","2013","12","15",NA,"Brasil","Santa Catarina","Serra Alta. Atrás da Condorplast","-49.389189","-26.292649",NA,"<ll>dwc_commonname:</ll> Vassoura","FPS01115,MBM391782","FPS01115_v01 FPS01115_v02 FPS01115_v03 MBM391782","São Bento do Sul","2019",NA,NA,NA,"01","09","-49.389189","-26.292649","voucher","MBM 391782",NA,NA,NA,NA
"24","2019-02-15 11:33:48-02","IPA","IPA","47694","S","Plantae","Plantae",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G.","Hoehne, W.","s.n.","1949","06","15","Southern America","Brasil","São Paulo","Jabaquara.",NA,NA,NA,"Forma feminina. SPF nº 12.477","IPA0047694","IPA0047694",NA,"2008",NA,NA,NA,"08","12",NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0007902","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","G. Hatschbach","R. Kummrow; J. Cordeiro","3044","1998","8","3",NA,"Brazil","Parana","Morro Mae Catira (mun. Quatro Barras)","-49.0833","-25.3667",NA,"Arbusto 2m, capitulos creme, masculino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:31:29-03","UFJF","CESJ","66907","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","L.D. Santana","L.D. Santana; J.H.C. Ribeiro; T.R. Fonseca; D.R.Nascimento","77","2014","07","07","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Vale do Rio Santo Angostinho/ Interior da FOM Aluvial","-44.8899993896484","-21.9589004516602",NA,"Árvore, ca 7m. Flores cremes, folhas levemente discolores. Dentro da parcela 2 da fitossociologia, indivíduo 75. Próximo ao curso d'água. Altitude 1650 m.s.m.","CESJ066907",NA,"Baependi","2015","29865","auto",NA,"03","23",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:23:20-03","UNICAMP","UEC","149034","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Aguirre, GH; et al.","15","2005","07","15",NA,"Brazil","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC101974","UEC101974","São Luiz do Paraitinga","2010",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:23:20-03","UNICAMP","UEC","162780","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Polisel, RT","Polisel, RT; Ivanauskas, NM; Assis, MC; Santos, RPL","317","2007","08","23",NA,"Brazil","São Paulo","Região do Cedro vermelho, subosque de um reflorestamento antigo de araucária. (SAD69, Zona 23K).","-45.473333","-22.678611",NA,"Árvore de 6 m. Capítulos brancos.","UEC038004","UEC038004","Campos do Jordão","2007",NA,NA,NA,"10","18","-45.473333","-22.678611",NA,NA,"1501","1501",NA,NA
"29","2021-03-01 16:23:20-03","UNICAMP","UEC","168089","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme",NA,"Batista, TA; Naves, AR","400","2011","08","03",NA,"Brazil","Minas Gerais","Hotel Casa Alpina Ao lado das antenas na cota 2100.","-44.817444","-22.377667",NA,"Arvore com 4, 5 m de altura. Folhas na face abaxial e caule esbranquiçados. Flores presentes nas axilas e esverdeadas. Ritidoma possui liquens verdes aderidos e é do tipo sujo com manchas brancas. Casca externa esverdeada e interna beg","UEC035829","UEC035829","Itamonte",NA,NA,NA,NA,NA,NA,"-44.817444","-22.377667",NA,NA,"2138","2138",NA,NA
"30","2021-03-01 16:23:20-03","UNICAMP","UEC","176630","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Arzolla, FARDP","985","2005","09","07",NA,"Brazil","São Paulo","região do Pico do Diamante","-45.579222","-22.788222",NA,"Árvore, 15 metros de altura, com flores.; Floresta Ombrófila Densa Alto-montanha, altitude aproximada de 1.850 metros.","UEC119672","UEC119672","Campos do Jordão","2017",NA,NA,NA,"10","17","-45.579222","-22.788222",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:23:20-03","UNICAMP","UEC","78628","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Godoy, SAP; Garcia, RJF; Ferreira, GMP","595","1995","06","21",NA,"Brazil","São Paulo","Parelheiros, SP-SP. Sítio à esquerda na Estrada Eng°Marsilac, sentido Eng° Marsilac. Mata após travessia do riacho, trilha depois do pasto.","-46.727778","-23.896111",NA,"Árvore ca. 5,0m alt., DAP 0,04m. Caule de casca rugosa. Flores creme esverdeadas.; Mata.","UEC101972","UEC101972","Parelheiros","2010",NA,NA,NA,"11",NA,"-46.727778","-23.896111",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:23:20-03","UNICAMP","UEC","187126","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Ivanauskas, NM; Polisel, RT","6468","2013","08","26",NA,"Brazil","Minas Gerais","Margem da estrada do Saqui.","-45.173889","-22.541389",NA,"Árvore de 9m. Capítulos brancos.; Floresta Ombrófila Mista.","UEC117739","UEC117739","Delfim Moreira","2015",NA,NA,NA,"05",NA,"-45.173889","-22.541389",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:23:20-03","UNICAMP","UEC","78630","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Godoy, SAP; Garcia, RJF; Ferreira, GMP","585","1995","06","21",NA,"Brazil","São Paulo","Parelheiros, SP-SP. Sítio à esquerda na Estrada Eng°Marsilac, sentido Eng° Marsilac. Mata após travessia do riacho, trilha depois do pasto.","-46.727778","-23.896111",NA,"Árvore ca. 4,0m alt., DAP 0,07m. Caule de casca lisa, capítulos verdes.; Mata.","UEC101973","UEC101973","Parelheiros","2010",NA,NA,NA,"11",NA,"-46.727778","-23.896111",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:23:20-03","UNICAMP","UEC","188734","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Hoehne, W","SPF11504","1945","08","06",NA,"Brazil","São Paulo","Brasil. São Paulo: Parque do Estado de São Paulo.",NA,NA,NA,"Árvore. Rev. Irmão Teodoro (08/02/1946).","UEC101969","UEC101969",NA,"2010",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:23:20-03","UNICAMP","UEC","178746","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Semir, J","19/2009","2009","10","21",NA,"Brazil","Minas Gerais",NA,"-46.366667","-22.9",NA,NA,"UEC036170","UEC036170","Extrema","2017",NA,NA,NA,"10","17","-46.366667","-22.9",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:23:20-03","UNICAMP","UEC","188738","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Hoehne, W","SPF11929","1946","06","18",NA,"Brazil","São Paulo","Brasil. São Paulo. Parque do Estado de São Paulo.",NA,NA,NA,"Forma feminina.","UEC101980","UEC101980",NA,"2010",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:23:20-03","UNICAMP","UEC","31204","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Gabrielli, AC; Martins, FR; Shepherd, GJ; Tamashiro, JY","2066","1983","09","06",NA,"Brazil","Minas Gerais","Estado de Minas Gerais - Brasil. Córrego do Meio.","-46.564722","-21.838889",NA,"Árvore de 6m, capítulos de cor creme-esverdeado.","UEC101977","UEC101977",NA,"2010",NA,NA,NA,"09",NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:23:20-03","UNICAMP","UEC","88990","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Hoehne, W","SPF11930","1946","08","23",NA,"Brazil","São Paulo","Brasil. São Paulo: Parque do Estado de São Paulo.",NA,NA,NA,"Forma masculina.","UEC101967","UEC101967",NA,"2010",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:23:20-03","UNICAMP","UEC","120116","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Nakajima, JN","Meireles, LD","353","2001","06","29",NA,"Brazil","Minas Gerais","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Árvore, 10m, capítulos com flores amarelas.","UEC087388","UEC087388","Camanducaia","2004","22140","auto",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:23:20-03","UNICAMP","UEC","158776","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Yamamoto, LF","Yamamoto, LF","2309","2006","08","23",NA,"Brazil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,"Arvoreta 3m. Flor branca.","UEC013564","UEC013564","Extrema",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,"1600","1600",NA,NA
"41","2021-03-01 16:23:20-03","UNICAMP","UEC","158775","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Yamamoto, LF","Yamamoto, LF","2310","2006","08","23",NA,"Brazil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,"Arvoreta 3. Flor creme.","UEC013561","UEC013561","Extrema",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,"1600","1600",NA,NA
"42","2021-03-01 16:23:20-03","UNICAMP","UEC","158772","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Yamamoto, LF","632","2002",NA,NA,NA,"Brazil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,NA,"UEC013560","UEC013560","Extrema","2017","15223","auto",NA,"10","18",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:23:20-03","UNICAMP","UEC","158778","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Yamamoto, LF","Yamamoto, LF","445","2002","07","26",NA,"Brazil","Minas Gerais","Serra do Lopo, Estrada da Embratel. Borda da estrada.","-46.3182983398438","-22.854700088501",NA,"20m. Poucas flores, em botão.","UEC013566","UEC013566","Extrema",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,"1530","1530",NA,NA
"44","2021-03-01 16:23:20-03","UNICAMP","UEC","158777","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Yamamoto, LF","Yamamoto, LF","734","2002","10","31",NA,"Brazil","Minas Gerais","Serra do Lopo, Pousada Céu da Mantiqueira.","-46.3182983398438","-22.854700088501",NA,"2m. Flor creme.","UEC013563","UEC013563","Extrema",NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,"1610","1610",NA,NA
"45","2021-03-01 16:23:20-03","UNICAMP","UEC","163880","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Meireles, LD","Monge, M; Meireles, LD; Nunes, JA","15","2005","01","02",NA,"Brazil","Minas Gerais","Brasil: Minas Gerais, Passa Quatro, Itaguaré, Trilha para o Pico do Itaguaré.","-44.9667015075684","-22.3903007507324",NA,"Arbusto 1,6m, flores jovens na beira da mata de araucária.; Na beira da mata de araucária.","UEC068361","UEC068361","Passa Quatro","2009","17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:23:20-03","UNICAMP","UEC","178542","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Monge, M","Ivanauskas, NM; Souza, FM; Alves, S; Souza, D; Rocha, E","6366","2011","08","30",NA,"Brazil","São Paulo","São Paulo, Município de Bananal, E. Ec. Bananal, Estrada de acesso à Estação (SAD69, Zona 23K, 564489S, 7478401W).","-44.3199996948242","-22.6800003051758",NA,"Árvore 5m, flores brancas.","UEC009738","UEC009738","Bananal","2013","26795","auto",NA,"10",NA,NA,NA,NA,NA,"1214","1214",NA,NA
"47","2021-03-01 16:23:20-03","UNICAMP","UEC","36115","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Queiroz, LP","Kinoshita, LS; Silvestre, MSF; Watanabe, HM; Semir, J; et al.","16548","1984","09","29",NA,"Brazil","São Paulo","Sp, mun. Campos do Jordão. Estrada entre Reserva do Inst. Florestal a S. José dos Alpes, mais ou menos 6Km.","-45.5900001525879","-22.7299995422363",NA,"Arbusto 3,0m alt. Capítulos creme.; Em mata de encosta e campo de altitude.","UEC101965","UEC101965","Campos do Jordão","1989","21048","auto",NA,"06",NA,NA,NA,NA,NA,"1700","1700",NA,NA
"48","2021-03-01 16:23:20-03","UNICAMP","UEC","161968","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Barros, F","2256","1991","04","09",NA,"Brazil","São Paulo","Ilha do Cardoso, Pico do Cardoso.","-47.9199981689453","-25.0100002288818",NA,"Arvoreta ca. 2,5 m alt.","UEC009319","UEC009319","Cananéia","2017","37574","auto",NA,"10","18",NA,NA,NA,NA,"840","840",NA,NA
"49","2021-03-01 16:23:20-03","UNICAMP","UEC","188736","S","Plantae","Magnoliopsida",NA,"Asteraceae","Baccharis","oreophila","Baccharis oreophila","Malme","Heiden, G","Kawazaki, ML; Franco, GADC","592","1994","08","18",NA,"Brazil","São Paulo","Brasil, São Paulo, Mun. Cunha, Parque Estadual da Serra do Mar, Pedreira.","-44.9599990844727","-23.0699996948242",NA,"Arbusto 4m altura, inflorescências esverdeadas, estames amarelos.","UEC101971","UEC101971","Cunha","2010","38855","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
