"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"27","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780380","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Fiebrig K",NA,"1908","01","01","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L2780380","NL-L2780380",NA,"Lamiales",NA,NA,"Southern America","N. Paraguay : Zwischen Rio Apa und Rio Aquidaban.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599594","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Huber O; Alarcon C",NA,"1982","09","24","Venezuela",NA,NA,"-62.45","7.466667","-62.45","7.466667","NL-U1599594","NL-U1599594",NA,"Lamiales",NA,NA,"Southern America","Edo. Bolivar distr. Piar sabanas en los alrededores del Hato Terecay 16 km al N de El Monteco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599595","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Boom B; Eisenberg A",NA,"1985","04","05","Venezuela",NA,NA,"-66.616667","6.75","-66.616667","6.75","NL-U1599595","NL-U1599595",NA,"Lamiales",NA,NA,"Southern America","Estado Bolivar distrito Ceden valley of Cano Colorado vicinity of Panare Indian village ca 30 km SW of National Guard post at Maniapure.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599762","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Lindeman JC; Haas JH de",NA,"1966","11","11","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1599762","NL-U1599762",NA,"Lamiales",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0137045",NA,NA,NA
"31","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599763","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Lindeman JC; Haas JH de",NA,"1967","01","10","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1599763","NL-U1599763",NA,"Lamiales",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0137055",NA,NA,NA
"32","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599766","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Lindeman JC",NA,"1980","12","22","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1599766","NL-U1599766",NA,"Lamiales",NA,NA,"Southern America","Rio Grande do Sul Embrapa Uepae former faz. 5 Cruzes 10 km SE of Bage.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-11-04 12:17:40-03","ESALQ","ESA","1858","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","elongata","Buchnera elongata",NA,NA,"Santoro, J.","705.0","1936","08","25","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA001858","ESA001858","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:15:40-03","ESALQ","ESA","132971","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia","Kunth","Scatigna, A.V.","Souza, V.C.; Latvis, M.; França. J.R.K.G.; Colletta, G.D.",NA,"2010","02","08","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564","49o46#?#63","25o28#?#23","ESA132971","ESA132971",NA,NA,NA,NA,NA,"Estrada Curitiba - Palmeira, próximo ao entroncamento para Ponta Grossa. Beira do Córrego Lajeado. Campo geral.",NA,"Erva, ca. 30 cm alt.; flores roxas","1000","1000","35166","auto","2019","12","16",NA,NA,NA,NA,NA
"35","2020-11-04 12:17:47-03","ESALQ","ESA","17657","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Pott, V.J.","1177.0","1989","12","06","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"ESA017657","ESA017657","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 12:17:47-03","ESALQ","ESA","17633","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Pott, A.","3302.0","1987","09","01","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"ESA017633","ESA017633","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 12:15:40-03","ESALQ","ESA","136968","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia","Kunth","M.M. Sosa","A. Pirondo","131.0","2012","03","19","Argentina","Corrientes","Concepción",NA,NA,NA,NA,"ESA136968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 12:17:47-03","ESALQ","ESA","97558","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia","Kunth","Souza, V.C.","Ganev, W.","2373.0","1993","10","31","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"ESA097558","ESA097558","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 12:17:47-03","ESALQ","ESA","68404","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Harley, R.M. et al.","7486.0","1984","12","23","Brasil","Bahia","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"ESA068404","ESA068404","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 12:17:47-03","ESALQ","ESA","78577","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Folli, D.A.","3743.0","2000","11","16","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"ESA078577","ESA078577","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 12:17:47-03","ESALQ","ESA","8738","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.","124.0","1989","04","09","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA008738","ESA008738","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 12:17:47-03","ESALQ","ESA","94006","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia","Kunth","Scatigna, A.V.","Souza, V.C.; Romão, G.O.; Rodrigues, C.D.N.; Dantas, A.P.T.","32052.0","2006","02","15","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"ESA094006","ESA094006","Magnoliophyta",NA,NA,NA,NA,"Rodovia do Café (BR 376) , km 552, 55 km de Ponta Grossa. Próximo ao Rio dos Papagaios. Campo geral.",NA,"Erva; flores roxas.",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 12:17:47-03","ESALQ","ESA","17627","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Pott, V.J.","1178.0","1989","12","06","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"ESA017627","ESA017627","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 12:17:47-03","ESALQ","ESA","71724","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Ganev, W.","2373.0","1993","10","31","Brasil","Bahia","Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,"ESA071724","ESA071724","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:17:47-03","ESALQ","ESA","71688","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Queiroz, L.P.","4748.0","1991","02","09","Brasil","Bahia","Vera Cruz","-38.6086006164551","-12.9603004455566",NA,NA,"ESA071688","ESA071688","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27816","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 12:17:47-03","ESALQ","ESA","110452","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia","Kunth","Scatigna, A.V.","Colletta, G.D.","293.0","2009","05","13","Brasil","Espírito Santo","Sooretama","-40.0978012084961","-19.1968994140625",NA,NA,"ESA110452","ESA110452","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto","2019","12","17",NA,NA,NA,NA,NA
"47","2020-11-04 12:17:47-03","ESALQ","ESA","17195","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia",NA,NA,"Souza, V.C. et al.","2404.0","1993","02","19","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA017195","ESA017195","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:24:34-03","CPAP","CPAP","1213","PreserverdSpecimen","Plantae","Orobanchaceae","Buchnera","longifolia","Buchnera longifolia","Kunth",NA,"Gasparini, M. L.","52","1984","10","25","Brasil","MS","Corumbá","-56.65","-18.983333","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,"Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,"Herbácea. FLOR: violácea. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Caronal. SUBSTRATO: . RELEVO: .","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
