"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","previousCatalogNumber","typeStatus","dayIdentified","fieldNumber","individualCount","sex"
"46","2019-11-21 14:46:13-03","UFJF","CESJ","47626","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","T. Mota; V. Belchior; L. Menini Neto; F.R.G. Salimena","44","América do Sul","Brasil","Res. Biológica de Santa Cândida",NA,"Arbusto 1,5m, folhas levemente discolores, flores lilases. Borda de mata.","CESJ047626",NA,"L.L. Giacomin","2006","08","15","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto","2009","05",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:46:13-03","UFJF","CESJ","30362","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","R.C. Almeida-Lafetá","199","América do Sul","Brasil","Reserva Biológica de Santa Cândida",NA,"Árvore, ca. 3 m alt., flor lilás, frutos maduros cinzas, ramos enegrecidos.","CESJ030362",NA,"E.A. Feliciano","1996","08","03","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto","2007","11",NA,NA,NA,"02",NA,NA,NA
"48","2019-11-21 14:46:13-03","UFJF","CESJ","9187","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","L. Krieger; U.C. Câmara","CESJ9187","América do Sul","Brasil","Rio do Peixe",NA,"Arbusto alto 3-4 m, flores roxo-claro. Planta inteira hirsuta.","CESJ009187",NA,"E.A. Feliciano","1970","09","12","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto","2007","11",NA,NA,NA,"02",NA,NA,NA
"49","2019-11-21 14:46:13-03","UFJF","CESJ","45677","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","J.E.Oliveira","1206","América do Sul","Brasil","Estação Experimental",NA,"Arbusto 3 m, flor lilás.","CESJ045677",NA,"J.R. Stehmann","1942","10","22","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:46:13-03","UFJF","CESJ","15371","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","L. Krieger","CESJ15371","América do Sul","Brasil",NA,NA,"Arbusto na capoeira, flores roxas.","CESJ015371",NA,"E.A. Feliciano","1946","09","18","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto","2007","11",NA,NA,NA,"02",NA,NA,NA
"51","2019-11-21 14:46:13-03","UFJF","CESJ","38610","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","A.M. Oliveira; J.R. Stehmann","32","América do Sul","Brasil","Picha do Cavalo, Mina Brucutu, Lat: 19°53'08 S, Lon: 43°26'10,9 W.",NA,"Em borda de mata, em canga couraçada; frutos verdes.","CESJ038610",NA,"J.R. Stehmann","2002","10","31","Minas Gerais","Barão dos Cocais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:46:13-03","UFJF","CESJ","26956","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","M.C. Brügger; N.A.Sambé","688","América do Sul","Brasil","Pirapitinga",NA,"Subarbusto, com uns 2 m, folhas pilosas, flores arroxedas, ocorrendo em área onde a vegetação anterior fora retirada. Solo constituído de areia solta e rica em humus.","CESJ026956",NA,"E.A. Feliciano","1990","08","15","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto","2007","11",NA,NA,NA,"02",NA,NA,NA
"53","2019-11-21 14:46:13-03","UFJF","CESJ","52469","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","A.C. Mezzonato; J.H.C. Ribeiro; D. Monteiro; F.S. Souza; J.A. Oliveira","22","América do Sul","Brasil","Serra Negra, RPPN Serra Negra",NA,"Arbusto 1,5m, no campo rupestre. Cálice verde. Pétalas liláses plicada de roxo. Anteras amarelas. Frutos imaturo verde.","CESJ052469",NA,"E.A. Feliciano","2008","10","25","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto","2009","02",NA,NA,NA,"13",NA,NA,NA
"54","2019-11-21 14:46:13-03","UFJF","CESJ","45176","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","J.R. Stehmann; M.F. Agra","3502","América do Sul","Brasil","Serra da Moeda",NA,"Arbusto, com indumento viscoso; na beira da estrada.","CESJ045176",NA,"J.R. Stehmann","1998","08","15","Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:46:13-03","UFJF","CESJ","24515","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","L. Krieger; M.C. Brügger; Orlando","CESJ24515","América do Sul","Brasil",NA,NA,"À beira da estrada, árvore de 5 m, flores lilacineas, espinhos presentes no caule.","CESJ024515",NA,"E.A. Feliciano","1988","10","10","Minas Gerais","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"15222","auto","2007","11",NA,NA,NA,"02",NA,NA,NA
"56","2019-11-21 14:46:13-03","UFJF","CESJ","53909","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","F.S. Souza; D. Monteiro; J.H.C. Ribeiro; F.R.G. Salimena; P.H. Nobre","736","América do Sul","Brasil","Serra Negra, Serrinha, Poços.",NA,"Arvoreta no campo rupestre. Flores roxas e estames amarelos.","CESJ053909",NA,"L. Menini Neto","2009","07","28","Minas Gerais","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"15222","auto","2010","06",NA,NA,NA,"16",NA,NA,NA
"57","2019-11-21 14:46:13-03","UFJF","CESJ","42162","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","K. Antunes; C.N. Matozinhos; L.Antunes","69","América do Sul","Brasil","Serra Negra, Cachoeira da Água Vermelha..",NA,"Árvore, 3-4m alt., no campo rupestre, frutos verdes.","CESJ042162",NA,"J.R. Stehmann","2004","04","09","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"20815","auto","2007","03",NA,NA,NA,"09",NA,NA,NA
"58","2019-11-21 14:46:13-03","UFJF","CESJ","61121","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","D.S. Santiago; L. Menini Neto; S.G. Furtado","374","América do Sul","Brasil","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária, localizada a 1.800 - 2.000 metros de altitude.",NA,"Arbusto, ca. 2 m. Frutos imaturos verdes.","CESJ061121",NA,"L.L. Giacomin","2012","12","08","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"29865","auto","2013","06",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:41:44-03","UNICAMP","UEC","63225","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Pequeno, PHA; et al.","16327",NA,"Brazil","Área Belgo Mineira",NA,"Flor roxa; Mata Atlântica - Herbaceo","UEC082484","UEC082484","Gouvêa, YF","1989","09","14","Minas Gerais","João Monlevade","-43.1735992431641","-19.8099994659424",NA,NA,NA,NA,"9985","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:41:44-03","UNICAMP","UEC","80645","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Stehmann, JR","2184",NA,"Brazil","Campus da UFJF",NA,"Arbusto, ca. 4m de altura, bastante ramificado; flores azuladas.","UEC082636","UEC082636",NA,"1995","10","15","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:41:44-03","UNICAMP","UEC","79801","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Stehmann, JR","2184",NA,"Brazil","Campus da UFJF",NA,"Arbusto, ca. 4m de altura, bastante ramificado; flores azuladas.","UEC082634","UEC082634",NA,"1995","10","15","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:41:44-03","UNICAMP","UEC","71126","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Semir, J; Stehmann, JR; Dutilh, JHA","28802",NA,"Brazil","Serra da Moeda, início da estrada ligando BR-040, para moeda.",NA,"Arbusto, ca. 1,5-2 metros. Flores lilás-escura. em borda de mata.","UEC082483","UEC082483","Gouvêa, YF","1993","08","08","Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"14750","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:41:44-03","UNICAMP","UEC","164923","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Meireles, LD; Shepherd, GJ; Nunes, JA; Belinello, R","1899",NA,"Brazil","Brasil, Minas Gerais, Passa Quatro, Estrada para Toca do Lobo.",NA,"Arbusto, cc.18m, flores roxas.; Floresta Montana.","UEC028681","UEC028681","Stehmann, JR","2005","07","21","Minas Gerais","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"17293","auto","2019","07",NA,NA,NA,"10",NA,NA,NA
"64","2021-03-01 16:41:44-03","UNICAMP","UEC","68182","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Menandro, MS","213",NA,"Brazil","Fazenda Vargem do Machado",NA,"Arbusto com + ou - 3m de altura; folhas discolores, pilosas com face inferior mais clara; flores imaturos verde e pretos.","UEC082482","UEC082482","Gouvêa, YF","1990","07","28","Minas Gerais","Rio Vermelho","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"26996","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:41:44-03","UNICAMP","UEC","85481","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Stehmann, JR","2214",NA,"Brazil","Fazenda da Barra.",NA,"Arbusto, em floresta secundária aberta; frutos de coloração verde.; Floresta secundária.","UEC082635","UEC082635","Stehmann, JR","1996","10","27","São Paulo","São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-06-29 23:03:18-03","UFPB","JPB","20054","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Agra, MF; Stheman","5343","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"1998","08","15","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-06-29 23:03:18-03","UFPB","JPB","20053","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Vidal, WN","491","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"1979","08","24","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-06 09:57:43-03","UFOP","OUPR","24796","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Cândido, E.S.; Scalon, V.R.; Silva, J.L. & Ângelis, C. de","193",NA,"Brasil","Parque Estadual do Itacolomi, Serrinha",NA,"Arvoreta. 3 m. Pétalas lilases. Anteras amarelas. Frutos passados predados alvacentos. Odor desagradável. Floresta",NA,NA,"Cândido, E.S.","2009","09","04","Minas Gerais","Mariana","-43.448861","-20.420306","1070","1070","-43.448861","-20.420306",NA,NA,"2009","09",NA,NA,NA,"04",NA,NA,NA
"69","2019-11-06 09:57:43-03","UFOP","OUPR","24809","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Cândido, E.S.; Scalon, V.R.; Silva, J.L. & Ângelis, C. de","206",NA,"Brasil","Parque Estadual do Itacolomi, Serrinha",NA,"Arbusto. Pétalas lilás-azuladas. Anteras amarelas. Indumento enegrecido na base de caule e esverdeado no ápice do caule e pedúnculo. Odor desagradável. Floresta",NA,NA,"Cândido, E.S.","2009","09","04","Minas Gerais","Mariana","-43.443611","-20.421917","1033","1033","-43.443611","-20.421917",NA,NA,"2009","09",NA,NA,NA,"04",NA,NA,NA
"70","2019-11-06 09:57:43-03","UFOP","OUPR","25299","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Cândido, E.S.; Bünger, M.O.; Borsali, E.F.; Fernandes, A.C.; Machado, T.M.; Silva, J.L. & Sobra","492",NA,"Brasil","Parque Estadual do Itacolomi, Próximo a Usina do Funil",NA,"Arvoreta. Pétalas lilases. Anteras amarelas. Aromática (cheiro desagradável). Mata",NA,NA,"Cândido, E.S.","2010","10","01","Minas Gerais","Ouro Preto","-43.469083","-20.473028","1079","1079","-43.469083","-20.473028",NA,NA,"2010","10",NA,NA,NA,"01",NA,NA,NA
"71","2019-11-06 09:57:43-03","UFOP","OUPR","22832","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Badini, J.","s.n.",NA,"Brasil","Samarco",NA,"Arbusto. Flores azuis. Beira da estrada",NA,NA,"Giacomin, L.L.","1977","11","22","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"33524","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-06 09:57:43-03","UFOP","OUPR","22833","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Badini, J.; Toffolo, M.","s.n.",NA,"Brasil","Antônio Pereira",NA,"Arbusto. Flores azuis. Campo",NA,NA,"Giacomin, L.L.","1942","12",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-06 09:57:43-03","UFOP","OUPR","9299","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Nogueira, R.E.","86",NA,"Brasil","APA Estadual Cachoeira das Andorinhas",NA,"Arbusto. Mata",NA,NA,"Cândido, E.S.","1999","09","20","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2011","01",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:57:43-03","UFOP","OUPR","22830","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Magalhães-Gomes, C.T.; Magalhães-Gomes, F.","s.n.",NA,"Brasil","Caminho de Saramenha",NA,"Arbusto espinhoso. Flores violáceas",NA,NA,"Giacomin, L.L.","1893","09",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:57:43-03","UFOP","OUPR","8201","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Badini, J.","s.n.",NA,"Brasil","Falcão",NA,"Arbusto. Flores azuis. Cerrado",NA,NA,"Giacomin, L.L.","1943","02",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:57:43-03","UFOP","OUPR","4209","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Magalhães-Gomes, F.","s.n.",NA,"Brasil","Fazenda do Manso, Entre Ouro Preto e Fazenda do Manso",NA,"Arbusto espinhoso. Flores violáceas",NA,NA,"Giacomin, L.L.","1893","09",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-06 09:57:43-03","UFOP","OUPR","4224","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Magalhães-Gomes, F.M.","s.n.",NA,"Brasil","Gambá",NA,"Arbusto. Flores violáceas. Mata",NA,NA,"Giacomin, L.L.","1897","11",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-06 09:57:43-03","UFOP","OUPR","22829","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Badini, J.","s.n.",NA,"Brasil","Itacolomi",NA,"Arbusto. Flores azuis. Campo",NA,NA,"Giacomin, L.L.","1943","01",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-06 09:57:43-03","UFOP","OUPR","22831","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Badini, J.","s.n.",NA,"Brasil","Saramenha",NA,"Arbusto. Flores violáceas. Mata na beira da estrada",NA,NA,"Giacomin, L.L.","1981","09","01","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2009","07",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:45:47-03","MBM","MBM","270350","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Oliveira, A.M.; et al.; et al.","32","Southern America","Brazil","Mina Brucutu",NA,NA,"MBM270350","MBM270350","Stehmann, J.R.",NA,NA,NA,"Minas Gerais","Barão dos Cocais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:45:47-03","MBM","MBM","104915","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49837","Southern America","Brazil","Serra da Moeda",NA,NA,"MBM104915","MBM104915","Nee, M.",NA,NA,NA,"Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:45:47-03","MBM","MBM","210204","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Stehmann, J.R.; et al.; et al.","2264","Southern America","Brazil","Serra da Moeda",NA,"Arbusto, muito ramificado, com copa arredondada, com ca. 4m de altura; em beira de mata; frutos atropúrpuras, alguns secando no próprio pé","MBM210204","MBM210204","Stehmann, J.R.",NA,NA,NA,"Minas Gerais","Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"14750","auto","2009","07",NA,NA,NA,"17",NA,NA,NA
"83","2015-09-15 21:57:37-03","MNHN","RECOLNAT_MNHN_P","P00083351","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Claussen, P.",NA,NA,"Brésil","Province de Rio de Janeiro, Novo Fribugo.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00083351' target='other'> <mi>dwc_moreinfo</mi></a>","P00083351","P00083351_01 P00083351_02","Agra","1842","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,"24",NA,NA
"84","2015-09-18 23:07:13-03","MNHN","RECOLNAT_MNHN_P","P00083355","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Vauthier, A.-C.",NA,NA,"Brésil","Marianna","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00083355' target='other'> <mi>dwc_moreinfo</mi></a>","P00083355","P00083355_01","Agra","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"531",NA,NA
"85","2015-09-18 23:07:30-03","MNHN","RECOLNAT_MNHN_P","P00083356","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Vauthier, A.-C.",NA,NA,"Brésil","Marianna","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00083356' target='other'> <mi>dwc_moreinfo</mi></a>","P00083356","P00083356_01","Agra","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"531",NA,NA
"86","2016-01-14 18:51:13-02","MNHN","RECOLNAT_MNHN_P","P00083357","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Vauthier, A.-C.",NA,NA,"Brésil","Marianna","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00083357' target='other'> <mi>dwc_moreinfo</mi></a>","P00083357","P00083357_01","Agra","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"531",NA,NA
"87","2011-04-01 17:17:49-03","MNHN","RECOLNAT_MNHN_P","P00083358","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Gaudichaud, C.",NA,NA,"Brésil","Prov. de Minas Geraes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00083358' target='other'> <mi>dwc_moreinfo</mi></a>","P00083358","P00083358_01 P00083358_02","Agra","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA
"88","2015-09-24 17:55:30-03","MNHN","RECOLNAT_MNHN_P","P00614727","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Saint-Hilaire, A. de",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00614727' target='other'> <mi>dwc_moreinfo</mi></a>","P00614727","P00614727_01","Agra","1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C 447",NA,NA
"89","2015-09-04 12:16:12-03","MNHN","RECOLNAT_MNHN_P","P00614728","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Saint-Hilaire, A. de",NA,NA,"Brésil","Province de ? Serra a Negra","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00614728' target='other'> <mi>dwc_moreinfo</mi></a>","P00614728","P00614728_01","Agra","1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/B. 66",NA,NA
"90","2015-09-04 13:13:02-03","MNHN","RECOLNAT_MNHN_P","P00614729","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Saint-Hilaire, A. de",NA,NA,"Brésil","Province de ? Serra a Negra","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00614729' target='other'> <mi>dwc_moreinfo</mi></a>","P00614729","P00614729_01","Agra","1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/B. 66",NA,NA
"91","2019-01-21 14:35:41-02","JBB","HEPH","34336","S","Plantae","Dicotyledon","Solanales","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Vieira, KIC; Resende, HC; Werneck, HA","10","Southern America","Brasil","Estrada Antiga Bento Rodrigues, Estrada de terra para Bento Rodrigues; beira da estrada, sentido Bento Rodrigues.",NA,"Indivíduo com n° de ponto 022 - ID: RD 014.",NA,NA,"Moreira, NC; Gouvêa, YF","2017","08","23","Minas Gerais","Mariana","-43.2534","-20.1551","718","718","-43.2534","-20.1551",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:42:15-03","UFMG","BHCB","147670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Giacomin, LL; Silveira, FAO; Burkowski, PM","1187","Southern America","Brasil","Distrito de Cardeal Mota, Margens da rodovia MG-10.",NA,"Prensado em álcool. Duas exsicata.; Arbusto ereto. Frutos enegrescidos.; em campo rupestre quartzitico.","BHCB026748","BHCB026748",NA,"2010","07","12","Minas Gerais","Santana do Riacho","-43.595111","-19.289694","1227","1227","-43.595111","-19.289694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:42:15-03","UFMG","BHCB","157222","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Gontijo, FD","204","Southern America","Brasil","Cava Leste, Mina de Fábrica Nova, Complexo Mariana.Floresta Estacional Semidecidual.",NA,"Arbusto.",NA,NA,NA,"2011","10","14","Minas Gerais","Mariana","-43.435278","-20.199167","1060","1060","-43.435278","-20.199167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:42:15-03","UFMG","BHCB","164589","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","Semir, J; Stehmann, JR; Dutilh, JHA","s.n.","Southern America","Brasil","Serra da Moeda, Início da estrada ligando Br-040 para Moeda",NA,"Arbusto; ca. 1,5-2 metros; flores lilás-escura; Borda de mata","BHCB009541",NA,NA,"1993","08","08","Minas Gerais","Moeda","-43.96","-20.272222",NA,NA,"-43.96","-20.272222",NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,NA
