"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","eventTime","individualCount"
"52","2021-03-15 18:28:59-03","USP","SPF","223476","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Giaretta, A",NA,"Giaretta, A","1491","2015","02","08",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Trilha para o Pico do Papagaio.","-44.1725","-23.141667",NA,NA,NA,"Arvoreta ca. 3,5 m alt. Tronco com casca lisa, ritidoma em lâminas papiráceas. Folhas jovens vermelhas. Amostra em sílica.; Floresta Ombrófila em encosta.","SPF00223476",NA,"2016",NA,NA,NA,"02",NA,"-44.1725","-23.141667",NA,NA
"53","2021-03-15 18:28:59-03","USP","SPF","223668","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Giaretta, A",NA,"Giaretta, A","1476","2015","01","30",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Sítio Cedro. Margem do rio Macaé.","-42.441","-22.365639",NA,NA,NA,"Árvore ca. 6 m alt. Amostra em sílica.","SPF00223668",NA,"2016",NA,NA,NA,"02",NA,"-42.441","-22.365639",NA,NA
"54","2019-11-13 11:26:45-03","USP","SPF","67310","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Lemos, D","s.n.","1923","08",NA,NA,"Brasil","São Paulo",NA,"Estação Biológica do Alto da Serra",NA,NA,NA,NA,NA,NA,"SPF00067310",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-25 13:52:46-03","UNIVILLE","JOI","18494","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Vieira, F.C.S.",NA,"Vieira, F.C.S.","2860","2018","09","05",NA,"Brasil","Santa Catarina","Joinville","Morro do Finder. ARIE Morro do Iririú","-48.830278","-26.256667","150","150",NA,NA,"JOI018494",NA,"2018",NA,NA,NA,"09","10","48º49'49''W","26º15'24''S",NA,NA
"56","2021-03-25 13:52:46-03","UNIVILLE","JOI","5255","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","M. Sobral",NA,"F.C.S. Vieira","1878","2008","07","08",NA,"Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621","40","40",NA,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI005255","JOI005255","2012","22441","auto",NA,"01","01",NA,NA,NA,NA
"57","2021-03-25 13:52:46-03","UNIVILLE","JOI","12637","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","A. Sobral",NA,"Schmoeller, F","160","2011","09","12",NA,"Brasil","Santa Catarina","Joinville","Empresa Franke.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"; HABITAT: sub bosque; HABITO: arbusto","JOI012637","JOI012637","2012","37150","auto",NA,"01","01",NA,NA,NA,NA
"58","2021-03-25 13:52:46-03","UNIVILLE","JOI","12375","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M.",NA,"Sapelli, I.R.","398","2012","06","21",NA,"Brasil","Santa Catarina","Joinville","Perini.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"; HABITAT: borda de mata; HABITO: arbusto","JOI012375","JOI012375","2012","37150","auto",NA,"11","21",NA,NA,NA,NA
"59","2021-03-04 11:17:34-03","UEFS","HUEFS","87235","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calycorectes","lourteigiae","Calycorectes lourteigiae","Mattos & D.Legrand",NA,"Isótipo","Hatschbach, G.","19665","1968","09","04",NA,"Brasil","Paraná","Guaratuba","Serra de Araraquara.","-48.5746994018555","-25.8827991485596","100","100",NA,NA,"HUEFS0087235",NA,NA,"41937","auto","Rosanae",NA,NA,NA,NA,NA,NA
"60","2019-10-07 09:35:20-03","UEFS","HUEFS","87505","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand",NA,"Tipo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087505",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:35:20-03","UEFS","HUEFS","87504","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand",NA,"Tipo","Reitz","1795","1954","08","24",NA,"Brasil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,"100","100",NA,"Mata.","HUEFS0087504",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"62","2020-04-29 16:30:12-03","UFVJM","HDJF","4263","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6308","2016","07","15","Southern America","Brasil","São Paulo","Ubatuba","Saindo de Ubatuba para Taubaté, lote na saída da cidade","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"HDJF004263","HDJF004263_01","2016","34265","auto",NA,"07",NA,NA,NA,NA,NA
"63","2020-11-23 11:39:08-03","IAC","IAC","20812","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","M.E.G. Sobral",NA,"H.F. Leitão Filho","647","1968","11","22",NA,"Brasil","São Paulo","Pariquera-Açu","Saída da cidade Rumo a Iguape e Cananéia","-47.8811","-24.715",NA,NA,NA,"floresce em dezembro",NA,NA,"2012",NA,NA,NA,"06","22","-47.8811","-24.7150",NA,NA
"64","2020-11-23 11:39:08-03","IAC","IAC","21923","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","M.E.G. Sobral",NA,"H.F. Leitão Filho","813","1969","12","20",NA,"Brasil","São Paulo","Sete Barras","Serra do Mar","-47.9256","-24.3878",NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,"06","20","-47.9256","-24.3878",NA,NA
"65","2019-02-27 14:02:49-03","UFSJ","HUFSJ","3327","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Cadorin, TJ","1914","2010","04","07",NA,"Brasil","Santa Catarina","Garuva","Foresta Ombrófila Densa.","-48.738889","-26.029456",NA,NA,NA,NA,"HUFSJ003327",NA,"2011",NA,NA,NA,NA,NA,"-48.738889","-26.029456",NA,NA
"66","2020-11-12 17:01:54-03","UEL","FUEL","27635","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Ziller, SR; Maschio, W","903","1995","08","16",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"1999","37295","auto",NA,"04","02",NA,NA,NA,NA
"67","2020-11-12 17:01:54-03","UEL","FUEL","13193","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Soares-Silva, LH",NA,"Kawakita, K","17","1994","04","07",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-11-12 17:01:54-03","UEL","FUEL","22849","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Cardoso, CMV",NA,"Herrmann, BC","20","1999","01","20",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-11-12 17:01:54-03","UEL","FUEL","22850","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Cardoso, CMV",NA,"Herrmann, BC","23","1999","01","20",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-10-16 14:13:56-03","UEL","FUEL","26018","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Hertel, PFB","230",NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Cachoeira","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"FUEL010278",NA,"2001","12577","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-11-12 17:01:54-03","UEL","FUEL","11054","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Druzian; et al.","354","1988","11","22",NA,"Brasil","São Paulo","Campinas","I.A.C.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"FUEL010281",NA,"1993","23900","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:05:38-03","UnB","UB","144805","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Costa, IR; et al.;","833","2008","03","17","Southern America","Brasil","Paraná ","Agudos do Sul","Estrada saindo de Curitiba pela BR- 116 (sentido sul), entrar na entrada de Agudos do sul e depois pegar a estrada de terra a esquerda.","-49.3353004455566","-25.9925003051758",NA,NA,NA,"Árvore com cerca de 8m, frutos maduros amarelos.",NA,NA,"2016","16165","auto",NA,"01",NA,NA,NA,NA,NA
"73","2019-11-01 15:05:38-03","UnB","UB","174280","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1399","1997","04","16","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba. Mata Atlântica de encosta, Morro doCorisco.","-45.0699996948242","-23.4300003051758","1000","1000",NA,"Árvore 505 com 6 m de altura, casca lisa, folhas jovens rosadas, com botões.",NA,NA,"2015","34265","auto",NA,"09",NA,NA,NA,NA,NA
"74","2019-11-01 15:05:38-03","UnB","UB","191144","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Faria, JEQ; Lima, MEL","3037","2012","11","21","Southern America","Brasil","São Paulo","Santo André","Parque Natural Municipal Nascentes de Paranapiacaba, borda da trilha da comunidade, parcela F3, indivíduo 1539 do estudo de doutorado de Marcos Enoc","-46.283056","-23.769722","942","942",NA,"Árvore ca. 5 m de altura, caule liso castanho soltando placas finas, folha fortemente repanda, fruto imaturo verde cinéreo, 4 sementes no fruto, embrião grande, creme e parcialmente fundido (coletado material em sílica gel); Floresta ombrófila densa",NA,NA,NA,NA,NA,NA,NA,NA,"-46.283056","-23.769722",NA,NA
"75","2019-11-01 15:05:38-03","UnB","UB","191145","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Faria, JEQ; Lima, MEL","3043","2012","11","22","Southern America","Brasil","São Paulo","Santo André","Reserva Biológica do Alto da Serra de Paranapiacaba, trilha 1, na subida do primeiro morro, à beira do vale do rio Mogi","-46.313889","-23.781111","821","821",NA,"Arvoreta ca. 3,5 m de altura, caule liso castanho, folha fortemente repanda, fruto imaturo verde cinéreo (coletado material em sílica gel); Floresta ombrófila densa montana",NA,NA,NA,NA,NA,NA,NA,NA,"-46.313889","-23.781111",NA,NA
"76","2019-11-01 15:05:38-03","UnB","UB","194957","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Sanchez, M; Pedroni, F","1876","1998","01","25","Southern America","Brasil","São Paulo","Ubatuba","Margens do Rio da Fazenda","-44.8","-23.366667","100","100",NA,"Árvore 6m., com botões; Mata atlântica de encosta",NA,NA,"2015",NA,NA,NA,"08",NA,"-44.8","-23.366667",NA,NA
"77","2019-11-01 15:05:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria, JEQ",NA,"Leitão Filho, HF","647","1968","11","22","Southern America","Brasil","São Paulo",NA,"Rod. Pariquera-Açu - Iguape;",NA,NA,NA,NA,NA,"Natibo em parque de uma propriedade",NA,NA,"2015",NA,NA,NA,"09",NA,NA,NA,NA,NA
"78","2020-08-20 20:40:26-03","UFSC","FLOR","40030","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Mattos, J.",NA,"Hatschbach, G.","342","1946","08","18",NA,"Brasil","Paraná","Morretes","Est. Marumby.","-48.834400177002","-25.476900100708",NA,NA,NA,"árvore, flor alva, 7m altura. Recebida por J. Mattos de Herbário Hatschbach.","FLOR0040030",NA,"2002","30514","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-08-20 14:58:16-03","UFSC","FLOR","62761","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Vieira, F.C.S.",NA,"Mello, A.S.; Daltrini, C.; Aguiar, T.","213","2009","06","23",NA,"Brasil","Santa Catarina","Itapema","Praia Grossa, Local de diagnóstico para criação de Unidade de Conservação.","-48.611400604248","-27.0902996063232",NA,NA,NA,"arvoreta 6 metros, casca lisa esbranquiçada a amarronzada, flores brancas Habitat: Floresta Ombrófila densa submontana","FLOR0062761","FLOR0062761","2020","9090","auto",NA,"04","18",NA,NA,NA,NA
"80","2021-03-04 15:45:23-03","IF","SPSF","26674","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","malacantha","Eugenia malacantha",NA,NA,NA,"S.R.Ziller & W.Maschio","903","1995","08","16","América do Sul","Brasil","PR","Guaraqueçaba","Fazenda GUAM, Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:43:55-03","UFRGS","ICN","061026","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Hatschbach, G","45280","1982","09","03","América do Sul","Brasil","PR","Antonina","Margulhão","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Arbusto 3m, flor alva; Mata pluvial de pequeno vale entre morros",NA,NA,"2002","38300","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:43:55-03","UFRGS","ICN","124090","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Crevi, AC; et al.","2369","1986","09","12","América do Sul","Brasil","PR","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Árvore de 7 a 8 m de altura",NA,NA,"2002","38300","auto",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:11:32-03","IBt","SP","384774","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Faria Jr, JEQ",NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1399","1997","04","16",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, mata atlântica de encosta, Morro do Corisco","-44.8","-23.366667","1000","1000",NA,"Árvore 505 com 6m alt., casca lisa, folhas jovens rosadas, com botões","SP028135","SP028135","2012",NA,NA,NA,"10",NA,"-44.8","-23.366667",NA,NA
"84","2019-11-21 10:11:32-03","IBt","SP","310864","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Mazine, FF",NA,"Ferretti, AR; et al.","36","1996","12","12",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar. Núcleo Cunha, trilha da Barra do rio (S,W), floresta ombrófila densa, ao longo do rio Paraibuna","-44.9599990844727","-23.0699996948242",NA,NA,NA,"Árvore 6m alt., casca fina, tronco variegado, marrom-claro e creme, folhas de bordo muito ondulado",NA,NA,"2017","38855","auto",NA,"07","25",NA,NA,NA,NA
"85","2019-11-21 10:11:32-03","IBt","SP","348583","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Mazine, FF",NA,"Leitão Filho, HF","647","1968","11","22",NA,"Brasil","São Paulo","Pariquera-Açu","Rod. Pariquera Açu-Iguape, nativo em parque de uma propriedade.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"SP057028","SP057028","2017","17990","auto",NA,"07","25",NA,NA,NA,NA
"86","2019-11-21 10:11:32-03","IBt","SP","373207","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D.Legrand","Sobral, M",NA,"Simão Bianchini, R; Grantsau, I; Simone, LW","1573","2003","08","13",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, interior da mara da estrada para Taquarussú, na trilha das Hortências.","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Arvorreta ca, 4m alt., ápice dos ramos e pecíolos jovens avermelhados, flores alvas.","SP006306","SP006306","2007","27258","auto",NA,NA,NA,NA,NA,NA,NA
"87","2014-09-23 10:58:55-03","G","G","G00223486","S","Plantae",NA,NA,"Myrtaceae","Eugenia","malacantha","Eugenia malacantha","D. Legrand","?","TYPUS of Eugenia malacantha D. Legrand","Reitz, R. & R. M. Klein","1795","1954","08","24","AMERIQUE DU SUD","Brazil","Santa Catarina",NA,NA,"-51.16277778","-27.02861111",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=217331&base=img&lang=en","G00223486","G00223486",NA,NA,NA,NA,NA,NA,"-51.16277778","-27.02861111",NA,NA
