"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"186","2019-08-27 13:32:08-03","IAP","PACA-AGP","36933","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Hatschbach, G.","1941","12","27","Brasil","PR","Piraquara","Morro Albino","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"PACA036933",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in silva",NA,NA,NA,"Magnoliophyta","Rosales","12577","auto","Magnoliatae",NA,NA,NA,NA,NA
"187","2019-08-27 13:32:08-03","IAP","PACA-AGP","92933","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","C. Mondin","2000","08",NA,"Mondin, C.","2000","08","19","Brasil","RS","Arroio do Sal","Balneário Rondinha Nova","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"PACA092933",NA,"1968","Planta com cerca de 2m de altura.&nf;HASU 10426. Habitat: Na vegetação arbustiva Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Rosales","15157","auto","Magnoliatae",NA,NA,NA,NA,NA
"188","2019-08-27 13:32:08-03","IAP","PACA-AGP","92931","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","J. Larocca",NA,NA,NA,"J. Larocca","1989","12","15","Brasil","RS","Arroio dos Ratos","Horto Terra Dura (RIOCELL)","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"PACA092931",NA,NA,"Planta com 1,5 m de altura.&nf;HASU 2572. Habitat: Dentro de vassoroca Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Rosales","29956","auto","Magnoliatae",NA,NA,NA,NA,NA
"189","2019-08-27 13:32:08-03","IAP","PACA-AGP","45359","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1950","01","18","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"PACA045359",NA,NA,"sicher, 22.7.1954.; fl.subaperto Habitat: in silvula nebulari",NA,NA,NA,"Magnoliophyta","Rosales","55856","auto","Magnoliatae",NA,NA,NA,NA,NA
"190","2019-08-27 13:32:08-03","IAP","PACA-AGP","53838","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1953","02","03","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"PACA053838",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in silvula nebulari",NA,NA,NA,"Magnoliophyta","Rosales","55856","auto","Magnoliatae",NA,NA,NA,NA,NA
"191","2019-08-27 13:32:08-03","IAP","PACA-AGP","64353","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1958","09","19","Capparelli","1957","12","18","Brasil","RS","Camaquã",NA,"-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"PACA064353",NA,NA,"sicher, 19.9.1958.; fl. Habitat: in silvula",NA,NA,NA,"Magnoliophyta","Rosales","49429","auto","Magnoliatae",NA,NA,NA,NA,NA
"192","2019-08-27 13:32:08-03","IAP","PACA-AGP","45106","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1950","01","04","Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA045106",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in silvula paludosa",NA,NA,NA,"Magnoliophyta","Rosales","27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"193","2019-08-27 13:32:08-03","IAP","PACA-AGP","45235","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1950","01","04","Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA045235",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in silvula paludosa",NA,NA,NA,"Magnoliophyta","Rosales","27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"194","2019-08-27 13:32:08-03","IAP","PACA-AGP","85841","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","R.A. Wasum",NA,NA,NA,"R.A. Wasum","2001","01","21","Brasil","RS","São Francisco de Paula","estrada para Taquara","-50.5835990905762","-29.4480991363525",NA,NA,"830","830","PACA085841",NA,"905","VULNERÁVEL&nf;HUCS 17095 Habitat: na orla da mata",NA,NA,NA,"Magnoliophyta","Rosales","76715","auto","Magnoliatae",NA,NA,NA,NA,NA
"195","2019-08-27 13:32:08-03","IAP","PACA-AGP","37385","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1946","07","08","Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA037385",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in rupestribus dumetosis",NA,NA,NA,"Magnoliophyta","Rosales","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"196","2019-08-27 13:32:08-03","IAP","PACA-AGP","42738","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1949","08","05","Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA042738",NA,NA,"sicher, 22.7.1954.; fr.submaturo Habitat: in rupestribus dumetosis",NA,NA,NA,"Magnoliophyta","Rosales","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"197","2019-08-27 13:32:08-03","IAP","PACA-AGP","59175","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1957","05","17","Rambo, B.","1956","02","03","Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA059175",NA,NA,"sicher, 17.5.1957.; fl. Habitat: in dumetosis",NA,NA,NA,"Magnoliophyta","Rosales","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"198","2019-08-27 13:32:08-03","IAP","PACA-AGP","87534","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","A. Sehnem",NA,NA,NA,"Sehnem, A.","1965","07","31","Brasil","RS","São Leopoldo","Morro do Chápeu","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA087534",NA,"8436","Habitat: arbustiva in summo monte",NA,NA,NA,"Magnoliophyta","Rosales","10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"199","2019-10-18 16:50:12-03","IAP","PACA-AGP","102215","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","De Marchi, T. C.",NA,NA,NA,"T. C. de Marchi","2007","09","25","Brasil","RS","Sapucaia do Sul","Morro Sapucaia.","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"PACA102215",NA,"221","Habitat: Na encosta do morro.",NA,NA,NA,"Magnoliophyta","Rosales","7291","auto","Magnoliatae",NA,NA,NA,NA,NA
"200","2019-08-27 13:32:08-03","IAP","PACA-AGP","12","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Rambo, B.","1933","02","12","Brasil","RS","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"PACA000012",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in silvula paludosa",NA,NA,NA,"Magnoliophyta","Rosales","21077","auto","Magnoliatae",NA,NA,NA,NA,NA
"201","2019-08-27 13:32:08-03","IAP","PACA-AGP","47954","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Emrich-Rambo","1954","07","22","Sehnem, A.","1947","12","20","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA047954",NA,NA,"sicher, 22.7.1954.; fl. Habitat: in silvula prope litus",NA,NA,NA,"Magnoliophyta","Rosales","27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"202","2019-08-27 13:32:08-03","IAP","PACA-AGP","47914.1","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","B. Rambo",NA,NA,NA,"Sehnem, A.","1947","12","20","Brasil","SC","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA047914-1",NA,"2998","Habitat: ad mare",NA,NA,NA,"Magnoliophyta","Rosales","27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"203","2019-08-27 13:32:08-03","IAP","PACA-AGP","70026","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","D. Falkenberg",NA,NA,NA,"D. Falkenberg","1987","10","31","Brasil","SC","Ilhota","Morro do Baú - Parque Botânico","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"PACA070026",NA,"4540",NA,NA,NA,NA,"Magnoliophyta","Rosales","18275","auto","Magnoliatae",NA,NA,NA,NA,NA
"204","2019-08-27 13:32:08-03","IAP","PACA-AGP","65134","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Reitz","1956",NA,NA,"Klein","1954","11","30","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA065134",NA,"890","HBR 9621 Ecossistema: Mata Atlântica",NA,NA,NA,"Magnoliophyta","Rosales","27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"205","2020-12-20 21:16:44-03","UFV","VIC","4963","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","Hatschbach, G.","1967","10",NA,"Hatschbach, G.","1967","03","30","Brasil","Paraná","Quatro Barras","Mata de encosta. Altitude de 1000 msm.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"VIC004963","VIC004963","15228","Arvoreta com 5,0 metros de altura.",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"206","2021-03-24 17:08:56-03","UFES","SAMES","6487","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Stivel-Santos,A.; Legal,E.;Silveira,S.","2010","02","18","Brasil","Santa Catarina","Angelina","2 km do centro de Angelina","-48.9852981567383","-27.5685997009277","-485822223.0","-273447222.0",NA,NA,"SAMES06487",NA,"1710","Flor branca Habito: Arvoreta",NA,NA,NA,NA,NA,"25961","auto",NA,NA,NA,NA,NA,NA
"207","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0042276","PreservedSpecimen","Plantae","Cucurbitaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"J. M. Silva","1988","1","10","Brazil","Parana",NA,"Brajatuba (mun. Guaratuba)","-48.5667","-25.9",NA,NA,NA,NA,NA,NA,"464","arbusto 3 m de alto, flores alvescentes",NA,NA,NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA
"208","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0042277","PreservedSpecimen","Plantae","Cucurbitaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl","G. Hatschbach",NA,NA,NA,"Y. S. Kuniyoshi","1985","1","30","Brazil","Parana",NA,"Marancias de Serra Imun. Piraquara)","-49.0667","-25.4333",NA,NA,NA,NA,NA,NA,"4824","arvore frequente, flores alvas, floreste pluvial Atlantica",NA,NA,NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA
"209","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0042275","PreservedSpecimen","Plantae","Cucurbitaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl",NA,NA,NA,NA,"A. Krapovickas; C.L. cristobal","1988","1","28","Brazil","Santa Catarina",NA,"Itajuba","-53.508333","-26.898056",NA,NA,NA,NA,NA,NA,"42127","arbolito ca 4 m alt, flores blancas",NA,NA,NA,"Magnoliophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-21 14:33:42-03","UFJF","CESJ","22323","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","F.R.G. Salimena","1988",NA,NA,"L. Krieger; et. alii","1988","05","01","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Tronqueira",NA,NA,NA,NA,NA,NA,"CESJ022323","CESJ022323 CESJ022323_1","CESJ22323","Árvore pequena, flores esbranquiçadas.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-06-30 18:32:07-03","UFJF","CESJ","25885","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","P.H. Cardoso","2018","07",NA,"M.L.G. Lisboa","1991","11","30","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Próximo ao alojamento.",NA,NA,NA,NA,NA,NA,"CESJ025885",NA,"s.n.","Ca 1,0m de comp.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-21 14:33:42-03","UFJF","CESJ","8612","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","J.R. Pirani","1992",NA,NA,"U.C. Câmara","1970","05","15","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"CESJ008612",NA,"CESJ8612","No campo, árvore de 1,50m, em flor. Na mata até 3m, sem flor. Flores aclamídeas, creme.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-09 19:01:09-03","UFJF","CESJ","34083","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","P.H. Cardoso","2018","07",NA,"R.M. Castro; M.A. Heluey","2001","03","25","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ034083",NA,"228","Arvoreta na borda da mata nebular, próximo ao curso d'água. Folhas discolores. Flores alvas. Frutos avermelhados.","América do Sul",NA,NA,"Angiosperma",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"214","2020-11-09 19:01:09-03","UFJF","CESJ","24662","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","J.R. Pirani","1992",NA,NA,"F.R.G. Salimena; et. alii","1991","05","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ024662",NA,"s.n.","Árvore ca. 3,0m. em mata ciliar à beira de curso d'água. Flores alvas.","América do Sul",NA,NA,"Angiosperma",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"215","2020-11-09 19:01:09-03","UFJF","CESJ","32677","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","P.H. Cardoso","2018","07",NA,"F.R.G. Salimena","2000","12",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ032677",NA,"s.n.",NA,"América do Sul",NA,NA,"Angiosperma",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"216","2019-11-21 14:33:42-03","UFJF","CESJ","11105","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","J.R. Pirani","1992",NA,NA,"L. Krieger","1971","12","11","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CESJ011105",NA,"CESJ11105","Árvore regular (6m). Flores branco-creme, próximo ao mar.","América do Sul",NA,NA,"Angiosperma",NA,"41937","auto",NA,NA,NA,NA,NA,NA
"217","2019-11-21 14:33:42-03","UFJF","CESJ","71330","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","F. Gonzatti","2014","11","11","C.A. Marchett","2010","02","03","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"1100","1100","CESJ071330",NA,"26","No interior da mata.","América do Sul",NA,NA,"Angiosperma",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"218","2019-11-21 14:33:42-03","UFJF","CESJ","59101","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl. ex Ser.","J. Cordeiro","2009",NA,NA,"J. Cordeiro; E. Barbosa","2009","04","07","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"CESJ059101",NA,"3003","Arbusto, 2,20m alt., flor alvacenta. Matinha nebular.","América do Sul",NA,NA,"Angiosperma",NA,"37493","auto",NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:42:32-03","UFMS","CGMS","5407","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","A.C. Cervi",NA,NA,NA,"A.C. Cervi","1996","11","21","Brasil","Paraná","Paraná","Arapoti-Jaguariaíva. Estrada para Arapoti.",NA,NA,NA,NA,NA,NA,"CGMS1012086",NA,NA,"Flor alvas. Habito: Arvoreta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-04-07 11:42:32-03","UFMS","CGMS","39082","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","D. Sampaio","2001","11","28","Disciplina Princípios e Métodos em Taxonomia Vegetal.","2001","12","21","Brasil","São Paulo","São Luís do Paraitinga","Núcleo Santa Virgínia (IF). Trilha do rio Ipirang.","-45.1166667","-23.3333333","-45,1166667","-23,3333333","925","925","CGMS1068470",NA,"35","Flores eBotões brancos. Heliófita. Doação HRCB. Coordenadas originais 23°20#?#66,00'S 45°07#?#30,00'W Habitat: Floresta Ombrófila Densa Montana. Habito: Árvore. 5,00m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-04-07 11:42:32-03","UFMS","CGMS","76169","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","G. Hatschbach",NA,NA,NA,"G. Hatschbach","1963","12","16","Brasil","Paraná","Guaratuba","Piçaras.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CGMS1109124",NA,"10809","Flor alva. Doação UPCB 4579. Habitat: Orla do mangue. Habito: Arvoreta, 6 m de altura.",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"222","2021-04-07 11:42:32-03","UFMS","CGMS","76170","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","A.C. Cervi",NA,NA,NA,"A.C. Cervi; O. Bolos & Y. Kunioschi","1985","01","31","Brasil","Paraná","Piraquara","Mananciais da Serra.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"CGMS1109125",NA,"2297","Doação UPCB 13124. Habitat: Borda da mata. Habito: Árvore, 7 m de altura.",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"223","2019-11-27 13:47:18-03","UFS","ASE","15343","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl.","Cordeiro, J","2009",NA,NA,"Cordeiro, J; Barbosa, E","2009","04","07","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri","-36.1507","-9.4956","-36.1507","-9.4956",NA,NA,"ASE0022133","ASE0022133","3003","Arbusto, 2,20 m. Flor alvacenta. Matinha nebular.; Arbusto, 2,20 m. Flor alvacenta. Matinha nebular.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-27 13:47:18-03","UFS","ASE","39458","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl.","Oliveira, AA","2015","02","28","Oliveira, AA de","2015","02","28","Brasil","Santa Catarina","Passos Maia","Baia","-52.011","-26.4912","-52.011","-26.4912",NA,NA,"ASE0040979",NA,"1193","Floresta ombrófila mista.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-01 16:28:51-03","UNICAMP","UEC","072279","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Zickel, CS","1997","08",NA,"Leitão Filho, HF; Rodrigues, RR; Rozza, AF; Sposito, TC; Santos, K; Vieira, AP","1995","02","11","Brazil","São Paulo","IIha Comprida","Estrada de acesso à praia.","-47.916389","-25.020278","-47.916389","-25.020278",NA,NA,"UEC044062","UEC044062","33327","3m de altura, com frutos verdes; em borda de mata.; Mata de Restinga.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-08-20 10:10:29-03","UNICAMP","UEC","150261","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Bertoncello, R","2008",NA,NA,"Bertoncello, R; Pansonato, M","2007","04","24","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro.","-74.230833","-52.186667","-74.230833","-52.186667","1200","1200","UEC044063","UEC044063","326",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-01 16:28:51-03","UNICAMP","UEC","098335","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Torezan, JMD","1998","01",NA,"Elias, SI; Silva, MMR; Amador, DB; Freitas, FO; Rodrigues, RR; Souza, VC","1997","12","11","Brazil","São Paulo","Bom Sucesso de Itararé","Bom Sucesso.","-49.160833","-24.274444","-49.160833","-24.274444",NA,NA,"UEC044045","UEC044045","46","Árvore de 4m. Frutos Imaturos esverdeados, maduros pretos deicentes. Estípula alada avermelhada interpeciolar.; Floresta Estacional Aluvial, beira de riacho.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-01 16:28:51-03","UNICAMP","UEC","149416","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Urbanetz, C","2008","11",NA,"Urbanetz, C; Matsumoto, RS","2008","11","22","Brazil","São Paulo","Cananéia","KM 31,5 da rodovia SP-226.","-47.9125","-24.905556","-47.9125","-24.905556","10","14","UEC044061","UEC044061","500","Árvore, ca. 4m, flores brancas.; Floresta de restinga, solo arenoso.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-01 16:28:51-03","UNICAMP","UEC","149606","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Urbanetz, C",NA,NA,NA,"Brazil","São Paulo","Cananéia","Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.","-47.918056","-24.9025","-47.918056","-24.9025",NA,NA,"UEC044064","UEC044064","470","Floresta alta de restinga.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-01 16:28:51-03","UNICAMP","UEC","200134","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.",NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","UEC177681","UEC177681","M2147","Parcela M - Projeto Biota-FAPESP. Árvore com 15 metros de altura. Frequência da espécie na parcela: n=1",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:28:51-03","UNICAMP","UEC","159871","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Franco, GADC","2010","01","29","Miashike, RL; Ivanauskas, NM; Silva, JB; Godoy, JRL; Machado, SD","2009","12","07","Brazil","São Paulo","Apiaí","Parque Estadual Turístico do Alto Ribeira, Núcleo Caboclos, Estrada de terra entre a guarita dos vigilantes e o Núcleo Caboclos.","-48.603056","-24.398611","-48.603056","-24.398611","821","821","UEC017922","UEC017922","50","Árvore, 9m. Flor em botão.; Floresta Ombrófila Densa Aluvial (SAD 69, zona 22J).",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:28:51-03","UNICAMP","UEC","175836","S","Plantae","Cunoniaceae","Weinmannia","paulliniifolia","Weinmannia paulliniifolia","Pohl ex Ser.","Rodrigues, RR","2007","04","03","Coelho, RLG; Delfini-Feliciano, C; Pinho-Ferreira, MA; Shimizu, GH; Barbosa, TDM","2007","04","03","Brazil","Santa Catarina","Urupema","Fazendo Faroda, Trilha do pasto sujo. Atrás da sede.","-49.879167","-27.916667","-49.879167","-27.916667","1400","1400","UEC072377","UEC072377","116","Árvore. 3m. Frutos maduros.; Floresta Ombrófila Mista.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
