"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-01 16:34:25-03","UNICAMP","UEC","121825","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Romero, R; Almeda, F; Martins, AB; Guimarães, P; Belinello, R","5749","1999","05","12",NA,"Brazil","Bahia","Estrada Palmeiras - Caete-Açú, ca. 19Km de Palmeiras, trilha para a Cachoeira da Fumaça","-41.5588989257812","-12.5289001464844","1300","1400",NA,"Subarbusto, ca. 0,8m; frutos secos; Pouco frequente no local. Campo limpo em meio a capões, solo arenoso e úmido (chapadão)","UEC080623","UEC080623",NA,"Palmeiras",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA
"12","2021-03-01 16:34:25-03","UNICAMP","UEC","136712","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Conceição, AA","1074","2002","07","05",NA,"Brazil","Bahia","Serra da Larguinha, Gerais no caminho para a Cachoeira da Fumaça","-41.5588989257812","-12.5289001464844","1300","1300",NA,"Subarbusto, 80cm alt. Cálice verde-claro. Pétalas roxo-claro. Anteras amarelas ou laranjas ou vermelhas. Estilete roxo.; Campo rupestre","UEC080625","UEC080625","Martins, AB","Palmeiras",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA
"13","2020-12-21 16:34:25-03","MBM","MBM","206252","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B. Martins","ISOTYPE","Queiroz, L.P. de; et al.; et al.","1955","1987","10","11","Southern America","Brazil","Bahia","Próximo à localidade de Caeté Açu. Cachoeira da Fumaça (Glass).","-41.5588989257812","-12.5289001464844","1200","1200",NA,"Pequeno arbusto de ca. 1,2m altt., com folhas revolutas. Lascínios do cálice avermelhados na frutificação; Pequeno arbusto de ca. 1,2m alt.; com folhas revolutas. Lascínios do cálice avermelhados na frutificação.","MBM206252","MBM206252","Martins, A.B.","Palmeiras",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA
"14","2005-02-01 09:54:08-02","MNHN","RECOLNAT_MNHN_P","P01167439","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B. Martins",NA,"Queiroz, L.P. de|&, al.",NA,"1987","10","11",NA,"Brésil","Bahia","Bahia, Palmeiras: proximo à localidade de Caeté Açu","-41.45","-12.6",NA,"1200","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167439' target='other'> <mi>dwc_moreinfo</mi></a>","P01167439","P01167439_01","Martins","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,"1955",NA,NA
"15","2020-12-11 11:38:16-03","UFMG","BHCB","44455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins","Isotypus","Queiroz, LP de; et al.","1955","1987","10","11","Southern America","Brasil","Bahia","Cachoeira da fumaça. Próx. a localidade de Caeté Açu.","-41.454722","-12.600278","1200","1200",NA,"Pequeno arbusto de ca. 1,2m de altura, com folhas revolutas. Lascínios do cálice avermelhados na frutificação.","BHCB000298","BHCB000298",NA,"Palmeiras",NA,"-41.454722","-12.600278","1993","10","07",NA,NA,NA,NA,NA
"16","2015-08-13 05:50:00-03","MO","MOBOT","3226873","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B. Martins",NA,"R.M. Harley","Harley 26925","1988","11","19","South America","Brazil","Bahia","Mun.: Barra da Estiva. Morro do Ouro. 9km ao S da cidade na estrada para Ituaçú. Campos gerais e campo rupestre com afloramento rochoso. Campo pedregoso.","-41.3","-13.7","1100.00000000",NA,NA,NA,NA,NA,"J.J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","3180895","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B. Martins",NA,"R. M. Harley, D. J. N. Hind & T. Cavalcante","26925","1988","11","19","South America - Neotropics","Brazil","Bahia","Morro do Ouro. 9 km ao S da cidade na estrada para Ituaçu.","-41.3","-13.7","1100",NA,NA,NA,"US01900789","US01900789_01 US01900789_02",NA,"Barra da Estiva","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","3274669","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B. Martins",NA,"L. P. de Queiróz","1955","1987","10","11","South America - Neotropics","Brazil","Bahia","Municipio de Palmeiras, proximo a localidade de Caete Açu: Cachoeira de Fumaça.","-41.4547","-12.6003","1200","1200",NA,"Paratype","US00604249","US00604249_01 US00604249_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"19","2021-03-15 18:28:45-03","USP","SPF","207698","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Harley, RM; Hind, DJN; Cavalcanti, TB","26925","1988","11","19",NA,"Brasil","Bahia","Morro do Ouro, 9 km ao S da cidade na estrada para Ituaçú.","-41.3","-13.7","1100","1100",NA,NA,"SPF00207698",NA,"Wurdack, JJ","Barra da Estiva",NA,"-41.3","-13.7","1990",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 18:28:45-03","USP","SPF","85125","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Arbo, MM","5713","1992","11","22",NA,"Brasil","Bahia",NA,"-41.233333","-13.666667","1190","1290",NA,NA,"SPF00085125",NA,"Martins, AB","Barra da Estiva",NA,"-41.233333","-13.666667",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 18:28:45-03","USP","SPF","30644","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Noblick, LR","1143","1979","04","24",NA,"Brasil","Bahia",NA,"-41.3899993896484","-12.563099861145","1400","1500",NA,NA,"SPF00030644",NA,"Martins, AB","Lençóis",NA,NA,NA,"1998","11",NA,"47385","auto",NA,NA,NA
"22","2021-03-15 18:28:45-03","USP","SPF","164748","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Conceição, AA","1074","2002","07","05",NA,"Brasil","Bahia","Serra da Larguinha","-41.3899993896484","-12.563099861145","1300","1300",NA,NA,"SPF00164748","SPF00164748","Martins, AB","Lençóis",NA,NA,NA,"2002","12",NA,"47385","auto",NA,NA,NA
"23","2021-03-15 18:28:45-03","USP","SPF","101820","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Guedes, MLS","1500","1987","10","11",NA,"Brasil","Bahia",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"SPF00101820",NA,"Martins, AB","Palmeiras",NA,NA,NA,"1998","11",NA,"20767","auto",NA,NA,NA
"24","2019-10-07 09:34:20-03","UEFS","HUEFS","6338","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins","Holótipo","Queiroz, L.P.de","702","1983","06","30",NA,"Brasil","Bahia","Cachoeira Glass.","-41.483333","-12.616667","1200","1200",NA,NA,"HUEFS0006338","HUEFS0006338","A.B.Martins","Caeté-Açú","Rosanae","41W29'","12S37'","1990","04",NA,NA,NA,NA,NA,NA
"25","2019-10-07 09:34:20-03","UEFS","HUEFS","8389","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins","Isótipo","Queiroz, L.P.de","1955","1987","10","11",NA,"Brasil","Bahia","Próximo à localidade de Caeté Açú: Cachoeira da Fumaça (Glass).","-41.45","-12.6","1200","1200",NA,NA,"HUEFS0008389","HUEFS0008389_01 HUEFS0008389_02",NA,"Palmeiras","Rosanae","41W27'","12S36'",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-07 09:34:20-03","UEFS","HUEFS","123221","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Carvalho, P.D.","386","2007","07","24",NA,"Brasil","Bahia","Trilha da Cachoeira da Fumaça.","-41.566667","-12.55","1320","1320",NA,"Campo rupestre.","HUEFS0123221","HUEFS0123221",NA,"Palmeiras","Rosanae","41W34'","12S33'",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:34:20-03","UEFS","HUEFS","144521","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Ferreira, J.L.","340","2007","02","10",NA,"Brasil","Bahia","Trilha para a Cachoeira da Fumaça.","-41.475","-12.604167","1266","1266",NA,NA,"HUEFS0144521","HUEFS0144521",NA,"Palmeiras","Rosanae","41W28'30''","12S36'15''",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-04 11:17:34-03","UEFS","HUEFS","158156","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Pigozzo, C.M.","218","2008","03",NA,NA,"Brasil","Bahia",NA,"-41.3","-12.683333","1000","1100",NA,"Campo rupestre.","HUEFS0158156","HUEFS0158156","M.J.R.Rocha","Mucugê","Rosanae","41W18'","12S41'","2012","07",NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:34:20-03","UEFS","HUEFS","227741","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Souza, J.M.","209","2011","07","26",NA,"Brasil","Bahia","Caete-Açu, Vale do C Serra da Fumaça","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"HUEFS0227741","HUEFS0227741",NA,"Palmeiras","Rosanae",NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA
"30","2019-10-07 09:34:20-03","UEFS","HUEFS","161502","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"van den Berg, C.","1453","2005","07","10",NA,"Brasil","Bahia","Trilha da Cachoeira da Fumaça (Gerais)","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"HUEFS0161502","HUEFS0161502","C.M.L.R.Araújo","Palmeiras","Rosanae",NA,NA,"2011","09",NA,"20767","auto",NA,NA,NA
"31","2020-07-23 12:12:59-03","CEPLAC","CEPEC","108292","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides",NA,"Paratipo","R. M. Harley","26925","1988","11","19",NA,"Brasil","Bahia","Morro do Ouro. Km ao S da cidade na estrada para Ituaçú.","-41.3","-13.7",NA,NA,NA,NA,NA,NA,"A. B. Martins","BARRA DA ESTIVA",NA,"41W18'","13S42'",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-23 12:12:59-03","CEPLAC","CEPEC","48284","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides",NA,"Paratipo","R. M. Harley","26925","1988","11","19",NA,"Brasil","Bahia","Morro do Ouro. 9Km ao S cidade na estrada para Ituaçú.","-41.3","-13.7",NA,NA,NA,NA,NA,NA,"J. F. A. Baumgratz","BARRA DA ESTIVA",NA,"41W18'","13S42'",NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"33","2020-07-23 12:12:59-03","CEPLAC","CEPEC","72845","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides",NA,"Paratipo","L. P. de Queiroz","1955","1987","10","11",NA,"Brasil","Bahia","Proximo a Caeté-Açú: Cachoeira da Fumaça (Glass).","-41.454722","-12.600278",NA,NA,NA,NA,NA,NA,"A. B. Martins","palmeiras",NA,"41W27'17","12S36'1",NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"34","2020-07-23 12:12:59-03","CEPLAC","CEPEC","38465","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides",NA,"Isótipo","M. L. Guedes","702","1983","06","30",NA,"Brasil","Bahia","Sem informação.","-38.9557991027832","-12.6183004379272",NA,NA,NA,NA,NA,NA,"A. B. Martins","CACHOEIRA",NA,NA,NA,NA,NA,NA,"26884","auto",NA,NA,"30/12/1999"
"35","2019-05-06 11:59:31-03","UFU","HUFU","62981","S","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Romero, R.; Almeda, F.; Belinello, R.; Martins, A.B. & Guimarães, P.","5749","1999","05","12",NA,"Brasil","Bahia","Estrada Palmeiras-Caeté-Açú, ca. 19 km de Palmeiras, trilha para a Cachoeira da Fumaça.",NA,NA,"1300","1400",NA,"Subarbusto, ca. 0,8 m alt. Frutos secos.","HUFU00061791","HUFU00061791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-03-14 10:42:27-03","CAS","CAS-BOT","540781","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Romero, R.; Almeda, F.; Martins, A. B.; Guimarães, P; Belinello, R.","5749","1999","5",NA,"South America","Brazil","Bahia","Estrada Palmeiras-Caeté-Açú, ca. 19km de Palmeiras, trilha para a Cachoeira da Fumaça.",NA,NA,"1300","1400",NA,"Subarbusto, ca. 0,8m. Pouco frequente no local. Frutos secos.",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 09:29:31-03","IBt","SP","209877","S","Plantae",NA,NA,"Melastomataceae","Marcetia","lychnophoroides","Marcetia lychnophoroides","A.B.Martins",NA,"Guedes, MLS; Queiroz, LP; Santos, NS","741","1983","06","30",NA,"Brasil","Bahia",NA,"-38.9557991027832","-12.6183004379272",NA,NA,NA,NA,NA,NA,"Martins, AB","Cachoeira",NA,NA,NA,"1996","05",NA,"26884","auto",NA,NA,NA
