"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","phylum","identifiedBy","yearIdentified","typeStatus","recordNumber","continentOcean","locality","occurrenceRemarks","imagecode","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","order","individualCount"
"1","2021-03-31 13:41:33-03","MN","R","232239","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","Alves, R.J.V. 8779; Abreu, N.L.","2011","09","24","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","20815","R010035747,R010035748,R010035749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-06-30 18:32:51-03","UFJF","CESJ","27405","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","F.R.G. Salimena","1993","10","13","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417","CESJ027405","auto","Angiosperma","F.R. Di Maio","1997","Holotypus","s.n.","América do Sul","Parque Estadual do Ibitipoca, Próximo ao Cruzeiro","Flores lilases, arbusto ca. 1,0m alt.m na mata rala, em margem de curso d'água.&nf;HOLOTYPUS","CESJ027405 CESJ027405_1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-11-21 14:44:29-03","UFJF","CESJ","58833","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","R.J.V. Alves; N.L. Abreu","2011","09",NA,"Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","20815","CESJ058833","auto","Angiosperma","J.A. Oliveira","2011",NA,"8779","América do Sul","Serra Negra, crista da serra","Subarbusto 1m, corola lilaz azulado, 6(5-4) tépalas. No precipício.",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-11-21 14:44:29-03","UFJF","CESJ","64809","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","J.A. Oliveira","2012","10","12","Brasil","Minas Gerais","Rio Preto","-43.879722","-21.965",NA,"CESJ064809",NA,"Angiosperma",NA,NA,NA,"228","América do Sul","Serra Negra. Burro de Ouro.","Arbusto, ca. 50cm alt., em campo rupestre, em beira de grutas. Heliófila. Folhas discolores. Inflorescência verde, cálice verde, corola roxa. Flores 4-5-meras observadas. Material em sílica.",NA,NA,"-43.879722","-21.965","1610","1610",NA,NA,NA,NA
"5","2019-11-21 14:44:29-03","UFJF","CESJ","9438","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","U.C. Câmara","1970","10","01","Brasil","Minas Gerais",NA,NA,NA,NA,"CESJ009438",NA,"Angiosperma","J.A. Oliveira","2016",NA,"9438","América do Sul","Serra de Ibitipoca","Arbusto, 1,20m; flor roxo-anil; no barranco.",NA,"03",NA,NA,NA,NA,"07",NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US","3242669","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","F. R. Salimena-Pires","1993","10","13","Brazil","Minas Gerais",NA,NA,NA,NA,"US00589184",NA,NA,NA,NA,"Possible isotype","27405","South America - Neotropics","Margem de Curso d'Agua, proximo ao Cruzeiro, parque Estadual de Ibitip.",NA,"US00589184_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Rubiales","1"
"7","2021-02-23 13:23:04-03","MN","R-TIPOS","193516","PreservedSpecimen","Plantae","Rubiaceae","Hindsia","ibitipocensis","Hindsia ibitipocensis","Di Maio","Salimena-Pires, F.R.","1993","10","13","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417","R000193516","auto",NA,"Di Maio, F.R.","1997","Holotypus","s.n.",NA,"Parque Estadual de Ibitipoca",NA,"R000193516_001","06",NA,NA,NA,NA,"25",NA,NA,NA
