"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","typeStatus","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"47","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","30930",NA,"Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino/10-06-2015","R.R. Vervloet; V. Demuner, E. Bausen","3084","2007","08","01",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416111","-19.248611",NA,"Arvoreto 4m, frutos imaturos de cor verde vináceos.","MBML030930","MBML030930","300","300",NA,NA,NA,NA,NA,NA,"40W24'58","19S14'55",NA,NA,NA,NA,NA
"48","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","31080",NA,"Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino/10-06-2015","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3185","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556",NA,"Árvore 10m, frutos maduros de cor verde vináceo","MBML031080","MBML031080","350","350",NA,NA,NA,NA,NA,NA,"40W48'52","18S52'32",NA,NA,NA,NA,NA
"49","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","31995",NA,"Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Brig. ex Prance","R.Asprino/Junho-2015","V. Demuner; T. A. Cruz e R. R. Vervloet.","4469","2007","11","06",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889",NA,"Arvoreta 7m, frutos vináceos. Interior de mata alterada.","MBML031995","MBML031995","280","280",NA,NA,NA,NA,NA,NA,"40W24'59","19S14'56",NA,NA,NA,NA,NA
"50","2021-03-04 11:04:49-03","UFRB","HURB","24883","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"Costa, G.; Aona, L.Y.S.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","3701","2018","12","08",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"PM 37","HURB000024883","HURB000024883",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-26 14:12:32-03","CPACT","ECT","3687","PreservedSpecimen","Plantae","Embryophyta",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","D.R.Vahl","M.Sobral; K.Esposito","6260","1989","09",NA,NA,"Brasil","Minas Gerais","Cardeal Mota","Serra do Cipó. Região de campos rupestres entremeados de matas de galeria. Mata de galeria. Coordenadas geográficas obtidas a partir dos dados de localidade, Serra do Cipó.","-43.618611","-19.327222",NA,NA,"ECT0003687","ECT0003687","835","835","2018",NA,NA,NA,"04",NA,"43º37'7''W","19º19'38''S","04",NA,NA,NA,NA
"52","2021-02-04 10:26:59-03","UFRPE","HST","3966","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","F.Gomes-Silva","M.T.Monteiro","23674","1972","05","19",NA,"Brasil","Bahia","Prado","Fazenda Alcoprado","-39.2207984924316","-17.341100692749",NA,"Flores alvas com estames de cor rósea e perfumadas.","HST003966",NA,NA,NA,"2016",NA,"53161","auto","10",NA,NA,NA,"25",NA,NA,NA,NA
"53","2021-02-25 10:12:46-03","CVRD","CVRD","11195","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Domingos A. Folli","Folli, D.A.","6017","2008","04","09","América do Sul","BRASIL","ES","Pinheiros",NA,"-40.126297","-18.336199",NA,"<ll>dwc_commonname:</ll> Macuco","CVRD011195",NA,NA,NA,"2008",NA,NA,NA,"05","Magnoliopsida","-40,126297","-18,336199","09",NA,NA,NA,NA
"54","2021-02-25 10:12:46-03","CVRD","CVRD","10005","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Domingos A. Folli","Folli, D.A.","5486","2007","03","02","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Macuco","CVRD010005",NA,NA,NA,"2007",NA,"48094","auto","03","Magnoliopsida",NA,NA,"02",NA,NA,NA,NA
"55","2021-02-25 10:12:46-03","CVRD","CVRD","12952","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Geovane S. Siqueira","Siqueira, G.S.","528","2010","03","16","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"estipulas no peciolo das folhas <ll>dwc_commonname:</ll> Macuco","CVRD012952",NA,NA,NA,"2010",NA,"48094","auto","03","Magnoliopsida",NA,NA,"16",NA,NA,NA,NA
"56","2021-02-25 10:12:46-03","CVRD","CVRD","2234","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Ghillea T. Prance","Farias, G.L.","270","1989","04","24","América do Sul","BRASIL","ES","Linhares","Ao lado da Fazenda Cata-vento.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Macuco","CVRD002234",NA,NA,NA,"1991",NA,"48094","auto","10","Magnoliopsida",NA,NA,"01",NA,NA,NA,NA
"57","2021-02-25 10:12:46-03","CVRD","CVRD","1369","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","M. S. Barros","Sobral, M.","4671","1986","03","23","América do Sul","BRASIL","ES","Linhares","Árvore no interior da mata.","-40.0722007751465","-19.3910999298096",NA,"Estames róseo-violaceos. <ll>dwc_commonname:</ll> Macuco","CVRD001369",NA,NA,NA,"1987",NA,"48094","auto","03","Magnoliopsida",NA,NA,"07",NA,NA,NA,NA
"58","2021-02-25 10:12:46-03","CVRD","CVRD","298","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Ghillea T. Prance","Folli, D.A.","76","1979","05","08","América do Sul","BRASIL","ES","Linhares","Lado esquerdo da Est. Contra mão, sendo Viveiro para Escritório.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Macuco","CVRD000298",NA,NA,NA,"1983",NA,"48094","auto","04","Magnoliopsida",NA,NA,"08",NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3517375","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"W. W. Thomas, A. M. Carvalho, P. Gasson & S. C. Sant' Ana","8923","1992","1","29","South America - Neotropics","Brazil","Bahia","Ilhéus","Along road from Olivença to Maruim","-39.05","-14.98",NA,NA,"US01353496","US01353496_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","3027244","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"R. M. Harley, S. J. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","18256","1977","1","25","South America - Neotropics","Brazil","Bahia",NA,"5 km North of Comandatuba, SE of Una","-39.02","-15.32",NA,NA,"US01353497","US01353497_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"61","2019-11-13 11:17:51-03","USP","SPF","64100","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Thomas, WW","6024","1988","02","18",NA,"Brasil","Bahia","Una",NA,"-38.033333","-15.383333",NA,NA,"SPF00064100",NA,NA,NA,"1990",NA,NA,NA,NA,NA,"-38.033333","-15.383333",NA,NA,NA,NA,NA
"62","2019-11-13 11:17:51-03","USP","SPF","100683","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Prance, GT","Pirani, JR","3585","1995","02","22",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,"SPF00100683",NA,NA,NA,"1998",NA,"28626","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-07 09:29:59-03","UEFS","HUEFS","141436","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino","Resende, S.G.","1657","2007","04","30",NA,"Brasil","Bahia","Prado","Fazenda Riacho das Ostras.","-39.233333","-17.215",NA,NA,"HUEFS0141436","HUEFS0141436",NA,NA,"2015",NA,NA,NA,"07","Rosanae","39W14'0''","17S12'54''",NA,NA,NA,NA,NA
"64","2019-10-07 09:29:59-03","UEFS","HUEFS","145016","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino","Vervloet, R.R.","3185","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras. Zequinha.","-40.814444","-18.875556",NA,NA,"HUEFS0145016","HUEFS0145016","350","450","2015",NA,NA,NA,"07","Rosanae","40W48'52''","18S52'32''",NA,NA,NA,NA,NA
"65","2019-10-07 09:29:59-03","UEFS","HUEFS","188513","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino","Matos, E.N.de","3389","2012","04","21",NA,"Brasil","Bahia","Una","Fazenda Bolandeira","-39.007778","-15.34",NA,"Restinga. Floresta","HUEFS0188513","HUEFS0188513",NA,NA,"2015",NA,NA,NA,"07","Rosanae","39W0'28''","15S20'24''",NA,NA,NA,NA,NA
"66","2019-10-07 09:29:59-03","UEFS","HUEFS","216997","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","R.Asprino","Monteiro, M.T.","23674","1972","05","19",NA,"Brasil","Bahia","Prado","Fazenda Alcoprado.","-39.2207984924316","-17.341100692749",NA,NA,"HUEFS0216997","HUEFS0216997",NA,NA,"2015",NA,"53161","auto","09","Rosanae",NA,NA,NA,NA,NA,NA,NA
"67","2019-09-04 18:09:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,NA,"J. S. Blanchet","1508",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"68","2019-01-23 11:06:58-02","F","FMNH-SEEDPLANTS","V0044062F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,NA,"J. S. Blanchet","1508",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0044062F","V0044062F_01",NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"69","2020-07-23 12:02:54-03","CEPLAC","CEPEC","6851","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"G. T. Prance","T. S. dos Santos","1677","1971","05","20",NA,"Brasil","Bahia","PORTO SEGURO","Estr. p/ Cabralia.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA
"70","2020-07-23 12:02:54-03","CEPLAC","CEPEC","79849","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"R. Asprino","P. J. M. Maas","7039","1987","11","26",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Estação Ecológica do Pau-brasil (ESPAB). CEPLAC. Ca. 16Km a W de Porto Seguro.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,"30/05/2016",NA
"71","2020-07-23 12:02:54-03","CEPLAC","CEPEC","11286","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"G. T. Prance","T. S. dos Santos","2898","1975","02","22",NA,"Brasil","Bahia","VALENÇA","Km 10 Rod. p/ Guaibim.","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,NA,NA,NA,NA,"43634","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA
"72","2020-07-23 12:02:54-03","CEPLAC","CEPEC","130380","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"E. P. Queiroz","E. P. Queiroz","2632",NA,NA,NA,NA,"Brasil","Bahia","SALVADOR","Bairro de São Marcos, Jardim Botânico de Salvador.","-38.416667","-12.093611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W25'","12S5'37",NA,NA,NA,NA,NA
"73","2020-07-23 12:02:54-03","CEPLAC","CEPEC","124815","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"R. Asprino","S. G. Rezende","1657","2007","04","30",NA,"Brasil","Bahia","PRADO","Fazenda Riacho das Ostras. Obs.: 75 W.","-39.233333","-17.215",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W14'0","17S12'54",NA,NA,NA,NA,NA
"74","2020-07-23 12:02:54-03","CEPLAC","CEPEC","153452","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"R. Asprino","Schulte, T.F.","343","2016","03","14",NA,"Brasil","Bahia","ITANAGRA","Conglomerado BA_724-2-5-48","-38.041667","-12.263056",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W2'30","12S15'47",NA,NA,NA,"15/3/2017",NA
"75","2020-07-23 12:02:54-03","CEPLAC","CEPEC","153454","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"R. Asprino","Schulte, T.F.","345","2016","03","14",NA,"Brasil","Bahia","ITANAGRA","Conglomerado BA_724-2-10-119","-38.041667","-12.263056",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W2'30","12S15'47",NA,NA,NA,"15/3/2017",NA
"76","2020-07-23 12:02:54-03","CEPLAC","CEPEC","19182","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"G. T. Prance","R. M. Harley","18256","1977","01","25",NA,"Brasil","Bahia","UNA","5Km N Comandatuba, a SE Una.","-39.016667","-15.316667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","15S19'",NA,NA,NA,"30/09/1978",NA
"77","2020-07-23 12:02:54-03","CEPLAC","CEPEC","90523","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"P. Fiaschi","A. M. de Carvalho","7128","2002","03","16",NA,"Brasil","Alagoas","MURICÍ","Bananeiras.",NA,"-9.229722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35W52'78","9S13'47",NA,NA,NA,"30/01/2003",NA
"78","2020-07-23 12:02:54-03","CEPLAC","CEPEC","61608","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"G. T. Prance","W. W. Thomas","10212","1994","10","30",NA,"Brasil","Bahia","ILHÉUS","10Km S Rod. Ilheus/Pontal/Olivenca, 3Km W Faz. Manguinho.","-39.083333","-14.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","14S55'",NA,NA,NA,"30/10/1994",NA
"79","2020-07-23 12:02:54-03","CEPLAC","CEPEC","82512","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"R. Asprino","W. W. Thomas","12008","1995","02","06",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, ao longo da Rod. entrada p/ o centro de visitas a E da Rod. para o Parque.","-37.415","-16.867222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37W24'54","16S52'2",NA,NA,NA,"30/05/2016",NA
"80","2020-07-23 12:02:54-03","CEPLAC","CEPEC","6833","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"G. T. Prance","T. S. dos Santos","1695","1971","05","24",NA,"Brasil","Bahia","CAMACAN","BR-101 ao Rio Pardo.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA
"81","2020-07-23 12:02:54-03","CEPLAC","CEPEC","8399","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"G. T. Prance","A. Eupunino","212","1972","02","08",NA,"Brasil","Bahia","PORTO SEGURO","Km 9 Rod. p/ Eunapolis.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA
"82","2020-07-23 12:02:54-03","CEPLAC","CEPEC","42964","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"R. Asprino","P. J. M. Maas","7039","1987","11","26",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Estação Ecológica do Pau-brasil, ca. 16Km W de Porto Seguro.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,"30/05/2016",NA
"83","2020-07-23 12:02:54-03","CEPLAC","CEPEC","31079","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis",NA,"T. S. dos Santos","L. A. Mattos-Silva","1668","1983","03","08",NA,"Brasil","Bahia","UNA","Entr. de ramal Km 13 Rod. Una/Canavieiras. Marg. Rio Doce.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,"30/12/1983",NA
"84","2016-08-23 10:59:05-03","NHMLondon","NHM-LONDON-BOT","BM000602448","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Ghillean Tolmie (Iain) Prance; b.1937; Prance","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","1508",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/679e524558183a857e5e99f5e2b5babfa49826ef/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"1968","Holotype",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"NHMUK:ecatalogue:4982679"
"85","2021-02-08 12:39:18-03","UFRGS","ICN","090301","S","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","cf. insignis","Hirtella cf. insignis","Briq. ex Prance","Stehmann, JR","Sobral, M; Esposito, K","6260","1989","09",NA,"América do Sul","Brasil","MG","Cardeal Mota","Serra do Cipó",NA,NA,NA,"Arvoreta 4m altura, flores róseo-claras.; Região de campos rupestres entremeados de matas de galeria.",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:39:18-03","UFRGS","ICN","066808","S","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance","Menandro, M","Sobral, M","4671","1986","03",NA,"América do Sul","Brasil","ES","Linhares","Reserva da Florestas Rio Doce","-40.0722007751465","-19.3910999298096",NA,"Árvore 8m altura, flores brancas, estames róseo-violáceos.; Em interior de mata.",NA,NA,NA,NA,"1986",NA,"48094","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-09-17 08:57:50-03","IBt","SP","321157","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","insignis","Hirtella insignis","Briq. ex Prance",NA,"Pirani, JR","3585","1995","02","22",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,NA,NA,NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
