"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","order","fieldNumber","preparationType","typeStatus","individualCount","class","previousCatalogNumber","sex"
"11","2019-02-15 11:46:50-02","IPA","IPA","90476","S","Plantae","Plantae","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne",NA,NA,NA,NA,"Oliveira, M.","5360","2010","12","11","Southern America","Brasil","Pernambuco","Garanhuns","Propriedade Serra Branca, interior da mata, local úmido.","-39.568611","-7.994167","-39.568611","-7.994167","426","426","Epífita. Frutos imaturos esverdeados. Freqüente.; Brejo de Altitude. Vegetação arbórea. Solo humoso.","IPA0090476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:46:50-02","IPA","IPA","68490","S","Plantae","Plantae","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E.","2011","03","29","Esteves, G.L.; Lyra-Lemos, R.P.; Lyra-Lemos, R.P.","1847","1987","08","12","Southern America","Brasil","Alagoas","Piaçabuçu","Mata da Marreca, margem da AL-201.","-36.434398651123","-10.4055995941162",NA,NA,NA,NA,"Epífita, flores ausentes; frutos imaturos.; Vegetação aberta sobre cordões litorâneos. Restinga arbustiva.","IPA0068490",NA,"16123","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:46:50-02","IPA","IPA","84858","S","Plantae","Plantae","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E.","2011","03","29","Lopes, A.A.S.","26","2003","11","01","Southern America","Brasil","Bahia","Paulo Afonso","ESEC Raso da Catarina, mata da Pororoca.","-38.2146987915039","-9.40610980987549",NA,NA,NA,NA,"Encontrada em tronco principal de árvore, ca. 70cm de altura. Epífita com frutos verdes.","IPA0084858",NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:46:50-02","IPA","IPA","84859","S","Plantae","Plantae","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E.","2011","03","29","Lopes, A.A.S.","492","2003","11","01","Southern America","Brasil","Bahia","Paulo Afonso","ESEC Raso da Catarina, mata da Pororoca.","-38.2146987915039","-9.40610980987549",NA,NA,NA,NA,"Epífita. Caule e folhas verde-amareladas, suculentas. Frutos verdes, rizóides (?) acinzentados. Presença de formigas.","IPA0084859",NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:46:50-02","IPA","IPA","13978","S","Plantae","Plantae","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E.","2010","05","11","Giulietti, A.M.","4543","1966","05","07","Southern America","Brasil","Pernambuco","Sanharó","Jenipapo, arredores; sobre pequena árvore.","-36.565601348877","-8.36056041717529",NA,NA,NA,NA,NA,"IPA0013978",NA,"16338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:46:50-02","IPA","IPA","13922","S","Plantae","Plantae","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E.","2010","05","11","Andrade-Lima","66-4490","1966","03","06","Southern America","Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,"Epífita na mata.","IPA0013922",NA,"25558","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-27 13:51:17-03","UFS","ASE","29972","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Santana, JP; Silva, TR","106","2013","05","02","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.146","-10.842222","-37.146","-10.842222",NA,NA,"Trepadeira, frutos verdes imaturos; Mata Altântica","ASE000249","ASE000249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-27 13:51:17-03","UFS","ASE","37709","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne",NA,"2015","05",NA,"Santana, JP","588","2015","09","12","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429","-37.1944","-11.0429",NA,NA,"Hemiepifita, 2m altura, inflorescência amarela, folhas simples alternas. Coletada interior da mata sobre tronco de um árvore.; Mata Atlântica.","ASE0038787","ASE0038787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-27 13:51:17-03","UFS","ASE","15857","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Santos, LAS; Machado, WJ; Suzart, FB","128","2010","03","27","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia, Brejo de altitude no topo da serra","-37.4103","-9.4819","-37.4103","-9.4819",NA,NA,"Erva epífita, flores com perianto esbranquiçado e cálcar alaranjado. Flores e frutos presente.; Erva epífita, flores com perianto esbranquiçado e cálcar alaranjado. Flores e frutos presente.; Mata.","ASE0010552","ASE0010552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-27 13:51:17-03","UFS","ASE","13230","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Nascimento - Júnior, JE; Machado, WJ","576","2009","03","19","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia, No topo da serra no interior da mata.","-37.4103","-9.4819","-37.4103","-9.4819",NA,NA,"Flores alvas.; Flores alvas.; Caatinga.","ASE0010550","ASE0010550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-27 13:51:17-03","UFS","ASE","39872","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Silva, FO","2018","05","15","Silva, FO; Fabricante, JR","285","2018","04","11","Southern America","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Ambiente em fase inicial de SE, solos organicos, luminosidade media","-37.221","-10.4535","-37.221","-10.4535",NA,NA,"Mata Atlântica","ASE0041388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-27 13:51:17-03","UFS","ASE","11038","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Nascimento - Júnior, JE; Amaral, L","145","2007","08","01","Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Topo da Serra Comprida.","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"Epífita; folhas coriáceas e grossas; frutos verde-escuros.; Epífita; folhas coriáceas e grossas; frutos verde-escuros.; Moita em topo de montanha.","ASE0010543","ASE0010543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-27 13:51:17-03","UFS","ASE","20264","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Santos, LAS; Monteiro, SHN; Carregosa, T; Farinacio, MA","493","2011","03","18","Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Trilha para o topo da serra de Itabaiana","-37.1854","-10.4529","-37.1854","-10.4529",NA,NA,"Erva epífita, flores cremes no ápice e na base bem alaranjado.; Erva epífita, flores cremes no ápice e na base bem alaranjado.; Campo graminoso.","ASE0010569","ASE0010569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-27 13:51:17-03","UFS","ASE","38482","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Santos, JL","2016","08","26","Santos, JL; Fabricante, JR","9","2016","08","15","Southern America","Brasil","Sergipe","Itabaiana","PARNASI, Parque Nacional Serra de Itabaiana, acesso pelo povoado Bom Jardim.","-37.2147","-10.4349","-37.2147","-10.4349",NA,NA,"Holoepifíta obrigatória. 0,3 m. Frutos imaturos verdes fusiformes. Folhas alternas oblongas e conduplicadas.; Mata Atlântica.","ASE0039877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-27 13:51:17-03","UFS","ASE","15856","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Santos, LAS","99","2010","03","12","Southern America","Brasil","Sergipe","Lagarto","Povoado Rio das vacas, Mata do Felipe","-37.39","-10.5502","-37.39","-10.5502",NA,NA,"Erva epífita, flores com perianto esbranquiçado e cálcar alaranjado.; Erva epífita, flores com perianto esbranquiçado e cálcar alaranjado.; Campo graminoso.","ASE0010551","ASE0010551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-27 13:51:17-03","UFS","ASE","21860","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2014","08","08","Carregosa, T; Nascimento - Júnior, JE; Campos, DA; Matos, GMA; Santos, LRO","184","2011","03","11","Southern America","Brasil","Sergipe","Simão Dias","Fazenda Mercador","-37.484","-10.4418","-37.484","-10.4418",NA,NA,"Erva epífica. Flores alvas.; Erva epífica. Flores alvas.; Caatinga hipoxerófila.","ASE0010576","ASE0010576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:20:06-03","UNICAMP","UEC","206619","S","Plantae","Liliopsida","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Forster, W","2018","06",NA,"Nunes, CEP","2013/24","2013","04","16",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","-45.133333","-23.316667","80","1200","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.","UEC147464","UEC147464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:20:06-03","UNICAMP","UEC","86702","S","Plantae","Liliopsida","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","08","22","Leitão Filho, HF; et al.; Rezende, RR","33506","1995","02","15",NA,"Brazil","São Paulo","Iguape","A 10 Km de Iguape.","-47.644722","-24.766111","-47.644722","-24.766111",NA,NA,"Pétalas, sépalas e labelo cremes, cálcas alaranjado.; Restinga.","UEC064667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:00:37-03","UNICAMP","UEC","135292","S","Plantae","Liliopsida","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","08","22","Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","441","1998","11","11",NA,"Brazil","Minas Gerais","Carrancas","Vargem Grande, Mata ciliar.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Epífita, flores esbranquiçadas em espigas congestas, fragrantes.","UEC064666","UEC064666","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-04-22 16:26:35-03","UFPB","JPB","63347","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","02","06","Oliveira, MN; Silva, GS","329","2011","12","05","Southern America","Brasil","Bahia","Maracás","Fazenda Lagoa de Dentro, Floresta seca.","-40.751556","-13.8875","-40.751556","-13.8875",NA,NA,"Liana; Folhas alternas, carnosas, ócrea. Frutos carnosos, indeiscentes, imaturos verdes, maduros amarelos.; DESC: Liana; Folhas alternas, carnosas, ócrea. Frutos carnosos, indeiscentes, imaturos verdes, maduros amarelos.","JPB0063347",NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"31","2020-04-22 16:26:35-03","UFPB","JPB","35054","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Felix, LP","2006","03","10","Gadelha Neto, PC; Dantas, DHM; Emeri, WWS","1224","2004","08","14","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994","-35.741755","-6.971994",NA,NA,"; DESC: Epífita. Raízes esbranquiçadas, vegetando em forófito úmido e sombreado.",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"32","2020-04-22 16:26:35-03","UFPB","JPB","47371","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Moreira, LHL","2018","07","21","Gadelha Neto, PC; Pessoa, MC; Araújo, CMLR; Silva, CS","3010","2011","08","04","Southern America","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda","-34.976944","-6.502222","-34.976944","-6.502222",NA,NA,"; HABITAT: Mata de Restinga; DESC: Epífita de crescimento monopodial. Raízes adventícias grossas. Folhas simples, alternas. Fruto cápsula.","JPB0047371",NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"33","2020-04-22 16:26:35-03","UFPB","JPB","61291","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, EM","2015","12","07","Nusbaumer, L; et al.","4596","2015","10","07","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.404682","-9.250288","-36.404682","-9.250288","670","670","; HABITAT: Forêt ombrophile submontagnarde de bas de pente; DESC: épiphyte, 0.03 m, sur LN 4594 à 20 m du sol; infru. terminale, fr. sur 2 rangs à 3 sillons, f. vert militaire; récolte photogr. in situ; récolté avec Phillipe Maestrati","JPB0061291",NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"34","2020-04-22 16:26:35-03","UFPB","JPB","64135","PreservedSpecimen","Plantae","Angiosperma","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne",NA,NA,NA,NA,"Gadelha Neto, PC","4092","2017","03","10","Southern America","Brasil","Paraíba","Areia","Parque Estadual Mata do Pau-Ferro","-35.765","-6.973889","-35.765","-6.973889","558","558","Epífita de crescimento monopodial com folhas oblongas, espiraladas, verdes, coriáceas ao longo do caule. Flores pequenas, brancas, resupinadas, reunidas em inflorescências axilares.; HABITAT: Floresta Ombrófila Aberta; DESC: Epífita d","JPB0064135",NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:03:57-03","FURB","FURB","14405","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","10","07","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","63","2009","09","16",NA,"Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444","-48.6019444","-27.1494444","3","3","Epífita IFFSC e8002a (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita;","FURB46944","FURB46944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:03:57-03","FURB","FURB","22971","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","E. Pessoa","2016","10","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1572","2010","03","12",NA,"Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","Epífita IFFSC e8005a (Acima de 4m) - sobre forófito 2 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita de arbórea; Fruto com fruto;","FURB02707","FURB02707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:03:58-03","FURB","FURB","29180","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","10","07","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2728","2010","05","05",NA,"Brasil","Santa Catarina","Balneário Camboriú","Entorno do Parque Interpraias.","-48.6","-27","-48.6000000","-27.0000000","140","140","Florística IFFSC 642 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB02709","FURB02709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:03:58-03","FURB","FURB","31053","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","10","07","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2761","2010","06","21",NA,"Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","Epífita IFFSC e8005b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; Fruto com fruto;","FURB46946","FURB46946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:03:58-03","FURB","FURB","34147","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","10","07","Korte, A.","5999","2011","02","24",NA,"Brasil","Santa Catarina","Navegantes","Bairro Costa Azul.","-48.645","-26.8536111","-48.6450000","-26.8536111","8","8","Florística IFFSC 8013 (Epífita) Habitat: FOD terras baixas; Estágio Médio Habito: epífita; flor branca","FURB46947","FURB46947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:03:58-03","FURB","FURB","36586","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","10","07","Cadorin, T.J.","3276","2011","10","04",NA,"Brasil","Santa Catarina","Blumenau","Ouro Preto Mineração Ltda.","-49.1258334","-26.8186111","-49.1258334","-26.8186111","292","292",NA,"FURB46948","FURB46948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:03:57-03","FURB","FURB","22966","PreservedSpecimen","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E","2013","10","07","Cadorin, T.J.","1606","2010","03","09",NA,"Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita de arbórea; Fruto cápsula;","FURB46945","FURB46945","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-06 19:30:04-03","UFES","VIES","44645","S","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Silva, H.L.","2019",NA,NA,"Silva, H.L.; Lieven, L.J","287","2019","03","30",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.590833","-19.972222","40º35'27''W","19º58'20''S",NA,NA,NA,"VIES044645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:10:56-03","UFES","VIES","17682","S","Plantae",NA,"Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","Hoehne","Pessoa, E.","2013","08","27","Pereira, O.J.; et al.","2671","1992","11","13",NA,"Brasil","Espírito Santo","Aracruz","Barra do Sahy.","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,"VIES017682","VIES017682","37987","auto",NA,NA,NA,NA,NA,NA,NA,NA
