"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","389982","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"S. A. Mori","10285","South America","Brazil","Fazenda Beija-Flor, ca. 3 km ao S de Almadina. Folha SD-24 (15-40b)","-39.63","-14.7",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389982","NY00389982_01","L.","T. D. Pennington","1978","07","19","Bahia","Almadina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1127953","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"H. M. Curran","213","South America","Brazil","Bomfim",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272402' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127953","NY01127953_01","L.","Illegible Determiner Name","1918","05","10","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","754922","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"D. C. Daly","6728","South America","Brazil","Seringal Porongaba, Colocaçào Sào José","-68.8","-10.85",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754922",NA,"L.","T. D. Pennington","1991","05","27","Acre","Brasiléia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01023473","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"J. G. Kuhlmann","81344","South America","Brazil","Obras Públicas.Distrito Federal.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193985' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023473","NY01023473_01","L.","B. T. Styles","1941","10","07","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 04:04:00-03","NY","NYBG","192173","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"N. J. Mashu","8","South America","Ecuador","El Centro Shuar Chiar Entsa, cerca Taisha",NA,NA,"300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192173",NA,NA,NA,"1985","08","05","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","865826","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"J. P. Santos","894","South America","Brazil","Floresta Estadual do Antimarí, Colocaçao Mal Acabado, Picada 8, Ponto 46, AZ 270","-67.9519","-9.8308",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865826","NY00865826_01","L.","T. D. Pennington","1990","07","08","Acre","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01142215","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"H. S. Irwin","48438","South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1574979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142215","NY01142215_01","L.","B. T. Styles","1960","09","22","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 00:13:00-03","NY","NYBG","01142218","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"B. A. Krukoff","4608","South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1575027' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142218","NY01142218_01",NA,NA,"1933","06","01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","441982","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"W. Hoehne",NA,"South America","Brazil","Sao Paulo, Parque do Estado","-46.621883","-23.654505",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441982","NY00441982_01","L.","W. Hoehne","1944","11","10","São Paulo","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-26 23:39:00-03","NY","NYBG","389986","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"E. K. Ramacharan","218","South America","Trinidad and Tobago","Nariva Swamp, Pierre Rd.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389986",NA,NA,"C. D. Adams","1977","07","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","389976","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"R. de Lemos Fróes","19967","South America","Brazil","Estrada de Sao José dos Macucos a Itabuna",NA,NA,NA,NA,"sheet","Coll Srch Dt is illegible <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389976","NY00389976_01","L.","B. T. Styles",NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01142225","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"G. T. Prance","24193","South America","Brazil","Rio Javari, Boa Vista above Paumari","-70.30503","-4.2873106",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1575220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142225","NY01142225_01","L.","T. D. Pennington","1976","10","29","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00841403","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"J. B. E. Pohl","2493","South America","Brazil","Villa Boa",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841403",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","709208","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"D. C. Daly","10187","South America","Brazil","Rio Chandless (tributary of Alto Rio Purus), right bank, just downstream from Igarapé Canamarí.","-69.955","-9.3917",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709208","NY00709208_01","L.","T. D. Pennington","1999","03","29","Acre","Santa Rosa do Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00841405","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"H. S. Irwin","14046","South America","Brazil","Côrrego Landim, ca. 20 km N.E. of Brasília","-47.78471","-15.6555","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841405","NY00841405_01","L.","T. D. Pennington","1966","03","17","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00402038","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"S. A. Mori","10295","South America","Brazil","Fazenda Beija-Flor, ca. 3 km, ao S de Almadina. Folha SD-24 (15-40b)","-39.63","-14.7",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402038",NA,"L.","T. D. Pennington","1978","07","19","Bahia","Almadina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00841400","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"W. A. Ducke","2334","South America","Brazil","Suburbio, lugar Mondubi.","-38.5431","-3.7172",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841400","NY00841400_01","L.","W. A. Ducke","1954","03","08","Ceará","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1127952","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"E. P. Heringer","9020-1214","South America","Brazil","Fundação Zoobotânica","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272399' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127952","NY01127952_01","L.","A. M. Strugnell","1963","10","10","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","389981","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"L. A. Mattos Silva","3111","South America","Brazil","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR415)","-39.17","-14.8","40","40","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389981","NY00389981_01","L.",NA,"1995","05","04","Bahia","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00841412","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"J. A. Ratter","R3801","South America","Brazil","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","-47.93495","-15.952",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841412","NY00841412_01","L.",NA,"1976","10","20","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","389979","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"H. C. de Lima","3461","South America","Brazil","Reserva Ecológica Municipal de Macaé de Cima. Nascente do Rio das Flores","-42.5311012268066","-22.2819004058838","1150","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389979","NY00389979_01","L.",NA,"1990","11","02","Rio de Janeiro","Nova Friburgo","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","754681","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"C. Figueiredo","409","South America","Brazil","Fazenda Experimental Catauba.","-67.62","-10.07",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754681","NY00754681_01","L.","T. D. Pennington","1994","07","29","Acre","Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 18:05:00-03","NY","NYBG","389987","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"M. Polak","546","South America","Guyana","Takutu area, concession of Willems Timber Comp., ca. 40 km from compound","-58.83","7",NA,"100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389987",NA,NA,"A. M. Polak","1991","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00841408","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"L. Riedel","s.n.","South America","Brazil","Brasilia, Camapua.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841408","NY00841408_01","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00750165","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"A. M. V. de Carvalho","4130","South America","Brazil","Ca. 20 km na estrada IlhÚus-Uruþuca","-39.04","-14.78",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750165","NY00750165_01","L.","T. D. Pennington","1993","02","16","Bahia","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01142223","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"B. A. Krukoff","6218","South America","Brazil","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1575181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142223","NY01142223_01","L.","B. T. Styles","1934","09","14","Amazonas","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","865824","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"B. A. Krukoff","5400","South America","Brazil","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865824","NY00865824_01","L.","A. C. Smith","1933","08","11","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 10:57:00-03","NY","NYBG","389988","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"T. D. Pennington","14947","South America","Ecuador","Esmeraldas, Anchayacu, Eloy Alfaro, Mayronga","-79.21717","0.8908","100","250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389988",NA,NA,NA,"1994","04","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00841409","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"R. de Lemos Fróes","11828","South America","Brazil","Island of Sâo Luiz. Rozario, São Simão.","-44.3028","-2.5297",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841409","NY00841409_01","L.","C. Smith","1940",NA,NA,"Maranhão","São Luís",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1127950","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"E. P. Heringer","18007","South America","Brazil","(UnB - Estação Experimental de Biologia)","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272393' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127950","NY01127950_01","L.","Illegible Determiner Name","1981","01","05","Distrito Federal","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","194318","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"W. L. Balée","2574","South America","Brazil","Xingu River. Assurini Indians","-52.5854588","-7.2040035",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194318","NY00194318_01","L.","T. D. Pennington","1986","06","14","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 10:57:00-03","NY","NYBG","192403","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"R. W. Juwa","101","South America","Ecuador","El Centro Shuar Pampants; Rio Kankaim (Cangaime)","-77.6","-2.78","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192403",NA,NA,"T. D. Pennington","1985","09","11","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01142214","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"B. A. Krukoff","1128","South America","Brazil","Upper Cupary River, plateau between the Xingu and Tapajós Rivers","-53.9867735","-3.7272268",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1574971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142214","NY01142214_01","L.",NA,"1931","09",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01142220","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","odorata","Cedrela odorata",NA,"E. de Oliveira","3506","South America","Brazil","Rio Jarí, estrada que liga Monte Dourado a Caracurú.","-52.6095611","-1.0289849",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1575148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142220","NY01142220_01","L.","T. D. Pennington","1967","11","11","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
