"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","typeStatus","individualCount","class","dayIdentified"
"11","2020-12-20 21:18:12-03","UFV","VIC","15412","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A . Juss.","Mota, A.L.P.; et al.","1595",NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata cerrado Zé costa.","-48.187198638916","-18.6471996307373",NA,"Casca cinza, gretada, casca interna avermelhada, alburno bege, folhas pág inferior pubescente, flores amarelas e alaranjadas, com frutos, CAP 29 cm, H 5.8 m.","VIC015412",NA,"1993","03","09",NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"12","2020-12-20 21:18:12-03","UFV","VIC","14502","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A . Juss.","Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata cerrado Zé costa.","-48.187198638916","-18.6471996307373",NA,NA,"VIC014502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"13","2020-12-20 21:18:12-03","UFV","VIC","14468","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A . Juss.","Mota, A.L.P.; et al.","1595",NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata cerrado Zé costa.","-48.187198638916","-18.6471996307373",NA,NA,"VIC014468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"14","2020-12-20 21:18:12-03","UFV","VIC","14280","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A . Juss.","Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata cerrado Zé costa.","-48.187198638916","-18.6471996307373",NA,NA,"VIC014280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"15","2020-12-20 21:18:13-03","UFV","VIC","48352","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A . Juss.","Filardi, F.L.R.; et al.","22",NA,"Brasil","Minas Gerais","Volta Grande","Rod. Recepção-Barragem","-42.5388984680176","-21.7705993652344",NA,"Flores; Árvore; Cerrado","VIC048352","VIC048352","2002","09","18",NA,NA,NA,NA,NA,NA,"11543","auto",NA,NA,NA,NA,NA
"16","2021-04-07 11:45:35-03","UFMS","CGMS","68286","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","A. Pott; V.J. Pott","12780",NA,"Brasil","Mato Grosso do Sul","Ponta Porã","Sanga Puitã, rodovia 463 Km 100, 10 Km N de Ponta Porã.","-55.6186111","-22.6216667",NA,"Flor amarela.Folha discolor. Habitat: Campo graminoso-subarbustivo perturbado. Solo argiloso. Relevo plano. Frequente. Habito: Subarbusto em conjuntos de 1-3 m diâmetro, 30-40 cm altura.","CGMS1101245",NA,"2005","04","18","-55,6186111","-22,6216667","M.C. Mamede",NA,"640","640",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:33:27-03","UNICAMP","UEC","166815","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1503",NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556",NA,"K1633 Árvore, ca. 20 m, com flores e frutos.","UEC039813","UEC039813","2008",NA,NA,"-45.067778","-23.325556","Tamashiro, JY","2009","1073","1093",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:33:27-03","UNICAMP","UEC","36134","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Ramos, AE","144",NA,"Brazil","Distrito Federal","Brasília","Reserva Biológica das Águas Emendadas, Ca. de 40 Km a NE de Brasília.","-47.55","-15.533333",NA,"Entre 15.32s - 15.38s e 47.33w - 47.37w.; Arbusto ca. 1,8m com inflorescências de flores amarelas.; Cerrado.",NA,NA,"1982","11","10","-47.55","-15.533333",NA,NA,"1000","1150",NA,NA,NA,NA,NA,NA,NA
"19","2015-11-06 22:47:43-02","MNHN","RECOLNAT_MNHN_P","P02428618","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Salzmann, P.",NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428618' target='other'> <mi>dwc_moreinfo</mi></a>","P02428618","P02428618_01",NA,NA,NA,NA,NA,"MCHMamede",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"20","2015-11-06 22:47:48-02","MNHN","RECOLNAT_MNHN_P","P02428619","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Salzmann, P.",NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428619' target='other'> <mi>dwc_moreinfo</mi></a>","P02428619","P02428619_01",NA,NA,NA,NA,NA,"MCHMamede",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"21","2015-11-06 22:47:50-02","MNHN","RECOLNAT_MNHN_P","P02428620","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Salzmann, P.",NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428620' target='other'> <mi>dwc_moreinfo</mi></a>","P02428620","P02428620_01",NA,NA,NA,NA,NA,"MCHMamede",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"22","2011-03-07 11:45:00-03","MO","MOBOT","1843811","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","Philipp Salzmann","Salzmann s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1827",NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,"Type","1",NA,NA
"23","2015-08-13 05:50:00-03","MO","MOBOT","2851027","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","R.M. Harley","Harley 10724","South America","Brazil",NA,NA,"State of Mato Grosso. Expedition Base Camp.R3 north c. 2 km. E. of base camp. Cerrado.","-51.76666","-12.81666",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1362338","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","A. F. Regnell","II/31/1/2","South America - Neotropics","Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"US01874822","US01874822_01 US01874822_02","1905","1","16",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,"1","Dicotyledonae",NA
"25","2020-09-12 05:00:02-03","US","US","1341644","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","A. F. Regnell","II 31 1/2","South America - Neotropics","Brazil","Minas Gerais","Caldas","Brasilia, prov. Minas Geraës, cidade de Caldas.","-46.386100769043","-21.9235992431641",NA,NA,"US01874821","US01874821_01 US01874821_02","1905","2","15",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,"1","Dicotyledonae",NA
"26","2020-09-12 05:00:02-03","US","US","2646718","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","O. Handro","8","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"US01874820","US01874820_01 US01874820_02","1948","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"27","2020-09-12 05:00:02-03","US","US","3694215","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","M. Pena, C. Mittelstaedt & M. Paciencia","273","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho: Serra do Cipó. Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.5878","-19.2894",NA,NA,"US03329028","US03329028_01","2007","5","31",NA,NA,NA,NA,"1206",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"28","2021-03-15 18:28:20-03","USP","SPF","218735","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pena, MA","170",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.","-43.560833","-19.456389",NA,"Arvoreta. Folha discolor, presente no ápice. Botões esverdeados com manchas marrons.","SPF00218735","SPF00218735","2007","05","30","-43.560833","-19.456389","Mamede, MCH","2009","1226","1226",NA,NA,"05",NA,NA,NA,NA
"29","2021-03-15 18:28:20-03","USP","SPF","218734","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pena, MA","273",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.587778","-19.289444",NA,"Arbusto escandente sobre rochas, ca. 40 cm alt. Flores amarelas e nectários amarelos. Frutos imaturos verdes.","SPF00218734","SPF00218734","2007","05","31","-43.587778","-19.289444","Mamede, MCH","2009","1206","1206",NA,NA,"05",NA,NA,NA,NA
"30","2021-03-15 18:28:20-03","USP","SPF","218736","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pena, MA","200",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010. Próximo à estátua do Juquinha.","-43.550556","-19.261389",NA,"Arbusto próximo à rocha. Folhas discolores. Flores amarelas, estames amarelos, disco nectarífero amarelo.","SPF00218736","SPF00218736","2007","05","29","-43.550556","-19.261389","Mamede, MCH","2009","1326","1326",NA,NA,"05",NA,NA,NA,NA
"31","2021-03-15 18:28:20-03","USP","SPF","218737","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pena, MA","351",NA,"Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944",NA,"Subarbusto ca. 1 m alt. Folhas discolores, raque da inflorescência marrom. Flores amarelas com máculas marrons no centro, receptáculo floral verde.","SPF00218737","SPF00218737","2007","07","07","-43.510556","-19.246944","Mamede, MCH","2009","1265","1265",NA,NA,"05",NA,NA,NA,NA
"32","2021-03-15 18:28:20-03","USP","SPF","218738","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pena, MA","197",NA,"Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.511667","-19.247222",NA,"Subarbusto rasteiro, folhas discolores com tricomas ferrugíneos. Flores amarelas.","SPF00218738","SPF00218738","2007","05","30","-43.511667","-19.247222","Mamede, MCH","2009","1280","1280",NA,NA,"05",NA,NA,NA,NA
"33","2021-03-15 18:28:20-03","USP","SPF","218739","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pena, MA","103",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à estátua do Juquinha.","-43.551944","-19.261111",NA,"Subarbusto ca. 1 m alt. Folhas discolores, raque da inflorescência marrom. Flores amarelas com máculas marrons no centro, receptáculo floral verde.","SPF00218739","SPF00218739","2007","05","29","-43.551944","-19.261111","Mamede, MCH","2009","1370","1370",NA,NA,"05",NA,NA,NA,NA
"34","2019-11-13 11:24:21-03","USP","SPF","81206","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Salzmann, P","90",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"SPF00081206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 18:28:20-03","USP","SPF","83709","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Mello-Silva, R","732",NA,"Brasil","Minas Gerais","Botumirim","Estrada para Adão Colares/Barrocão, 14 km de Botumirim. Cerrado.","-43.010799407959","-16.872200012207",NA,"Arbusto 1 m alt. Folhas discolores, prateadas na face abaxial. Glândulas do cálice verde. Pétalas amarelas depois alaranjadas.","SPF00083709","SPF00083709","1992","11","20",NA,NA,"Queiroz, EP","2013","850","850","39434","auto","09",NA,NA,NA,"12"
"36","2021-03-15 18:28:20-03","USP","SPF","66381","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Handro, O","8",NA,"Brasil","São Paulo","São Paulo","Jabaquara. Campo.","-46.6300010681152","-23.5400009155273",NA,"Flor amarela.","SPF00066381","SPF00066381","1948","11","18",NA,NA,"Handro, O","1971",NA,NA,"53584","auto","10",NA,NA,NA,NA
"37","2021-03-15 18:28:20-03","USP","SPF","66389","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Handro, O","78",NA,"Brasil","São Paulo","São Paulo","Jabaquara. Campo.","-46.6300010681152","-23.5400009155273",NA,"Flores amarelas, depois avermelhadas.","SPF00066389","SPF00066389","1949","01","26",NA,NA,"Handro, O","1971",NA,NA,"53584","auto","10",NA,NA,NA,NA
"38","2019-09-04 19:05:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana",NA,"P. Salzmann",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA
"39","2015-03-07 08:18:55-03","F","FMNH-SEEDPLANTS","V0221496F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0221496F","V0221496F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"40","2015-03-07 08:18:55-03","F","FMNH-SEEDPLANTS","V0221497F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0221497F","V0221497F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"41","2017-12-12 12:35:21-02","F","FMNH-SEEDPLANTS","V0447540F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana",NA,NA,"170","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0447540F","V0447540F_01","2007","5","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"42","2020-11-04 17:29:38-03","UEM","HUEM","7120","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Souza, VC; Skaramuzza, CAM","3620",NA,"Brasil","São Paulo","Itararé","Fazenda Ibiti (Ripasa) . Campo. P-40.","-49.316667","-24.1925",NA,"Arbusto, 1m de altura, botões amarelados.","HUEM000006713","HUEM000006713","1993","05","22","-49.316667","-24.1925","C.A. de Mattos Scaramuzza","1993",NA,NA,NA,NA,"11",NA,NA,NA,NA
"43","2020-11-12 17:01:10-03","UEL","FUEL","13889","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Martins, FR; et al.","2109",NA,"Brasil","Minas Gerais","Poços de Caldas","Britador da Prefeitura,estrada para Mata da Colina, Estrada para Mata da Colina","-46.564722","-21.838889",NA,NA,NA,NA,"1983","11","29","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-12 17:01:10-03","UEL","FUEL","51826","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Souza, VC; Souza, JP; Scalon, VR; Duarte, AR","18443",NA,"Brasil","Mato Grosso","Aripuanã","Estrada velha Aripuanã-Castanheira, arredores da Serra Morena; savana arborizada, sobre solo arenoso","-59.216417","-10.286139",NA,NA,NA,NA,"1997","07","09","-59.216417","-10.286139","Souza, VC","1997",NA,NA,NA,NA,"12",NA,NA,NA,"30"
"45","2019-05-06 11:58:48-03","UFU","HUFU","18494","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Mota, A.L.P.; et al.","1595",NA,"Brasil","Minas Gerais",NA,"Vale do Rio Araguari, Mata Zé Costa.","-48.041667","-18.9125",NA,"Flores amarelas e alaranjadas. Com frutos.; Cerrado.","HUFU00014182","HUFU00014182","1993","03","09","-48.041667","-18.9125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-23 13:22:40-03","MN","R-TIPOS","20865","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A. Juss.","Salzmann","s.n.",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"R000020865","R000020865_001",NA,NA,NA,NA,NA,"Francener, A.","2015",NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"47","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Salzmann, P","s.n.","Southern America","Brazil","Bahia",NA,"In collibus circa Bahiam",NA,NA,NA,"in hb Hook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:08:29-03","IBt","SP","378759","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pott, A; Pott, VJ","12780",NA,"Brasil","Mato Grosso do Sul","Ponta Porã","Sanga Puitã, rodovia 463, Km 100, 10 km N de Ponta Porã","-55.618611","-22.621389",NA,NA,"SP015870","SP015870","2005","04","18","-55.618611","-22.621389","Mamede, MCH","2005","640","640",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:08:29-03","IBt","SP","378762","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Pott, A; Pott, VJ","11916",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Prudêncio Thomaz, rodovia BR-163","-54.429167","-21.656944",NA,NA,"SP015871",NA,"2004","10","12","-54.429167","-21.656944","Mamede, MCH","2005","315","315",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:08:29-03","IBt","SP","348961","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","salzmanniana","Byrsonima salzmanniana","A.Juss.","Krieger, L","11436",NA,"Brasil","Minas Gerais","Antonio Carlos",NA,"-43.7467002868652","-21.3180999755859",NA,NA,"SP015872",NA,"1972","01","07",NA,NA,"Mamede, MCH","2003",NA,NA,"30131","auto","11",NA,NA,NA,"25"
