"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2016-09-29 11:56:00-03","NY","NYBG","402864","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"L. Riedel","1827","08",NA,"Brazil","Mato Grosso",NA,"Ad ripam Cuyaba, Ipeúva, s. Cabeca de Negro.",NA,NA,NA,NA,NA,NA,"Iter Brasiliense 1822-8 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402864","NY00402864_01","Magnoliophyta","Lamiales","1101","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","402808","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"J. P. L. Sobrinho","1962","06","12","Brazil","Rio de Janeiro","Rio de Janeiro","GB, Avenida Édison Passos.","-43.264318","-22.954429",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402808","NY00402808_01","Magnoliophyta","Lamiales","150","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 11:56:00-03","NY","NYBG","402825","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"A. Gehrt","1921","05","06","Brazil","São Paulo","Ribeirao Pires","Alto da Serra, S. Paulo. Arvore da Matta da Estaçao Biologica.","-46.4097","-23.71",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402825","NY00402825_01","Magnoliophyta","Lamiales","5541","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1039459","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos","L. G. Lohmann","W. Hoehne","1944","11","26","Brazil","São Paulo","Sao Paulo","Parque do Estado de Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486411' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039459","NY01039459_01","Magnoliophyta","Lamiales","1386","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 11:56:00-03","NY","NYBG","402804","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"J. G. Kuhlmann","1934","05","08","Brazil","Espírito Santo","Colatina","Colatina, Estrada da Colônia, a 64 Km de Colatina.","-40.6306","-19.5394",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402804","NY00402804_01","Magnoliophyta","Lamiales","337","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","402810","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"H. M. Curran","1913","11","02","Argentina","Corrientes",NA,"Vicinity of Goya",NA,NA,NA,NA,"15","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402810",NA,"Magnoliophyta","Lamiales","236","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 11:56:00-03","NY","NYBG","402800","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"R. M. Klein","1957","01","26","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402800","NY00402800_01","Magnoliophyta","Lamiales","2178","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 01:09:00-03","NY","NYBG","1128398","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"J. E. R. Collares","1984","06","12","Brazil","Ceará","Milagres","estrada Milagres-Mauriti; Ponto 16; Folha SB.24-Z-C","-38.88","-7.35",NA,NA,"360","360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280426' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128398","NY01128398_01","Magnoliophyta","Lamiales","199","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","402805","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"G. G. Hatschbach","1967","06","19","Brazil","Paraná","Foz do Iguaçu","Rod. BR 277, 5 km da Féz. Mata pluvial da bacia do Rio Paraná.","-54.5881","-25.5481",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402805","NY00402805_01 NY00402805_02","Magnoliophyta","Lamiales","16588","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 11:56:00-03","NY","NYBG","402799","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"R. Reitz","1964","07","09","Brazil","Santa Catarina","Rio do Sul","Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402799","NY00402799_01","Magnoliophyta","Lamiales","17044","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","402796","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"G. G. Hatschbach","1967","06","18","Brazil","Paraná","Medianeira","4 km E. of Medianeira.","-54.0939","-25.2956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402796","NY00402796_01","Magnoliophyta","Lamiales","16577","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 11:56:00-03","NY","NYBG","402828","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"J. Fontella Pereira","1967","07","26","Brazil","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara, Bairro Jardim Botânico, Rua Jardim Botânico, Jóquei Clube.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402828","NY00402828_01","Magnoliophyta","Lamiales","193","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 22:12:00-03","NY","NYBG","886420","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,"S. O. Grose","J. Fontella","1967","07","27","Brazil","Rio de Janeiro",NA,"Bairro do Jardim Botânico, Rua Pacheco Leão.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886420","NY00886420_01","Magnoliophyta","Lamiales","190","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 11:56:00-03","NY","NYBG","402826","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"A. Gehrt",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402826","NY00402826_01 NY00402826_02","Magnoliophyta","Lamiales","5541","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 18:51:00-03","NY","NYBG","720671","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"A. S. Grotta","1967","03","30","Brazil","São Paulo","São Paulo","Cidade Universitaria","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720671","NY00720671_01","Magnoliophyta","Lamiales","350","South America","sheet","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","402821","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"O. Handro","1957","05","23","Brazil","São Paulo","Moji-Guaçu","Moji-Guaçú, Reserva Florestal (Fazenda Campininha), perto de Pádua Sales","-47.164784","-22.242395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402821","NY00402821_01","Magnoliophyta","Lamiales","694","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00907710","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos","S. O. Grose","G. Eiten","1962","06","08","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Balsas and Parnaíba Rivers. Ca 45 km south of Loréto. Ca. 200 meters west of house at Vao da Sambaíba In the valle, Vao da Sambaíba, between plateaus. A few hundred meters west of junction of the brook, Riacho do Saco with the brook, Riacho da Sambaíba","-45","-7.43",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907710","NY00907710_01 NY00907710_02","Magnoliophyta","Lamiales","4841","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 11:56:00-03","NY","NYBG","402811","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"E. M. Zardini","1990","08","31","Paraguay","Central",NA,"Tavarory, along Arroyo Abaí.","-57.5","-25.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402811",NA,"Magnoliophyta","Lamiales","23012","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","402809","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"Martii Herbar. Florae Brasil.","1839","07",NA,"Brazil","Rio de Janeiro","Cabo Frio","Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,"p. 253 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402809","NY00402809_01","Magnoliophyta","Lamiales","444","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02694696","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Mart.) Mattos",NA,"L. Nusbaumer","2014","11","29","Brazil","Pernambuco","Lagoa do Ouro","Reserva Biológica da Pedra Talhada. localité de Lagoa do Ouro","-36.484763","-9.221645",NA,NA,"620",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952159' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694696","NY02694696_01","Magnoliophyta","Lamiales","4463","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 11:56:00-03","NY","NYBG","402797","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,NA,"J. C. Lindeman","1967","06","22","Brazil","Paraná","Guairá","Vicinity of Guairá","-54.2556","-24.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402797","NY00402797_01 NY00402797_02","Magnoliophyta","Lamiales","5515","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","411724","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","heptaphylla","Tabebuia heptaphylla","(Vell.) Toledo",NA,"C. E. O. Kuntze","1892","06",NA,"Bolivia",NA,NA,"Yapacani",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=374152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411724",NA,"Magnoliophyta","Lamiales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 00:45:00-03","NY","NYBG","1034248","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","heptaphylla","Tabebuia heptaphylla",NA,"E. Cottier","A. C. Cervi","1994","02","28","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.42","-9.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01034248","NY01034248_01","Magnoliophyta","Lamiales","CA7395","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 00:45:00-03","NY","NYBG","1034247","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","heptaphylla","Tabebuia heptaphylla",NA,"E. Cottier","A. C. Cervi","1994","02","28","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.42","-9.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248987' target='other'> <mi>dwc_moreinfo</mi></a>","NY01034247","NY01034247_01","Magnoliophyta","Lamiales","CA7392","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 19:02:00-03","NY","NYBG","880039","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","heptaphylla","Tabebuia heptaphylla",NA,NA,"A. H. Gentry","1985","01","06","Brazil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"550",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880039","NY00880039_01","Magnoliophyta","Lamiales","49288","South America","sheet","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","328938","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","ipe","Tabebuia ipe integra","Sprague",NA,"T. Morong","1888",NA,NA,"Paraguay",NA,NA,"Central Paraguay",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00328938","NY00328938_01","Magnoliophyta","Lamiales","740","South America","sheet",NA,NA,"integra","type",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","381830","PreservedSpecimen","Plantae","Bignoniaceae","Tecoma","ipe","Tecoma ipe lepidota","Sprague",NA,"E. Hassler","1900","06",NA,"Paraguay",NA,NA,"Cordillera de Altos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00381830","NY00381830_01","Magnoliophyta","Lamiales","3065","South America","sheet",NA,NA,"lepidota","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","SEM416","S","Plantae","Bignoniaceae","Tabebuia","heptaphylla","Tabebuia heptaphylla",NA,"IEF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Material de doação Veredas Siderurgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","3956","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,"Assis, M.A.","Assis Camargo, P.F.","1997","03","17","Brasil","São Paulo","Agudos","Fazenda Santa Rita",NA,NA,"9999","9999",NA,NA,"Árvore 18,0m, caule suberoso, folhas cartáceas","BOTU003956",NA,NA,NA,"371",NA,NA,NA,NA,NA,NA,"1998","05","08",NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","1441","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus",NA,"Assis, M.A.","Assis Camargo, P.F.","1996","07","16","Brasil","São Paulo","Agudos","Fazenda Santa Rita",NA,NA,"9999","9999",NA,NA,"Árvore de 10,0 m, caule rugoso a suberoso, ausência de folhas, flor com cálice marrom escuro com pontas vinho e pilosidade ferrugínea, corola rosa com interior amarelo","BOTU001441",NA,NA,NA,"214",NA,NA,NA,NA,NA,NA,"1998","05",NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:29:28-03","UFRJ","RFA","39828","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Vell.) Mattos","Ricardo Finotti","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Fragmento florestal adjacente à entrada da Estação Ecológica do Paraíso.","-42.905278","-22.493333","42º54'19''W","22º29'36''S","50","50","Árvore com 11 metros de altura e PAP de 51,2cm.","RFA24852",NA,NA,NA,"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:29:28-03","UFRJ","RFA","4649","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","(Vell.) Mattos","F.S.Espírito-Santo","P. Occhioni","1945","07","04","Brasil","Rio de Janeiro","Rio de Janeiro","Matas Sai Ricardo. Serra Carioca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore grande, flor roxa.","RFA25204",NA,NA,NA,"134",NA,NA,"57442","auto",NA,NA,"2011","05","06",NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:29:30-03","UFRJ","RFA","21283","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","heptaphylla","Tabebuia heptaphylla","(Vell.) Toledo","P. Occhioni","A. Manhães","1971","07","25","Brasil","Rio de Janeiro","Rio de Janeiro","Cultivada no Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA17597",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
