"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","relatedCatalogItem"
"49","2020-06-15 15:30:49-03","UNESP-RC","HRCB","38767","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, J.B.","Arzolla, F.A.R.D.P.","169","2000","06","17",NA,"Brasil","São Paulo","Mairiporã","Parque Estadual da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 26m de altura; frutos imaturos.",NA,NA,NA,"15840","auto","2000","07","17",NA,NA,NA,NA,NA
"50","2020-06-15 15:30:49-03","UNESP-RC","HRCB","38744","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, J.B.","Arzolla, F.A.R.D.P.","208","2000","12","07",NA,"Brasil","São Paulo","Mairiporã","Parque Estadual da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 23m de altura, flores amarelas. <ll>dwc_commonname:</ll> canela",NA,NA,NA,"15840","auto","2000","12","13",NA,NA,NA,NA,NA
"51","2020-11-18 11:40:31-03","UERJ","HRJ","12328","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","A. Quinet","L. P. G. Rosa; W. Silva, C. Dias","s.n.","2011","06","18",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471","550","550",NA,NA,"HRJ00012860",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-09 10:13:06-03","UENF","HUENF","1850","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.",NA,"Moreno, M.R.; Nascimento, M.T.","881","1997","10","22",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé","-41.796944","-21.846944","38","38",NA,"Igual ao 29","HUENF00001852",NA,NA,NA,NA,NA,NA,NA,"41º47'49''W","21º50'49''S",NA,NA,NA
"53","2019-12-09 17:30:05-03","UFPR","EFC","15903","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.","1949","2015","06","15",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.71","-24.8539",NA,NA,NA,"Árvore 32m ; flores passadas (secas) e frutos imaturos verdes. Floresta Ombrófila Densa Montana","EFC015903",NA,NA,NA,NA,"2015","07","08","-48.7100","-24.8539",NA,NA,NA
"54","2019-12-09 17:30:05-03","UFPR","EFC","16870","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.; Lozano, E.D.","2258","2016","03","03",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.7075","-24.8514",NA,NA,NA,"Árvore com 25m de altura; flores amarelas e frutos imaturos verdes do ano anterior","EFC016870",NA,NA,NA,NA,"2016","03","30","-48.7075","-24.8514",NA,NA,NA
"55","2019-12-09 17:30:05-03","UFPR","EFC","15567","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.","1868","2015","01","21",NA,"Brasil","Paraná","Andrianópolis","Parque Estadual das Lauráceas","-48.6969","-24.8525","896","896",NA,"Árvore de 15m, botões, flores amareladas e flores secas (passadas). Floresta Ombrófila Densa Montana","EFC015567",NA,NA,NA,NA,"2015","01","27","-48.6969","-24.8525",NA,NA,NA
"56","2019-12-09 17:30:05-03","UFPR","EFC","15579","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Brotto, M.L.","Brotto, M.L.","1873","2015","02","06",NA,"Brasil","Paraná","Tunas do Paraná","Estrada para o Parque Estadual das Lauráceas","-48.7714","-24.8942","1000","1000",NA,"Árvore 17m, flores secas (passadas). Floresta Ombrófila Densa Montana","EFC015579",NA,NA,NA,NA,"2015","02","09","-48.7714","-24.8942",NA,NA,NA
"57","2019-11-13 11:20:59-03","USP","SPF","202086","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Assis, LCS","Amorim, AMA","6723","2007","01","20",NA,"Brasil","Bahia","Arataca","Serra do Peito de Moça, RPPN Caminho das Pedras.","-39.341667","-15.173611","1000","1000",NA,NA,"SPF00202086",NA,NA,NA,NA,"2007","12",NA,"-39.341667","-15.173611",NA,NA,NA
"58","2019-11-13 11:20:59-03","USP","SPF","196482","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Vattimo, I","Pessoal do Horto Florestal","340","1928","03","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Perto da sede do Horto Florestal.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"SPF00196482",NA,NA,"57442","auto","1964",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:20:59-03","USP","SPF","195434","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Vattimo, I","Pessoal do Horto Florestal","340","1927","11","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Perto da sede do Horto Florestal.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"SPF00195434",NA,NA,"57442","auto","1978","11",NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:20:59-03","USP","SPF","82949","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, JB","Toledo, JF","3161","1950","03","15",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00082949",NA,NA,"53584","auto","1997","06",NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:22:56-03","UEFS","HUEFS","127133","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","P.L.R.Moraes","Amorim, A.","6723","2007","01","20",NA,"Brasil","Bahia","Arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 Km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminhos das Pedras.","-39.341667","-15.173611","1000","1000",NA,"Floresta ombrófila densa montana.","HUEFS0127133","HUEFS0127133",NA,NA,NA,"2010","11",NA,"39W20'30''","15S10'25''","Magnolianae",NA,NA
"62","2019-10-07 09:22:56-03","UEFS","HUEFS","232102","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","M.L.Brotto","Silva, J.M.","9441","2016","09","28",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.718056","-24.859722","902","902",NA,"Floresta Ombrófila Densa Montana.","HUEFS0232102","HUEFS0232102",NA,NA,NA,"2016","11",NA,"48W43'5''","24S51'35''","Magnolianae",NA,NA
"63","2019-10-07 09:22:56-03","UEFS","HUEFS","233047","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.",NA,"Brotto, M.L.","2258","2016","03","03",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.7075","-24.851389","923","923",NA,"Floresta Ombrófila Densa Montana.","HUEFS0233047","HUEFS0233047",NA,NA,NA,NA,NA,NA,"48W42'27''","24S51'5''","Magnolianae",NA,NA
"64","2019-01-25 15:35:12-02","IAC","IAC","43176","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","L.C. Bernacci et al.","L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","3469","2001","02","08",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lila, indivíduo V 24.4","-47.114699","-23.728088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","02","08","-47.114699","-23.728088",NA,NA,NA
"65","2019-01-25 15:41:45-02","IAC","IAC","56007","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","C.F. Nardin et al.","C.F. Nardin; J.F. Benedito & L.C. Bernacci","226","2014","09","10",NA,"Brasil","São Paulo","Louveira","Fragmento I","-46.987778","-23.089444",NA,NA,NA,"coordenadas originais: 23°05#?#22S, 46°59#?#16W",NA,NA,NA,NA,NA,"2014","09","10","-46.987778","-23.089444",NA,NA,NA
"66","2020-07-23 12:09:28-03","CEPLAC","CEPEC","115277","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,"P. Moraes","A. M. Amorim","6349","2006","09","24",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca/Uma, ramal ca. 22,4Km de Arataca, com entrada no Asentamento Santo Antonio. RPPN Caminho das Pedras. Trilha nova de acesso ao topo da serra, margeando o rumo da Fazenda.","-39.341667","-15.173611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,"30/03/2010"
"67","2021-03-04 15:43:52-03","IF","SPSF","29397","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Vell.) C.Ezcurra","J.B.Baitello","J.B.Baitello","1137","2002","02","27","América do Sul","Brasil","SP","Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo e campo cerrado&nf;;",NA,NA,NA,"12135","auto","2007","11","09",NA,NA,"Magnoliopsida",NA,NA
"68","2021-03-04 15:43:52-03","IF","SPSF","08093","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","J.B.Baitello","J.A.Pastore & O. T. Aguiar",NA,"1982","10","20","América do Sul","Brasil","SP","São Paulo","Parque Estadual da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: Flores creme.;",NA,NA,NA,"53584","auto","1983","12","30",NA,NA,"Magnoliopsida",NA,NA
"69","2021-03-04 15:43:52-03","IF","SPSF","39309","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","J.B.Baitello","F.M.Souza & R.C.Sousa & D.Souza & A.N.Oliveira","1076","2008","02","26","América do Sul","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.774722","-23.455278","898","898",NA,"COLETA: Árvore, 16m. Botões amarelos.; GEOGRAFIA: Trilha do Mauro;",NA,NA,NA,NA,NA,"2008","05","06",NA,NA,"Magnoliopsida",NA,NA
"70","2021-03-04 15:43:52-03","IF","SPSF","46871","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","J.B.Baitello","Eduardo",NA,NA,NA,NA,"América do Sul","Brasil","SP","Morro Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05","20",NA,NA,"Magnoliopsida",NA,NA
"71","2021-03-04 15:43:52-03","IF","SPSF","47448","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","J.B.Baitello","C. de Moura & F.E.S.P.Vilela & F.A.R.D.P.Arzolla & D.Souza","432","2012","04","05","América do Sul","Brasil","SP","Guapiara",NA,"-48.581944","-24.304722","900","900",NA,"COLETA: Árvore com 30m de altura, flores e frutos imaturos verdes.&nf;1 duplicata.; GEOGRAFIA: Floresta Ombrófila Densa Montana. Floresta madura.;",NA,NA,NA,NA,NA,"2012","04","30",NA,NA,"Magnoliopsida",NA,NA
"72","2021-03-04 15:43:52-03","IF","SPSF","49997","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","M.L.Brotto","M.L.Brotto","1949","2015","06","15","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.71","-24.853889","893","893",NA,"COLETA: Árvore de 32m de altura; flores passadas secas e frutos imaturos verdes. Floresta Ombrófila Densa Montana.;",NA,NA,NA,NA,NA,"2015","07","08",NA,NA,"Magnoliopsida",NA,NA
"73","2021-03-04 15:43:52-03","IF","SPSF","50005","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","M.L.Brotto","M.L.Brotto & S.Prado","1868","2015","01","21","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.696944","-24.852778","896","896",NA,"COLETA: Árvore de 15m de altura; botões, flores amareladas e flores secas (passadas). Floresta Ombrófila Densa Montana.;",NA,NA,NA,NA,NA,"2015","01","27",NA,NA,"Magnoliopsida",NA,NA
"74","2021-03-04 15:43:52-03","IF","SPSF","50039","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","M.L.Brotto","M.L.Brotto & R.R.Voltz","1873","2015","02","06","América do Sul","Brasil","PR","Tunas do Paraná","estrada para o Parque Estadual das Lauraceas","-48.771389","-24.899722","1000","1000",NA,"COLETA: Árvore de 17m de altura; flores secas (passadas).; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,NA,NA,NA,"2015","02","09",NA,NA,"Magnoliopsida",NA,NA
"75","2021-03-04 15:43:52-03","IF","SPSF","51078","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","M.L.Brotto","M.L.Brotto & E.D.Lozano","2258","2016","03","03","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.7075","-24.851389","923","923",NA,"COLETA: Árvore com 25m de altura; flores amarelas e frutos imaturos verdes do ano anterior.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,NA,NA,NA,"2016","03","30",NA,NA,"Magnoliopsida",NA,NA
"76","2021-03-04 15:43:52-03","IF","SPSF","51779","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","M.L. Brotto","M.L. Brotto & J.M. Silva & R.R. Völtz","9441","2016","09","28","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.718056","-24.859722","902","902",NA,"COLETA: Árvore com 30 m de altura; flores de cor creme.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,NA,NA,NA,"2016","11","22",NA,NA,"Magnoliopsida",NA,NA
"77","2021-03-04 15:43:52-03","IF","SPSF","34333","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","J.B.Baitello","Natália M. Ivanauskas & Renato F. Lorza & Dirceu de Souza & Benedito Lopes","5063","2004","01","28","América do Sul","Brasil","SP","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha-Indaiá, Trilha do Rio Bonito, Floresta Ombrófila Densa.","-44.9599990844727","-23.0699996948242",NA,NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 25m de altura e 128cm de perímetro à altura do peito. Matriz 2478; GEOGRAFIA: UTM: X=497404 Y=7428842 ZONA=23;",NA,NA,NA,"38855","auto","2005","08","23",NA,NA,"Magnoliopsida",NA,NA
"78","2021-03-04 15:43:52-03","IF","SPSF","30880","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Vell.) C.Ezcurra","J.B.Baitello","J.B.Baitello & F.S.Peres","1411","2003","01","09","América do Sul","Brasil","SP","Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo cerrado, sope do morro Grande&nf;;",NA,NA,NA,"12135","auto","2007","11","09",NA,NA,"Magnoliopsida",NA,NA
"79","2021-03-04 15:43:52-03","IF","SPSF","26923","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,NA,"F.A.R.D.P.Arzolla","168","2000","06","17","América do Sul","Brasil","SP","Mairiporã","P.E.Cantareira, Região de Águas Claras","-46.5800018310547","-23.3099994659424",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"80","2021-03-04 15:43:52-03","IF","SPSF","26924","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,NA,"F.A.R.D.P.Arzolla","169","2000","06","17","América do Sul","Brasil","SP","Mairiporã","P.E.Cantareira, Região de Águas Claras","-46.5800018310547","-23.3099994659424",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"81","2021-03-04 15:43:52-03","IF","SPSF","27474","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,NA,"F.A.R.D.P.Arzolla","208","2000","12","07","América do Sul","Brasil","SP","Mairiporã","P.E.Cantareira, Região de Águas Claras","-46.5800018310547","-23.3099994659424",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"82","2021-03-04 15:43:52-03","IF","SPSF","11042","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,NA,"E.L.Silva","29","1987","03","13","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Chapada&nf;;",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"83","2021-03-04 15:43:52-03","IF","SPSF","08094","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","J.B.Baitello","J.B.Baitello & O.T. Aguiar",NA,"1982","11","03","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Chapada&nf;;",NA,NA,NA,"53584","auto","1982","11","04",NA,NA,"Magnoliopsida",NA,NA
"84","2021-03-04 15:43:52-03","IF","SPSF","08095","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,NA,"J.B.Baitello & O.T. Aguiar",NA,"1982","10","14","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Chapada&nf;;",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"85","2021-03-04 15:43:52-03","IF","SPSF","11041","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata",NA,NA,"E.L.Silva","28","1987","03","13","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Chapada&nf;;",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"86","2017-09-11 17:10:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Cryptocarya","emarginata","Cryptocarya emarginata","Meisn.",NA,"Riedel, L","1585",NA,NA,NA,NA,"?",NA,NA,"In sylvis sbhumidis prope Lorena",NA,NA,NA,NA,NA,"m. Oct.; Dryas, Oreas.; HABITAT: Dryas, Oreas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:07:18-03","IBt","SP","454650","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Kondrat, H","Kondrat, H","217","2013","10","19",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 1, espécime nº 18","-46.613889","-23.641667","833","833",NA,NA,"SP054353","SP054353",NA,NA,NA,NA,NA,NA,"-46.613889","-23.641667",NA,NA,NA
"88","2019-11-21 10:07:18-03","IBt","SP","101743","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, JB","Mattos, JR","13769","1966","05","25",NA,"Brasil","São Paulo","Caraguatatuba","Reserva Florestal","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"SP054355","SP054355",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:07:18-03","IBt","SP","200302","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Baitello, JB","Kuhlmann, M","3170","1952","03","04",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto","2003",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:07:18-03","IBt","SP","292339","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Assis, LCS","Cordeiro, I","1623","1996","01","10",NA,"Brasil","São Paulo","São Paulo","Interlagos, Sesc Interlagos, fragmento de mata ombrófila","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP054357","SP054357",NA,"53584","auto","2009","10",NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:07:18-03","IBt","SP","58151","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Coe Teixeira, B","Kuhlmann, M","3885","1955","12","09",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP054354","SP054354",NA,"53584","auto","1961","09","20",NA,NA,NA,NA,NA
"92","2019-11-21 10:07:18-03","IBt","SP","19833","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","Coe Teixeira, B","Toledo, JF; Kuhlmann, M","3161","1950","03","15",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP054356","SP054356",NA,"53584","auto","1961","09","20",NA,NA,NA,NA,NA
"93","2014-09-23 10:58:06-03","G","G","G00007871","S","Plantae",NA,NA,"Lauraceae","Beilschmiedia","emarginata","Beilschmiedia emarginata","(Meisn.) Kosterm.","in Hb. G","Riedel, L.","1585",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=25845&base=img&lang=en","G00007871","G00007871","ISOTYPUS of Cryptocarya emarginata Meisn.",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA
