"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","3998","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Caulotretus","smilacinus","Caulotretus smilacinus","Schott ex Spreng.","J. B. E. Pohl","5632",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,"-43.33","-22.92",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003998","NY00003998_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:25:09-03","PUCPR","HUCP","19310","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Bolson, M","026","2008","07","16",NA,"Brasil","Paraná","Foz do Iguaçu","Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"HUCP00009510","HUCP00009510",NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:25:09-03","PUCPR","HUCP","19363","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Bolson, M","187","2008","03","02",NA,"Brasil","Paraná","Foz do Iguaçu","Refúgio Biológico Bela Vista","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"HUCP00009343","HUCP00009343",NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:05:51-03","NBC","NL-BOTANY","L.3892563","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Oldeman RAA",NA,"1967","01","25","Southern America","French Guiana",NA,NA,"Approuague, rives en amont de Crique Tortua.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3892563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3892563","NL-L3892563",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:10:13-03","ESALQ","ESA","42420","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Árbocz, G.F.; Ivanauskas, N.M.; Tamashiro, J.Y.; Silva, M.M.R.","3960.0","1997","06","03",NA,"Brasil","Mato Grosso","Nova Bandeirantes","Estrada para Fazenda Novo Horizonte. Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Podzólico.","-574.791","-94.643",NA,NA,NA,"Liana lenhosa. Flores brancas","ESA042420","ESA042420","Souza, V.C.",NA,NA,NA,NA,NA,"2012","02","20","-574,791","-94,643",NA,NA,NA
"16","2020-11-04 11:10:13-03","ESALQ","ESA","42421","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Árbocz, G.F.; Ivanauskas, N.M.; Silva, M.M.R.; Zanella, J.","4411.0","1997","08","01",NA,"Brasil","Mato Grosso","Comodoro","Estrada vicinal à esquerda na BR174, trecho Vilhena-Comodoro, em frente ao posto fiscal. Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Areia Quartzosa.","-59.7858009338379","-13.6631002426147",NA,NA,NA,"Liana lenhosa. Flores brancas.","ESA042421","ESA042421","Souza, V.C.",NA,NA,"187708","auto",NA,"2012","02","20",NA,NA,NA,NA,NA
"17","2021-01-14 15:28:32-03","MN","R","101211","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Netto, L.S.M.","s.n.","1864","06","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"Vaz, A.M.S.F.",NA,NA,"57442","auto",NA,"1977","03","16",NA,NA,NA,NA,NA
"18","2021-01-14 15:28:32-03","MN","R","160607","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Lima, H.C.; et al.","2274","1984","10","22",NA,"Brasil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-10 17:52:19-03","UNICAMP","UEC","88320","S","Plantae","Magnoliopsida",NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steub.","Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","302","1996","08","25",NA,"Brazil","Bahia","Uruçuna","Serra Grande",NA,NA,NA,NA,NA,"fruto, Liana na borda da floresta. Frutos verdes com pilosidade ferrugínea.","UEC144347",NA,"Vaz, AMSF",NA,NA,NA,NA,NA,"1997","06",NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:14:53-03","UNICAMP","UEC","114467","S","Plantae","Magnoliopsida",NA,"Fabaceae","Schnella","smilacina","Schnella smilacina","(Schott) G.Don","Árbocz, GF; Silva, MMR; Ivanauskas, NM","3960","1997","06","03",NA,"Brazil","Mato Grosso","Nova Bandeirantes","Estrada para fazenda Novo Horizonte., Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Podzólico.","-57.808611","-9.778611",NA,NA,NA,"Liana lenhosa. Flores brancas.","UEC127346",NA,"Kuntz, J",NA,NA,NA,NA,NA,"2016","08",NA,"-57.808611","-9.778611",NA,NA,NA
"21","2019-08-20 10:14:50-03","UNICAMP","UEC","114466","S","Plantae","Magnoliopsida",NA,"Fabaceae","Schnella","smilacina","Schnella smilacina","(Schott) G.Don","Árbocz, GF; Silva, MMR; Ivanauskas, NM; Zanella, J","4411","1997","08","01",NA,"Brazil","Mato Grosso","Comodoro","Estrada vicinal, à esquerda na BR174, trecho Vilhena-Comodoro, em frente ao posto fiscal.&nf;Floresta Ombrófila Aberta. Relevo suave ondulado. Solo tipo Areia Quartzrosa.","-59.7858009338379","-13.6631002426147",NA,NA,NA,"Liana lenhosa. Flores brancas.","UEC127356",NA,"Kuntz, J",NA,NA,"187708","auto",NA,"2016","08",NA,NA,NA,NA,NA,NA
"22","2019-11-19 14:07:04-03","UFRPE","PEUFR","48930","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","G.E.L. Macedo; N.B. Souza","298","2003","03","19",NA,"Brasil","Bahia","Jequié","Mata da Fazenda Brejo Novo","-40.109417","-13.944722","617","750",NA,"Cipó. Folhas subcrassas, simples.","PEUFR048930",NA,"A.M. Studart",NA,NA,NA,NA,NA,"2005","10","17","40°6'33,9''W","13°56'41''S",NA,NA,NA
"23","2020-06-29 09:30:18-03","UFRRJ","RBR","30838","S","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","Steud.","H.C. Lima","5001","1995","03","14",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, Trilha do Morro do Calcário, próximo ao ponto 500m. Área FP046. 22° 30#?# 00' S, 42° 15#?# 00' W / 22° 33#?# oo' S, 42° 19#?# 00' W.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"RBR00030838",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:25:30-03","MBM","MBM","81575","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Mattos, L.A.; et al.; et al.","1296",NA,NA,NA,"Southern America","Brazil","Bahia","Una","Km 25 da rodovia São José","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"MBM081575","MBM081575","Lewis, G.P.",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:25:30-03","MBM","MBM","158857","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Carvalho, A.M. de; et al.; et al.","3505",NA,NA,NA,"Southern America","Brazil","Bahia","Uruçuca","Fazenda Lagoa do Conjunto Santa Cruz, Distrito de Serra Grande","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,"MBM158857","MBM158857","Amorim, A.",NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:25:30-03","MBM","MBM","158856","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Carvalho, A.M. de; et al.; et al.","3420",NA,NA,NA,"Southern America","Brazil","Bahia","Uruçuca","Fazenda Lagoa do Conjunto Santa Cruz, Distrito de Serra Grande","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,"MBM158856","MBM158856","Amorim, A.",NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:25:30-03","MBM","MBM","105726","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Lima, H.C. de; Bromley, G.; Bromley, G.","2274",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"MBM105726","MBM105726",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:28:15-03","PUC-RIO","FCAB","1601","PreservedSpecimen","Plantae",NA,"Angiospermae","Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","Steud.","P. Capell S.J.","s.n.","1953","08","13",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Na floresta da montanha Serra dos Orgãos.","001601",NA,"Angela M.S. de Fonseca Vaz",NA,NA,"33190","auto",NA,"1996","07",NA,NA,NA,NA,NA,NA
"29","2015-09-04 09:01:14-03","MNHN","RECOLNAT_MNHN_P","P02999557","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Vieira, C.M.",NA,"1992","2","24",NA,"Brasil","Rio de Janeiro",NA,"Mun. de Magé e Cachoeira de Macacu, estação ecológica de Paraíso. Trilha para Mariquitas.","-42.83333","-22.45",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02999557' target='other'> <mi>dwc_moreinfo</mi></a>","P02999557","P02999557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"197",NA,NA
"30","2015-09-04 09:01:14-03","MNHN","RECOLNAT_MNHN_P","P02999556","PreservedSpecimen",NA,NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Lima, H.C.",NA,"1984","12","13",NA,"Brasil","Rio de Janeiro","Magé","Paraíso, próximo a represa da CEDAE.","-43.040599822998","-22.6527996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02999556' target='other'> <mi>dwc_moreinfo</mi></a>","P02999556","P02999556_01",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,"2505",NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","99027","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","Alwyn H. Gentry|David N. Smith|Nestor Jaramillo","Gentry 41897","1983","6","12","South America","Peru","Pasco","Oxapampa","Cabeza de Mono, Río Iscozacin, 10 km SW of Iscozasin, Palcazu Valley, sandy river terraces. Transect 4.","-75.3","-10.33333","320.00000000",NA,NA,NA,NA,NA,"A. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-123","3",NA
"32","2020-07-10 09:46:47-03","MBML","MBML-HERBARIO","47725",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7642","2013","04","14",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, estrada para Pedra da Colina, rampa de voo-livre. Vegetação rupestre","-40.87675","-19.231222","750","750",NA,"Trepadeira com ramos achatados e gavinhas. Frutos imaturos avermelhados. Ocasional na floresta baixa. Material DNA","MBML047725","MBML047725","Haroldo C. de Lima/14-04-2013",NA,NA,NA,NA,NA,NA,NA,NA,"40W52'36,3","19S13'52,4",NA,NA,NA
"33","2021-02-09 10:13:11-03","UENF","HUENF","11174","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Bauhinia","smilacina","Bauhinia smilacina","Steud.","Haroldo C. de Lima; D.S. Farias; P.R.C. Farag.","5176","1995","10","28",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União. Rocha Leão, área sul da BR - 101, próx. Ao Riacho Purgatório. Mata de baixada não inundada.","-41.9449996948242","-22.5268993377686",NA,NA,NA,"Trepadeira com ramos aplanados e sinuosos, ca. 15 cm largura. Frutos passados no chão. Plântulas com eófilos opostos e lobados. Ocasional sobre árvores de grande porte.","HUENF00011992",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-25 10:12:00-03","CVRD","CVRD","2809","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Bong.) Steud.","Folli, D.A.","1196","1990","07","05","América do Sul","BRASIL","BA","Porto Seguro","Próximo ao Aceiro. Localizada no Córrego Camorogi.","-39.0647010803223","-16.4496994018555",NA,NA,NA,"<ll>dwc_commonname:</ll> Unha baiana","CVRD002809",NA,"Angela M. Studart da F. Vaz",NA,NA,"68835","auto","Magnoliopsida","1998","04","28",NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","3115237","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","S. A. Mori & R. Souza","17622","1985","1","1","South America - Neotropics","Brazil","Amapá","Macapá","Riozinho; 122 km nw of porto grande on the hwy perimetral norte (br210)","-53.25","1.35",NA,NA,NA,NA,"US00424451","US00424451_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","3313917","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","A. M. Carvalho et al.","3420","1991","7","1","South America - Neotropics","Brazil","Bahia",NA,"Fazenda Lagoa do Conjunto Fazenda Santa Cruz, 7.3 km na estrada Serra Grande/Itacare, Distrito de Serra Grande, Municipio de Urucuca","-39.02","-14.42",NA,NA,NA,NA,"US01046327","US01046327_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","3724476","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","H. C. Lima, D. Farias & P. Farag","5176",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio das Ostras. Reserva Biológica União. Rocha Leão, área sul da BR-101, próx. ao riacho Purgatório.",NA,NA,NA,NA,NA,NA,"US03270561","US03270561_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","3017748","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Bauhinia","smilacina","Bauhinia smilacina","(Schott) Steud.","A. M. Carvalho, T. S. Santos, J. F. A. Baumgratz & R. Voeks","2105","1984","7","21","South America - Neotropics","Brazil","Bahia","Una","Ca 9-12 km on the road sao jose/una; region of mata higrofila sul baiana","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"US00317049","US00317049_01",NA,NA,NA,"36070","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2741172","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Schnella","smilacina","Schnella smilacina","(Schott) G. Don","J. Lanna","1056","1965","8","9","South America - Neotropics","Brazil","Espírito Santo",NA,"Linhares, Refúgio Biológico Sooretama.",NA,NA,NA,NA,NA,NA,"US03271082","US03271082_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-02 16:26:28-03","Cenargen","CEN","57489","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Domingos Antônio Folli","1196","1990","07","05",NA,"Brasil","BA","PORTO SEGURO","Próximo ao aceiro. Localizada no Córrego Camorogi.","-39.0647010803223","-16.4496994018555",NA,NA,"Exsicatas","Doação do Banco Genético do Pau Brasil. Registro nº 233. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057489","CEN00057489","B. M. T. Walter",NA,NA,"68835","auto",NA,"2013","03",NA,NA,NA,NA,"1",NA
"41","2020-05-08 11:11:23-03","UEFS","HUEFS","14143","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Queiroz, L.P.de","3501","1993","08","21",NA,"Brasil","Bahia","Jacobina",NA,"-40.683333","-11.233333","850","850",NA,NA,"HUEFS0014143","HUEFS0014143","L.P.de Queiroz",NA,NA,NA,NA,"Rosanae","2011","12",NA,"40W41'","11S14'",NA,NA,NA
"42","2020-05-08 11:11:23-03","UEFS","HUEFS","13964","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Carvalho, A.M.de","3505","1991","09","11",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,NA,NA,"HUEFS0013964","HUEFS0013964","L.P.de Queiroz",NA,NA,NA,NA,"Rosanae","2011","12",NA,"39W1'","14S25'",NA,NA,NA
"43","2020-05-08 11:11:23-03","UEFS","HUEFS","13967","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Carvalho, A.M.de","3420","1991","07","01",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,NA,NA,"HUEFS0013967","HUEFS0013967","L.P.de Queiroz",NA,NA,NA,NA,"Rosanae","2011","12",NA,"39W1'","14S25'",NA,NA,NA
"44","2020-05-08 11:11:23-03","UEFS","HUEFS","166644","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Forzza, R.C.","5829","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta estacional com pequenos afloramentos rochosos.","-40.876389","-19.230833","700","700",NA,"Floresta Estacional.","HUEFS0166644","HUEFS0166644","L.P.de Queiroz",NA,NA,NA,NA,"Rosanae","2011","12",NA,"40W52'35''","19S13'51''",NA,NA,NA
"45","2020-05-08 11:11:23-03","UEFS","HUEFS","207889","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Phanera","smilacina","Phanera smilacina","(Schott) Vaz","Lima, H.C.de","7642","2013","04","14",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, estrada para Pedra da Colina, rampa de voo-livre.","-40.876667","-19.231111","750","750",NA,"Rupestre.","HUEFS0207889","HUEFS0207889",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,"40W52'36''","19S13'52''",NA,NA,NA
