"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"16","2021-03-15 16:37:00-03","NY","NYBG","391239","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","R. Kummrow","443","1974","03","27","South America","Brazil","Paraná","Km 168","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391239","NY00391239_01","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","391238","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","E. Pereira","5365","1960","02","19","South America","Brazil","Paraná","Parque Nacional do Iguaçu","-54.5881","-25.5481","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391238","NY00391238_01","Foz do Iguaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2609200","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","Y. E. J. Mexia","4357","1930","02","16","South America","Brazil","Minas Gerais","Viçosa, road to Sao Miguel, near Sao Miguel",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916790' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609200","NY02609200_01",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","391248","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger",NA,"R. Reitz","14674","1963","04","11","South America","Brazil","Santa Catarina","Caxambu, Tupitinga","-51.2247","-27.4019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391248","NY00391248_01","Campos Novos","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","391240","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","D. F. Pereira","19","1991","04","16","South America","Brazil","São Paulo","Fazenda Campininha, Mata do Portugues",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391240","NY00391240_01","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","391234","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","L. R. Landrum","4027","1981","12","30","South America","Brazil","Paraná","New suburb Jupiter","-49.17","-25.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391234","NY00391234_01","Sao José dos Pinhais","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00917265","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","R. C. de Mendonça","3987","1999","03","23","South America","Brazil","Tocantins","Ilha do Bananal, Parque Nacional do Araguaia; Praia do Gado; no barranco do Rio Araguaia","-50.4761","-10.4089","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917265","NY00917265_01","Lagoa da Confusão","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","886221","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","R. Reitz","17701","1965","12","15","South America","Brazil","Paraná","Rio Cavernoso","-51.4581","-25.3956","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886221","NY00886221_01","Guarapuava","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00917287","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","J. A. Lombardi","2098","1997","10","26","South America","Brazil","Minas Gerais","Distrito de Fabiao, 2 km na estrada partindo do Abrigo do Malhador","-44.24625","-15.13514","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917287","NY00917287_01","Januária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2609188","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","L. B. Smith","14949","1965","01","22","South America","Brazil","Paraná","Riozinho da Cima, 9 km south of Irati","-50.87","-25.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916761' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609188","NY02609188_01","Irati","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2609199","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","V. P. de Oliveira","36","1989","12","21","South America","Brazil","Paraná","Sitio JP","-50.0396995544434","-23.5160999298096","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916787' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609199","NY02609199_01","Guapirama",NA,NA,"18301","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2609202","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","L. F. Ferreira","209","1975","02","25","South America","Brazil","Paraná","Rio Abaixo","-49.3142013549805","-25.1900005340576","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2916792' target='other'> <mi>dwc_moreinfo</mi></a>","NY02609202","NY02609202_01","Rio Branco do Sul",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","886217","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","G. G. Hatschbach","26211","1971","02","01","South America","Brazil","Paraná","Barigui","-49.2731","-25.4281","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886217","NY00886217_01","Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","391236","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","R. Braga","274","1959","12","14","South America","Brazil","Paraná","Paramo. Margems do Rio Passe Dois - Rainos [? illegible]. Campos pendantes [?illegible]","-49.7156","-25.7697","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391236","NY00391236_01","Lapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","391235","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","R. Reiss","102","1934","12","01","South America","Brazil","Paraná","Ypiranga","-50.5842","-25.0242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391235","NY00391235_01","Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","886223","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","G. G. Hatschbach","15739","1967","01","19","South America","Brazil","Paraná","Serra dos Dourados, road from Umuarama to Icaraima.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886223","NY00886223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","634336","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger",NA,"J. G. Jardim","1519","1998","02","04","South America","Brazil","Bahia","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorredo mais 1.7 km até a sede da Fazenda Teimoso. Serra do Teimoso.RPPN Serra do Teimoso","-39.58","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634336","NY00634336_01","Jussari","300","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00917297","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler","J. A. Lombardi","1659","1997","05","23","South America","Brazil","Minas Gerais","Distrito de Fabiao, 2 km na estrada partindo do abrigo do Malhador","-44.2547","-15.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917297","NY00917297_01","Januária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","639163","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","D. S. Seigler; J. E. Ebinger","V. F. Kinupp","1068","1998","04","18","South America","Brazil","Paraná","Cambé, Parque Municipal Danziger Hof","-51.2781","-23.2758","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639163","NY00639163_01","Cambé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","391241","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger",NA,"J. M. Silva","752","1989","12","19","South America","Brazil","Paraná","Estrela","-49.2608","-24.8236","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391241","NY00391241_01","Cerro Azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","391244","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger",NA,"G. G. Hatschbach","44507","1982","01","02","South America","Brazil","Paraná","Rio Cerveira","-52.7989","-24.5919","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391244","NY00391244_01","Campina da Lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","391243","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger",NA,"G. G. Hatschbach","25862","1970","12","19","South America","Brazil","Paraná","Barracos","-50.5842","-25.0242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391243","NY00391243_01","Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:19:40-03","UFRJ","RFA","9099","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Acacia","parviceps","Acacia parviceps","(Speg.) Burkart","A. Burkart","G.G. Hatschbach; J. Lindeman","13247","1965","12","07",NA,"Brasil","Paraná","Horto Florestal","-51.9385986328125","-23.4253005981445",NA,"Liana, estames cremes","RFA27899",NA,"Maringá",NA,NA,"19250","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:43-03","UTFPR","DVPR","93","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Speg.) Seigler & Ebinger","Caxambu, MG","Silva, AR","285","2007","03","24",NA,"Brasil","Paraná","Parque Estadual Lago Azul (PELA)","-52.18072","-24.0624",NA,"Árvore heliófita ca. 4 m de altura, frutos secos, deiscenttes, imaturos de cor verde.; Relevo: forte ondulado.","DVPR000093","DVPR000093","Campo Mourão","588","588",NA,NA,"2007","04","11","-52.18072","-24.0624",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:08:37-03","NBC","NL-BOTANY","U.1258676","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Acacia","parviceps","Acacia parviceps","(Speg.) Burkart","Hatschbach GG","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1965","12","07","Southern America","Brazil","Paraná",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1258676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1258676","NL-U1258676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0101431",NA,NA,NA,NA
"41","2020-02-08 09:08:37-03","NBC","NL-BOTANY","U.1258677","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Acacia","parviceps","Acacia parviceps","(Speg.) Burkart","Hatschbach GG","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1965","12","07","Southern America","Brazil","Paraná",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1258677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1258677","NL-U1258677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0101430",NA,NA,NA,NA
"42","2020-02-08 09:08:37-03","NBC","NL-BOTANY","U.1258680","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Acacia","parviceps","Acacia parviceps","(Speg.) Burkart",NA,"Lindeman JC; Haas JH de",NA,"1967","01","25","Southern America","Brazil",NA,"Flora Brasiliae Australis, Hab. Est. Paraná, Rio da Areia between Cruzeiro d'Oeste and Tuneiras d'Oeste.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1258680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1258680","NL-U1258680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-11-04 11:10:20-03","ESALQ","ESA","31956","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Senegalia","parviceps","Senegalia parviceps","(Spreng.) Seigler & Elinger","Terra, V.","Leitão Filho, H.F. et al.","32766.0","1995","02","08",NA,"Brasil","São Paulo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,"ESA031956",NA,"Barra do Turvo",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:28:16-03","MN","R","23079","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Acacia","stenocarpa","Acacia stenocarpa","Malme",NA,"Malme, G.O.A.","2731","1902","12","19",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockolm. Plantae itineris Regnelliani Ildi.",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
