"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","sex"
"332","2020-12-21 16:18:10-03","MBM","MBM","93908","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","1984","10","15","Brazil","Mato Grosso do Sul","Amambai","Amambai, 10km O","-55.2257995605469","-23.1042003631592","73676",NA,"auto","48480","Southern America",NA,NA,"MBM093908","MBM093908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-12-21 16:18:10-03","MBM","MBM","117947","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1987","10","21","Brazil","Mato Grosso do Sul","Amambai","Reserva Indígena Limão Verde","-55.2257995605469","-23.1042003631592","73676",NA,"auto","51528","Southern America",NA,NA,"MBM117947","MBM117947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-12-21 16:18:10-03","MBM","MBM","204114","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","1996","11","06","Brazil","Mato Grosso do Sul","Bandeirantes","Rod. BR-163, São Pedro","-54.363899230957","-19.9178009033203","50915",NA,"auto","65347","Southern America",NA,NA,"MBM204114","MBM204114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-12-21 16:18:10-03","MBM","MBM","323164","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.","2007",NA,NA,"Silva, J.M.; Barboza, E.; Barboza, E.","2006","11","11","Brazil","Mato Grosso do Sul","Ponta Porã","Faenda Santa Virgínia","-55.7256011962891","-22.5361003875732","102608","Xiloódífera, ereta, flor creme.; Cerrado.","auto","5260","Southern America",NA,NA,"MBM323164","MBM323164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-12-21 16:18:10-03","MBM","MBM","188613","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","1995","10","15","Brazil","Mato Grosso do Sul","Rio Brilhante","Rodovia Rio Brilhante a Maracaju, km 320","-54.5463981628418","-21.8019008636475","65544",NA,"auto","63391","Southern America",NA,NA,"MBM188613","MBM188613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-12-21 16:18:10-03","MBM","MBM","59229","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Leitão Filho, H.F.; et al.; et al.","1977","09","18","Brazil","Minas Gerais","Alpinópolis","Alpinópolis","-46.3880996704102","-20.8635997772217","22010",NA,"auto","5966","Southern America",NA,NA,"MBM059229","MBM059229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-12-21 16:18:10-03","MBM","MBM","273343","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","2002","08","24","Brazil","Minas Gerais","Buenópolis","Serra do Cabral, subida Buenópolis - Estrada Real","-44.1800003051758","-17.8733005523682","42854",NA,"auto","73817","Southern America",NA,NA,"MBM273343","MBM273343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-12-21 16:18:10-03","MBM","MBM","35264","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Macedo, A.",NA,NA,NA,"Macedo, A.","1943","06","26","Brazil","Minas Gerais","Campina Verde","Campina Verde","-49.486400604248","-19.5356006622314","79993",NA,"auto","30","Southern America",NA,NA,"MBM035264","MBM035264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-21 16:18:10-03","MBM","MBM","20013","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Gentry, A.",NA,NA,NA,"Hatschbach, G.; Pelanda, P.; Pelanda, P.","1971","11","14","Brazil","Minas Gerais","Diamantina","Ribeirão das Pedras","-43.6002998352051","-18.2493991851807","101169",NA,"auto","27921","Southern America",NA,NA,"MBM020013","MBM020013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-12-21 16:18:10-03","MBM","MBM","37097","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Gentry, A.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","1975","09","25","Brazil","Minas Gerais","Frutal","Frutal, arredores","-48.940601348877","-20.0247001647949","46367",NA,"auto","37132","Southern America",NA,NA,"MBM037097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-12-21 16:18:10-03","MBM","MBM","228273","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","1998","07","24","Brazil","Minas Gerais","Gouveia","Rod. MG-259, próximo ao trevo para Datas","-43.7407989501953","-18.4543991088867","37970",NA,"auto","68155","Southern America",NA,NA,"MBM228273","MBM228273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-12-21 16:18:10-03","MBM","MBM","188618","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1996","01","17","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242","37503",NA,"auto","64226","Southern America",NA,NA,"MBM188618","MBM188618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-12-21 16:18:10-03","MBM","MBM","241262","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","1999","10","21","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242","37503",NA,"auto","69442","Southern America",NA,NA,"MBM241262","MBM241262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-12-21 16:18:10-03","MBM","MBM","273344","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","2002","08","17","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, entre o Rio Embaiassaia e o Rio Preto","-44.1721992492676","-17.7574996948242","37503",NA,"auto","73523","Southern America",NA,NA,"MBM273344","MBM273344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-12-21 16:18:10-03","MBM","MBM","20019","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","1971","11","11","Brazil","Minas Gerais","São João Nepomuceno","Rodovia Fernão Dias","-43.0106010437012","-21.5400009155273","20981",NA,"auto","27728","Southern America",NA,NA,"MBM020019","MBM020019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-12-21 16:18:10-03","MBM","MBM","138980","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Pirani, J.R.",NA,NA,NA,"Pirani, J.R.","1984","11","03","Brazil","Minas Gerais","São Tomé das Letras","Estrada para Baependi, Vale do Ribeirão Cantagalo","-44.9852981567383","-21.7222003936768","16076",NA,"auto","5830","Southern America",NA,NA,"MBM138980","MBM138980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-12-21 16:18:10-03","MBM","MBM","139522","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1990","10","13","Brazil","Minas Gerais","Uberaba","Rod. BR-050, 15-20km a oeste de Uberaba","-47.9319000244141","-19.7483005523682","73879",NA,"auto","54361","Southern America",NA,NA,"MBM139522","MBM139522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-12-21 16:18:10-03","MBM","MBM","9409","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1968","10","12","Brazil","Paraná","Arapoti","Fazenda do Lobo","-49.8266983032227","-24.1578006744385","41852",NA,"auto","20046","Southern America",NA,NA,"MBM009409","MBM009409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-12-21 16:18:10-03","MBM","MBM","197356","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Silva, S.M.",NA,NA,NA,"Carrião, D.J.S.; et al.; et al.","1994","10","15","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611","44368",NA,"auto","59","Southern America",NA,NA,"MBM197356","MBM197356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-12-21 16:18:10-03","MBM","MBM","179741","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.","1978","11","01","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564","35166",NA,"auto","10100","Southern America",NA,NA,"MBM179741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-12-21 16:18:10-03","MBM","MBM","123302","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","1988","04","23","Brazil","Paraná","Sengés","Rod. PR-11, próximo ao Rio Cajuru","-49.4636001586914","-24.1128005981445","55682",NA,"auto","51941","Southern America",NA,NA,"MBM123302","MBM123302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-12-21 16:18:10-03","MBM","MBM","273786","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellf. ex de Souza","Franco, G.A.D.C.",NA,NA,NA,"Baitello, J.B.","2001","02","02","Brazil","São Paulo","Franco da Rocha","Parque Estadual do Juqueri","-46.7200012207031","-23.3199996948242","12135",NA,"auto","933","Southern America",NA,NA,"MBM273786","MBM273786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-12 14:46:56-03","IFGoiano","IFRV","377","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld ex de Souza",NA,NA,NA,NA,"Cristina Santos","2012","12","03","Brasil","Goiás","Rio Verde","Faz. Lago Azul.","-50.9281005859375","-17.7980995178223","96378","cerrado","auto",NA,NA,NA,NA,"IFRV00000377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606118","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil. Campos au prés de la S. de Carrancas.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606118' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606118","P03606118_01",NA,NA,NA,NA,NA,NA,NA,"D 444",NA,NA
"356","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606138","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Glaziou","1892","3","14","Brasil","Minas Gerais",NA,"Brésil. Catuaba, entre Corrego Secco et Jequitiba.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606138' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606138","P03606138_01",NA,NA,NA,NA,NA,NA,NA,"19659",NA,NA
"357","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606139","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Glaziou, A.","1894","10","5","Brasil",NA,NA,"Brésil: Goyaz, Picha, en allant à l´Espigão.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606139","P03606139_01",NA,NA,NA,NA,NA,NA,NA,"21844",NA,NA
"358","2015-09-04 08:03:30-03","MNHN","RECOLNAT_MNHN_P","P03586890","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Martius","1818","1","1","Brésil",NA,NA,"In Brasiliae prov. Bahiensis mediterraneis virgulletis",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586890' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03586890","P03586890_01 P03586890_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2015-09-04 07:51:17-03","MNHN","RECOLNAT_MNHN_P","P03606098","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil.- Province de Minas Geraes.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606098' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606098","P03606098_01",NA,NA,NA,NA,NA,NA,NA,"644",NA,NA
"360","2015-09-04 07:51:17-03","MNHN","RECOLNAT_MNHN_P","P03606101","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Irwin, H.S.|Santos, R.R.|Souza, R.","1965","9","1","Brasil","Distrito Federal",NA,"Chapada da Contagem, ca. 25km. N.E. of Brasília.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606101' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606101","P03606101_01",NA,NA,NA,NA,NA,NA,NA,"8035",NA,NA
"361","2015-09-04 07:51:17-03","MNHN","RECOLNAT_MNHN_P","P03606102","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Prance, G.T.|Silva, N.T.","1964","1","1","Brasil","Pará",NA,"Cia Fercal, 30km East of Brasília.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606102' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606102","P03606102_01",NA,NA,NA,NA,NA,NA,NA,"59068",NA,NA
"362","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606103","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Irwin, H.S.|Soderstrom, T.R.","1964","10","19","Brasil","Goiás",NA,"Serra do Caiapó. Campo slopes, ca. 33km S. of Caiaponia on road to Jataí. [ ?2´S, 51°47´W].",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606103' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606103","P03606103_01",NA,NA,NA,NA,NA,NA,NA,"7083",NA,NA
"363","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606105","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Harley, R.M.|Souza, R.","1968","9","28","Brasil","Mato Grosso",NA,"R 10,c12km SW of Base Camp. Near Lago de Leo. Expedition Base Camp.","-51.76667","-12.9",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606105' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606105","P03606105_01",NA,NA,NA,NA,NA,NA,NA,"10333",NA,NA
"364","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606106","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Hassler, E.","1905","1","1","Paraguai",NA,NA,"In regione fluminis Yhú.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606106","P03606106_01",NA,NA,NA,NA,NA,NA,NA,"9585",NA,NA
"365","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606107","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Weddell, H.A.","1844","9","1","Brasil","Goiás",NA,"Brésil central. Sertão d´Amaroleité.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606107' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606107","P03606107_01",NA,NA,NA,NA,NA,NA,NA,"2764",NA,NA
"366","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606108","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Weddell, H.A.","1844","9","1","Brasil",NA,NA,"Brésil central: Sertão d´Amaraleité.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606108' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606108","P03606108_01",NA,NA,NA,NA,NA,NA,NA,"2764",NA,NA
"367","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606109","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Weddell, H.A.","1844","1","1","Brasil","Minas Gerais",NA,"Brésil: Minas Geraes, Cachoeira de Campo.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606109' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606109","P03606109_01",NA,NA,NA,NA,NA,NA,NA,"1919",NA,NA
"368","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606110","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Warming",NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606110' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606110","P03606110_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606111","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Ule, E.","1892","8","1","Brasil","Goiás",NA,"Brésil: Serra dos Pyreneos.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606111' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606111","P03606111_01",NA,NA,NA,NA,NA,NA,NA,"204",NA,NA
"370","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606114","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil. - Province de Minas Geraes.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606114' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606114","P03606114_01",NA,NA,NA,NA,NA,NA,NA,"B1 1783",NA,NA
"371","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606115","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil. - Province de Minas Geraes ?.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606115' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606115","P03606115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606116","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Riedel","1833","11","1","Brasil",NA,NA,"In campis St. Paulo, Goyaz,Minas Geraes.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606116' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606116","P03606116_01",NA,NA,NA,NA,NA,NA,NA,"2890",NA,NA
"373","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606117","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"[Regnell]","1848","4","1","Brasil",NA,NA,"Canna Verde, provincia S. Pauli.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606117' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606117","P03606117_01",NA,NA,NA,NA,NA,NA,NA,"III 60",NA,NA
"374","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606119","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil. - Province de Minas Geraes.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606119' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606119","P03606119_01",NA,NA,NA,NA,NA,NA,NA,"C1 264",NA,NA
"375","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606120","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606120' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606120","P03606120_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2015-09-04 07:50:33-03","MNHN","RECOLNAT_MNHN_P","P03606122","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,"Brésil. Province de Minas Gereas. [Riocham].",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606122' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606122","P03606122_01",NA,NA,NA,NA,NA,NA,NA,"644",NA,NA
"377","2015-09-04 07:51:41-03","MNHN","RECOLNAT_MNHN_P","P03606123","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Anemopaegma","arvense","Anemopaegma arvense","(Vell.) Stellfeld & J.F.Souza",NA,NA,NA,NA,"Burchell",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03606123' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,"P03606123","P03606123_01",NA,NA,NA,NA,NA,NA,NA,"7511",NA,NA
