"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1240112","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.",NA,"J. E. Pohl","2844(d.no. 1174)","1820","06",NA,"South America","Brazil","Goiás",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1506112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240112","NY01240112_01",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1280524","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","W. R. Anderson","8557","1973","04","10","South America","Brazil","Minas Gerais",NA,"6 km by road N of Gouvêia on road to Diamantina. Serra do Espinhaço.","-43.7117","-18.4","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280524","NY01280524_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1280532","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","15762","1966","05","11","South America","Brazil","Distrito Federal","Brasília","Côrrego Landim, ca. 20 km N.E. of Brasília","-47.78472222","-15.6555","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280532","NY01280532_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1280536","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","12982","1966","02","19","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km S.W. of Brasília","-48.08168","-15.94305","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611463' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280536","NY01280536_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1280541","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","D. Philcox","4897","1968","05","03","South America","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa, 25 km SSE Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280541","NY01280541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02137291","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","M. J. R. Rocha","M. J. R. Rocha","964","2013","04","15","South America","Brazil","Minas Gerais","Diamantina","Estrada Diamantina- Conselheiro Mata.","-43.7131","-18.2753","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190568' target='other'> <mi>dwc_moreinfo</mi></a>","NY02137291","NY02137291_01",NA,"1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1280535","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","14121","1966","03","19","South America","Brazil","Distrito Federal","Brasília","Setor Industrial, ca. 5 km W of Brasília","-47.95","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280535","NY01280535_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1239788","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.",NA,"J. B. E. Pohl","1174",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521147' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239788","NY01239788_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1280534","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","14336","1966","04","04","South America","Brazil","Goiás","Posse","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611459' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280534","NY01280534_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1280507","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","A. F. M. Glaziou","19273","1872","04","19","South America","Brazil","Minas Gerais",NA,"Diamantina.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1610953' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280507","NY01280507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1280531","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","24864","1969","03","21","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.20708","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280531","NY01280531_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1280533","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","15408","1966","04","28","South America","Brazil","Distrito Federal","Brasília","Near Côrrego Taquari, E. of Lagôa Paranoá","-47.82","-15.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611458' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280533","NY01280533_01","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02060156","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.",NA,"J. N. Nakajima","2280","1997","04","15","South America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Guarita de Sacramento, ca. 1 km.","-46.3657989501953","-20.2453002929688","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2506588' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060156","NY02060156_01",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1280477","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","A. C. Brade","16238","1940","03",NA,"South America","Brazil","São Paulo","Piracicaba","Vila Emma","-46.543068","-23.587347","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1610440' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280477","NY01280477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1280478","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","B. Maguire","44133","1959","09","05","South America","Colombia","Amazonas",NA,"Río Caquetá, Araracuara.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1610441' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280478","NY01280478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1280542","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","H. S. Irwin","28477","1970","03","28","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 3 km N. of São João da Chapada, road to Campo do Sampaio","-43.7833","-18.0833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611543' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280542",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1280506","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","A. F. M. Glaziou","19278",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1610952' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280506","NY01280506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1280508","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","F. Almeda; O. Robinson","G. Gardner","4148","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1610955' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280508","NY01280508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00748920","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","J. J. Wurdack","R. de Mello-Silva","CFCR9764","1986","03","24","South America","Brazil","Minas Gerais","Datas","Datas. Morro do Coco (1 km do entroncamento para Diamantina)","-43.6556","-18.4458","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748920","NY00748920_01","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00748944","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","J. J. Wurdack","J. H. Kirkbride Jr.","5258","1983","04","25","South America","Brazil","Distrito Federal","Brasília","Cabeceira Comprida","-48.07","-15.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748944","NY00748944_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1239783","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","gracilis","Siphanthera gracilis","Miq.",NA,"A. F. Regnell","II-114","1846","03","05","South America","Brazil","Minas Gerais","Caldas","Caldas","-46.3861","-21.9236","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521124' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239783","NY01239783_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1239793","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","robusta","Siphanthera robusta","Cogn.",NA,"Tamberlik","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"[unknown locality]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239793","NY01239793_01",NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG1062","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata",NA,"C. Munhoz","C. Munhoz, M.Oliveira, Anael",NA,"2012","06","25",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,"Doação Jardim Botânico de Brasília. HEPH. N°14299-9, flor rosa escuro, roxo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-28 13:11:24-03","MCN-PUC-MINAS","HPUC-MG","ANG3856","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata",NA,"C.Munhoz","C.Munhoz; M.Oliveira; Anael.",NA,NA,NA,NA,NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros, Alto Paraíso",NA,NA,NA,"Flor rosa escuro.",NA,NA,"1.1","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:20:16-03","UFRJ","RFA","29179","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","B.A.S. Pereira","E.P. Heringer","17062 a","1978","04","24",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,"Flores róseas","RFA45649",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:44:49-03","EAO","IAN","123160","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Wurdack, JJ","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14336","1966","04","04","Southern America","Brasil","Goiás",NA,"Sandy cerrado, Rio Prata, ca. 6km S of Posse.","-46","-14",NA,NA,"IAN123160",NA,"800","800",NA,NA,NA,"1967","-46","-14",NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:44:49-03","EAO","IAN","123246","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Wurdack, JJ","Irwin, HS; Grear Jr., JW; Grear Jr., JW","15762","1966","05","11","Southern America","Brasil","Distrito Federal",NA,"Gallery forest and adjacent capoeira, Córrego Landim, ca. 20km N.E. of Brasília.",NA,NA,NA,NA,"IAN123246",NA,"900","900",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:44:49-03","EAO","IAN","125970","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Wurdack, JJ","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14121","1966","03","19","Southern America","Brasil","Distrito Federal",NA,"Periodically flooded campo, bordering gallery forest. Setor Industrial, ca. 5Km W. of Brasília.",NA,NA,NA,NA,"IAN125970",NA,"1000","1000",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:44:49-03","EAO","IAN","125998","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Wurdack, JJ","Irwin, HS; Grear Jr., JW; Grear Jr., JW","15408","1966","04","28","Southern America","Brasil","Distrito Federal",NA,"Cerrado, near Córrego Taquari, E. of Lagoa paranoá.",NA,NA,NA,NA,"IAN125998",NA,"975","975",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:44:49-03","EAO","IAN","131257","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Wurdack, JJ","Irwin, HS; Santos, RR dos","24864","1969","03","21","Southern America","Brasil","Goiás",NA,"Brejo. gallery woods and adjacent campo (partly brejo) ca. 10km south of Alto do Paraiso (formely Veadeiros).",NA,NA,NA,NA,"IAN131257",NA,"1000","1000",NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:44:49-03","EAO","IAN","149202","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Wurdack, JJ","Anderson, WR","8557","1973","04","10","Southern America","Brasil","Minas Gerais",NA,"6Km by road N of Gouveia on road to Diamantina; gallery forest along stream and slopes above, one side being rocky (quartzite) with sandy soil, the other side having an area of grassy cerrado on red clay.",NA,NA,NA,NA,"IAN149202",NA,"1250","1250",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:44:49-03","EAO","IAN","15086","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl","Barreto, M","Oliveira, E","75","1960","06","12","Southern America","Brasil","Minas Gerais","Uberaba","campo úmido, Rancho do Zinco, muito frequente.","-47.9319000244141","-19.7483005523682",NA,NA,"IAN015086","IAN015086 IAN015086_e",NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:44:49-03","EAO","IAN","81489","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Siphanthera","robusta","Siphanthera robusta","Cogn.",NA,"Jamberlik","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN081489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-25 16:51:16-03","UFBA","ALCB","67433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","Rocha, MJR","Pastore, JFB; Rodrigues, AS; Santos, FFM; Pereira-Silva, G; Bringel Júnior, JBA","882","2004","02","03","Southern America","Brasil","Brasília","Distrito Federal","Parque do Gama","-48.053889","-16.04",NA,"ca. 40 cm alt. Flor lilás; estames roxos.","ALCB070561",NA,"1050","1050",NA,NA,NA,"2012","-48.053889","-16.04","07",NA,NA,NA,NA,NA
"45","2020-02-14 14:10:40-03","UFBA","ALCB","81458","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","Rodrigues, KF","Hatschbach, G; Hatschbach, M; Ribas, OS","77671","2004","06","09","Southern America","Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242",NA,"Ereta, flor rosada.","ALCB070562",NA,NA,NA,NA,"37503","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:04:59-03","NBC","NL-BOTANY","L 0535481","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","cordata","Siphanthera cordata","Pohl ex DC.","Veldkamp JF","Claussen P",NA,"1837","01","01","Southern America","Brazil",NA,NA,"Rio San Fransisco.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200535481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0535481","NL-L0535481",NA,NA,"syntype",NA,NA,"2007",NA,NA,"01","Magnoliopsidae","01","908132207",NA,NA
